:ID,:LABEL,case_id,linked_claim_id,case_type,status,priority,created_date,assigned_investigator,assigned_unit,linked_entities_count,claim_amount,ring_cluster_id,ring_member,ai_model_used,ai_fraud_score,rag_confidence_score,ai_summary,llm_verdict,rubric_score,manual_override_triggered,override_reasons,human_verdict,human_verdict_date,evidence_collected,days_open,estimated_fraud_loss,recovery_initiated,recovery_amount_usd,closed_loop_detected,explanation_trace_id,rag_evidence_nodes,notes
CASE-788502,InvestigationCase,CASE-788502,CLM-788502,High Value,Closed - Cleared,P1 - Critical,2/28/2015,Inv. Sarah Chen,SIU-Northeast,2,67210.0,,No,RuleBased-v4,0.691,63.0,"Incident on 2/28/2015 in Arlington, SC.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 1 | Police Report: ?
Total Claim: $67210",VIABLE_RECOVERY_CASE,67,Yes,High Value >$50K|Injury No Police Report,Cleared,19/5/2015,Medical Records|Dashcam|Police Report,354,0.0,Yes,15829.06,No,TRACE-D99E2AAB38FF,CLM-788502|ADJ-6775,
CASE-627486,InvestigationCase,CASE-627486,CLM-627486,High Value,Closed - Cleared,P2 - High,1/16/2015,Inv. Derek Moss,SIU-West,1,42500.0,,No,HINormer-Auto,0.757,45.0,"Incident on 1/16/2015 in Arlington, NC.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 3 | Police Report: NO
Total Claim: $42500",VIABLE_RECOVERY_CASE,63,No,,High Value Approved,1/11/2015,Bank Records|Cell Data|CCTV|Medical Records|Police Report,221,0.0,No,7656.52,No,TRACE-85AF94B667F9,CLM-627486|ADJ-3728,
CASE-498842,InvestigationCase,CASE-498842,CLM-498842,High Value,Open,P1 - Critical,2/1/2015,Inv. Sarah Chen,SIU-Southeast,0,86400.0,,No,RuleBased-v4,0.735,36.0,"Incident on 2/1/2015 in Arlington, SC.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 1 | Police Report: NO
Total Claim: $86400",VIABLE_RECOVERY_CASE,74,Yes,High Value >$50K,Pending,16/9/2015,Witness Statement|Medical Records|Bank Records,50,0.0,No,0.0,No,TRACE-13CBCC3832B9,CLM-498842|ADJ-9024,
CASE-550294,InvestigationCase,CASE-550294,CLM-550294,Fraud Ring,Under Review,P1 - Critical,1/30/2015,Inv. Angela Ruiz,SIU-Southeast,3,4620.0,RING-013,Yes,FraudGNN-v2.1,0.682,54.0,"Incident on 1/30/2015 in Hillsdale, SC.
Type: Vehicle Theft | Collision: ?
Severity: Minor Damage | Vehicles: 1
Witnesses: 2 | Police Report: ?
Total Claim: $4620",VIABLE_RECOVERY_CASE,62,Yes,Injury No Police Report|Fraud Ring Cluster,Pending,14/8/2015,Dashcam|Cell Data|Repair Estimate,212,2673.61,No,0.0,No,TRACE-D28A21162FCD,CLM-550294|ADJ-1929,
CASE-328387,InvestigationCase,CASE-328387,CLM-328387,High Value,Under Review,P3 - Medium,2/16/2015,Inv. Sarah Chen,SIU-Midwest,3,6930.0,,No,FraudGNN-v2.1,0.685,54.0,"Incident on 2/16/2015 in Springfield, NC.
Type: Parked Car | Collision: ?
Severity: Trivial Damage | Vehicles: 1
Witnesses: 2 | Police Report: NO
Total Claim: $6930",VIABLE_RECOVERY_CASE,67,Yes,Injury No Police Report,Cleared,20/5/2015,Witness Statement|Bank Records|CCTV|Dashcam,286,0.0,No,3929.57,No,TRACE-196C88C3B249,CLM-328387|ADJ-1659,
CASE-540152,InvestigationCase,CASE-540152,CLM-540152,High Value,Open,P2 - High,1/7/2015,Inv. Priya Nair,SIU-Central,2,41700.0,,No,FraudGNN-v2.1,0.916,90.0,"Incident on 1/7/2015 in Northbend, SC.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 2 | Police Report: YES
Total Claim: $41700",STRONG_RECOVERY_CASE,90,No,,Cleared,12/9/2015,Cell Data|Police Report|Bank Records|Dashcam|CCTV,313,0.0,No,0.0,No,TRACE-CA1B33A1625F,CLM-540152|ADJ-3055,
CASE-385932,InvestigationCase,CASE-385932,CLM-385932,Fraud Ring,Open,P1 - Critical,1/10/2015,Inv. Sarah Chen,SIU-Midwest,4,77330.0,RING-003,Yes,FraudGNN-v2.1,0.727,54.0,"Incident on 1/10/2015 in Northbrook, NY.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 1 | Police Report: NO
Total Claim: $77330",VIABLE_RECOVERY_CASE,77,Yes,High Value >$50K|Injury No Police Report|Fraud Ring Cluster,Inconclusive,,Witness Statement|CCTV,67,42471.94,No,0.0,No,TRACE-2F880AC23770,CLM-385932|ADJ-8873,
CASE-998192,InvestigationCase,CASE-998192,CLM-998192,Fraud Ring,Open,P1 - Critical,2/22/2015,Inv. Priya Nair,SIU-West,8,24570.0,RING-009,Yes,FraudGNN-v2.1,0.68,63.0,"Incident on 2/22/2015 in Riverwood, WV.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 1 | Police Report: ?
Total Claim: $24570",INVESTIGATE_FURTHER,56,Yes,Injury No Police Report|Fraud Ring Cluster,Fraud Confirmed,8/12/2015,Repair Estimate|Cell Data|Witness Statement|CCTV|Police Report,223,17344.65,No,11984.53,No,TRACE-85B71381E2C9,CLM-998192|ADJ-4598,
CASE-663938,InvestigationCase,CASE-663938,CLM-663938,High Value,Open,P2 - High,1/8/2015,Inv. Derek Moss,SIU-Northeast,0,53680.0,,No,RuleBased-v4,0.764,45.0,"Incident on 1/8/2015 in Arlington, WV.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 0 | Police Report: ?
Total Claim: $53680",INVESTIGATE_FURTHER,58,Yes,High Value >$50K,Cleared,1/2/2015,Medical Records|Police Report|CCTV|Bank Records,208,0.0,No,6798.42,No,TRACE-FF0B14B50C62,CLM-663938|ADJ-6082,
CASE-756870,InvestigationCase,CASE-756870,CLM-756870,High Value,Escalated to SIU,P2 - High,2/4/2015,Inv. Angela Ruiz,SIU-Southeast,2,42900.0,,No,GraphSAGE-Fraud,0.907,90.0,"Incident on 2/4/2015 in Columbus, WV.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 1 | Police Report: YES
Total Claim: $42900",STRONG_RECOVERY_CASE,85,No,,High Value Approved,,Medical Records|Cell Data,22,0.0,No,0.0,No,TRACE-E17669D923F4,CLM-756870|ADJ-7889,
CASE-337158,InvestigationCase,CASE-337158,CLM-337158,Fraud Ring,Open,P1 - Critical,2/4/2015,Inv. Marcus Webb,SIU-Northeast,2,84100.0,RING-001,Yes,RuleBased-v4,0.537,0.0,"Incident on 2/4/2015 in Arlington, NY.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 0 | Police Report: NO
Total Claim: $84100",LOW_RECOVERY_POTENTIAL,30,Yes,High Value >$50K|Low AI Confidence + Fraud Flag|Fraud Ring Cluster,Pending,1/5/2015,Witness Statement|Dashcam|Police Report|Cell Data,94,70075.1,No,0.0,Yes,TRACE-A3FC871B8CD7,CLM-337158|ADJ-6885,
CASE-919875,InvestigationCase,CASE-919875,CLM-919875,High Value,Open,P1 - Critical,2/26/2015,Inv. Priya Nair,SIU-Midwest,1,61560.0,,No,HINormer-Auto,0.687,36.0,"Incident on 2/26/2015 in Northbrook, NY.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 3 | Police Report: ?
Total Claim: $61560",VIABLE_RECOVERY_CASE,69,Yes,High Value >$50K|Injury No Police Report,Cleared,17/2/2015,Bank Records|Cell Data|Police Report|Witness Statement,72,0.0,No,0.0,No,TRACE-D54A4917B136,CLM-919875|ADJ-5943,
CASE-315631,InvestigationCase,CASE-315631,CLM-315631,High Value,Closed - Cleared,P2 - High,1/8/2015,Inv. Marcus Webb,SIU-Northeast,1,44240.0,,No,HINormer-Auto,0.702,18.0,"Incident on 1/8/2015 in Hillsdale, NY.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 0 | Police Report: ?
Total Claim: $44240",VIABLE_RECOVERY_CASE,60,No,,Cleared,,CCTV|Repair Estimate|Cell Data,157,0.0,Yes,0.0,No,TRACE-5019D122A05A,CLM-315631|ADJ-8443,
CASE-113464,InvestigationCase,CASE-113464,CLM-113464,High Value,Open,P2 - High,2/15/2015,Inv. Marcus Webb,SIU-Southeast,1,57700.0,,No,FraudGNN-v2.1,0.762,72.0,"Incident on 2/15/2015 in Columbus, VA.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 4
Witnesses: 3 | Police Report: YES
Total Claim: $57700",STRONG_RECOVERY_CASE,84,Yes,High Value >$50K,High Value Approved,,CCTV|Repair Estimate|Medical Records,142,0.0,Yes,21314.17,No,TRACE-B45E215153C5,CLM-113464|ADJ-7226,
CASE-556415,InvestigationCase,CASE-556415,CLM-556415,High Value,Under Review,P1 - Critical,1/14/2015,Inv. Derek Moss,SIU-Central,3,108030.0,,No,RuleBased-v4,0.777,45.0,"Incident on 1/14/2015 in Springfield, WV.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 2 | Police Report: YES
Total Claim: $108030",VIABLE_RECOVERY_CASE,74,Yes,High Value >$50K,High Value Approved,25/5/2015,Police Report|Witness Statement|Medical Records|Cell Data|CCTV,39,0.0,No,54330.62,No,TRACE-9D5663405599,CLM-556415|ADJ-4898,
CASE-250249,InvestigationCase,CASE-250249,CLM-250249,High Value,Closed - Cleared,P2 - High,1/12/2015,Inv. Angela Ruiz,SIU-Southeast,0,54300.0,,No,HINormer-Auto,0.666,27.0,"Incident on 1/12/2015 in Riverwood, SC.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 0 | Police Report: YES
Total Claim: $54300",INVESTIGATE_FURTHER,53,Yes,High Value >$50K,Pending,25/11/2015,Medical Records|CCTV|Repair Estimate|Cell Data|Witness Statement,347,0.0,No,20698.34,No,TRACE-5CFEAB198FD1,CLM-250249|ADJ-6765,
CASE-403776,InvestigationCase,CASE-403776,CLM-403776,Fraud - Individual,Closed - Cleared,P2 - High,1/18/2015,Inv. Priya Nair,SIU-Midwest,7,32280.0,,No,GraphSAGE-Fraud,0.771,63.0,"Incident on 1/18/2015 in Columbus, SC.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 2 | Police Report: ?
Total Claim: $32280",VIABLE_RECOVERY_CASE,74,Yes,Injury No Police Report,Cleared,19/7/2015,Bank Records|Dashcam|Cell Data,168,28618.96,No,0.0,No,TRACE-55CEFBDFF12E,CLM-403776|ADJ-5392,
CASE-396002,InvestigationCase,CASE-396002,CLM-396002,High Value,Open,P1 - Critical,1/15/2015,Inv. Marcus Webb,SIU-West,3,84600.0,,No,HINormer-Auto,0.836,81.0,"Incident on 1/15/2015 in Riverwood, WV.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 1 | Police Report: NO
Total Claim: $84600",STRONG_RECOVERY_CASE,80,Yes,High Value >$50K|Injury No Police Report,High Value Approved,21/1/2015,Police Report|CCTV|Dashcam,65,0.0,No,12098.1,No,TRACE-89A04AB41C8E,CLM-396002|ADJ-3109,
CASE-976908,InvestigationCase,CASE-976908,CLM-976908,High Value,Open,P1 - Critical,2/24/2015,Inv. Sarah Chen,SIU-West,0,69700.0,,No,HINormer-Auto,0.715,45.0,"Incident on 2/24/2015 in Springfield, SC.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 3 | Police Report: YES
Total Claim: $69700",VIABLE_RECOVERY_CASE,74,Yes,High Value >$50K,Pending,,CCTV|Witness Statement|Cell Data,85,0.0,Yes,0.0,No,TRACE-13D6D514FCF9,CLM-976908|ADJ-8333,
CASE-509489,InvestigationCase,CASE-509489,CLM-509489,High Value,Closed - Cleared,P2 - High,2/7/2015,Inv. Sarah Chen,SIU-Northeast,0,36400.0,,No,GraphSAGE-Fraud,0.674,45.0,"Incident on 2/7/2015 in Springfield, WV.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 1 | Police Report: NO
Total Claim: $36400",INVESTIGATE_FURTHER,58,No,,High Value Approved,,Medical Records|Bank Records,365,0.0,Yes,0.0,No,TRACE-59468830A3C3,CLM-509489|ADJ-6201,
CASE-485295,InvestigationCase,CASE-485295,CLM-485295,High Value,Open,P2 - High,2/22/2015,Inv. Priya Nair,SIU-Southeast,0,37520.0,,No,RuleBased-v4,0.775,54.0,"Incident on 2/22/2015 in Northbrook, SC.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 2 | Police Report: YES
Total Claim: $37520",VIABLE_RECOVERY_CASE,76,No,,Pending,16/4/2015,Cell Data|Medical Records,313,0.0,No,0.0,No,TRACE-6D5EBEF6D1BC,CLM-485295|ADJ-2365,
CASE-361829,InvestigationCase,CASE-361829,CLM-361829,High Value,Under Review,P1 - Critical,1/19/2015,Inv. Marcus Webb,SIU-Central,3,79090.0,,No,HINormer-Auto,0.776,63.0,"Incident on 1/19/2015 in Northbend, NY.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 3 | Police Report: ?
Total Claim: $79090",VIABLE_RECOVERY_CASE,72,Yes,High Value >$50K,Cleared,,CCTV|Police Report|Dashcam,339,0.0,Yes,0.0,No,TRACE-72F9B191E4D3,CLM-361829|ADJ-4665,
CASE-603632,InvestigationCase,CASE-603632,CLM-603632,Fraud - Individual,Closed - Fraud Confirmed,P1 - Critical,2/28/2015,Inv. Derek Moss,SIU-Midwest,7,67770.0,,No,HINormer-Auto,0.77,27.0,"Incident on 2/28/2015 in Springfield, NY.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 2 | Police Report: YES
Total Claim: $67770",VIABLE_RECOVERY_CASE,78,Yes,High Value >$50K,Inconclusive,,Cell Data|Dashcam|Repair Estimate|Bank Records,128,57023.79,No,0.0,No,TRACE-A366EEBCB8B4,CLM-603632|ADJ-5941,
CASE-783494,InvestigationCase,CASE-783494,CLM-783494,Fraud Ring,Open,P1 - Critical,2/4/2015,Inv. Angela Ruiz,SIU-West,3,47400.0,RING-003,Yes,HINormer-Auto,0.52,18.0,"Incident on 2/4/2015 in Northbend, OH.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 0 | Police Report: NO
Total Claim: $47400",LOW_RECOVERY_POTENTIAL,25,Yes,Injury No Police Report|Fraud Ring Cluster,Fraud Confirmed,5/3/2015,Police Report|Dashcam|Repair Estimate,351,24373.84,No,11904.9,Yes,TRACE-8DC357316A4C,CLM-783494|ADJ-2749,
CASE-439049,InvestigationCase,CASE-439049,CLM-439049,High Value,Open,P1 - Critical,2/17/2015,Inv. Sarah Chen,SIU-Southeast,2,71100.0,,No,FraudGNN-v2.1,0.839,36.0,"Incident on 2/17/2015 in Northbend, SC.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 2 | Police Report: ?
Total Claim: $71100",VIABLE_RECOVERY_CASE,79,Yes,High Value >$50K,High Value Approved,6/12/2015,Cell Data|Witness Statement,81,0.0,No,0.0,No,TRACE-13EC83C63383,CLM-439049|ADJ-5584,
CASE-502634,InvestigationCase,CASE-502634,CLM-502634,High Value,Open,P1 - Critical,2/17/2015,Inv. Priya Nair,SIU-Northeast,1,69400.0,,No,RuleBased-v4,0.685,36.0,"Incident on 2/17/2015 in Springfield, NY.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 2 | Police Report: NO
Total Claim: $69400",VIABLE_RECOVERY_CASE,69,Yes,High Value >$50K,High Value Approved,11/5/2015,Repair Estimate|Dashcam|Cell Data|Police Report,275,0.0,No,14823.18,No,TRACE-9253233BE060,CLM-502634|ADJ-3662,
CASE-378588,InvestigationCase,CASE-378588,CLM-378588,Fraud - Individual,Pending Evidence,P2 - High,1/17/2015,Inv. Sarah Chen,SIU-Central,5,55000.0,,No,GraphSAGE-Fraud,0.742,81.0,"Incident on 1/17/2015 in Northbrook, SC.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 1 | Police Report: ?
Total Claim: $55000",STRONG_RECOVERY_CASE,80,Yes,High Value >$50K|Injury No Police Report,Pending,,CCTV|Police Report|Dashcam|Medical Records,161,40316.43,No,0.0,No,TRACE-B789F835939D,CLM-378588|ADJ-8466,
CASE-794731,InvestigationCase,CASE-794731,CLM-794731,High Value,Under Review,P2 - High,2/2/2015,Inv. Marcus Webb,SIU-Central,1,51090.0,,No,RuleBased-v4,0.867,90.0,"Incident on 2/2/2015 in Arlington, WV.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 2
Witnesses: 3 | Police Report: YES
Total Claim: $51090",STRONG_RECOVERY_CASE,95,Yes,High Value >$50K,High Value Approved,18/6/2015,Witness Statement|Repair Estimate,26,0.0,No,0.0,No,TRACE-F5713148B211,CLM-794731|ADJ-5194,
CASE-641934,InvestigationCase,CASE-641934,CLM-641934,Fraud - Individual,Closed - Fraud Confirmed,P1 - Critical,2/12/2015,Inv. Priya Nair,SIU-Central,7,64200.0,,No,HINormer-Auto,0.738,36.0,"Incident on 2/12/2015 in Springfield, NY.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 3 | Police Report: NO
Total Claim: $64200",VIABLE_RECOVERY_CASE,69,Yes,High Value >$50K|Injury No Police Report,Cleared,15/8/2015,CCTV|Dashcam|Medical Records|Police Report,259,38365.74,No,0.0,No,TRACE-72CA6BA76394,CLM-641934|ADJ-3199,
CASE-113516,InvestigationCase,CASE-113516,CLM-113516,High Value,Open,P1 - Critical,1/4/2015,Inv. Sarah Chen,SIU-Midwest,3,67320.0,,No,RuleBased-v4,0.694,27.0,"Incident on 1/4/2015 in Riverwood, NC.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 0 | Police Report: YES
Total Claim: $67320",INVESTIGATE_FURTHER,40,Yes,High Value >$50K,Cleared,2/10/2015,Bank Records|Medical Records|Witness Statement|Police Report,134,0.0,No,14003.01,No,TRACE-4CDF0A235A11,CLM-113516|ADJ-6800,
CASE-425631,InvestigationCase,CASE-425631,CLM-425631,High Value,Closed - Fraud Confirmed,P1 - Critical,2/21/2015,Inv. Angela Ruiz,SIU-West,2,76120.0,,No,HINormer-Auto,0.721,63.0,"Incident on 2/21/2015 in Arlington, NC.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 4
Witnesses: 0 | Police Report: ?
Total Claim: $76120",VIABLE_RECOVERY_CASE,72,Yes,High Value >$50K|Injury No Police Report,Cleared,,Bank Records|Police Report,168,0.0,No,19996.95,No,TRACE-2E8F791AC9C1,CLM-425631|ADJ-8429,
CASE-542245,InvestigationCase,CASE-542245,CLM-542245,High Value,Open,P1 - Critical,1/23/2015,Inv. Marcus Webb,SIU-West,2,85020.0,,No,GraphSAGE-Fraud,0.869,81.0,"Incident on 1/23/2015 in Hillsdale, SC.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 2
Witnesses: 1 | Police Report: NO
Total Claim: $85020",STRONG_RECOVERY_CASE,80,Yes,High Value >$50K|Injury No Police Report,Pending,5/12/2015,CCTV|Police Report|Cell Data|Bank Records,209,0.0,No,0.0,No,TRACE-6F1113C7B9C1,CLM-542245|ADJ-5234,
CASE-512894,InvestigationCase,CASE-512894,CLM-512894,High Value,Open,P1 - Critical,2/12/2015,Inv. Marcus Webb,SIU-Central,1,68090.0,,No,FraudGNN-v2.1,0.732,45.0,"Incident on 2/12/2015 in Northbrook, NY.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 1 | Police Report: ?
Total Claim: $68090",VIABLE_RECOVERY_CASE,63,Yes,High Value >$50K,Cleared,,Repair Estimate|Cell Data|Dashcam|Medical Records,172,0.0,No,0.0,No,TRACE-E302BED42166,CLM-512894|ADJ-9769,
CASE-464234,InvestigationCase,CASE-464234,CLM-464234,High Value,Under Review,P3 - Medium,2/10/2015,Inv. Derek Moss,SIU-West,3,5100.0,,No,FraudGNN-v2.1,0.711,36.0,"Incident on 2/10/2015 in Springfield, OH.
Type: Vehicle Theft | Collision: ?
Severity: Minor Damage | Vehicles: 1
Witnesses: 3 | Police Report: NO
Total Claim: $5100",INVESTIGATE_FURTHER,44,Yes,Injury No Police Report,Cleared,19/7/2015,Repair Estimate|Cell Data|Witness Statement,157,0.0,No,642.61,No,TRACE-448CF892318E,CLM-464234|ADJ-8291,
CASE-638155,InvestigationCase,CASE-638155,CLM-638155,Fraud Ring,Open,P1 - Critical,2/12/2015,Inv. Derek Moss,SIU-Central,8,72400.0,RING-012,Yes,RuleBased-v4,0.679,63.0,"Incident on 2/12/2015 in Columbus, SC.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Major Damage | Vehicles: 2
Witnesses: 2 | Police Report: NO
Total Claim: $72400",VIABLE_RECOVERY_CASE,69,Yes,High Value >$50K|Injury No Police Report|Fraud Ring Cluster,Pending,,Police Report|Dashcam|CCTV|Bank Records|Repair Estimate,194,55887.56,Yes,38830.9,No,TRACE-D9A2DABA0C32,CLM-638155|ADJ-3495,
CASE-911429,InvestigationCase,CASE-911429,CLM-911429,High Value,Closed - Cleared,P1 - Critical,2/21/2015,Inv. Derek Moss,SIU-Southeast,3,70900.0,,No,GraphSAGE-Fraud,0.68,36.0,"Incident on 2/21/2015 in Northbrook, NY.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 3 | Police Report: NO
Total Claim: $70900",VIABLE_RECOVERY_CASE,66,Yes,High Value >$50K,Cleared,15/7/2015,CCTV|Medical Records|Dashcam|Witness Statement,307,0.0,Yes,33509.36,No,TRACE-28EC903C3EB0,CLM-911429|ADJ-7345,
CASE-106186,InvestigationCase,CASE-106186,CLM-106186,High Value,Closed - Cleared,P1 - Critical,1/18/2015,Inv. Sarah Chen,SIU-Northeast,0,65100.0,,No,RuleBased-v4,0.775,72.0,"Incident on 1/18/2015 in Springfield, WV.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 2
Witnesses: 3 | Police Report: YES
Total Claim: $65100",STRONG_RECOVERY_CASE,85,Yes,High Value >$50K,Cleared,22/4/2015,CCTV|Witness Statement|Cell Data|Dashcam|Repair Estimate,89,0.0,Yes,0.0,No,TRACE-81124A87F7FD,CLM-106186|ADJ-3497,
CASE-311783,InvestigationCase,CASE-311783,CLM-311783,High Value,Under Review,P1 - Critical,2/28/2015,Inv. Sarah Chen,SIU-West,2,64260.0,,No,RuleBased-v4,0.723,72.0,"Incident on 2/28/2015 in Hillsdale, PA.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 1 | Police Report: YES
Total Claim: $64260",STRONG_RECOVERY_CASE,80,Yes,High Value >$50K,Cleared,8/4/2015,Medical Records|Witness Statement|Repair Estimate|Dashcam|Bank Records,123,0.0,No,30282.44,No,TRACE-247A44A00907,CLM-311783|ADJ-6237,
CASE-528385,InvestigationCase,CASE-528385,CLM-528385,Fraud - Individual,Closed - Cleared,P1 - Critical,1/19/2015,Inv. Angela Ruiz,SIU-Midwest,2,79970.0,,No,GraphSAGE-Fraud,0.811,36.0,"Incident on 1/19/2015 in Arlington, WV.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 1 | Police Report: ?
Total Claim: $79970",VIABLE_RECOVERY_CASE,67,Yes,High Value >$50K|Injury No Police Report,Pending,15/8/2015,Witness Statement|Dashcam|Police Report,169,62193.98,No,0.0,No,TRACE-09A689FA934F,CLM-528385|ADJ-3926,
CASE-228403,InvestigationCase,CASE-228403,CLM-228403,High Value,Closed - Fraud Confirmed,P2 - High,1/11/2015,Inv. Priya Nair,SIU-Northeast,1,56610.0,,No,RuleBased-v4,0.709,18.0,"Incident on 1/11/2015 in Northbrook, SC.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 0 | Police Report: ?
Total Claim: $56610",INVESTIGATE_FURTHER,43,Yes,High Value >$50K|Injury No Police Report,High Value Approved,21/9/2015,Cell Data|Medical Records|Police Report|CCTV|Repair Estimate,216,0.0,No,30215.54,No,TRACE-D6BAE9D3403A,CLM-228403|ADJ-5005,
CASE-209177,InvestigationCase,CASE-209177,CLM-209177,Fraud Ring,Under Review,P1 - Critical,2/11/2015,Inv. Sarah Chen,SIU-Southeast,4,84590.0,RING-007,Yes,HINormer-Auto,0.823,54.0,"Incident on 2/11/2015 in Northbrook, VA.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 1 | Police Report: ?
Total Claim: $84590",VIABLE_RECOVERY_CASE,77,Yes,High Value >$50K|Fraud Ring Cluster,Fraud Confirmed,8/6/2015,Repair Estimate|Medical Records|CCTV|Dashcam,129,47900.95,No,0.0,No,TRACE-96554E562CDF,CLM-209177|ADJ-2799,
CASE-497929,InvestigationCase,CASE-497929,CLM-497929,High Value,Open,P1 - Critical,1/9/2015,Inv. Derek Moss,SIU-Northeast,3,66780.0,,No,HINormer-Auto,0.766,72.0,"Incident on 1/9/2015 in Hillsdale, SC.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 1 | Police Report: YES
Total Claim: $66780",VIABLE_RECOVERY_CASE,77,Yes,High Value >$50K,Cleared,6/7/2015,Witness Statement|Repair Estimate|Medical Records|Cell Data|CCTV,328,0.0,Yes,0.0,No,TRACE-77E5506F0513,CLM-497929|ADJ-7325,
CASE-735844,InvestigationCase,CASE-735844,CLM-735844,High Value,Under Review,P2 - High,1/20/2015,Inv. Marcus Webb,SIU-West,1,58500.0,,No,RuleBased-v4,0.807,63.0,"Incident on 1/20/2015 in Springfield, NC.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 2 | Police Report: YES
Total Claim: $58500",STRONG_RECOVERY_CASE,92,Yes,High Value >$50K,Cleared,14/12/2015,Medical Records|Police Report|Bank Records|Witness Statement,263,0.0,No,26804.42,No,TRACE-69A80AF3A5B7,CLM-735844|ADJ-7817,
CASE-710741,InvestigationCase,CASE-710741,CLM-710741,High Value,Open,P3 - Medium,2/26/2015,Inv. Marcus Webb,SIU-Central,1,5000.0,,No,RuleBased-v4,0.563,18.0,"Incident on 2/26/2015 in Columbus, WV.
Type: Parked Car | Collision: ?
Severity: Trivial Damage | Vehicles: 1
Witnesses: 0 | Police Report: NO
Total Claim: $5000",LOW_RECOVERY_POTENTIAL,25,Yes,Injury No Police Report,Cleared,,CCTV|Bank Records,361,0.0,Yes,0.0,No,TRACE-E34A2E1ED6D2,CLM-710741|ADJ-6128,
