:ID,:LABEL,event_id,linked_claim_id,event_type,event_subtype,event_date,event_time_hour,event_day_of_week,location_city,location_state,geo_latitude,geo_longitude,severity,weather,road_conditions,vehicles_involved,injuries,fatalities,police_attended,fraud_reported,ring_member,cluster_id
EVT-818167,Event,EVT-818167,CLM-818167,Collision,Multi-vehicle Collision,2/24/2015,22,Tuesday,Springfield,SC,34.36089,-80.551552,Minor Damage,Unknown,Gravel,3,0,0,?,N,No,
EVT-277767,Event,EVT-277767,CLM-277767,Collision,Multi-vehicle Collision,1/4/2015,15,Friday,Springfield,PA,39.734279,-76.795339,Major Damage,Snow,Gravel,3,0,0,NO,N,No,
EVT-842618,Event,EVT-842618,CLM-842618,Collision,Multi-vehicle Collision,2/25/2015,14,Saturday,Hillsdale,SC,34.824435,-80.460611,Total Loss,Fog,Dry,3,2,0,YES,N,No,
EVT-577810,Event,EVT-577810,CLM-577810,Collision,Multi-vehicle Collision,1/27/2015,6,Monday,Arlington,VA,36.048472,-80.243233,Minor Damage,Clear,Dry,3,2,0,YES,N,No,
EVT-873114,Event,EVT-873114,CLM-873114,Parked Car Damage,Parked Car,2/19/2015,6,Friday,Hillsdale,NY,43.688618,-76.46867,Minor Damage,Ice,Icy,1,0,0,NO,N,No,
EVT-994538,Event,EVT-994538,CLM-994538,Collision,Multi-vehicle Collision,1/31/2015,22,Thursday,Arlington,WV,39.681125,-81.889359,Major Damage,Clear,Dry,4,2,0,?,Y,Yes,RING-002
EVT-727792,Event,EVT-727792,CLM-727792,Collision,Multi-vehicle Collision,1/18/2015,14,Thursday,Arlington,NY,43.065565,-75.987372,Minor Damage,Unknown,Unknown,3,1,0,NO,N,No,
EVT-522506,Event,EVT-522506,CLM-522506,Collision,Multi-vehicle Collision,1/10/2015,16,Friday,Columbus,NY,42.183812,-74.677372,Minor Damage,Unknown,Under Construction,3,0,0,?,N,No,
EVT-367595,Event,EVT-367595,CLM-367595,Collision,Multi-vehicle Collision,1/28/2015,10,Friday,Riverwood,SC,33.724893,-80.185439,Major Damage,Wind,Icy,3,0,0,NO,N,No,
EVT-586104,Event,EVT-586104,CLM-586104,Collision,Multi-vehicle Collision,2/16/2015,9,Monday,Columbus,WV,38.770545,-81.550319,Total Loss,Rain,Unknown,3,1,0,NO,N,No,
EVT-424862,Event,EVT-424862,CLM-424862,Collision,Single Vehicle Collision,2/8/2015,4,Thursday,Northbrook,PA,41.439898,-79.1907,Minor Damage,Unknown,Dry,1,1,0,?,Y,Yes,RING-019
EVT-512813,Event,EVT-512813,CLM-512813,Collision,Multi-vehicle Collision,1/20/2015,6,Monday,Northbend,WV,39.65345,-79.819224,Major Damage,Fog,Unknown,3,0,0,YES,Y,No,
EVT-356768,Event,EVT-356768,CLM-356768,Collision,Multi-vehicle Collision,2/6/2015,15,Friday,Northbend,SC,33.883366,-80.702506,Minor Damage,Ice,Wet,3,2,0,YES,N,No,
EVT-330506,Event,EVT-330506,CLM-330506,Collision,Multi-vehicle Collision,1/24/2015,12,Tuesday,Columbus,PA,42.394186,-77.638512,Minor Damage,Wind,Unknown,3,1,0,?,N,No,
EVT-779075,Event,EVT-779075,CLM-779075,Theft,Vehicle Theft,1/14/2015,3,Monday,Arlington,NY,44.132253,-74.708831,Trivial Damage,Rain,Icy,1,2,0,?,Y,No,
EVT-799501,Event,EVT-799501,CLM-799501,Theft,Vehicle Theft,2/18/2015,14,Wednesday,Northbrook,SC,33.14076,-81.674793,Minor Damage,Ice,Under Construction,1,0,0,YES,N,No,
EVT-987905,Event,EVT-987905,CLM-987905,Collision,Single Vehicle Collision,1/10/2015,10,Tuesday,Riverwood,WV,39.060344,-80.690815,Major Damage,Wind,Gravel,1,0,0,?,Y,Yes,RING-001
EVT-967756,Event,EVT-967756,CLM-967756,Collision,Multi-vehicle Collision,2/13/2015,17,Thursday,Riverwood,WV,38.656425,-81.256776,Major Damage,Fog,Dry,3,1,0,YES,N,No,
EVT-830414,Event,EVT-830414,CLM-830414,Collision,Single Vehicle Collision,2/17/2015,8,Tuesday,Northbrook,VA,36.236186,-79.439353,Total Loss,Wind,Unknown,1,0,0,?,N,No,
EVT-127313,Event,EVT-127313,CLM-127313,Collision,Multi-vehicle Collision,1/7/2015,14,Sunday,Hillsdale,SC,33.832236,-82.251152,Total Loss,Clear,Unknown,3,2,0,NO,N,No,
EVT-786957,Event,EVT-786957,CLM-786957,Theft,Vehicle Theft,1/29/2015,6,Sunday,Riverwood,SC,34.479719,-82.022087,Trivial Damage,Ice,Wet,1,1,0,NO,N,No,
EVT-332892,Event,EVT-332892,CLM-332892,Collision,Single Vehicle Collision,2/13/2015,6,Monday,Northbrook,SC,32.900764,-81.138207,Major Damage,Unknown,Under Construction,1,1,0,YES,Y,Yes,RING-011
EVT-448642,Event,EVT-448642,CLM-448642,Parked Car Damage,Parked Car,2/1/2015,8,Sunday,Northbrook,VA,37.713422,-79.332605,Minor Damage,Ice,Unknown,1,0,0,?,N,No,
EVT-526039,Event,EVT-526039,CLM-526039,Collision,Single Vehicle Collision,1/29/2015,13,Wednesday,Arlington,NC,34.825329,-78.156472,Major Damage,Unknown,Wet,1,0,0,?,N,No,
EVT-444422,Event,EVT-444422,CLM-444422,Collision,Multi-vehicle Collision,2/6/2015,0,Sunday,Springfield,OH,41.251061,-82.404872,Total Loss,Clear,Under Construction,3,0,0,NO,N,No,
EVT-689500,Event,EVT-689500,CLM-689500,Collision,Multi-vehicle Collision,1/28/2015,14,Tuesday,Northbend,NC,34.744373,-80.476934,Major Damage,Rain,Unknown,3,1,0,NO,Y,Yes,RING-019
EVT-806081,Event,EVT-806081,CLM-806081,Collision,Single Vehicle Collision,1/21/2015,13,Wednesday,Columbus,NY,44.272962,-75.506909,Minor Damage,Fog,Unknown,1,2,0,?,N,No,
EVT-384618,Event,EVT-384618,CLM-384618,Collision,Multi-vehicle Collision,1/16/2015,16,Saturday,Columbus,NC,34.921191,-79.922425,Minor Damage,Rain,Icy,4,1,0,YES,Y,Yes,RING-013
EVT-756459,Event,EVT-756459,CLM-756459,Collision,Single Vehicle Collision,2/17/2015,13,Saturday,Northbrook,SC,33.300091,-81.144787,Total Loss,Clear,Under Construction,1,1,0,NO,N,No,
EVT-655787,Event,EVT-655787,CLM-655787,Collision,Multi-vehicle Collision,2/1/2015,15,Monday,Hillsdale,PA,40.559699,-78.211505,Minor Damage,Wind,Dry,3,2,0,YES,N,No,
EVT-419954,Event,EVT-419954,CLM-419954,Parked Car Damage,Parked Car,2/25/2015,3,Saturday,Northbend,SC,32.913648,-80.264574,Trivial Damage,Fog,Dry,1,2,0,?,N,No,
EVT-275092,Event,EVT-275092,CLM-275092,Parked Car Damage,Parked Car,2/26/2015,7,Tuesday,Northbend,WV,39.920334,-80.215291,Minor Damage,Unknown,Unknown,1,1,0,?,N,No,
EVT-515698,Event,EVT-515698,CLM-515698,Collision,Multi-vehicle Collision,2/6/2015,16,Wednesday,Northbend,PA,40.874944,-77.847944,Major Damage,Clear,Gravel,2,1,0,?,N,No,
EVT-132871,Event,EVT-132871,CLM-132871,Theft,Vehicle Theft,2/3/2015,15,Wednesday,Riverwood,SC,33.386582,-80.259825,Trivial Damage,Wind,Gravel,1,1,0,NO,N,No,
EVT-714929,Event,EVT-714929,CLM-714929,Collision,Multi-vehicle Collision,1/27/2015,21,Monday,Riverwood,NY,42.172163,-76.42482,Total Loss,Snow,Gravel,3,1,0,?,N,No,
EVT-297816,Event,EVT-297816,CLM-297816,Collision,Multi-vehicle Collision,1/21/2015,23,Saturday,Arlington,NC,35.962451,-78.676948,Major Damage,Snow,Under Construction,3,0,0,?,N,No,
EVT-426708,Event,EVT-426708,CLM-426708,Parked Car Damage,Parked Car,1/24/2015,5,Tuesday,Columbus,NY,43.386762,-75.139223,Trivial Damage,Unknown,Unknown,1,0,0,NO,N,No,
EVT-615047,Event,EVT-615047,CLM-615047,Collision,Multi-vehicle Collision,1/17/2015,15,Friday,Springfield,NY,41.516555,-75.965228,Minor Damage,Clear,Icy,3,0,0,NO,N,No,
EVT-771236,Event,EVT-771236,CLM-771236,Collision,Single Vehicle Collision,2/23/2015,14,Tuesday,Arlington,NY,44.268079,-74.008719,Major Damage,Fog,Dry,1,2,0,YES,Y,No,
EVT-235869,Event,EVT-235869,CLM-235869,Collision,Single Vehicle Collision,1/9/2015,1,Saturday,Riverwood,SC,34.248233,-81.6949,Major Damage,Unknown,Dry,1,1,0,YES,Y,Yes,RING-016
EVT-931625,Event,EVT-931625,CLM-931625,Collision,Multi-vehicle Collision,2/15/2015,14,Thursday,Arlington,SC,32.659397,-82.205332,Total Loss,Snow,Unknown,3,1,0,YES,Y,No,
EVT-371635,Event,EVT-371635,CLM-371635,Collision,Multi-vehicle Collision,1/16/2015,17,Thursday,Northbrook,NY,43.39494,-74.312237,Total Loss,Snow,Under Construction,3,1,0,YES,N,No,
EVT-427199,Event,EVT-427199,CLM-427199,Collision,Multi-vehicle Collision,1/14/2015,20,Tuesday,Northbend,NY,44.1496,-76.567965,Total Loss,Snow,Wet,3,2,0,NO,N,No,
EVT-261315,Event,EVT-261315,CLM-261315,Collision,Multi-vehicle Collision,1/1/2015,10,Sunday,Springfield,SC,34.620481,-80.392836,Major Damage,Clear,Wet,3,2,0,YES,Y,Yes,RING-018
EVT-582973,Event,EVT-582973,CLM-582973,Collision,Multi-vehicle Collision,2/16/2015,3,Friday,Northbrook,SC,34.533634,-79.892941,Major Damage,Wind,Gravel,3,0,0,?,Y,Yes,RING-018
EVT-278091,Event,EVT-278091,CLM-278091,Collision,Single Vehicle Collision,1/4/2015,0,Sunday,Hillsdale,SC,34.113526,-79.763596,Total Loss,Clear,Under Construction,1,0,0,?,N,No,
EVT-153154,Event,EVT-153154,CLM-153154,Collision,Multi-vehicle Collision,1/12/2015,10,Monday,Hillsdale,WV,37.871854,-81.628926,Total Loss,Ice,Under Construction,3,2,0,NO,N,No,
EVT-515217,Event,EVT-515217,CLM-515217,Collision,Multi-vehicle Collision,1/8/2015,13,Thursday,Northbend,SC,33.053402,-82.090623,Minor Damage,Rain,Dry,3,2,0,?,N,No,
EVT-860497,Event,EVT-860497,CLM-860497,Collision,Single Vehicle Collision,1/22/2015,14,Thursday,Northbend,WV,39.246446,-79.185325,Minor Damage,Clear,Gravel,1,2,0,?,N,No,
EVT-351741,Event,EVT-351741,CLM-351741,Collision,Multi-vehicle Collision,1/13/2015,22,Tuesday,Riverwood,WV,37.974477,-81.023961,Total Loss,Snow,Unknown,3,1,0,?,N,No,
EVT-403737,Event,EVT-403737,CLM-403737,Collision,Multi-vehicle Collision,1/18/2015,8,Sunday,Northbend,VA,37.847858,-77.965161,Total Loss,Snow,Gravel,3,1,0,?,N,No,
EVT-162004,Event,EVT-162004,CLM-162004,Collision,Multi-vehicle Collision,1/19/2015,1,Friday,Northbend,NY,42.790351,-76.273685,Minor Damage,Ice,Dry,3,1,0,?,N,No,
EVT-740384,Event,EVT-740384,CLM-740384,Collision,Single Vehicle Collision,1/31/2015,19,Monday,Springfield,NY,43.159741,-74.791688,Major Damage,Unknown,Dry,1,0,0,YES,Y,No,
EVT-876714,Event,EVT-876714,CLM-876714,Collision,Single Vehicle Collision,2/6/2015,17,Thursday,Columbus,NY,44.238323,-75.687322,Total Loss,Ice,Unknown,1,0,0,YES,N,No,
EVT-951543,Event,EVT-951543,CLM-951543,Collision,Multi-vehicle Collision,2/4/2015,13,Friday,Hillsdale,SC,33.828605,-82.12408,Major Damage,Snow,Wet,3,0,0,YES,N,No,
EVT-576723,Event,EVT-576723,CLM-576723,Collision,Single Vehicle Collision,1/2/2015,4,Wednesday,Riverwood,WV,39.098593,-81.360846,Total Loss,Rain,Icy,1,1,0,YES,N,No,
EVT-391003,Event,EVT-391003,CLM-391003,Collision,Multi-vehicle Collision,2/26/2015,14,Monday,Northbend,PA,41.396818,-76.912877,Total Loss,Rain,Unknown,3,0,0,NO,N,No,
EVT-225865,Event,EVT-225865,CLM-225865,Collision,Multi-vehicle Collision,2/8/2015,4,Wednesday,Springfield,VA,38.352452,-78.526272,Major Damage,Unknown,Dry,2,2,0,NO,Y,No,
EVT-984948,Event,EVT-984948,CLM-984948,Collision,Multi-vehicle Collision,2/7/2015,23,Saturday,Northbend,NY,43.324792,-75.459058,Total Loss,Wind,Gravel,3,1,0,YES,N,No,
EVT-890328,Event,EVT-890328,CLM-890328,Collision,Multi-vehicle Collision,2/17/2015,21,Friday,Hillsdale,NY,41.83609,-76.579563,Total Loss,Rain,Wet,3,0,0,?,N,No,
EVT-803294,Event,EVT-803294,CLM-803294,Collision,Multi-vehicle Collision,1/12/2015,23,Sunday,Arlington,NY,43.18308,-76.471152,Minor Damage,Ice,Wet,3,0,0,?,N,No,
EVT-414913,Event,EVT-414913,CLM-414913,Collision,Multi-vehicle Collision,2/1/2015,6,Wednesday,Columbus,NY,42.347752,-74.694766,Major Damage,Rain,Icy,3,0,0,YES,Y,Yes,RING-020
EVT-414519,Event,EVT-414519,CLM-414519,Collision,Single Vehicle Collision,2/3/2015,21,Tuesday,Springfield,WV,38.771726,-80.370451,Major Damage,Wind,Gravel,1,1,0,NO,Y,No,
EVT-818413,Event,EVT-818413,CLM-818413,Collision,Single Vehicle Collision,2/21/2015,23,Saturday,Springfield,NY,42.72751,-75.36736,Major Damage,Unknown,Gravel,1,2,0,?,N,No,
EVT-487356,Event,EVT-487356,CLM-487356,Collision,Multi-vehicle Collision,1/9/2015,3,Tuesday,Riverwood,NY,44.022068,-74.547629,Major Damage,Snow,Dry,3,1,0,NO,Y,No,
EVT-159768,Event,EVT-159768,CLM-159768,Parked Car Damage,Parked Car,2/16/2015,8,Wednesday,Northbend,SC,33.177487,-79.706783,Trivial Damage,Clear,Dry,1,2,0,?,N,No,
EVT-865839,Event,EVT-865839,CLM-865839,Parked Car Damage,Parked Car,2/4/2015,4,Thursday,Arlington,VA,36.736229,-80.053257,Trivial Damage,Fog,Wet,1,2,0,?,N,No,
EVT-406567,Event,EVT-406567,CLM-406567,Collision,Single Vehicle Collision,2/24/2015,22,Wednesday,Arlington,NC,35.159426,-79.496882,Total Loss,Ice,Gravel,1,0,0,YES,N,No,
EVT-623032,Event,EVT-623032,CLM-623032,Collision,Single Vehicle Collision,2/1/2015,16,Wednesday,Hillsdale,WV,37.503119,-81.25516,Minor Damage,Fog,Gravel,1,0,0,YES,N,No,
EVT-935442,Event,EVT-935442,CLM-935442,Collision,Multi-vehicle Collision,2/5/2015,14,Monday,Columbus,SC,33.381344,-80.434434,Minor Damage,Ice,Gravel,3,2,0,NO,N,No,
EVT-106873,Event,EVT-106873,CLM-106873,Collision,Single Vehicle Collision,1/7/2015,13,Sunday,Springfield,NY,44.244642,-75.470995,Total Loss,Snow,Dry,1,2,0,NO,N,No,
EVT-563878,Event,EVT-563878,CLM-563878,Collision,Single Vehicle Collision,2/6/2015,20,Saturday,Hillsdale,NY,42.877634,-76.498108,Minor Damage,Clear,Unknown,1,1,0,YES,N,No,
EVT-620855,Event,EVT-620855,CLM-620855,Collision,Multi-vehicle Collision,1/21/2015,0,Sunday,Columbus,NY,43.904274,-76.80654,Total Loss,Snow,Unknown,3,1,0,?,N,No,
EVT-583169,Event,EVT-583169,CLM-583169,Collision,Multi-vehicle Collision,3/1/2015,23,Wednesday,Arlington,VA,35.91474,-78.712352,Total Loss,Snow,Dry,3,2,0,NO,Y,Yes,RING-008
EVT-337677,Event,EVT-337677,CLM-337677,Collision,Single Vehicle Collision,2/24/2015,13,Thursday,Columbus,SC,33.208185,-80.180884,Minor Damage,Ice,Icy,1,1,0,NO,N,No,
EVT-445973,Event,EVT-445973,CLM-445973,Collision,Single Vehicle Collision,2/2/2015,8,Monday,Northbend,NY,42.080676,-75.273218,Major Damage,Clear,Icy,1,2,0,YES,Y,Yes,RING-013
EVT-156694,Event,EVT-156694,CLM-156694,Theft,Vehicle Theft,1/31/2015,3,Saturday,Northbend,WV,37.993764,-78.940493,Minor Damage,Unknown,Wet,1,0,0,NO,N,No,
EVT-421940,Event,EVT-421940,CLM-421940,Collision,Single Vehicle Collision,1/9/2015,16,Monday,Columbus,VA,36.018706,-77.880634,Total Loss,Unknown,Unknown,1,2,0,NO,Y,Yes,RING-020
EVT-613226,Event,EVT-613226,CLM-613226,Collision,Single Vehicle Collision,2/23/2015,19,Thursday,Hillsdale,VA,36.24509,-79.312535,Minor Damage,Rain,Under Construction,1,0,0,YES,N,No,
EVT-804410,Event,EVT-804410,CLM-804410,Collision,Single Vehicle Collision,1/28/2015,0,Monday,Springfield,WV,37.911913,-79.49819,Minor Damage,Rain,Icy,1,2,0,YES,N,No,
EVT-553565,Event,EVT-553565,CLM-553565,Collision,Single Vehicle Collision,1/14/2015,12,Saturday,Arlington,VA,38.198778,-79.363335,Total Loss,Wind,Wet,1,2,0,YES,N,No,
EVT-399524,Event,EVT-399524,CLM-399524,Collision,Multi-vehicle Collision,2/3/2015,21,Wednesday,Arlington,SC,34.686713,-81.204252,Total Loss,Snow,Icy,3,1,0,?,N,No,
EVT-331595,Event,EVT-331595,CLM-331595,Collision,Single Vehicle Collision,2/17/2015,0,Tuesday,Riverwood,SC,35.042869,-81.644027,Major Damage,Rain,Gravel,1,1,0,NO,Y,Yes,RING-019
EVT-380067,Event,EVT-380067,CLM-380067,Collision,Single Vehicle Collision,1/30/2015,22,Saturday,Columbus,VA,36.890635,-79.17165,Minor Damage,Fog,Gravel,1,1,0,NO,N,No,
EVT-701521,Event,EVT-701521,CLM-701521,Collision,Multi-vehicle Collision,2/3/2015,20,Friday,Northbend,NC,34.126063,-79.605544,Major Damage,Fog,Gravel,3,1,0,NO,Y,No,
EVT-360770,Event,EVT-360770,CLM-360770,Collision,Single Vehicle Collision,2/3/2015,0,Tuesday,Riverwood,VA,36.108568,-77.961595,Minor Damage,Ice,Under Construction,1,1,0,?,N,No,
EVT-958785,Event,EVT-958785,CLM-958785,Collision,Single Vehicle Collision,1/31/2015,20,Wednesday,Hillsdale,SC,35.268191,-80.927678,Minor Damage,Clear,Dry,1,0,0,NO,N,No,
EVT-797934,Event,EVT-797934,CLM-797934,Collision,Multi-vehicle Collision,2/6/2015,1,Saturday,Springfield,NY,43.504497,-74.600851,Minor Damage,Unknown,Under Construction,3,0,0,?,N,No,
EVT-883980,Event,EVT-883980,CLM-883980,Collision,Single Vehicle Collision,2/6/2015,11,Sunday,Hillsdale,WV,37.593169,-79.319341,Total Loss,Ice,Dry,1,0,0,?,N,No,
EVT-340614,Event,EVT-340614,CLM-340614,Collision,Multi-vehicle Collision,1/29/2015,14,Tuesday,Columbus,WV,39.704187,-80.931523,Major Damage,Wind,Unknown,3,1,0,YES,N,No,
EVT-435784,Event,EVT-435784,CLM-435784,Collision,Multi-vehicle Collision,1/7/2015,20,Saturday,Springfield,NY,41.775546,-76.076566,Minor Damage,Snow,Dry,3,0,0,?,N,No,
EVT-563837,Event,EVT-563837,CLM-563837,Collision,Single Vehicle Collision,1/20/2015,22,Saturday,Springfield,SC,33.814044,-80.277696,Major Damage,Rain,Dry,1,1,0,?,Y,Yes,RING-017
EVT-200827,Event,EVT-200827,CLM-200827,Collision,Single Vehicle Collision,2/28/2015,12,Thursday,Columbus,SC,34.440178,-82.136285,Total Loss,Fog,Unknown,1,1,0,YES,N,No,
EVT-533941,Event,EVT-533941,CLM-533941,Collision,Multi-vehicle Collision,2/4/2015,3,Monday,Columbus,OH,40.968859,-83.056817,Major Damage,Fog,Dry,3,2,0,YES,Y,Yes,RING-018
EVT-265026,Event,EVT-265026,CLM-265026,Collision,Multi-vehicle Collision,1/12/2015,15,Monday,Northbend,SC,35.051212,-81.363334,Major Damage,Clear,Icy,3,2,0,?,Y,Yes,RING-015
EVT-354481,Event,EVT-354481,CLM-354481,Parked Car Damage,Parked Car,2/28/2015,8,Sunday,Arlington,VA,38.230287,-78.39052,Trivial Damage,Clear,Wet,1,0,0,NO,N,No,
EVT-566720,Event,EVT-566720,CLM-566720,Collision,Multi-vehicle Collision,1/8/2015,13,Thursday,Northbend,WV,38.438022,-80.738034,Major Damage,Unknown,Unknown,3,0,0,?,Y,Yes,RING-009
EVT-832746,Event,EVT-832746,CLM-832746,Parked Car Damage,Parked Car,1/25/2015,8,Thursday,Hillsdale,SC,35.027671,-81.786588,Minor Damage,Wind,Wet,1,2,0,YES,Y,Yes,RING-003
EVT-386690,Event,EVT-386690,CLM-386690,Parked Car Damage,Parked Car,2/26/2015,7,Tuesday,Arlington,NC,35.792326,-78.851177,Minor Damage,Snow,Icy,1,0,0,NO,Y,Yes,RING-019
EVT-979285,Event,EVT-979285,CLM-979285,Theft,Vehicle Theft,2/3/2015,9,Sunday,Northbrook,SC,34.085368,-79.662842,Trivial Damage,Snow,Wet,1,2,0,?,N,No,
EVT-594722,Event,EVT-594722,CLM-594722,Collision,Single Vehicle Collision,1/31/2015,15,Wednesday,Northbend,VA,36.119708,-79.807104,Minor Damage,Unknown,Dry,1,1,0,YES,N,No,
EVT-216738,Event,EVT-216738,CLM-216738,Collision,Single Vehicle Collision,2/1/2015,5,Wednesday,Northbend,NC,36.698629,-79.172019,Minor Damage,Ice,Unknown,1,0,0,?,Y,Yes,RING-017
EVT-369048,Event,EVT-369048,CLM-369048,Collision,Multi-vehicle Collision,2/21/2015,15,Wednesday,Northbend,WV,38.506249,-80.172385,Major Damage,Clear,Unknown,4,0,0,?,N,No,
EVT-514424,Event,EVT-514424,CLM-514424,Collision,Multi-vehicle Collision,1/30/2015,22,Sunday,Columbus,NC,36.620527,-79.526591,Major Damage,Snow,Gravel,3,2,0,NO,N,No,
EVT-954191,Event,EVT-954191,CLM-954191,Collision,Multi-vehicle Collision,1/31/2015,16,Tuesday,Riverwood,VA,35.94493,-80.333804,Total Loss,Rain,Unknown,2,1,0,YES,N,No,
EVT-150181,Event,EVT-150181,CLM-150181,Collision,Single Vehicle Collision,1/13/2015,7,Sunday,Hillsdale,SC,33.60403,-80.239461,Total Loss,Clear,Dry,1,1,0,?,N,No,
EVT-388671,Event,EVT-388671,CLM-388671,Parked Car Damage,Parked Car,2/16/2015,2,Wednesday,Arlington,WV,38.81429,-78.967641,Minor Damage,Fog,Dry,1,1,0,?,Y,Yes,RING-016
EVT-457244,Event,EVT-457244,CLM-457244,Collision,Multi-vehicle Collision,2/4/2015,17,Tuesday,Northbend,SC,33.276439,-80.926852,Minor Damage,Fog,Wet,4,0,0,YES,N,No,
EVT-206667,Event,EVT-206667,CLM-206667,Collision,Multi-vehicle Collision,2/7/2015,12,Sunday,Springfield,NY,43.09214,-76.595822,Total Loss,Clear,Gravel,3,1,0,YES,N,No,
EVT-745200,Event,EVT-745200,CLM-745200,Collision,Single Vehicle Collision,1/16/2015,9,Monday,Arlington,WV,39.749748,-81.315026,Major Damage,Fog,Under Construction,1,1,0,NO,N,No,
EVT-412703,Event,EVT-412703,CLM-412703,Collision,Single Vehicle Collision,2/28/2015,16,Tuesday,Northbrook,VA,37.310609,-78.898785,Total Loss,Snow,Under Construction,1,1,0,?,N,No,
EVT-736771,Event,EVT-736771,CLM-736771,Collision,Multi-vehicle Collision,2/8/2015,19,Sunday,Springfield,NY,41.512912,-74.085106,Minor Damage,Rain,Unknown,3,2,0,?,N,No,
EVT-347984,Event,EVT-347984,CLM-347984,Collision,Multi-vehicle Collision,1/2/2015,14,Sunday,Columbus,VA,38.623139,-78.107332,Major Damage,Rain,Under Construction,3,1,0,NO,Y,Yes,RING-019
EVT-626074,Event,EVT-626074,CLM-626074,Collision,Multi-vehicle Collision,1/13/2015,18,Saturday,Northbend,SC,34.426982,-82.308692,Total Loss,Fog,Dry,3,1,0,?,N,No,
EVT-218109,Event,EVT-218109,CLM-218109,Collision,Single Vehicle Collision,1/7/2015,23,Saturday,Springfield,SC,34.95548,-81.235172,Minor Damage,Wind,Gravel,1,1,0,?,N,No,
EVT-999435,Event,EVT-999435,CLM-999435,Collision,Multi-vehicle Collision,1/5/2015,15,Saturday,Springfield,NY,41.67319,-74.931719,Minor Damage,Unknown,Gravel,3,0,0,YES,Y,Yes,RING-016
EVT-858060,Event,EVT-858060,CLM-858060,Collision,Single Vehicle Collision,2/28/2015,18,Sunday,Arlington,NC,36.638717,-77.698902,Minor Damage,Ice,Unknown,1,0,0,YES,Y,No,
EVT-500384,Event,EVT-500384,CLM-500384,Collision,Single Vehicle Collision,1/4/2015,16,Tuesday,Riverwood,NY,42.913431,-74.874557,Minor Damage,Ice,Unknown,1,2,0,YES,N,No,
EVT-903785,Event,EVT-903785,CLM-903785,Collision,Multi-vehicle Collision,2/2/2015,12,Sunday,Northbend,NY,42.24524,-75.923992,Minor Damage,Clear,Under Construction,3,1,0,YES,N,No,
EVT-873859,Event,EVT-873859,CLM-873859,Collision,Single Vehicle Collision,2/23/2015,16,Wednesday,Northbrook,WV,38.634774,-79.323829,Major Damage,Unknown,Unknown,1,0,0,?,N,No,
EVT-204294,Event,EVT-204294,CLM-204294,Collision,Single Vehicle Collision,2/10/2015,21,Monday,Hillsdale,NY,41.476469,-76.230689,Total Loss,Unknown,Wet,1,1,0,?,N,No,
EVT-467106,Event,EVT-467106,CLM-467106,Collision,Multi-vehicle Collision,2/16/2015,15,Tuesday,Columbus,NY,42.502083,-74.359475,Total Loss,Unknown,Dry,3,0,0,?,N,No,
EVT-357713,Event,EVT-357713,CLM-357713,Collision,Single Vehicle Collision,1/4/2015,21,Sunday,Northbrook,WV,39.287087,-80.651661,Major Damage,Unknown,Wet,1,1,0,?,N,No,
EVT-890026,Event,EVT-890026,CLM-890026,Collision,Single Vehicle Collision,1/30/2015,1,Monday,Arlington,WV,37.955145,-79.188894,Major Damage,Fog,Wet,1,0,0,NO,N,No,
EVT-751612,Event,EVT-751612,CLM-751612,Collision,Multi-vehicle Collision,1/25/2015,17,Thursday,Arlington,NY,42.873506,-74.01883,Total Loss,Clear,Dry,3,0,0,NO,N,No,
EVT-876680,Event,EVT-876680,CLM-876680,Collision,Multi-vehicle Collision,1/22/2015,5,Tuesday,Columbus,NY,42.360408,-75.019742,Total Loss,Ice,Icy,3,2,0,NO,N,No,
EVT-756981,Event,EVT-756981,CLM-756981,Collision,Multi-vehicle Collision,1/1/2015,15,Tuesday,Northbend,WV,39.3092,-81.60171,Total Loss,Snow,Gravel,3,1,0,?,N,No,
EVT-121439,Event,EVT-121439,CLM-121439,Collision,Multi-vehicle Collision,2/14/2015,2,Sunday,Arlington,OH,39.214173,-83.889712,Major Damage,Snow,Icy,4,2,0,NO,Y,No,
EVT-411289,Event,EVT-411289,CLM-411289,Theft,Vehicle Theft,1/15/2015,3,Wednesday,Northbend,SC,33.71558,-81.879376,Minor Damage,Unknown,Under Construction,1,2,0,NO,N,No,
EVT-538466,Event,EVT-538466,CLM-538466,Collision,Single Vehicle Collision,1/6/2015,19,Wednesday,Riverwood,NY,41.847061,-75.293516,Major Damage,Fog,Gravel,1,1,0,?,N,No,
EVT-932097,Event,EVT-932097,CLM-932097,Collision,Single Vehicle Collision,2/8/2015,17,Saturday,Hillsdale,VA,36.511698,-78.347399,Minor Damage,Rain,Gravel,1,0,0,YES,N,No,
EVT-463727,Event,EVT-463727,CLM-463727,Theft,Vehicle Theft,2/17/2015,7,Sunday,Columbus,WV,37.139535,-79.286543,Trivial Damage,Clear,Dry,1,0,0,YES,N,No,
EVT-552618,Event,EVT-552618,CLM-552618,Collision,Single Vehicle Collision,1/21/2015,21,Monday,Columbus,NY,42.529998,-75.700264,Minor Damage,Wind,Under Construction,1,1,0,YES,N,No,
EVT-936638,Event,EVT-936638,CLM-936638,Collision,Multi-vehicle Collision,2/9/2015,10,Sunday,Springfield,WV,38.866265,-80.635061,Total Loss,Wind,Unknown,2,1,0,NO,N,No,
