:START_ID,:END_ID,:TYPE,entity_type,ring_suspicion,pagerank,weight,connection_strength,first_seen_date,last_seen_date,event_time
NF-CUST-OH-9140-8310,CUST-OH-9140-8310,DESCRIBES_ENTITY,Customer,0.291,0.1384,0.1384,0.1178,04/01/2015,05/01/2015,04/01/2015
NF-CUST-IL-5967-5051,CUST-IL-5967-5051,DESCRIBES_ENTITY,Customer,0.323,0.361,0.361,0.3146,02/01/2015,06/01/2015,02/01/2015
NF-CUST-IL-9086-1612,CUST-IL-9086-1612,DESCRIBES_ENTITY,Customer,0.02,0.0365,0.0365,0.0298,04/01/2015,06/01/2015,04/01/2015
NF-CUST-IL-6663-7823,CUST-IL-6663-7823,DESCRIBES_ENTITY,Customer,0.746,0.4552,0.4552,0.4354,02/01/2015,05/01/2015,02/01/2015
NF-CUST-IL-3366-4969,CUST-IL-3366-4969,DESCRIBES_ENTITY,Customer,0.021,0.0591,0.0591,0.0505,03/01/2015,02/01/2015,03/01/2015
NF-CUST-IL-5848-1441,CUST-IL-5848-1441,DESCRIBES_ENTITY,Customer,0.151,0.2052,0.2052,0.1653,02/01/2015,03/01/2015,02/01/2015
NF-CUST-IL-9904-8661,CUST-IL-9904-8661,DESCRIBES_ENTITY,Customer,0.09,0.1144,0.1144,0.1072,04/01/2015,09/01/2015,04/01/2015
NF-CUST-OH-1298-5883,CUST-OH-1298-5883,DESCRIBES_ENTITY,Customer,0.461,0.6975,0.6975,0.607,02/01/2015,04/01/2015,02/01/2015
NF-CUST-IL-2001-8912,CUST-IL-2001-8912,DESCRIBES_ENTITY,Customer,0.823,0.4636,0.4636,0.371,03/01/2015,02/01/2015,03/01/2015
NF-CUST-IL-9332-5478,CUST-IL-9332-5478,DESCRIBES_ENTITY,Customer,0.348,0.3209,0.3209,0.2978,05/01/2015,02/01/2015,05/01/2015
NF-CUST-IN-4856-5101,CUST-IN-4856-5101,DESCRIBES_ENTITY,Customer,0.221,0.3078,0.3078,0.288,04/01/2015,08/01/2015,04/01/2015
NF-CUST-IN-9828-7272,CUST-IN-9828-7272,DESCRIBES_ENTITY,Customer,0.419,0.7436,0.7436,0.6465,05/01/2015,05/01/2015,05/01/2015
NF-CUST-IL-2062-9474,CUST-IL-2062-9474,DESCRIBES_ENTITY,Customer,0.146,0.3199,0.3199,0.2665,07/01/2015,05/01/2015,07/01/2015
NF-CUST-IN-6163-3369,CUST-IN-6163-3369,DESCRIBES_ENTITY,Customer,0.552,0.485,0.485,0.4202,07/01/2015,05/01/2015,07/01/2015
NF-CUST-IL-4489-3523,CUST-IL-4489-3523,DESCRIBES_ENTITY,Customer,0.046,0.2372,0.2372,0.1993,07/01/2015,03/01/2015,07/01/2015
NF-CUST-OH-7904-1324,CUST-OH-7904-1324,DESCRIBES_ENTITY,Customer,0.113,0.347,0.347,0.2798,03/01/2015,03/01/2015,03/01/2015
NF-CUST-IL-1088-6374,CUST-IL-1088-6374,DESCRIBES_ENTITY,Customer,0.304,0.2826,0.2826,0.2446,02/01/2015,09/01/2015,02/01/2015
NF-CUST-IL-4300-5740,CUST-IL-4300-5740,DESCRIBES_ENTITY,Customer,0.239,0.1493,0.1493,0.1335,04/01/2015,04/01/2015,04/01/2015
NF-CUST-IN-5291-2572,CUST-IN-5291-2572,DESCRIBES_ENTITY,Customer,0.307,0.1276,0.1276,0.1188,07/01/2015,03/01/2015,07/01/2015
NF-CUST-OH-9396-4688,CUST-OH-9396-4688,DESCRIBES_ENTITY,Customer,0.85,0.6201,0.6201,0.6057,03/01/2015,06/01/2015,03/01/2015
NF-CUST-IN-8669-6450,CUST-IN-8669-6450,DESCRIBES_ENTITY,Customer,0.053,0.2615,0.2615,0.2371,02/01/2015,09/01/2015,02/01/2015
NF-CUST-IL-5820-3991,CUST-IL-5820-3991,DESCRIBES_ENTITY,Customer,0.242,0.1635,0.1635,0.157,06/01/2015,08/01/2015,06/01/2015
NF-CUST-OH-6911-5096,CUST-OH-6911-5096,DESCRIBES_ENTITY,Customer,0.095,0.1871,0.1871,0.1728,04/01/2015,05/01/2015,04/01/2015
NF-CUST-IL-5375-7959,CUST-IL-5375-7959,DESCRIBES_ENTITY,Customer,0.302,0.368,0.368,0.3054,05/01/2015,03/01/2015,05/01/2015
NF-CUST-IN-3949-8643,CUST-IN-3949-8643,DESCRIBES_ENTITY,Customer,0.005,0.0889,0.0889,0.0865,05/01/2015,08/01/2015,05/01/2015
NF-CUST-IN-7296-9369,CUST-IN-7296-9369,DESCRIBES_ENTITY,Customer,0.162,0.1729,0.1729,0.1683,01/01/2015,07/01/2015,01/01/2015
NF-CUST-OH-2821-6289,CUST-OH-2821-6289,DESCRIBES_ENTITY,Customer,0.01,0.235,0.235,0.2339,07/01/2015,04/01/2015,07/01/2015
NF-CUST-OH-4208-3967,CUST-OH-4208-3967,DESCRIBES_ENTITY,Customer,0.103,0.3905,0.3905,0.3138,01/01/2015,01/01/2015,01/01/2015
NF-CUST-IN-5248-8164,CUST-IN-5248-8164,DESCRIBES_ENTITY,Customer,0.002,0.2031,0.2031,0.1781,02/01/2015,05/01/2015,02/01/2015
NF-CUST-IN-3071-3298,CUST-IN-3071-3298,DESCRIBES_ENTITY,Customer,0.166,0.072,0.072,0.069,05/01/2015,06/01/2015,05/01/2015
NF-CUST-IL-6236-2751,CUST-IL-6236-2751,DESCRIBES_ENTITY,Customer,0.153,0.326,0.326,0.3078,07/01/2015,06/01/2015,07/01/2015
NF-CUST-OH-4853-1424,CUST-OH-4853-1424,DESCRIBES_ENTITY,Customer,0.187,0.1882,0.1882,0.174,02/01/2015,01/01/2015,02/01/2015
NF-CUST-IN-5985-4615,CUST-IN-5985-4615,DESCRIBES_ENTITY,Customer,0.814,0.6495,0.6495,0.5817,03/01/2015,05/01/2015,03/01/2015
NF-CUST-IL-3039-4475,CUST-IL-3039-4475,DESCRIBES_ENTITY,Customer,0.208,0.2438,0.2438,0.2171,01/01/2015,08/01/2015,01/01/2015
NF-CUST-IL-3431-7644,CUST-IL-3431-7644,DESCRIBES_ENTITY,Customer,0.078,0.1319,0.1319,0.1224,06/01/2015,09/01/2015,06/01/2015
NF-CUST-OH-5193-9664,CUST-OH-5193-9664,DESCRIBES_ENTITY,Customer,0.823,0.7549,0.7549,0.6487,09/01/2015,07/01/2015,09/01/2015
NF-CUST-OH-1329-5374,CUST-OH-1329-5374,DESCRIBES_ENTITY,Customer,0.516,0.8579,0.8579,0.7096,05/01/2015,05/01/2015,05/01/2015
NF-CUST-IN-3328-7266,CUST-IN-3328-7266,DESCRIBES_ENTITY,Customer,0.501,0.663,0.663,0.5379,09/01/2015,02/01/2015,09/01/2015
NF-CUST-IN-3565-8194,CUST-IN-3565-8194,DESCRIBES_ENTITY,Customer,0.77,0.5252,0.5252,0.4735,05/01/2015,07/01/2015,05/01/2015
NF-CUST-OH-3460-7641,CUST-OH-3460-7641,DESCRIBES_ENTITY,Customer,0.267,0.2761,0.2761,0.2728,05/01/2015,04/01/2015,05/01/2015
NF-CUST-OH-5005-4829,CUST-OH-5005-4829,DESCRIBES_ENTITY,Customer,0.221,0.1453,0.1453,0.1224,08/01/2015,09/01/2015,08/01/2015
NF-CUST-IN-3482-6556,CUST-IN-3482-6556,DESCRIBES_ENTITY,Customer,0.113,0.3672,0.3672,0.3147,06/01/2015,09/01/2015,06/01/2015
NF-CUST-OH-4866-3937,CUST-OH-4866-3937,DESCRIBES_ENTITY,Customer,0.517,0.6717,0.6717,0.5567,04/01/2015,03/01/2015,04/01/2015
NF-CUST-OH-2608-6592,CUST-OH-2608-6592,DESCRIBES_ENTITY,Customer,0.784,0.4907,0.4907,0.463,04/01/2015,09/01/2015,04/01/2015
NF-CUST-OH-6570-2676,CUST-OH-6570-2676,DESCRIBES_ENTITY,Customer,0.158,0.2918,0.2918,0.2918,07/01/2015,02/01/2015,07/01/2015
NF-CUST-IN-7611-8161,CUST-IN-7611-8161,DESCRIBES_ENTITY,Customer,0.348,0.3126,0.3126,0.3082,01/01/2015,01/01/2015,01/01/2015
NF-CUST-IL-1751-5546,CUST-IL-1751-5546,DESCRIBES_ENTITY,Customer,0.305,0.3864,0.3864,0.3452,01/01/2015,06/01/2015,01/01/2015
NF-CUST-OH-1167-2873,CUST-OH-1167-2873,DESCRIBES_ENTITY,Customer,0.04,0.081,0.081,0.0797,08/01/2015,03/01/2015,08/01/2015
NF-CUST-OH-1662-4622,CUST-OH-1662-4622,DESCRIBES_ENTITY,Customer,0.119,0.2079,0.2079,0.1691,05/01/2015,06/01/2015,05/01/2015
NF-CUST-IN-5279-8678,CUST-IN-5279-8678,DESCRIBES_ENTITY,Customer,0.045,0.357,0.357,0.3213,09/01/2015,02/01/2015,09/01/2015
NF-CUST-OH-6275-5951,CUST-OH-6275-5951,DESCRIBES_ENTITY,Customer,0.048,0.2641,0.2641,0.2261,02/01/2015,03/01/2015,02/01/2015
NF-CUST-OH-2794-4772,CUST-OH-2794-4772,DESCRIBES_ENTITY,Customer,0.587,0.6801,0.6801,0.6426,04/01/2015,02/01/2015,04/01/2015
NF-CUST-OH-4842-1374,CUST-OH-4842-1374,DESCRIBES_ENTITY,Customer,0.027,0.2277,0.2277,0.2012,04/01/2015,02/01/2015,04/01/2015
NF-CUST-OH-6452-8839,CUST-OH-6452-8839,DESCRIBES_ENTITY,Customer,0.004,0.3617,0.3617,0.3613,06/01/2015,09/01/2015,06/01/2015
NF-CUST-IL-6946-4532,CUST-IL-6946-4532,DESCRIBES_ENTITY,Customer,0.313,0.3501,0.3501,0.325,04/01/2015,05/01/2015,04/01/2015
NF-CUST-IN-9606-1450,CUST-IN-9606-1450,DESCRIBES_ENTITY,Customer,0.283,0.3337,0.3337,0.2688,04/01/2015,07/01/2015,04/01/2015
NF-CUST-IN-4981-8685,CUST-IN-4981-8685,DESCRIBES_ENTITY,Customer,0.626,0.8174,0.8174,0.7621,04/01/2015,03/01/2015,04/01/2015
NF-CUST-OH-4988-3583,CUST-OH-4988-3583,DESCRIBES_ENTITY,Customer,0.329,0.3771,0.3771,0.3558,07/01/2015,04/01/2015,07/01/2015
NF-CUST-IL-7981-9969,CUST-IL-7981-9969,DESCRIBES_ENTITY,Customer,0.314,0.0314,0.0314,0.0293,05/01/2015,02/01/2015,05/01/2015
NF-CUST-IL-6147-2766,CUST-IL-6147-2766,DESCRIBES_ENTITY,Customer,0.342,0.2926,0.2926,0.2412,02/01/2015,02/01/2015,02/01/2015
NF-CUST-IL-6793-6557,CUST-IL-6793-6557,DESCRIBES_ENTITY,Customer,0.119,0.3052,0.3052,0.274,08/01/2015,07/01/2015,08/01/2015
NF-CUST-IN-9588-4189,CUST-IN-9588-4189,DESCRIBES_ENTITY,Customer,0.539,0.7268,0.7268,0.6378,06/01/2015,07/01/2015,06/01/2015
NF-CUST-OH-6868-3386,CUST-OH-6868-3386,DESCRIBES_ENTITY,Customer,0.133,0.3248,0.3248,0.2679,02/01/2015,06/01/2015,02/01/2015
NF-CUST-IL-1277-4693,CUST-IL-1277-4693,DESCRIBES_ENTITY,Customer,0.576,0.535,0.535,0.5303,09/01/2015,06/01/2015,09/01/2015
NF-CUST-IL-9186-1951,CUST-IL-9186-1951,DESCRIBES_ENTITY,Customer,0.243,0.3697,0.3697,0.3315,01/01/2015,07/01/2015,01/01/2015
NF-CUST-IN-7314-4674,CUST-IN-7314-4674,DESCRIBES_ENTITY,Customer,0.147,0.0203,0.0203,0.0168,01/01/2015,04/01/2015,01/01/2015
NF-CUST-IL-3074-5686,CUST-IL-3074-5686,DESCRIBES_ENTITY,Customer,0.246,0.3947,0.3947,0.319,08/01/2015,07/01/2015,08/01/2015
NF-CUST-IL-9921-7231,CUST-IL-9921-7231,DESCRIBES_ENTITY,Customer,0.229,0.062,0.062,0.0544,06/01/2015,04/01/2015,06/01/2015
NF-CUST-IN-9006-4322,CUST-IN-9006-4322,DESCRIBES_ENTITY,Customer,0.721,0.6286,0.6286,0.546,07/01/2015,01/01/2015,07/01/2015
NF-CUST-IL-2352-1183,CUST-IL-2352-1183,DESCRIBES_ENTITY,Customer,0.795,0.5945,0.5945,0.5025,06/01/2015,01/01/2015,06/01/2015
NF-CUST-OH-7400-1200,CUST-OH-7400-1200,DESCRIBES_ENTITY,Customer,0.253,0.2588,0.2588,0.2527,09/01/2015,05/01/2015,09/01/2015
NF-CUST-IL-2468-5826,CUST-IL-2468-5826,DESCRIBES_ENTITY,Customer,0.094,0.1187,0.1187,0.1141,03/01/2015,04/01/2015,03/01/2015
NF-CUST-IN-7976-7625,CUST-IN-7976-7625,DESCRIBES_ENTITY,Customer,0.025,0.0614,0.0614,0.0565,06/01/2015,04/01/2015,06/01/2015
NF-CUST-IL-1934-6454,CUST-IL-1934-6454,DESCRIBES_ENTITY,Customer,0.26,0.0199,0.0199,0.0181,06/01/2015,06/01/2015,06/01/2015
NF-CUST-IL-3892-9642,CUST-IL-3892-9642,DESCRIBES_ENTITY,Customer,0.235,0.1411,0.1411,0.134,05/01/2015,01/01/2015,05/01/2015
NF-CUST-OH-7601-9667,CUST-OH-7601-9667,DESCRIBES_ENTITY,Customer,0.115,0.2339,0.2339,0.2187,09/01/2015,02/01/2015,09/01/2015
NF-CUST-OH-9399-4419,CUST-OH-9399-4419,DESCRIBES_ENTITY,Customer,0.05,0.1734,0.1734,0.1638,04/01/2015,06/01/2015,04/01/2015
NF-CUST-IL-8728-8487,CUST-IL-8728-8487,DESCRIBES_ENTITY,Customer,0.096,0.0557,0.0557,0.0491,09/01/2015,07/01/2015,09/01/2015
NF-CUST-OH-6326-4983,CUST-OH-6326-4983,DESCRIBES_ENTITY,Customer,0.451,0.8763,0.8763,0.7738,07/01/2015,05/01/2015,07/01/2015
NF-CUST-IN-2834-6343,CUST-IN-2834-6343,DESCRIBES_ENTITY,Customer,0.015,0.3569,0.3569,0.3245,09/01/2015,01/01/2015,09/01/2015
NF-CUST-IL-1631-1570,CUST-IL-1631-1570,DESCRIBES_ENTITY,Customer,0.715,0.8637,0.8637,0.8091,07/01/2015,08/01/2015,07/01/2015
NF-CUST-IN-8533-8794,CUST-IN-8533-8794,DESCRIBES_ENTITY,Customer,0.661,0.6412,0.6412,0.6196,02/01/2015,06/01/2015,02/01/2015
NF-CUST-OH-7768-6927,CUST-OH-7768-6927,DESCRIBES_ENTITY,Customer,0.178,0.3095,0.3095,0.2737,03/01/2015,06/01/2015,03/01/2015
NF-CUST-IN-1493-1648,CUST-IN-1493-1648,DESCRIBES_ENTITY,Customer,0.865,0.5316,0.5316,0.4686,04/01/2015,07/01/2015,04/01/2015
NF-CUST-IL-3952-5034,CUST-IL-3952-5034,DESCRIBES_ENTITY,Customer,0.127,0.0798,0.0798,0.0665,06/01/2015,05/01/2015,06/01/2015
NF-CUST-IN-9811-9165,CUST-IN-9811-9165,DESCRIBES_ENTITY,Customer,0.206,0.2257,0.2257,0.2149,09/01/2015,02/01/2015,09/01/2015
NF-CUST-OH-1436-3428,CUST-OH-1436-3428,DESCRIBES_ENTITY,Customer,0.311,0.3456,0.3456,0.2871,08/01/2015,05/01/2015,08/01/2015
NF-CUST-IN-6483-1723,CUST-IN-6483-1723,DESCRIBES_ENTITY,Customer,0.607,0.4357,0.4357,0.434,01/01/2015,07/01/2015,01/01/2015
NF-CUST-IL-1549-9239,CUST-IL-1549-9239,DESCRIBES_ENTITY,Customer,0.119,0.1936,0.1936,0.1873,06/01/2015,08/01/2015,06/01/2015
NF-CUST-OH-3305-9127,CUST-OH-3305-9127,DESCRIBES_ENTITY,Customer,0.432,0.4973,0.4973,0.4519,01/01/2015,04/01/2015,01/01/2015
NF-CUST-IL-3192-2977,CUST-IL-3192-2977,DESCRIBES_ENTITY,Customer,0.209,0.3298,0.3298,0.3208,08/01/2015,06/01/2015,08/01/2015
NF-CUST-OH-5316-5072,CUST-OH-5316-5072,DESCRIBES_ENTITY,Customer,0.255,0.2105,0.2105,0.1972,04/01/2015,03/01/2015,04/01/2015
NF-CUST-IL-3680-7987,CUST-IL-3680-7987,DESCRIBES_ENTITY,Customer,0.258,0.1207,0.1207,0.0999,01/01/2015,09/01/2015,01/01/2015
NF-CUST-IL-2537-9894,CUST-IL-2537-9894,DESCRIBES_ENTITY,Customer,0.509,0.8513,0.8513,0.7215,01/01/2015,04/01/2015,01/01/2015
NF-CUST-IL-1557-9208,CUST-IL-1557-9208,DESCRIBES_ENTITY,Customer,0.867,0.589,0.589,0.4737,08/01/2015,07/01/2015,08/01/2015
NF-CUST-OH-8245-9757,CUST-OH-8245-9757,DESCRIBES_ENTITY,Customer,0.014,0.07,0.07,0.0658,03/01/2015,03/01/2015,03/01/2015
NF-CUST-IL-7173-3330,CUST-IL-7173-3330,DESCRIBES_ENTITY,Customer,0.064,0.3467,0.3467,0.2791,05/01/2015,06/01/2015,05/01/2015
NF-CUST-IN-9657-2391,CUST-IN-9657-2391,DESCRIBES_ENTITY,Customer,0.211,0.1405,0.1405,0.1284,09/01/2015,08/01/2015,09/01/2015
NF-CUST-IL-4147-7746,CUST-IL-4147-7746,DESCRIBES_ENTITY,Customer,0.216,0.0624,0.0624,0.0547,06/01/2015,08/01/2015,06/01/2015
NF-CUST-IN-4282-1399,CUST-IN-4282-1399,DESCRIBES_ENTITY,Customer,0.116,0.3608,0.3608,0.3057,07/01/2015,05/01/2015,07/01/2015
NF-CUST-OH-5172-4318,CUST-OH-5172-4318,DESCRIBES_ENTITY,Customer,0.755,0.5623,0.5623,0.5143,04/01/2015,02/01/2015,04/01/2015
NF-CUST-IL-4698-6679,CUST-IL-4698-6679,DESCRIBES_ENTITY,Customer,0.804,0.862,0.862,0.7732,07/01/2015,07/01/2015,07/01/2015
NF-CUST-IN-7184-3887,CUST-IN-7184-3887,DESCRIBES_ENTITY,Customer,0.089,0.0654,0.0654,0.0549,07/01/2015,02/01/2015,07/01/2015
NF-CUST-IN-6202-9905,CUST-IN-6202-9905,DESCRIBES_ENTITY,Customer,0.323,0.05,0.05,0.0429,07/01/2015,07/01/2015,07/01/2015
NF-CUST-OH-6186-5385,CUST-OH-6186-5385,DESCRIBES_ENTITY,Customer,0.107,0.2416,0.2416,0.2197,08/01/2015,06/01/2015,08/01/2015
NF-CUST-IL-6490-3487,CUST-IL-6490-3487,DESCRIBES_ENTITY,Customer,0.31,0.2709,0.2709,0.2544,04/01/2015,07/01/2015,04/01/2015
NF-CUST-OH-4375-7738,CUST-OH-4375-7738,DESCRIBES_ENTITY,Customer,0.079,0.0856,0.0856,0.0753,02/01/2015,07/01/2015,02/01/2015
NF-CUST-IN-9646-7635,CUST-IN-9646-7635,DESCRIBES_ENTITY,Customer,0.664,0.6647,0.6647,0.6324,04/01/2015,06/01/2015,04/01/2015
NF-CUST-IL-9325-3204,CUST-IL-9325-3204,DESCRIBES_ENTITY,Customer,0.2,0.3652,0.3652,0.3641,07/01/2015,08/01/2015,07/01/2015
NF-CUST-IL-4345-5887,CUST-IL-4345-5887,DESCRIBES_ENTITY,Customer,0.347,0.209,0.209,0.1905,03/01/2015,07/01/2015,03/01/2015
NF-CUST-IL-9352-9121,CUST-IL-9352-9121,DESCRIBES_ENTITY,Customer,0.093,0.3276,0.3276,0.2791,09/01/2015,05/01/2015,09/01/2015
NF-CUST-IL-7560-7397,CUST-IL-7560-7397,DESCRIBES_ENTITY,Customer,0.001,0.1316,0.1316,0.117,07/01/2015,01/01/2015,07/01/2015
NF-CUST-OH-6823-4130,CUST-OH-6823-4130,DESCRIBES_ENTITY,Customer,0.155,0.2281,0.2281,0.1832,04/01/2015,07/01/2015,04/01/2015
NF-CUST-IL-4566-4686,CUST-IL-4566-4686,DESCRIBES_ENTITY,Customer,0.184,0.2481,0.2481,0.2352,04/01/2015,04/01/2015,04/01/2015
NF-CUST-IN-1398-1214,CUST-IN-1398-1214,DESCRIBES_ENTITY,Customer,0.146,0.0102,0.0102,0.0093,09/01/2015,04/01/2015,09/01/2015
NF-CUST-IN-3541-5097,CUST-IN-3541-5097,DESCRIBES_ENTITY,Customer,0.527,0.6513,0.6513,0.6326,08/01/2015,07/01/2015,08/01/2015
NF-CUST-IL-1654-7467,CUST-IL-1654-7467,DESCRIBES_ENTITY,Customer,0.164,0.1609,0.1609,0.1585,06/01/2015,06/01/2015,06/01/2015
NF-CUST-OH-5150-6951,CUST-OH-5150-6951,DESCRIBES_ENTITY,Customer,0.426,0.4568,0.4568,0.3938,05/01/2015,06/01/2015,05/01/2015
NF-CUST-IL-7956-8117,CUST-IL-7956-8117,DESCRIBES_ENTITY,Customer,0.583,0.4505,0.4505,0.3861,08/01/2015,09/01/2015,08/01/2015
NF-CUST-OH-3959-6040,CUST-OH-3959-6040,DESCRIBES_ENTITY,Customer,0.209,0.086,0.086,0.0707,01/01/2015,07/01/2015,01/01/2015
NF-CUST-IL-1195-1770,CUST-IL-1195-1770,DESCRIBES_ENTITY,Customer,0.482,0.7939,0.7939,0.7893,02/01/2015,02/01/2015,02/01/2015
NF-CUST-OH-2179-6522,CUST-OH-2179-6522,DESCRIBES_ENTITY,Customer,0.654,0.4414,0.4414,0.4257,02/01/2015,08/01/2015,02/01/2015
NF-CUST-OH-2039-1397,CUST-OH-2039-1397,DESCRIBES_ENTITY,Customer,0.339,0.3294,0.3294,0.2883,03/01/2015,02/01/2015,03/01/2015
NF-CUST-IL-5651-3292,CUST-IL-5651-3292,DESCRIBES_ENTITY,Customer,0.339,0.0832,0.0832,0.0807,02/01/2015,02/01/2015,02/01/2015
NF-CUST-IN-9041-7071,CUST-IN-9041-7071,DESCRIBES_ENTITY,Customer,0.539,0.6409,0.6409,0.5242,05/01/2015,01/01/2015,05/01/2015
NF-CUST-OH-4195-3121,CUST-OH-4195-3121,DESCRIBES_ENTITY,Customer,0.309,0.017,0.017,0.0169,04/01/2015,07/01/2015,04/01/2015
NF-CUST-OH-5750-2758,CUST-OH-5750-2758,DESCRIBES_ENTITY,Customer,0.635,0.4683,0.4683,0.412,06/01/2015,07/01/2015,06/01/2015
NF-CUST-OH-1204-2516,CUST-OH-1204-2516,DESCRIBES_ENTITY,Customer,0.419,0.6794,0.6794,0.5554,04/01/2015,08/01/2015,04/01/2015
NF-CUST-OH-7811-7991,CUST-OH-7811-7991,DESCRIBES_ENTITY,Customer,0.036,0.0553,0.0553,0.0461,04/01/2015,07/01/2015,04/01/2015
NF-CUST-IN-2997-6634,CUST-IN-2997-6634,DESCRIBES_ENTITY,Customer,0.146,0.1261,0.1261,0.1255,05/01/2015,04/01/2015,05/01/2015
NF-CUST-IN-5897-7726,CUST-IN-5897-7726,DESCRIBES_ENTITY,Customer,0.112,0.1219,0.1219,0.1118,03/01/2015,03/01/2015,03/01/2015
NF-CUST-OH-8540-6389,CUST-OH-8540-6389,DESCRIBES_ENTITY,Customer,0.26,0.1598,0.1598,0.1336,08/01/2015,05/01/2015,08/01/2015
NF-CUST-IN-4540-1389,CUST-IN-4540-1389,DESCRIBES_ENTITY,Customer,0.177,0.1561,0.1561,0.1365,03/01/2015,07/01/2015,03/01/2015
NF-CUST-IN-1394-1842,CUST-IN-1394-1842,DESCRIBES_ENTITY,Customer,0.055,0.2796,0.2796,0.2301,09/01/2015,03/01/2015,09/01/2015
NF-CUST-OH-6788-6334,CUST-OH-6788-6334,DESCRIBES_ENTITY,Customer,0.224,0.1707,0.1707,0.1596,03/01/2015,04/01/2015,03/01/2015
NF-CUST-OH-3469-1044,CUST-OH-3469-1044,DESCRIBES_ENTITY,Customer,0.704,0.5471,0.5471,0.5307,09/01/2015,05/01/2015,09/01/2015
NF-CUST-IL-9854-8118,CUST-IL-9854-8118,DESCRIBES_ENTITY,Customer,0.237,0.1743,0.1743,0.1563,09/01/2015,05/01/2015,09/01/2015
NF-CUST-IN-2374-7775,CUST-IN-2374-7775,DESCRIBES_ENTITY,Customer,0.096,0.0418,0.0418,0.0367,02/01/2015,04/01/2015,02/01/2015
NF-CUST-OH-3357-3879,CUST-OH-3357-3879,DESCRIBES_ENTITY,Customer,0.707,0.5882,0.5882,0.4752,06/01/2015,07/01/2015,06/01/2015
NF-CUST-IL-4913-8366,CUST-IL-4913-8366,DESCRIBES_ENTITY,Customer,0.262,0.3102,0.3102,0.2602,07/01/2015,03/01/2015,07/01/2015
NF-CUST-IL-1408-7229,CUST-IL-1408-7229,DESCRIBES_ENTITY,Customer,0.13,0.0921,0.0921,0.0885,06/01/2015,09/01/2015,06/01/2015
NF-CUST-IN-9625-2281,CUST-IN-9625-2281,DESCRIBES_ENTITY,Customer,0.31,0.1358,0.1358,0.1193,07/01/2015,06/01/2015,07/01/2015
NF-CUST-IL-9225-3711,CUST-IL-9225-3711,DESCRIBES_ENTITY,Customer,0.033,0.0634,0.0634,0.0615,01/01/2015,02/01/2015,01/01/2015
NF-CUST-OH-2885-7334,CUST-OH-2885-7334,DESCRIBES_ENTITY,Customer,0.871,0.4157,0.4157,0.3743,05/01/2015,06/01/2015,05/01/2015
NF-CUST-IL-1542-2132,CUST-IL-1542-2132,DESCRIBES_ENTITY,Customer,0.021,0.2183,0.2183,0.1748,01/01/2015,07/01/2015,01/01/2015
NF-CUST-IN-4259-5216,CUST-IN-4259-5216,DESCRIBES_ENTITY,Customer,0.349,0.1141,0.1141,0.104,03/01/2015,03/01/2015,03/01/2015
NF-CUST-IL-4771-9072,CUST-IL-4771-9072,DESCRIBES_ENTITY,Customer,0.308,0.0255,0.0255,0.0212,09/01/2015,09/01/2015,09/01/2015
NF-CUST-IN-6485-2635,CUST-IN-6485-2635,DESCRIBES_ENTITY,Customer,0.23,0.0468,0.0468,0.0437,08/01/2015,04/01/2015,08/01/2015
NF-CUST-IN-9148-2318,CUST-IN-9148-2318,DESCRIBES_ENTITY,Customer,0.022,0.2865,0.2865,0.2681,05/01/2015,08/01/2015,05/01/2015
NF-CUST-IL-2490-5947,CUST-IL-2490-5947,DESCRIBES_ENTITY,Customer,0.188,0.3999,0.3999,0.3897,05/01/2015,05/01/2015,05/01/2015
NF-CUST-IN-1443-4729,CUST-IN-1443-4729,DESCRIBES_ENTITY,Customer,0.328,0.3285,0.3285,0.2846,08/01/2015,08/01/2015,08/01/2015
NF-CUST-IL-6518-4841,CUST-IL-6518-4841,DESCRIBES_ENTITY,Customer,0.089,0.0402,0.0402,0.0328,08/01/2015,08/01/2015,08/01/2015
NF-CUST-OH-1253-6733,CUST-OH-1253-6733,DESCRIBES_ENTITY,Customer,0.234,0.3816,0.3816,0.314,01/01/2015,05/01/2015,01/01/2015
NF-CUST-IL-3981-7247,CUST-IL-3981-7247,DESCRIBES_ENTITY,Customer,0.236,0.1603,0.1603,0.1354,07/01/2015,02/01/2015,07/01/2015
NF-CUST-IN-5140-7970,CUST-IN-5140-7970,DESCRIBES_ENTITY,Customer,0.024,0.2732,0.2732,0.2472,05/01/2015,08/01/2015,05/01/2015
NF-CUST-OH-3916-4980,CUST-OH-3916-4980,DESCRIBES_ENTITY,Customer,0.848,0.6532,0.6532,0.5505,09/01/2015,04/01/2015,09/01/2015
NF-CUST-OH-9221-9204,CUST-OH-9221-9204,DESCRIBES_ENTITY,Customer,0.32,0.3654,0.3654,0.342,02/01/2015,04/01/2015,02/01/2015
NF-CUST-OH-4427-6544,CUST-OH-4427-6544,DESCRIBES_ENTITY,Customer,0.857,0.6674,0.6674,0.6144,04/01/2015,04/01/2015,04/01/2015
NF-CUST-IL-2263-6731,CUST-IL-2263-6731,DESCRIBES_ENTITY,Customer,0.127,0.2305,0.2305,0.1969,04/01/2015,07/01/2015,04/01/2015
NF-CUST-IN-1344-8131,CUST-IN-1344-8131,DESCRIBES_ENTITY,Customer,0.276,0.3714,0.3714,0.3437,06/01/2015,01/01/2015,06/01/2015
