:START_ID,:END_ID,:TYPE,vehicle_role,damage_severity,vehicle_claim_amount,total_loss,vehicle_towed,weight,connection_strength,first_seen_date,last_seen_date,event_time
CLM-779075,VEH-BLZBUZK7WJRJ9SZ49,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,3010.0,No,Yes,0.0602,0.0552,03/01/2015,09/01/2015,03/01/2015
CLM-799501,VEH-660937RE40BFV84UN,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,4340.0,No,No,0.0868,0.0775,01/01/2015,02/01/2015,01/01/2015
CLM-987905,VEH-PMG9XUTT0ZNPK1LR7,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,41930.0,No,No,0.8386,0.6906,04/01/2015,04/01/2015,04/01/2015
CLM-967756,VEH-T7E73LH766EJUTSB1,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,53040.0,No,Yes,1.0,0.8107,05/01/2015,09/01/2015,05/01/2015
CLM-830414,VEH-ZUS57UV86B3M5SY0X,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,51120.0,Yes,No,1.0,0.9269,08/01/2015,06/01/2015,08/01/2015
CLM-127313,VEH-G5L7KYTX6J68KJE4P,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,46480.0,Yes,No,0.9296,0.8516,02/01/2015,09/01/2015,02/01/2015
CLM-786957,VEH-UKSTCY2AACVJ66NVY,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,5120.0,No,No,0.1024,0.0946,08/01/2015,06/01/2015,08/01/2015
CLM-332892,VEH-H2LAK4GJ9MTHDZ8XK,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,51940.0,No,No,1.0,0.8944,06/01/2015,05/01/2015,06/01/2015
CLM-448642,VEH-1ULUZXZ35G2ESB9LY,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,5840.0,No,No,0.1168,0.098,05/01/2015,03/01/2015,05/01/2015
CLM-526039,VEH-5PCRFLNVZT5TU6EF0,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,68480.0,No,No,1.0,0.824,06/01/2015,05/01/2015,06/01/2015
CLM-444422,VEH-BZJ19WJ7Z5F5NE1LW,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,34380.0,Yes,No,0.6876,0.6437,06/01/2015,04/01/2015,06/01/2015
CLM-689500,VEH-BXMD47NHGXL93B6V5,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,31620.0,No,Yes,0.6324,0.5729,09/01/2015,03/01/2015,09/01/2015
CLM-806081,VEH-U35TY94M43CETB4DA,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,69930.0,No,No,1.0,0.8826,09/01/2015,02/01/2015,09/01/2015
CLM-384618,VEH-TCKKD6LU5GR31XPYE,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,42720.0,No,Yes,0.8544,0.8323,05/01/2015,05/01/2015,05/01/2015
CLM-756459,VEH-N251Y9EDDZ5CZR6WV,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,48080.0,Yes,Yes,0.9616,0.7983,06/01/2015,06/01/2015,06/01/2015
CLM-655787,VEH-G99XSKFCYRWA72USG,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,53970.0,No,No,1.0,0.9985,01/01/2015,09/01/2015,01/01/2015
CLM-419954,VEH-U8XCYLTLFLLHX58SC,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,2700.0,No,Yes,0.054,0.0469,07/01/2015,08/01/2015,07/01/2015
CLM-275092,VEH-JCAE9X4EG1T6LYUN4,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,4320.0,No,No,0.0864,0.0862,02/01/2015,01/01/2015,02/01/2015
CLM-515698,VEH-ZZ0V58ZGXF461783G,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,35400.0,No,No,0.708,0.6928,06/01/2015,03/01/2015,06/01/2015
CLM-132871,VEH-UZRM5UU01KWJ6C6YK,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,5760.0,No,No,0.1152,0.1149,04/01/2015,01/01/2015,04/01/2015
CLM-714929,VEH-8GJNH5KVD2BW1CLA1,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,57680.0,Yes,No,1.0,0.8286,09/01/2015,08/01/2015,09/01/2015
CLM-297816,VEH-B3S1S7SRM5T550M8V,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,52380.0,No,No,1.0,0.9725,03/01/2015,01/01/2015,03/01/2015
CLM-426708,VEH-MAZR3FX8JR0MCPBA0,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,3780.0,No,Yes,0.0756,0.0632,05/01/2015,02/01/2015,05/01/2015
CLM-615047,VEH-L1Y9ET1TH376CDUKB,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,46060.0,No,No,0.9212,0.7518,06/01/2015,07/01/2015,06/01/2015
CLM-771236,VEH-0JJ100TTYYYE2U093,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,28560.0,No,No,0.5712,0.495,06/01/2015,01/01/2015,06/01/2015
CLM-235869,VEH-6G4PYYFDFH5DFBPBK,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,38400.0,No,No,0.768,0.7659,09/01/2015,02/01/2015,09/01/2015
CLM-931625,VEH-U5H41LBGJK3LS7WAB,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,47280.0,Yes,Yes,0.9456,0.8158,08/01/2015,07/01/2015,08/01/2015
CLM-371635,VEH-8HWV7NS6HJMGEB0BC,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,56320.0,Yes,No,1.0,0.8116,08/01/2015,07/01/2015,08/01/2015
CLM-427199,VEH-J6CKTFKY3BEVX49NH,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,36560.0,Yes,Yes,0.7312,0.6511,02/01/2015,03/01/2015,02/01/2015
CLM-261315,VEH-ES1U3UK4FA99XFX4C,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,58720.0,No,No,1.0,0.8419,07/01/2015,08/01/2015,07/01/2015
CLM-582973,VEH-WNGAGC9CKCUHVY6ZN,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,22800.0,No,No,0.456,0.4353,05/01/2015,06/01/2015,05/01/2015
CLM-278091,VEH-8WDP2SAC72UMUTRCM,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,24500.0,Yes,No,0.49,0.4485,08/01/2015,05/01/2015,08/01/2015
CLM-153154,VEH-L7JSNXWWCG8DZY4D7,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,47600.0,Yes,No,0.952,0.7918,03/01/2015,06/01/2015,03/01/2015
CLM-515217,VEH-WS0XL1BDKP97JYLK9,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,58500.0,No,No,1.0,0.957,03/01/2015,04/01/2015,03/01/2015
CLM-860497,VEH-39X2DFT2GZR48UP6T,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,52850.0,No,No,1.0,0.956,06/01/2015,09/01/2015,06/01/2015
CLM-351741,VEH-W1EZXHKWA3YB1M20V,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,60400.0,Yes,Yes,1.0,0.8259,07/01/2015,02/01/2015,07/01/2015
CLM-403737,VEH-HVH6PR064DYUYX4RM,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,48240.0,Yes,Yes,0.9648,0.8555,07/01/2015,08/01/2015,07/01/2015
CLM-162004,VEH-NAA23RFZ8NS6LK3W6,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,22190.0,No,No,0.4438,0.3932,02/01/2015,03/01/2015,02/01/2015
CLM-740384,VEH-9ADGYWFPVLLT5V4SG,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,49520.0,No,No,0.9904,0.8773,02/01/2015,02/01/2015,02/01/2015
CLM-876714,VEH-G3XZ5X29MW3EN7K57,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,60390.0,Yes,Yes,1.0,0.8955,03/01/2015,08/01/2015,03/01/2015
CLM-951543,VEH-H7ATE9VFWKNWBVUXW,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,44520.0,No,No,0.8904,0.7132,06/01/2015,02/01/2015,06/01/2015
CLM-576723,VEH-FBRLSJ8UTU4Y03BSG,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,26240.0,Yes,Yes,0.5248,0.4759,04/01/2015,08/01/2015,04/01/2015
CLM-391003,VEH-PYRKNP5VF2PX5K4YW,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,29460.0,Yes,Yes,0.5892,0.5575,06/01/2015,05/01/2015,06/01/2015
CLM-225865,VEH-K8L63BLR5E51818CD,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,35280.0,No,No,0.7056,0.6986,06/01/2015,08/01/2015,06/01/2015
CLM-984948,VEH-F779PUT0U1V7GF3WH,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,61880.0,Yes,Yes,1.0,0.9784,05/01/2015,08/01/2015,05/01/2015
CLM-890328,VEH-L86TM4M8BLGVKJN9P,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,48400.0,Yes,No,0.968,0.9209,05/01/2015,04/01/2015,05/01/2015
CLM-803294,VEH-8V6N040E48JYGYP9M,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,47840.0,No,Yes,0.9568,0.8671,07/01/2015,04/01/2015,07/01/2015
CLM-414913,VEH-YFD1THXLPH5H6Z308,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,37680.0,No,No,0.7536,0.6056,05/01/2015,03/01/2015,05/01/2015
CLM-414519,VEH-LGRMRYADGB5UF93CF,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,40480.0,No,No,0.8096,0.6483,08/01/2015,05/01/2015,08/01/2015
CLM-818413,VEH-D4UCA1VNST2XJNZX9,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,29760.0,No,Yes,0.5952,0.5635,06/01/2015,06/01/2015,06/01/2015
CLM-487356,VEH-FV2B7R1K3JH1GBN53,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,56480.0,No,No,1.0,0.8453,09/01/2015,07/01/2015,09/01/2015
CLM-159768,VEH-MTP7B7ZZMD9K14EZH,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,3760.0,No,No,0.0752,0.0733,08/01/2015,03/01/2015,08/01/2015
CLM-865839,VEH-18015096NZRJNT5R9,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,2030.0,No,No,0.0406,0.035,07/01/2015,06/01/2015,07/01/2015
CLM-406567,VEH-T4UXGPP2CHX5VDDYJ,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,46760.0,Yes,No,0.9352,0.7674,03/01/2015,06/01/2015,03/01/2015
CLM-623032,VEH-X1JCMY2KPBH8LRF0D,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,50750.0,No,No,1.0,0.9007,03/01/2015,08/01/2015,03/01/2015
CLM-935442,VEH-FKKDCTLV3U3JNBRJF,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,34440.0,No,No,0.6888,0.5932,01/01/2015,08/01/2015,01/01/2015
CLM-106873,VEH-V1AA2HJ4R6BFV1GH5,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,54670.0,Yes,Yes,1.0,0.8131,03/01/2015,01/01/2015,03/01/2015
CLM-563878,VEH-2WV34EASZ55J5H1HM,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,69680.0,No,Yes,1.0,0.8091,04/01/2015,02/01/2015,04/01/2015
CLM-620855,VEH-25382A4GVUHLKG6MW,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,41220.0,Yes,No,0.8244,0.8159,05/01/2015,08/01/2015,05/01/2015
CLM-583169,VEH-5ZV75B26A9N6PXYV1,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,45360.0,Yes,Yes,0.9072,0.8085,02/01/2015,02/01/2015,02/01/2015
CLM-337677,VEH-JNN785KVNG21JKMM6,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,44800.0,No,No,0.896,0.81,04/01/2015,06/01/2015,04/01/2015
CLM-445973,VEH-6H1S7CDXH472N7VFG,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,47340.0,No,No,0.9468,0.8567,03/01/2015,08/01/2015,03/01/2015
CLM-156694,VEH-VXK05G458S6JEHPF2,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,4320.0,No,No,0.0864,0.0766,07/01/2015,08/01/2015,07/01/2015
CLM-421940,VEH-MMR3X362WNM1XFEA6,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,38850.0,Yes,Yes,0.777,0.7283,02/01/2015,03/01/2015,02/01/2015
CLM-613226,VEH-H33C4L321F7KP79US,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,47280.0,No,Yes,0.9456,0.7818,02/01/2015,05/01/2015,02/01/2015
CLM-804410,VEH-05AUB4FBST4VB3U0L,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,26320.0,No,No,0.5264,0.526,02/01/2015,06/01/2015,02/01/2015
CLM-553565,VEH-VVAJXCCB2CKSE6SYG,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,47430.0,Yes,No,0.9486,0.8519,08/01/2015,03/01/2015,08/01/2015
CLM-399524,VEH-L9GC8VXXDTBMZ7HZD,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,49200.0,Yes,No,0.984,0.9348,09/01/2015,09/01/2015,09/01/2015
CLM-331595,VEH-P9VL3BMADUTURFCFH,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,44520.0,No,No,0.8904,0.7417,01/01/2015,02/01/2015,01/01/2015
CLM-380067,VEH-9MV1L6LSNS3LS0F3A,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,38940.0,No,No,0.7788,0.7643,01/01/2015,07/01/2015,01/01/2015
CLM-701521,VEH-YRLX7RGN80C1E2UGV,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,25130.0,No,Yes,0.5026,0.4837,07/01/2015,02/01/2015,07/01/2015
CLM-360770,VEH-0NNTHNWAGSAYT8KVL,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,36540.0,No,Yes,0.7308,0.5874,09/01/2015,06/01/2015,09/01/2015
CLM-958785,VEH-R8GVEKEAFTBY1ZZ9N,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,58500.0,No,Yes,1.0,0.8449,02/01/2015,09/01/2015,02/01/2015
CLM-797934,VEH-E36EZBY42ANK1Y5FE,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,53760.0,No,No,1.0,0.997,02/01/2015,02/01/2015,02/01/2015
CLM-883980,VEH-V5HNZGEE8MNBNKRVA,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,46000.0,Yes,Yes,0.92,0.7749,05/01/2015,05/01/2015,05/01/2015
CLM-340614,VEH-F9FA1ZFMJC4UK72RT,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,51570.0,No,No,1.0,0.8044,03/01/2015,09/01/2015,03/01/2015
CLM-435784,VEH-6LT830SKHPEAKBLS9,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,43360.0,No,No,0.8672,0.7813,02/01/2015,08/01/2015,02/01/2015
CLM-563837,VEH-FSF044AXZE8AG4CSX,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,48300.0,No,Yes,0.966,0.7966,07/01/2015,07/01/2015,07/01/2015
CLM-200827,VEH-ZB4BPUVNFFWPSC7XL,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,49360.0,Yes,No,0.9872,0.9302,05/01/2015,07/01/2015,05/01/2015
CLM-533941,VEH-W76T7BNXGLSAJXB6R,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,54670.0,No,Yes,1.0,0.9584,04/01/2015,04/01/2015,04/01/2015
CLM-265026,VEH-VMLKLZBEK0BGAUEPX,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,46800.0,No,Yes,0.936,0.819,04/01/2015,04/01/2015,04/01/2015
CLM-354481,VEH-DN2K29TG5ZUAYAYHF,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,3600.0,No,Yes,0.072,0.0668,05/01/2015,09/01/2015,05/01/2015
CLM-566720,VEH-PSFXCCPRTE0VH2T84,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,36600.0,No,No,0.732,0.6985,08/01/2015,03/01/2015,08/01/2015
CLM-832746,VEH-9T4TX98N2V74EDT98,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,4340.0,No,Yes,0.0868,0.0803,03/01/2015,08/01/2015,03/01/2015
CLM-386690,VEH-DU72JVXRENSV1VECC,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,2520.0,No,No,0.0504,0.0463,03/01/2015,07/01/2015,03/01/2015
CLM-979285,VEH-R5HJEMC6J4HW0EWRX,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,2240.0,No,Yes,0.0448,0.0363,09/01/2015,02/01/2015,09/01/2015
CLM-594722,VEH-CS8GYZN488FRX89TW,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,42000.0,No,No,0.84,0.6902,03/01/2015,06/01/2015,03/01/2015
CLM-216738,VEH-E381RX5Y3ZZ4HT8M6,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,35600.0,No,No,0.712,0.6887,01/01/2015,04/01/2015,01/01/2015
CLM-369048,VEH-GPWLJPLF5N8EFM1PV,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,46680.0,No,Yes,0.9336,0.7559,01/01/2015,07/01/2015,01/01/2015
CLM-514424,VEH-6E1SXD2BW6A7N3647,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,35040.0,No,Yes,0.7008,0.5769,06/01/2015,07/01/2015,06/01/2015
CLM-954191,VEH-A976YGLLGXVASCEVS,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,32080.0,Yes,No,0.6416,0.5703,06/01/2015,06/01/2015,06/01/2015
CLM-150181,VEH-PRKT3PNXH5RCA6RGG,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,54080.0,Yes,No,1.0,0.8247,08/01/2015,09/01/2015,08/01/2015
CLM-388671,VEH-A3CETY6K4SKBJPFV0,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,4760.0,No,Yes,0.0952,0.081,08/01/2015,04/01/2015,08/01/2015
CLM-457244,VEH-SP4A83C7EP51DS46R,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,46710.0,No,Yes,0.9342,0.8785,09/01/2015,03/01/2015,09/01/2015
CLM-206667,VEH-Z426RFP1XNZXTTP01,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,17010.0,Yes,No,0.3402,0.2861,05/01/2015,02/01/2015,05/01/2015
CLM-745200,VEH-79RH2S00Y173VYAYH,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,52960.0,No,No,1.0,0.9371,09/01/2015,08/01/2015,09/01/2015
CLM-412703,VEH-D7E9RJESSSTTBMVVU,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,31850.0,Yes,Yes,0.637,0.5108,08/01/2015,02/01/2015,08/01/2015
CLM-736771,VEH-1X4XVR0WSC7VSRVSV,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,44200.0,No,No,0.884,0.7816,03/01/2015,08/01/2015,03/01/2015
CLM-347984,VEH-KC79A8VSWGV735RUG,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,35560.0,No,No,0.7112,0.5833,09/01/2015,06/01/2015,09/01/2015
CLM-626074,VEH-T7R5D2CJ7K7RLP7VB,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,35360.0,Yes,Yes,0.7072,0.6394,03/01/2015,09/01/2015,03/01/2015
CLM-218109,VEH-M5AC94T7X9JN6JRYT,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,45760.0,No,No,0.9152,0.8462,08/01/2015,02/01/2015,08/01/2015
CLM-999435,VEH-3F45BH8H48LK8W5W0,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,38850.0,No,Yes,0.777,0.7305,07/01/2015,08/01/2015,07/01/2015
CLM-858060,VEH-20KS8WMR7WL3B4CGH,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,43890.0,No,No,0.8778,0.7758,09/01/2015,03/01/2015,09/01/2015
CLM-500384,VEH-C9LATC2CB7G8L5PVG,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,63770.0,No,Yes,1.0,0.9797,09/01/2015,05/01/2015,09/01/2015
CLM-903785,VEH-NV4W18M1KMHAGMG3N,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,38220.0,No,No,0.7644,0.6897,05/01/2015,07/01/2015,05/01/2015
CLM-873859,VEH-LPHFHJDUFW5E2L4G6,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,44560.0,No,No,0.8912,0.8231,06/01/2015,02/01/2015,06/01/2015
CLM-204294,VEH-B03U0BHGU8XM1H058,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,48580.0,Yes,Yes,0.9716,0.8322,08/01/2015,02/01/2015,08/01/2015
CLM-467106,VEH-6DMGJHXHZVFGFEEVU,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,39970.0,Yes,No,0.7994,0.765,09/01/2015,07/01/2015,09/01/2015
CLM-357713,VEH-LS4JRU0063GK78EGZ,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,40620.0,No,No,0.8124,0.7308,04/01/2015,06/01/2015,04/01/2015
CLM-890026,VEH-0M9E04UL63F6EE287,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,33880.0,No,No,0.6776,0.6246,02/01/2015,08/01/2015,02/01/2015
CLM-751612,VEH-AGMJE7FUJUERUMRAU,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,40040.0,Yes,Yes,0.8008,0.7652,08/01/2015,01/01/2015,08/01/2015
CLM-876680,VEH-66P3CVS36M0L062Z5,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,36190.0,Yes,Yes,0.7238,0.6994,05/01/2015,02/01/2015,05/01/2015
CLM-756981,VEH-19N3SJ74XAKB7194J,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,49140.0,Yes,Yes,0.9828,0.9775,06/01/2015,04/01/2015,06/01/2015
CLM-121439,VEH-04A3J8A8DSEA9GY11,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,33390.0,No,No,0.6678,0.582,07/01/2015,03/01/2015,07/01/2015
CLM-411289,VEH-PTNDCRF4YCX9U17UT,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,4060.0,No,Yes,0.0812,0.0716,05/01/2015,01/01/2015,05/01/2015
CLM-538466,VEH-TMDB9PRE8122FZMSF,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,54990.0,No,No,1.0,0.8321,03/01/2015,03/01/2015,03/01/2015
CLM-932097,VEH-VJBY4A7MG8HHDSJJ9,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,52430.0,No,No,1.0,0.9096,05/01/2015,03/01/2015,05/01/2015
CLM-463727,VEH-SVAD5WSDUJ4BRTV2C,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,2320.0,No,No,0.0464,0.0456,01/01/2015,08/01/2015,01/01/2015
CLM-552618,VEH-B1PE8AH4BUMH9JU1S,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,57690.0,No,No,1.0,0.9376,01/01/2015,09/01/2015,01/01/2015
CLM-936638,VEH-9H08JKF8ECEA2LCFP,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,56720.0,Yes,No,1.0,0.8961,09/01/2015,05/01/2015,09/01/2015
CLM-348814,VEH-U38HS8596F6978WX3,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,41310.0,Yes,Yes,0.8262,0.6997,03/01/2015,07/01/2015,03/01/2015
CLM-944102,VEH-PL98VGR5LWRPXX3EY,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,32640.0,No,No,0.6528,0.5239,06/01/2015,08/01/2015,06/01/2015
CLM-689901,VEH-9WCERYYSNS9DJG1TJ,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,60240.0,No,No,1.0,0.8178,05/01/2015,04/01/2015,05/01/2015
CLM-901083,VEH-LVUPGH4TM1NBMA2W0,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,61440.0,No,No,1.0,0.8221,08/01/2015,04/01/2015,08/01/2015
CLM-396224,VEH-8DV25EP9C2Z6LXRL1,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,55860.0,Yes,No,1.0,0.9148,09/01/2015,06/01/2015,09/01/2015
CLM-682178,VEH-WF2000PDJ3ZEX78JR,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,33740.0,No,No,0.6748,0.6065,01/01/2015,05/01/2015,01/01/2015
CLM-596298,VEH-C8ELNUAEPDZ3DPUT6,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,17600.0,Yes,No,0.352,0.3484,08/01/2015,05/01/2015,08/01/2015
CLM-253005,VEH-8B8GXH3MJX63JSLP3,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,27510.0,No,No,0.5502,0.5259,08/01/2015,07/01/2015,08/01/2015
CLM-985924,VEH-6TM7FBKSVYV2YVUB2,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,2320.0,No,Yes,0.0464,0.0378,05/01/2015,06/01/2015,05/01/2015
CLM-631565,VEH-CM5FASDENA48V7R81,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,3900.0,No,Yes,0.078,0.0737,01/01/2015,02/01/2015,01/01/2015
CLM-630998,VEH-M3VN1DCKU01PCFBHM,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,4960.0,No,No,0.0992,0.0973,07/01/2015,01/01/2015,07/01/2015
CLM-926665,VEH-5GJERJ9UHAPYK4TFS,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,46320.0,No,No,0.9264,0.8605,05/01/2015,09/01/2015,05/01/2015
CLM-302669,VEH-98URZVRPPEE3TUMND,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,70920.0,No,No,1.0,0.8914,04/01/2015,07/01/2015,04/01/2015
CLM-620020,VEH-L0N7G7Z8WZK969ASA,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,6240.0,No,No,0.1248,0.1242,01/01/2015,03/01/2015,01/01/2015
CLM-439828,VEH-PDWD76GNGDJNKV02P,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,44560.0,Yes,No,0.8912,0.76,09/01/2015,05/01/2015,09/01/2015
CLM-971295,VEH-5JX1XS8K08W7ZJB90,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,53580.0,Yes,No,1.0,0.81,06/01/2015,01/01/2015,06/01/2015
CLM-165565,VEH-11CNK0Y67KW5PZUUY,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,38920.0,Yes,No,0.7784,0.7493,04/01/2015,06/01/2015,04/01/2015
CLM-936543,VEH-ED6FE5MCN3H2HR88Z,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,3500.0,No,No,0.07,0.0682,07/01/2015,09/01/2015,07/01/2015
CLM-296960,VEH-EZRDXCEFM6TPARNGV,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,66330.0,No,No,1.0,0.9704,09/01/2015,01/01/2015,09/01/2015
CLM-501692,VEH-WLUWDXYU84HWA3W9N,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,48510.0,No,Yes,0.9702,0.8461,07/01/2015,01/01/2015,07/01/2015
CLM-525224,VEH-TUT7X7VTY0VCDRLDM,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,47320.0,Yes,No,0.9464,0.8852,07/01/2015,09/01/2015,07/01/2015
