:ID,:LABEL,claim_id,policy_number,incident_date,report_date,claim_open_date,claim_close_date,days_to_report,days_open,days_to_first_contact,days_to_settlement,incident_type,collision_type,incident_severity,incident_state,incident_city,incident_location,incident_hour_of_the_day,time_of_day_band,day_of_week,weather_conditions,road_conditions,speed_limit_zone,traffic_density,number_of_vehicles_involved,at_fault_party,third_party_vehicle_make,third_party_vehicle_year,auto_make,auto_model,auto_year,property_damage,bodily_injuries,witnesses,fatalities,hospitalization_required,emergency_services_called,airbag_deployed,vehicle_towed,total_claim_amount,injury_claim,property_claim,vehicle_claim,salvage_value,rental_reimbursement_paid,subrogation_recovered,claim_payment_method,reserves_set,claim_status,police_report_available,police_report_number,police_statement_available,witness_statement_count,witness_statements_available,documentary_evidence_strength,cctv_footage_available,dashcam_footage_available,cell_phone_data_requested,toxicology_report,authorities_contacted,fraud_reported,fraud_indicators,siu_referral,siu_outcome,potential_subrogation_flag,third_party_indicator_reason,liability_probability_score,primary_liability_pattern,liability_pattern_tags,llm_judge_verdict,llm_judge_confidence,total_legal_rubric_score,evidence_quality_score,liability_clarity_score,damages_quantifiability_score,subrogation_viability_score,rag_confidence_score,rag_generated_summary,adjuster_priority_tier,adjuster_recommended_action,recommended_action,estimated_recovery_amount,estimated_recovery_pct,statute_of_limitations_risk,inter_carrier_recovery_applicable,adjuster_id,adjuster_name,supervisor_id,litigation_flag,arbitration_flag,geo_latitude,geo_longitude,geo_accuracy,claim_submission_channel,claim_submission_device,duplicate_claim_flag,claim_cluster_id,ring_member_flag,payment_account_id,payment_routing_hash,claim_velocity_score,network_repeat_score,shared_entity_count,closed_loop_flag,cross_role_participation_flag,manual_override_flag,manual_override_reasons,staged_accident_flag,claim_padding_flag,role_switching_flag
CLM-805806,Claim,CLM-805806,805806,2/9/2015,2/9/2015,2/9/2015,15/11/2015,7,159,5,98.0,Single Vehicle Collision,Side Collision,Minor Damage,NY,Hillsdale,3771 4th St,0,Night,Friday,Fog,Wet,65,Moderate,1,Shared Fault,Chevrolet,,Accura,RSX,2006,NO,2,1,0,Yes,Yes,Yes,No,50700,5070,5070,40560,0.0,1310.34,20250.34,Direct Deposit,60384.21,Closed - Paid,?,POLICE INCIDENT,YES,1,YES,STRONG,No,No,No,No,Fire,N,,No,Pending,Yes,Independent witnesses available,40,DRAM_SHOP_PREMISES_LIABILITY,HIT_AND_RUN_RECOVERY|DRAM_SHOP_PREMISES_LIABILITY,VIABLE_RECOVERY_CASE,0.82,64,5,15,25,19,36,"Incident on 2/9/2015 in Hillsdale, NY.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 1 | Police Report: ?
Total Claim: $50700",P2,OPEN_SUBROGATION_FILE,Secondary Liability Review Required,25350.0,0.5,HIGH,NO,ADJ-6603,James Carter,SUP-331,No,Yes,42.303536,-74.447464,Low,Web Portal,Desktop,No,,No,PAY-09723F5970,f2a4d0139e46e5d1,0.06,0.11,2,No,No,Yes,High Value >$50K|Injury No Police Report,No,No,No
CLM-235097,Claim,CLM-235097,235097,2/18/2015,2/18/2015,2/18/2015,,7,311,0,154.0,Multi-vehicle Collision,Front Collision,Total Loss,WV,Northbend,8701 5th Lane,13,Daytime,Sunday,Ice,Wet,45,Unknown,3,Insured,Toyota,2008.0,Jeep,Wrangler,2015,NO,1,1,0,Yes,Yes,Unknown,Yes,51210,11380,5690,34140,5121.0,0.0,20682.59,EFT,54263.56,Under Investigation,NO,NO_POLICE_REPOR,NO,1,YES,MODERATE,Yes,No,No,No,Fire,N,,No,Pending,Yes,Multiple vehicles involved; Independent witnesses available,70,INTERSECTION_LIABILITY,INTERSECTION_LIABILITY,VIABLE_RECOVERY_CASE,0.83,66,5,14,25,22,63,"Incident on 2/18/2015 in Northbend, WV.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 1 | Police Report: NO
Total Claim: $51210",P2,OPEN_SUBROGATION_FILE,Refer to Subrogation Specialist for Evidence Review,25605.0,0.5,HIGH,YES,ADJ-5419,James Carter,SUP-755,No,Yes,38.893476,-79.882115,High,Third Party,Phone Call,No,,No,PAY-F1E41EDF18,2e5c5a7cffdde322,0.25,0.22,0,No,No,Yes,High Value >$50K|Injury No Police Report,No,No,No
CLM-290971,Claim,CLM-290971,290971,2/10/2015,2/10/2015,2/10/2015,12/10/2015,2,179,0,,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Hillsdale,7574 4th St,18,Rush Hour,Thursday,Ice,Unknown,65,Moderate,3,Shared Fault,Unknown,,Volkswagen,Jetta,2001,NO,2,1,0,Yes,Yes,No,Yes,51840,8640,8640,34560,5184.0,754.08,14120.27,Check,63788.69,Under Investigation,?,POLICE INCIDENT,YES,1,YES,STRONG,Unknown,No,No,No,Fire,N,,No,Pending,Yes,Multiple vehicles involved; Independent witnesses available,70,TRAFFIC_SIGNAL_VIOLATION,TRAFFIC_SIGNAL_VIOLATION,VIABLE_RECOVERY_CASE,0.87,74,5,22,25,22,63,"Incident on 2/10/2015 in Hillsdale, SC.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 1 | Police Report: ?
Total Claim: $51840",P2,OPEN_SUBROGATION_FILE,Refer to Subrogation Specialist for Evidence Review,25920.0,0.5,HIGH,YES,ADJ-1508,Sandra Bell,SUP-460,No,No,35.050988,-80.312836,Medium,Email,Desktop,No,,No,PAY-F50410BF9A,e39ac705b5edc4ce,0.23,0.27,1,No,No,Yes,High Value >$50K|Injury No Police Report,No,No,No
CLM-180286,Claim,CLM-180286,180286,1/20/2015,1/20/2015,1/20/2015,,4,254,1,32.0,Multi-vehicle Collision,Front Collision,Total Loss,NC,Riverwood,1989 Solo Lane,17,Rush Hour,Friday,Ice,Dry,45,Moderate,3,Shared Fault,Chevrolet,2009.0,Nissan,Pathfinder,2006,?,2,3,0,No,Yes,No,Yes,52800,5280,5280,42240,6336.0,0.0,35068.05,Check,55743.13,Open,YES,POLICE INCIDENT,YES,3,YES,VERY_STRONG,No,Unknown,No,No,Ambulance,N,,No,Pending,Yes,Multiple vehicles involved; Independent witnesses available; Police report available for cross-reference,80,TRAFFIC_SIGNAL_VIOLATION,TRAFFIC_SIGNAL_VIOLATION,STRONG_RECOVERY_CASE,0.95,92,20,22,25,25,72,"Incident on 1/20/2015 in Riverwood, NC.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 3 | Police Report: YES
Total Claim: $52800",P1,ESCALATE_TO_SUBROGATION_COUNSEL,Refer to Subrogation Specialist for Evidence Review,39600.0,0.75,HIGH,YES,ADJ-9352,James Carter,SUP-880,No,No,36.857062,-79.807205,Medium,Agent Portal,Mobile,No,,No,PAY-54F4634C9A,9a659585775eaa84,0.23,0.22,1,No,No,Yes,High Value >$50K,No,No,No
CLM-662088,Claim,CLM-662088,662088,1/27/2015,1/27/2015,1/27/2015,,4,166,5,45.0,Single Vehicle Collision,Front Collision,Minor Damage,WV,Springfield,6331 MLK Ave,11,Daytime,Monday,Unknown,Unknown,55,Moderate,1,Insured,,2008.0,Honda,Civic,1998,?,0,0,0,No,Yes,Yes,Yes,55200,9200,13800,32200,0.0,0.0,0.0,Direct Deposit,59458.01,Open,YES,POLICE INCIDENT,YES,0,NO,MODERATE,No,Yes,No,No,Fire,N,,No,Pending,No,Police report available for cross-reference,10,NO_PATTERN_DETECTED,NO_PATTERN_DETECTED,INVESTIGATE_FURTHER,0.7,40,10,5,25,0,9,"Incident on 1/27/2015 in Springfield, WV.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 0 | Police Report: YES
Total Claim: $55200",P3,REQUEST_ADDITIONAL_INVESTIGATION,Low Subrogation Potential,13800.0,0.25,HIGH,NO,ADJ-5388,Maria Lopez,SUP-589,Yes,No,38.047922,-80.816635,Low,Walk-In,Mobile,No,,No,PAY-1C3FCF3FF9,f311aae77fd6dccb,0.39,0.39,1,No,No,Yes,High Value >$50K,No,No,No
CLM-884365,Claim,CLM-884365,884365,1/21/2015,1/21/2015,1/21/2015,10/1/2015,7,249,0,246.0,Vehicle Theft,?,Minor Damage,WV,Riverwood,8453 Elm St,0,Night,Friday,Ice,Icy,15,High,1,Unknown,Honda,,Chevrolet,Malibu,2003,YES,0,3,0,No,Yes,Yes,No,9100,1400,1400,6300,0.0,0.0,2718.68,Pending,10053.02,Closed - Withdrawn,NO,NO_POLICE_REPOR,NO,3,YES,VERY_STRONG,Yes,No,Yes,No,,N,,No,Pending,Yes,Property damage reported; Independent witnesses available,40,CONTRACTOR_NEGLIGENCE,CONTRACTOR_NEGLIGENCE,VIABLE_RECOVERY_CASE,0.82,64,15,20,10,19,36,"Incident on 1/21/2015 in Riverwood, WV.
Type: Vehicle Theft | Collision: ?
Severity: Minor Damage | Vehicles: 1
Witnesses: 3 | Police Report: NO
Total Claim: $9100",P2,OPEN_SUBROGATION_FILE,Secondary Liability Review Required,4550.0,0.5,HIGH,NO,ADJ-1658,Kevin Wu,SUP-540,No,No,38.535542,-81.721425,High,Web Portal,Mobile,No,,No,PAY-0BCBD0E68E,52c54f021c017809,0.37,0.3,2,No,No,No,,No,No,No
CLM-178081,Claim,CLM-178081,178081,2/18/2015,2/18/2015,2/18/2015,28/10/2015,1,193,4,146.0,Multi-vehicle Collision,Rear Collision,Minor Damage,WV,Riverwood,1422 Flute Ave,14,Daytime,Friday,Fog,Gravel,Unknown,High,3,Shared Fault,Unknown,,Suburu,Legacy,2007,?,1,3,0,Yes,Yes,No,Yes,67600,13520,6760,47320,0.0,0.0,29219.45,EFT,80525.55,Closed - Paid,?,POLICE INCIDENT,YES,3,YES,VERY_STRONG,No,Yes,No,No,Other,N,,No,Pending,Yes,Multiple vehicles involved; Independent witnesses available,70,INTERSECTION_LIABILITY,INTERSECTION_LIABILITY,VIABLE_RECOVERY_CASE,0.85,71,10,14,25,22,63,"Incident on 2/18/2015 in Riverwood, WV.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 3 | Police Report: ?
Total Claim: $67600",P2,OPEN_SUBROGATION_FILE,Refer to Subrogation Specialist for Evidence Review,33800.0,0.5,HIGH,YES,ADJ-7443,James Carter,SUP-345,Yes,No,39.755344,-80.004792,Low,Mobile App,Unknown,No,,No,PAY-B68B05C243,ee48bc23d09bdbd0,0.32,0.38,2,No,No,Yes,High Value >$50K|Injury No Police Report,No,No,No
CLM-507452,Claim,CLM-507452,507452,2/26/2015,2/26/2015,2/26/2015,22/7/2015,0,161,2,155.0,Single Vehicle Collision,Rear Collision,Minor Damage,NC,Columbus,5058 4th Lane,4,Night,Tuesday,Clear,Under Construction,35,Moderate,1,Insured,Toyota,2013.0,BMW,X5,2004,NO,1,2,0,Yes,Yes,Unknown,No,40800,6800,6800,27200,0.0,0.0,10360.59,Check,50472.9,Closed - Denied,NO,NO_POLICE_REPOR,NO,2,YES,STRONG,No,No,No,No,Other,N,,No,Pending,Yes,Independent witnesses available,40,PRODUCT_LIABILITY_BRAKE_FAILURE,PRODUCT_LIABILITY_BRAKE_FAILURE|HIT_AND_RUN_RECOVERY,VIABLE_RECOVERY_CASE,0.83,67,10,18,20,19,36,"Incident on 2/26/2015 in Columbus, NC.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 2 | Police Report: NO
Total Claim: $40800",P2,OPEN_SUBROGATION_FILE,Secondary Liability Review Required,20400.0,0.5,HIGH,NO,ADJ-4320,James Carter,SUP-383,No,No,36.685045,-77.825743,Low,Web Portal,Mobile,No,,No,PAY-586B2BDF90,8f196acd26b467ae,0.28,0.31,1,No,No,Yes,Injury No Police Report,No,No,No
CLM-990624,Claim,CLM-990624,990624,1/29/2015,1/29/2015,1/29/2015,,7,93,3,289.0,Multi-vehicle Collision,Side Collision,Major Damage,WV,Springfield,3098 Oak Lane,2,Night,Friday,Clear,Gravel,55,Low,3,Third Party,,,Volkswagen,Passat,2011,NO,2,1,0,Yes,Yes,Unknown,Yes,84500,13000,13000,58500,0.0,0.0,60986.08,Check,90208.34,Closed - Paid,YES,POLICE INCIDENT,YES,1,YES,STRONG,No,No,No,No,Other,Y,Soft Tissue Only,No,Cleared,Yes,Multiple vehicles involved; Independent witnesses available; Police report available for cross-reference,80,DRAM_SHOP_PREMISES_LIABILITY,INTERSECTION_LIABILITY|DRAM_SHOP_PREMISES_LIABILITY,STRONG_RECOVERY_CASE,0.9,80,15,15,25,25,72,"Incident on 1/29/2015 in Springfield, WV.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 1 | Police Report: YES
Total Claim: $84500",P1,ESCALATE_TO_SUBROGATION_COUNSEL,Refer to Subrogation Specialist for Evidence Review,63375.0,0.75,HIGH,YES,ADJ-3246,Kevin Wu,SUP-197,Yes,No,37.619039,-81.202429,Medium,Web Portal,Unknown,No,,No,PAY-B05284485C,097066ac2182295a,0.89,0.76,6,No,Yes,Yes,High Value >$50K,No,No,No
CLM-892148,Claim,CLM-892148,892148,2/8/2015,2/8/2015,2/8/2015,21/1/2015,0,147,1,171.0,Multi-vehicle Collision,Front Collision,Major Damage,SC,Arlington,9103 MLK Lane,9,Rush Hour,Thursday,Ice,Under Construction,45,High,3,Insured,,2005.0,Toyota,Highlander,2012,YES,2,2,0,Yes,Yes,No,Yes,71610,13020,6510,52080,0.0,0.0,32238.38,EFT,85630.16,Closed - Paid,YES,POLICE INCIDENT,YES,2,YES,VERY_STRONG,No,No,No,No,Other,Y,Witness Inconsistency,No,Fraud Confirmed,Yes,Multiple vehicles involved; Property damage reported; Independent witnesses available; Police report available for cross-reference,100,CONTRACTOR_NEGLIGENCE,INTERSECTION_LIABILITY|CONTRACTOR_NEGLIGENCE,STRONG_RECOVERY_CASE,0.95,95,25,20,25,25,90,"Incident on 2/8/2015 in Arlington, SC.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 2 | Police Report: YES
Total Claim: $71610",P1,ESCALATE_TO_SUBROGATION_COUNSEL,Refer to Subrogation Specialist for Evidence Review,53707.5,0.75,HIGH,YES,ADJ-7983,Maria Lopez,SUP-984,No,Yes,33.335913,-80.84145,High,Third Party,Mobile,No,RING-006,Yes,PAY-CE9E6F2B69,65ecbae681853a49,0.67,0.66,6,No,No,Yes,High Value >$50K|Fraud Ring Cluster,No,No,No
CLM-398683,Claim,CLM-398683,398683,1/19/2015,1/19/2015,1/19/2015,16/6/2015,5,166,2,78.0,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Arlington,8624 Francis Ave,21,Night,Monday,Clear,Unknown,15,Low,4,Third Party,Chevrolet,,Dodge,RAM,2007,?,0,2,0,No,Yes,No,Yes,60600,6060,12120,42420,0.0,0.0,28896.0,Pending,64975.41,Under Investigation,NO,NO_POLICE_REPOR,NO,2,YES,STRONG,No,No,No,No,Other,Y,,Yes,Pending,Yes,Multiple vehicles involved; Independent witnesses available,50,INTERSECTION_LIABILITY,INTERSECTION_LIABILITY,VIABLE_RECOVERY_CASE,0.84,68,10,14,25,19,45,"Incident on 1/19/2015 in Arlington, SC.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 4
Witnesses: 2 | Police Report: NO
Total Claim: $60600",P2,OPEN_SUBROGATION_FILE,Refer to Subrogation Specialist for Evidence Review,30300.0,0.5,HIGH,YES,ADJ-7048,Kevin Wu,SUP-180,No,No,33.445437,-81.643469,Medium,Call Center,Tablet,No,,No,PAY-0C56CBE5CF,e7ba3bef54d66c74,0.57,0.53,2,No,Yes,Yes,High Value >$50K,No,No,No
CLM-605100,Claim,CLM-605100,605100,2/8/2015,2/8/2015,2/8/2015,19/5/2015,2,43,4,248.0,Multi-vehicle Collision,Rear Collision,Major Damage,NC,Riverwood,2905 Embaracadero Drive,0,Night,Monday,Fog,Unknown,25,High,3,Third Party,Unknown,,Mercedes,C300,2008,NO,2,3,0,Yes,Yes,No,Yes,81240,6770,20310,54160,0.0,1426.37,31708.96,Direct Deposit,81459.33,Closed - Denied,NO,NO_POLICE_REPOR,NO,3,YES,VERY_STRONG,Unknown,No,No,No,Fire,Y,Soft Tissue Only,Yes,Inconclusive,Yes,Multiple vehicles involved; Independent witnesses available,70,DRAM_SHOP_PREMISES_LIABILITY,INTERSECTION_LIABILITY|DRAM_SHOP_PREMISES_LIABILITY,VIABLE_RECOVERY_CASE,0.86,72,10,15,25,22,63,"Incident on 2/8/2015 in Riverwood, NC.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 3 | Police Report: NO
Total Claim: $81240",P2,OPEN_SUBROGATION_FILE,Refer to Subrogation Specialist for Evidence Review,40620.0,0.5,HIGH,YES,ADJ-8982,Thomas Reed,SUP-954,No,No,34.223295,-78.323823,Medium,Email,Desktop,No,RING-008,Yes,PAY-B1CE8B304C,134c21258ffe9733,0.8,0.73,5,No,Yes,Yes,High Value >$50K|Injury No Police Report|Fraud Ring Cluster,No,No,No
CLM-143109,Claim,CLM-143109,143109,1/7/2015,1/7/2015,1/7/2015,16/4/2015,1,306,5,,Multi-vehicle Collision,Side Collision,Total Loss,WV,Springfield,3443 Maple Ridge,17,Rush Hour,Saturday,Snow,Under Construction,Unknown,Unknown,3,Unknown,Ford,2009.0,Audi,A3,2010,YES,0,3,0,No,Yes,No,Yes,29300,2930,5860,20510,3076.5,486.45,8489.39,Check,35205.9,Closed - Paid,NO,NO_POLICE_REPOR,NO,3,YES,VERY_STRONG,Unknown,No,No,No,Fire,N,,No,Pending,Yes,Multiple vehicles involved; Property damage reported; Independent witnesses available,70,TRAFFIC_SIGNAL_VIOLATION,TRAFFIC_SIGNAL_VIOLATION|CONTRACTOR_NEGLIGENCE,VIABLE_RECOVERY_CASE,0.9,79,15,22,20,22,63,"Incident on 1/7/2015 in Springfield, WV.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 3 | Police Report: NO
Total Claim: $29300",P2,OPEN_SUBROGATION_FILE,Refer to Subrogation Specialist for Evidence Review,14650.0,0.5,HIGH,YES,ADJ-4244,Kevin Wu,SUP-752,No,No,39.356185,-79.147047,Medium,Call Center,Phone Call,No,,No,PAY-3EC9943B14,ebad5100d8fc4ad0,0.31,0.4,0,No,No,No,,No,No,No
CLM-230223,Claim,CLM-230223,230223,2/13/2015,2/13/2015,2/13/2015,25/8/2015,0,290,1,281.0,Multi-vehicle Collision,Side Collision,Total Loss,WV,Northbend,1618 Maple Hwy,21,Night,Monday,Unknown,Icy,65,Unknown,3,Unknown,Toyota,,Dodge,RAM,1995,NO,1,1,0,Yes,Yes,Yes,Yes,76450,6950,13900,55600,8340.0,0.0,20308.8,Check,83081.75,Open,YES,POLICE INCIDENT,YES,1,YES,STRONG,Yes,Yes,No,No,Fire,N,,No,Pending,Yes,Multiple vehicles involved; Independent witnesses available; Police report available for cross-reference,80,INTERSECTION_LIABILITY,INTERSECTION_LIABILITY,VIABLE_RECOVERY_CASE,0.9,79,15,14,25,25,72,"Incident on 2/13/2015 in Northbend, WV.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 1 | Police Report: YES
Total Claim: $76450",P2,OPEN_SUBROGATION_FILE,Refer to Subrogation Specialist for Evidence Review,38225.0,0.5,HIGH,YES,ADJ-5118,Maria Lopez,SUP-372,No,No,38.774332,-79.366234,Medium,Mobile App,Desktop,No,,No,PAY-7611723CCE,62eb1cc7deaf3205,0.26,0.05,2,No,No,Yes,High Value >$50K,No,No,No
CLM-769602,Claim,CLM-769602,769602,2/15/2015,2/15/2015,2/15/2015,16/5/2015,4,45,4,,Multi-vehicle Collision,Side Collision,Major Damage,NY,Northbrook,3751 Tree Hwy,20,Daytime,Tuesday,Rain,Under Construction,25,Unknown,3,Third Party,,2005.0,Jeep,Wrangler,2010,YES,0,3,0,No,Yes,No,Yes,49400,9880,4940,34580,0.0,0.0,17288.97,Pending,54333.82,Under Investigation,?,POLICE INCIDENT,YES,3,YES,VERY_STRONG,No,No,No,No,Fire,N,,No,Pending,Yes,Multiple vehicles involved; Property damage reported; Independent witnesses available,70,CONTRACTOR_NEGLIGENCE,INTERSECTION_LIABILITY|CONTRACTOR_NEGLIGENCE,VIABLE_RECOVERY_CASE,0.89,77,15,20,20,22,63,"Incident on 2/15/2015 in Northbrook, NY.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 3 | Police Report: ?
Total Claim: $49400",P2,OPEN_SUBROGATION_FILE,Refer to Subrogation Specialist for Evidence Review,24700.0,0.5,HIGH,YES,ADJ-5778,Kevin Wu,SUP-969,Yes,No,41.63931,-76.447348,Medium,Email,Tablet,No,,No,PAY-7031A8BBB2,828d415080edbfd7,0.01,0.11,3,No,No,No,,No,No,No
CLM-420815,Claim,CLM-420815,420815,2/14/2015,2/14/2015,2/14/2015,11/6/2015,6,324,4,,Single Vehicle Collision,Side Collision,Total Loss,SC,Northbrook,6848 Elm Hwy,5,Night,Thursday,Rain,Unknown,45,High,1,Shared Fault,Ford,2005.0,Ford,F150,2003,NO,0,1,0,No,Yes,No,Yes,90530,16460,16460,57610,8641.5,1289.9,14738.33,Check,102146.24,Closed - Paid,?,POLICE INCIDENT,YES,1,YES,STRONG,Unknown,No,No,No,Ambulance,N,,No,Pending,Yes,Independent witnesses available,20,HIT_AND_RUN_RECOVERY,HIT_AND_RUN_RECOVERY,INVESTIGATE_FURTHER,0.78,55,5,10,25,15,18,"Incident on 2/14/2015 in Northbrook, SC.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 1 | Police Report: ?
Total Claim: $90530",P3,REQUEST_ADDITIONAL_INVESTIGATION,Secondary Liability Review Required,22632.5,0.25,HIGH,NO,ADJ-4460,Thomas Reed,SUP-845,No,Yes,34.369981,-81.884912,Medium,Web Portal,Unknown,No,,No,PAY-26D7A59FCC,c01dc1750aec6b09,0.18,0.37,2,No,No,Yes,High Value >$50K,No,No,No
CLM-973546,Claim,CLM-973546,973546,1/31/2015,1/31/2015,1/31/2015,18/2/2015,7,145,4,277.0,Vehicle Theft,?,Minor Damage,WV,Northbrook,4237 4th St,7,Rush Hour,Wednesday,Wind,Under Construction,35,High,1,Shared Fault,,,Mercedes,E400,1995,NO,2,1,0,No,Yes,No,No,8030,1460,730,5840,0.0,0.0,332.06,Check,9409.28,Under Investigation,NO,NO_POLICE_REPOR,NO,1,YES,MODERATE,No,Yes,No,No,Police,N,,No,Pending,Yes,Independent witnesses available,40,NO_PATTERN_DETECTED,NO_PATTERN_DETECTED,LOW_RECOVERY_POTENTIAL,0.7,39,5,5,10,19,36,"Incident on 1/31/2015 in Northbrook, WV.
Type: Vehicle Theft | Collision: ?
Severity: Minor Damage | Vehicles: 1
Witnesses: 1 | Police Report: NO
Total Claim: $8030",P4,CLOSE_NO_RECOVERY,Secondary Liability Review Required,401.5,0.05,HIGH,NO,ADJ-5835,Thomas Reed,SUP-593,No,No,37.924519,-79.103117,High,Web Portal,Unknown,No,,No,PAY-8BA81F1C20,e6b5897b81dec92e,0.21,0.44,3,No,No,No,,No,No,No
CLM-608039,Claim,CLM-608039,608039,1/28/2015,1/28/2015,1/28/2015,,3,238,0,,Single Vehicle Collision,Side Collision,Minor Damage,NY,Columbus,6581 Rock Ridge,6,Daytime,Sunday,Rain,Icy,Unknown,High,1,Unknown,Honda,2006.0,Accura,TL,2001,NO,0,0,0,No,Yes,No,No,63900,6390,6390,51120,0.0,0.0,0.0,Direct Deposit,83063.28,Closed - Paid,YES,POLICE INCIDENT,YES,0,NO,MODERATE,No,Yes,No,No,Fire,N,,No,Pending,No,Police report available for cross-reference,10,NO_PATTERN_DETECTED,NO_PATTERN_DETECTED,INVESTIGATE_FURTHER,0.7,40,10,5,25,0,9,"Incident on 1/28/2015 in Columbus, NY.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 0 | Police Report: YES
Total Claim: $63900",P3,REQUEST_ADDITIONAL_INVESTIGATION,Low Subrogation Potential,15975.0,0.25,HIGH,NO,ADJ-5394,James Carter,SUP-733,No,No,44.068039,-76.127848,Low,Agent Portal,Mobile,No,,No,PAY-A8CE60739D,2069295a0a94faae,0.38,0.09,2,No,No,Yes,High Value >$50K,No,No,No
CLM-250162,Claim,CLM-250162,250162,3/1/2015,3/1/2015,3/1/2015,23/11/2015,0,290,0,21.0,Multi-vehicle Collision,Rear Collision,Minor Damage,NC,Northbend,7236 Apache Lane,2,Night,Sunday,Rain,Under Construction,45,Unknown,4,Third Party,Unknown,,Chevrolet,Tahoe,1997,YES,0,2,0,No,Yes,No,Yes,38640,4830,4830,28980,0.0,839.31,9718.8,Direct Deposit,41581.93,Closed - Paid,NO,NO_POLICE_REPOR,NO,2,YES,STRONG,Yes,No,Yes,No,Fire,N,,No,Pending,Yes,Multiple vehicles involved; Property damage reported; Independent witnesses available,70,CONTRACTOR_NEGLIGENCE,INTERSECTION_LIABILITY|CONTRACTOR_NEGLIGENCE,VIABLE_RECOVERY_CASE,0.89,77,15,20,20,22,63,"Incident on 3/1/2015 in Northbend, NC.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 4
Witnesses: 2 | Police Report: NO
Total Claim: $38640",P2,OPEN_SUBROGATION_FILE,Refer to Subrogation Specialist for Evidence Review,19320.0,0.5,MEDIUM,YES,ADJ-7421,Sandra Bell,SUP-793,No,No,36.754826,-78.150998,Low,Walk-In,Mobile,No,,No,PAY-390E61BC56,0776a30b21b50460,0.23,0.01,1,No,No,No,,No,No,No
CLM-786432,Claim,CLM-786432,786432,1/10/2015,1/10/2015,1/10/2015,2/2/2015,0,62,4,210.0,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Columbus,3846 4th Hwy,19,Daytime,Saturday,Rain,Dry,65,Unknown,3,Unknown,Honda,2010.0,Mercedes,E400,2004,?,1,1,0,Yes,Yes,Unknown,Yes,41490,9220,4610,27660,4149.0,520.72,16465.21,Pending,42062.19,Closed - Denied,YES,POLICE INCIDENT,YES,1,YES,STRONG,No,Unknown,No,No,Other,N,,No,Pending,Yes,Multiple vehicles involved; Independent witnesses available; Police report available for cross-reference,80,INTERSECTION_LIABILITY,INTERSECTION_LIABILITY,VIABLE_RECOVERY_CASE,0.87,74,15,14,20,25,72,"Incident on 1/10/2015 in Columbus, NY.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 1 | Police Report: YES
Total Claim: $41490",P2,OPEN_SUBROGATION_FILE,Refer to Subrogation Specialist for Evidence Review,20745.0,0.5,HIGH,YES,ADJ-4594,Kevin Wu,SUP-137,Yes,No,41.738258,-76.379395,High,Mobile App,Unknown,No,,No,PAY-B941D4755C,aa1e50acc912c068,0.16,0.12,3,No,No,No,,No,No,No
