cust_id,agent_code,:START_ID,:END_ID,:TYPE,weight,connection_strength,first_seen_date,last_seen_date,event_time,interaction_count,shared_count
CUST-IL-4873-9275,AGT-4144,CUST-IL-4873-9275,AGT-4144,MANAGED_BY,0.3861,0.3583,04/01/2015,05/01/2015,04/01/2015,5,1
CUST-IN-1597-8616,AGT-2248,CUST-IN-1597-8616,AGT-2248,MANAGED_BY,0.632,0.6247,07/01/2015,06/01/2015,07/01/2015,5,1
CUST-IL-8658-4072,AGT-5608,CUST-IL-8658-4072,AGT-5608,MANAGED_BY,0.4966,0.4077,01/01/2015,05/01/2015,01/01/2015,1,1
CUST-OH-4065-7065,AGT-6658,CUST-OH-4065-7065,AGT-6658,MANAGED_BY,0.6854,0.6496,06/01/2015,03/01/2015,06/01/2015,1,1
CUST-IL-6230-8623,AGT-6987,CUST-IL-6230-8623,AGT-6987,MANAGED_BY,0.3175,0.2846,08/01/2015,08/01/2015,08/01/2015,3,1
CUST-OH-9354-8873,AGT-4623,CUST-OH-9354-8873,AGT-4623,MANAGED_BY,0.6757,0.6374,05/01/2015,07/01/2015,05/01/2015,1,1
CUST-IL-1068-4277,AGT-5432,CUST-IL-1068-4277,AGT-5432,MANAGED_BY,0.4963,0.4618,04/01/2015,03/01/2015,04/01/2015,3,1
CUST-IN-5638-2908,AGT-1800,CUST-IN-5638-2908,AGT-1800,MANAGED_BY,0.6754,0.5438,03/01/2015,04/01/2015,03/01/2015,3,1
CUST-IN-6208-8757,AGT-2345,CUST-IN-6208-8757,AGT-2345,MANAGED_BY,0.5127,0.4364,02/01/2015,04/01/2015,02/01/2015,5,1
CUST-IL-5831-5940,AGT-3549,CUST-IL-5831-5940,AGT-3549,MANAGED_BY,0.8308,0.6762,02/01/2015,07/01/2015,02/01/2015,4,1
CUST-OH-3376-7879,AGT-7413,CUST-OH-3376-7879,AGT-7413,MANAGED_BY,0.4559,0.3697,02/01/2015,09/01/2015,02/01/2015,1,1
CUST-IL-4459-8524,AGT-1183,CUST-IL-4459-8524,AGT-1183,MANAGED_BY,0.4995,0.4964,06/01/2015,04/01/2015,06/01/2015,5,1
CUST-IL-1566-1403,AGT-4718,CUST-IL-1566-1403,AGT-4718,MANAGED_BY,0.6159,0.5818,05/01/2015,03/01/2015,05/01/2015,4,1
CUST-IN-4219-4495,AGT-3438,CUST-IN-4219-4495,AGT-3438,MANAGED_BY,0.3261,0.2895,06/01/2015,05/01/2015,06/01/2015,3,1
CUST-IN-6132-2320,AGT-7747,CUST-IN-6132-2320,AGT-7747,MANAGED_BY,0.5496,0.5165,03/01/2015,01/01/2015,03/01/2015,1,1
CUST-OH-8044-9316,AGT-2899,CUST-OH-8044-9316,AGT-2899,MANAGED_BY,0.4874,0.457,02/01/2015,08/01/2015,02/01/2015,1,1
CUST-IN-5535-3227,AGT-5459,CUST-IN-5535-3227,AGT-5459,MANAGED_BY,0.5758,0.5449,08/01/2015,03/01/2015,08/01/2015,3,1
CUST-IL-3995-6161,AGT-4294,CUST-IL-3995-6161,AGT-4294,MANAGED_BY,0.4789,0.4603,02/01/2015,09/01/2015,02/01/2015,5,1
CUST-IL-3315-3224,AGT-8120,CUST-IL-3315-3224,AGT-8120,MANAGED_BY,0.4355,0.4283,07/01/2015,02/01/2015,07/01/2015,4,1
CUST-OH-3800-1140,AGT-9526,CUST-OH-3800-1140,AGT-9526,MANAGED_BY,0.6999,0.5841,01/01/2015,06/01/2015,01/01/2015,3,1
CUST-IL-7015-9314,AGT-4251,CUST-IL-7015-9314,AGT-4251,MANAGED_BY,0.3714,0.2994,02/01/2015,09/01/2015,02/01/2015,5,1
CUST-IN-3607-7128,AGT-8328,CUST-IN-3607-7128,AGT-8328,MANAGED_BY,0.5737,0.5242,04/01/2015,02/01/2015,04/01/2015,2,1
CUST-OH-9587-6984,AGT-6773,CUST-OH-9587-6984,AGT-6773,MANAGED_BY,0.3279,0.276,07/01/2015,07/01/2015,07/01/2015,3,1
CUST-IN-7979-6345,AGT-2950,CUST-IN-7979-6345,AGT-2950,MANAGED_BY,0.6215,0.5858,05/01/2015,02/01/2015,05/01/2015,3,1
CUST-OH-8839-5151,AGT-3167,CUST-OH-8839-5151,AGT-3167,MANAGED_BY,0.4409,0.3892,02/01/2015,09/01/2015,02/01/2015,3,1
CUST-IL-3406-9216,AGT-9633,CUST-IL-3406-9216,AGT-9633,MANAGED_BY,0.5101,0.4139,08/01/2015,01/01/2015,08/01/2015,5,1
CUST-OH-4357-5165,AGT-9222,CUST-OH-4357-5165,AGT-9222,MANAGED_BY,0.4717,0.4024,07/01/2015,09/01/2015,07/01/2015,3,1
CUST-IL-5638-3026,AGT-4594,CUST-IL-5638-3026,AGT-4594,MANAGED_BY,0.4059,0.3353,06/01/2015,01/01/2015,06/01/2015,2,1
CUST-OH-2008-9321,AGT-7954,CUST-OH-2008-9321,AGT-7954,MANAGED_BY,0.8504,0.6904,03/01/2015,09/01/2015,03/01/2015,1,1
CUST-IN-5339-9307,AGT-2860,CUST-IN-5339-9307,AGT-2860,MANAGED_BY,0.7688,0.6212,01/01/2015,09/01/2015,01/01/2015,1,1
CUST-IN-2650-7639,AGT-8834,CUST-IN-2650-7639,AGT-8834,MANAGED_BY,0.8521,0.8261,06/01/2015,01/01/2015,06/01/2015,3,1
CUST-IN-3544-4481,AGT-5534,CUST-IN-3544-4481,AGT-5534,MANAGED_BY,0.5174,0.4848,05/01/2015,05/01/2015,05/01/2015,2,1
CUST-OH-5667-3874,AGT-7169,CUST-OH-5667-3874,AGT-7169,MANAGED_BY,0.4722,0.3973,09/01/2015,01/01/2015,09/01/2015,1,1
CUST-OH-8327-5400,AGT-3808,CUST-OH-8327-5400,AGT-3808,MANAGED_BY,0.8721,0.7028,04/01/2015,04/01/2015,04/01/2015,5,1
CUST-IN-3866-4538,AGT-3329,CUST-IN-3866-4538,AGT-3329,MANAGED_BY,0.7542,0.6559,07/01/2015,04/01/2015,07/01/2015,3,1
CUST-IL-9792-3051,AGT-4090,CUST-IL-9792-3051,AGT-4090,MANAGED_BY,0.6221,0.5955,01/01/2015,07/01/2015,01/01/2015,1,1
CUST-OH-5947-5696,AGT-2009,CUST-OH-5947-5696,AGT-2009,MANAGED_BY,0.5321,0.4488,01/01/2015,03/01/2015,01/01/2015,5,1
CUST-IN-2167-4459,AGT-4440,CUST-IN-2167-4459,AGT-4440,MANAGED_BY,0.3093,0.27,02/01/2015,08/01/2015,02/01/2015,2,1
CUST-IL-3690-9907,AGT-7877,CUST-IL-3690-9907,AGT-7877,MANAGED_BY,0.4134,0.3739,07/01/2015,03/01/2015,07/01/2015,5,1
CUST-IN-5144-7585,AGT-8058,CUST-IN-5144-7585,AGT-8058,MANAGED_BY,0.5188,0.4623,09/01/2015,05/01/2015,09/01/2015,4,1
CUST-OH-9541-2963,AGT-4422,CUST-OH-9541-2963,AGT-4422,MANAGED_BY,0.449,0.3876,01/01/2015,05/01/2015,01/01/2015,3,1
CUST-IL-1501-3138,AGT-8891,CUST-IL-1501-3138,AGT-8891,MANAGED_BY,0.3647,0.32,02/01/2015,06/01/2015,02/01/2015,3,1
CUST-OH-3886-5052,AGT-1099,CUST-OH-3886-5052,AGT-1099,MANAGED_BY,0.5544,0.4452,02/01/2015,03/01/2015,02/01/2015,5,1
CUST-IL-4572-7864,AGT-4783,CUST-IL-4572-7864,AGT-4783,MANAGED_BY,0.7978,0.707,06/01/2015,03/01/2015,06/01/2015,1,1
CUST-IL-2066-3685,AGT-7965,CUST-IL-2066-3685,AGT-7965,MANAGED_BY,0.4868,0.4836,04/01/2015,08/01/2015,04/01/2015,4,1
CUST-OH-7452-6356,AGT-7070,CUST-OH-7452-6356,AGT-7070,MANAGED_BY,0.364,0.3172,07/01/2015,06/01/2015,07/01/2015,5,1
CUST-OH-4127-2990,AGT-9646,CUST-OH-4127-2990,AGT-9646,MANAGED_BY,0.4572,0.3763,01/01/2015,05/01/2015,01/01/2015,4,1
CUST-IN-7367-3570,AGT-7706,CUST-IN-7367-3570,AGT-7706,MANAGED_BY,0.3619,0.2979,07/01/2015,03/01/2015,07/01/2015,2,1
CUST-OH-3479-3584,AGT-2216,CUST-OH-3479-3584,AGT-2216,MANAGED_BY,0.7594,0.6869,05/01/2015,07/01/2015,05/01/2015,3,1
CUST-IN-6260-5592,AGT-7016,CUST-IN-6260-5592,AGT-7016,MANAGED_BY,0.6935,0.6027,04/01/2015,08/01/2015,04/01/2015,3,1
CUST-IL-2181-5699,AGT-1847,CUST-IL-2181-5699,AGT-1847,MANAGED_BY,0.3196,0.2603,05/01/2015,04/01/2015,05/01/2015,1,1
CUST-OH-9994-5024,AGT-7914,CUST-OH-9994-5024,AGT-7914,MANAGED_BY,0.3599,0.3169,06/01/2015,03/01/2015,06/01/2015,3,1
CUST-IL-8580-3421,AGT-6568,CUST-IL-8580-3421,AGT-6568,MANAGED_BY,0.7041,0.6431,04/01/2015,08/01/2015,04/01/2015,3,1
CUST-IL-5003-3555,AGT-9522,CUST-IL-5003-3555,AGT-9522,MANAGED_BY,0.5775,0.4759,05/01/2015,03/01/2015,05/01/2015,1,1
CUST-OH-9037-6704,AGT-9002,CUST-OH-9037-6704,AGT-9002,MANAGED_BY,0.4334,0.4091,08/01/2015,03/01/2015,08/01/2015,3,1
CUST-OH-8738-3660,AGT-6686,CUST-OH-8738-3660,AGT-6686,MANAGED_BY,0.6845,0.6751,04/01/2015,03/01/2015,04/01/2015,1,1
CUST-IN-2042-8632,AGT-9603,CUST-IN-2042-8632,AGT-9603,MANAGED_BY,0.7083,0.6338,03/01/2015,02/01/2015,03/01/2015,5,1
CUST-OH-4671-1039,AGT-2060,CUST-OH-4671-1039,AGT-2060,MANAGED_BY,0.3477,0.3258,01/01/2015,06/01/2015,01/01/2015,1,1
CUST-OH-3577-7123,AGT-5323,CUST-OH-3577-7123,AGT-5323,MANAGED_BY,0.4017,0.3266,01/01/2015,06/01/2015,01/01/2015,5,1
CUST-IL-8900-9869,AGT-9937,CUST-IL-8900-9869,AGT-9937,MANAGED_BY,0.6462,0.6176,07/01/2015,04/01/2015,07/01/2015,2,1
CUST-IN-7516-7078,AGT-1653,CUST-IN-7516-7078,AGT-1653,MANAGED_BY,0.7916,0.7188,01/01/2015,03/01/2015,01/01/2015,4,1
CUST-OH-8766-5983,AGT-7452,CUST-OH-8766-5983,AGT-7452,MANAGED_BY,0.4412,0.3631,02/01/2015,06/01/2015,02/01/2015,3,1
CUST-OH-7569-6776,AGT-3955,CUST-OH-7569-6776,AGT-3955,MANAGED_BY,0.783,0.7775,06/01/2015,01/01/2015,06/01/2015,4,1
CUST-IN-1214-8282,AGT-6384,CUST-IN-1214-8282,AGT-6384,MANAGED_BY,0.6119,0.5045,04/01/2015,02/01/2015,04/01/2015,4,1
CUST-OH-4112-5145,AGT-3365,CUST-OH-4112-5145,AGT-3365,MANAGED_BY,0.469,0.3826,06/01/2015,07/01/2015,06/01/2015,1,1
CUST-IN-5384-5914,AGT-6710,CUST-IN-5384-5914,AGT-6710,MANAGED_BY,0.8899,0.8382,04/01/2015,04/01/2015,04/01/2015,4,1
CUST-IN-9320-8621,AGT-2754,CUST-IN-9320-8621,AGT-2754,MANAGED_BY,0.726,0.6061,01/01/2015,03/01/2015,01/01/2015,5,1
CUST-OH-4637-4701,AGT-2485,CUST-OH-4637-4701,AGT-2485,MANAGED_BY,0.7045,0.6657,06/01/2015,08/01/2015,06/01/2015,4,1
CUST-IN-5526-1416,AGT-9484,CUST-IN-5526-1416,AGT-9484,MANAGED_BY,0.3808,0.3691,04/01/2015,05/01/2015,04/01/2015,1,1
CUST-OH-9366-3576,AGT-7932,CUST-OH-9366-3576,AGT-7932,MANAGED_BY,0.5849,0.4979,03/01/2015,06/01/2015,03/01/2015,4,1
CUST-IL-3488-5952,AGT-8392,CUST-IL-3488-5952,AGT-8392,MANAGED_BY,0.3813,0.3623,06/01/2015,02/01/2015,06/01/2015,1,1
CUST-IN-9441-9068,AGT-8508,CUST-IN-9441-9068,AGT-8508,MANAGED_BY,0.5655,0.5221,07/01/2015,02/01/2015,07/01/2015,4,1
CUST-IN-6899-5948,AGT-4322,CUST-IN-6899-5948,AGT-4322,MANAGED_BY,0.5939,0.5064,03/01/2015,07/01/2015,03/01/2015,5,1
CUST-OH-9010-5712,AGT-1521,CUST-OH-9010-5712,AGT-1521,MANAGED_BY,0.3631,0.2931,05/01/2015,06/01/2015,05/01/2015,3,1
CUST-IN-3962-2792,AGT-3460,CUST-IN-3962-2792,AGT-3460,MANAGED_BY,0.493,0.4048,09/01/2015,02/01/2015,09/01/2015,1,1
CUST-OH-6821-5109,AGT-5467,CUST-OH-6821-5109,AGT-5467,MANAGED_BY,0.6883,0.6686,09/01/2015,07/01/2015,09/01/2015,2,1
CUST-IN-5962-8195,AGT-8087,CUST-IN-5962-8195,AGT-8087,MANAGED_BY,0.8974,0.8908,09/01/2015,01/01/2015,09/01/2015,3,1
CUST-OH-2530-7110,AGT-7421,CUST-OH-2530-7110,AGT-7421,MANAGED_BY,0.4168,0.3343,09/01/2015,09/01/2015,09/01/2015,1,1
CUST-OH-9859-6922,AGT-2590,CUST-OH-9859-6922,AGT-2590,MANAGED_BY,0.8003,0.681,01/01/2015,07/01/2015,01/01/2015,2,1
CUST-IN-6315-6373,AGT-8150,CUST-IN-6315-6373,AGT-8150,MANAGED_BY,0.3027,0.2844,05/01/2015,03/01/2015,05/01/2015,5,1
CUST-OH-6309-5508,AGT-1873,CUST-OH-6309-5508,AGT-1873,MANAGED_BY,0.6544,0.5888,08/01/2015,05/01/2015,08/01/2015,3,1
CUST-OH-9266-5010,AGT-6393,CUST-OH-9266-5010,AGT-6393,MANAGED_BY,0.7087,0.7012,01/01/2015,06/01/2015,01/01/2015,5,1
CUST-IL-3026-8545,AGT-4311,CUST-IL-3026-8545,AGT-4311,MANAGED_BY,0.4691,0.4079,05/01/2015,02/01/2015,05/01/2015,2,1
CUST-OH-6200-7062,AGT-4341,CUST-OH-6200-7062,AGT-4341,MANAGED_BY,0.5925,0.4884,07/01/2015,04/01/2015,07/01/2015,4,1
CUST-OH-4398-1250,AGT-8158,CUST-OH-4398-1250,AGT-8158,MANAGED_BY,0.846,0.795,05/01/2015,04/01/2015,05/01/2015,5,1
CUST-OH-9712-1340,AGT-5142,CUST-OH-9712-1340,AGT-5142,MANAGED_BY,0.4514,0.406,09/01/2015,07/01/2015,09/01/2015,3,1
CUST-OH-1655-9520,AGT-1062,CUST-OH-1655-9520,AGT-1062,MANAGED_BY,0.8473,0.7624,06/01/2015,07/01/2015,06/01/2015,3,1
CUST-IN-9365-7944,AGT-9894,CUST-IN-9365-7944,AGT-9894,MANAGED_BY,0.3012,0.2454,06/01/2015,01/01/2015,06/01/2015,5,1
CUST-IL-2969-8068,AGT-2245,CUST-IL-2969-8068,AGT-2245,MANAGED_BY,0.4154,0.3444,06/01/2015,06/01/2015,06/01/2015,3,1
CUST-IN-5016-2427,AGT-9919,CUST-IN-5016-2427,AGT-9919,MANAGED_BY,0.776,0.6889,02/01/2015,08/01/2015,02/01/2015,5,1
CUST-IN-5252-8806,AGT-9411,CUST-IN-5252-8806,AGT-9411,MANAGED_BY,0.8825,0.7628,07/01/2015,06/01/2015,07/01/2015,2,1
CUST-IN-3550-4602,AGT-7239,CUST-IN-3550-4602,AGT-7239,MANAGED_BY,0.754,0.608,04/01/2015,03/01/2015,04/01/2015,4,1
CUST-IN-8307-7249,AGT-8262,CUST-IN-8307-7249,AGT-8262,MANAGED_BY,0.6571,0.6108,03/01/2015,07/01/2015,03/01/2015,4,1
CUST-IN-6519-4326,AGT-6228,CUST-IN-6519-4326,AGT-6228,MANAGED_BY,0.396,0.341,05/01/2015,07/01/2015,05/01/2015,1,1
CUST-OH-4243-4531,AGT-6463,CUST-OH-4243-4531,AGT-6463,MANAGED_BY,0.6397,0.6159,01/01/2015,05/01/2015,01/01/2015,4,1
CUST-IL-1314-7429,AGT-8799,CUST-IL-1314-7429,AGT-8799,MANAGED_BY,0.3268,0.3103,06/01/2015,08/01/2015,06/01/2015,5,1
CUST-IN-2688-7428,AGT-6307,CUST-IN-2688-7428,AGT-6307,MANAGED_BY,0.5414,0.4657,08/01/2015,02/01/2015,08/01/2015,5,1
CUST-IL-2874-6514,AGT-4501,CUST-IL-2874-6514,AGT-4501,MANAGED_BY,0.7969,0.6407,05/01/2015,02/01/2015,05/01/2015,2,1
CUST-IN-8081-7978,AGT-6712,CUST-IN-8081-7978,AGT-6712,MANAGED_BY,0.663,0.599,02/01/2015,09/01/2015,02/01/2015,2,1
CUST-IN-6876-4360,AGT-5166,CUST-IN-6876-4360,AGT-5166,MANAGED_BY,0.7583,0.7157,02/01/2015,02/01/2015,02/01/2015,4,1
CUST-OH-4973-1595,AGT-9853,CUST-OH-4973-1595,AGT-9853,MANAGED_BY,0.4955,0.3998,04/01/2015,04/01/2015,04/01/2015,5,1
CUST-OH-4396-4188,AGT-8415,CUST-OH-4396-4188,AGT-8415,MANAGED_BY,0.7493,0.6908,06/01/2015,03/01/2015,06/01/2015,1,1
CUST-IL-8471-3642,AGT-8967,CUST-IL-8471-3642,AGT-8967,MANAGED_BY,0.3198,0.299,04/01/2015,01/01/2015,04/01/2015,3,1
CUST-OH-1723-6746,AGT-3653,CUST-OH-1723-6746,AGT-3653,MANAGED_BY,0.7167,0.5918,02/01/2015,08/01/2015,02/01/2015,4,1
CUST-OH-8101-5122,AGT-6996,CUST-OH-8101-5122,AGT-6996,MANAGED_BY,0.4471,0.4262,01/01/2015,03/01/2015,01/01/2015,5,1
CUST-IL-4320-1559,AGT-9409,CUST-IL-4320-1559,AGT-9409,MANAGED_BY,0.5525,0.4674,04/01/2015,04/01/2015,04/01/2015,3,1
CUST-OH-9032-1203,AGT-1209,CUST-OH-9032-1203,AGT-1209,MANAGED_BY,0.4932,0.4177,09/01/2015,02/01/2015,09/01/2015,5,1
CUST-IL-2530-2499,AGT-6925,CUST-IL-2530-2499,AGT-6925,MANAGED_BY,0.7929,0.6405,02/01/2015,02/01/2015,02/01/2015,1,1
CUST-IN-1807-4643,AGT-7356,CUST-IN-1807-4643,AGT-7356,MANAGED_BY,0.684,0.6392,07/01/2015,09/01/2015,07/01/2015,4,1
CUST-IN-4922-1716,AGT-8785,CUST-IN-4922-1716,AGT-8785,MANAGED_BY,0.6331,0.6233,07/01/2015,05/01/2015,07/01/2015,1,1
CUST-OH-4114-2856,AGT-1875,CUST-OH-4114-2856,AGT-1875,MANAGED_BY,0.8797,0.8062,08/01/2015,07/01/2015,08/01/2015,5,1
CUST-IN-1071-5255,AGT-1239,CUST-IN-1071-5255,AGT-1239,MANAGED_BY,0.6148,0.5724,08/01/2015,06/01/2015,08/01/2015,2,1
CUST-IN-3129-5572,AGT-5216,CUST-IN-3129-5572,AGT-5216,MANAGED_BY,0.8573,0.7844,01/01/2015,06/01/2015,01/01/2015,4,1
CUST-IN-8551-7891,AGT-7597,CUST-IN-8551-7891,AGT-7597,MANAGED_BY,0.4428,0.4235,06/01/2015,01/01/2015,06/01/2015,4,1
CUST-IN-3739-9604,AGT-5179,CUST-IN-3739-9604,AGT-5179,MANAGED_BY,0.8271,0.7995,03/01/2015,07/01/2015,03/01/2015,1,1
CUST-IN-8129-8108,AGT-4437,CUST-IN-8129-8108,AGT-4437,MANAGED_BY,0.4921,0.4518,02/01/2015,04/01/2015,02/01/2015,1,1
CUST-IL-9938-3284,AGT-2528,CUST-IL-9938-3284,AGT-2528,MANAGED_BY,0.4071,0.3337,09/01/2015,07/01/2015,09/01/2015,1,1
CUST-OH-3278-9577,AGT-4265,CUST-OH-3278-9577,AGT-4265,MANAGED_BY,0.5484,0.5235,06/01/2015,09/01/2015,06/01/2015,2,1
CUST-IL-5063-6819,AGT-2010,CUST-IL-5063-6819,AGT-2010,MANAGED_BY,0.8925,0.8635,09/01/2015,06/01/2015,09/01/2015,2,1
CUST-OH-2631-9447,AGT-3689,CUST-OH-2631-9447,AGT-3689,MANAGED_BY,0.6327,0.6039,07/01/2015,02/01/2015,07/01/2015,3,1
CUST-IN-3729-4838,AGT-6706,CUST-IN-3729-4838,AGT-6706,MANAGED_BY,0.519,0.4179,09/01/2015,07/01/2015,09/01/2015,1,1
CUST-IL-5527-5007,AGT-2005,CUST-IL-5527-5007,AGT-2005,MANAGED_BY,0.6262,0.5755,01/01/2015,08/01/2015,01/01/2015,2,1
CUST-IL-7227-4890,AGT-3275,CUST-IL-7227-4890,AGT-3275,MANAGED_BY,0.7015,0.657,05/01/2015,07/01/2015,05/01/2015,1,1
CUST-IL-2484-8137,AGT-2492,CUST-IL-2484-8137,AGT-2492,MANAGED_BY,0.3721,0.3062,04/01/2015,06/01/2015,04/01/2015,5,1
CUST-IL-9559-5414,AGT-7500,CUST-IL-9559-5414,AGT-7500,MANAGED_BY,0.6154,0.595,05/01/2015,06/01/2015,05/01/2015,3,1
CUST-IN-9106-4246,AGT-2986,CUST-IN-9106-4246,AGT-2986,MANAGED_BY,0.631,0.6135,03/01/2015,02/01/2015,03/01/2015,3,1
CUST-IL-1376-5222,AGT-8899,CUST-IL-1376-5222,AGT-8899,MANAGED_BY,0.3081,0.2743,01/01/2015,07/01/2015,01/01/2015,5,1
CUST-OH-3434-4150,AGT-7959,CUST-OH-3434-4150,AGT-7959,MANAGED_BY,0.7194,0.6773,01/01/2015,07/01/2015,01/01/2015,4,1
CUST-IN-4131-8980,AGT-5715,CUST-IN-4131-8980,AGT-5715,MANAGED_BY,0.3,0.2996,09/01/2015,08/01/2015,09/01/2015,5,1
CUST-OH-2478-6192,AGT-2301,CUST-OH-2478-6192,AGT-2301,MANAGED_BY,0.4993,0.4581,09/01/2015,07/01/2015,09/01/2015,1,1
CUST-IL-1711-7214,AGT-1005,CUST-IL-1711-7214,AGT-1005,MANAGED_BY,0.4171,0.3889,03/01/2015,01/01/2015,03/01/2015,3,1
CUST-IL-4312-9688,AGT-2695,CUST-IL-4312-9688,AGT-2695,MANAGED_BY,0.6228,0.6035,06/01/2015,03/01/2015,06/01/2015,4,1
CUST-IL-4619-1815,AGT-5207,CUST-IL-4619-1815,AGT-5207,MANAGED_BY,0.6277,0.5829,09/01/2015,03/01/2015,09/01/2015,2,1
CUST-OH-1494-5407,AGT-6324,CUST-OH-1494-5407,AGT-6324,MANAGED_BY,0.5384,0.4863,06/01/2015,04/01/2015,06/01/2015,3,1
CUST-IL-7587-4779,AGT-8514,CUST-IL-7587-4779,AGT-8514,MANAGED_BY,0.6143,0.5464,08/01/2015,07/01/2015,08/01/2015,5,1
CUST-IN-6283-1177,AGT-4915,CUST-IN-6283-1177,AGT-4915,MANAGED_BY,0.5874,0.5755,09/01/2015,05/01/2015,09/01/2015,3,1
CUST-IL-5746-1853,AGT-6350,CUST-IL-5746-1853,AGT-6350,MANAGED_BY,0.3962,0.375,04/01/2015,05/01/2015,04/01/2015,2,1
CUST-OH-3736-9228,AGT-5175,CUST-OH-3736-9228,AGT-5175,MANAGED_BY,0.7347,0.637,09/01/2015,06/01/2015,09/01/2015,5,1
CUST-IL-9300-6294,AGT-6440,CUST-IL-9300-6294,AGT-6440,MANAGED_BY,0.8082,0.7421,01/01/2015,02/01/2015,01/01/2015,3,1
CUST-OH-3965-5436,AGT-8332,CUST-OH-3965-5436,AGT-8332,MANAGED_BY,0.3928,0.3852,04/01/2015,05/01/2015,04/01/2015,4,1
CUST-IL-2384-3451,AGT-4624,CUST-IL-2384-3451,AGT-4624,MANAGED_BY,0.845,0.7812,08/01/2015,04/01/2015,08/01/2015,2,1
CUST-IL-4843-4033,AGT-7667,CUST-IL-4843-4033,AGT-7667,MANAGED_BY,0.8991,0.8632,01/01/2015,08/01/2015,01/01/2015,2,1
CUST-IL-7958-7865,AGT-6536,CUST-IL-7958-7865,AGT-6536,MANAGED_BY,0.306,0.261,04/01/2015,01/01/2015,04/01/2015,4,1
CUST-IL-2184-6524,AGT-3987,CUST-IL-2184-6524,AGT-3987,MANAGED_BY,0.3423,0.287,08/01/2015,05/01/2015,08/01/2015,3,1
CUST-OH-7926-6411,AGT-2249,CUST-OH-7926-6411,AGT-2249,MANAGED_BY,0.891,0.8389,08/01/2015,04/01/2015,08/01/2015,5,1
CUST-IL-6622-2955,AGT-1782,CUST-IL-6622-2955,AGT-1782,MANAGED_BY,0.6254,0.603,04/01/2015,05/01/2015,04/01/2015,5,1
CUST-OH-9713-1854,AGT-2709,CUST-OH-9713-1854,AGT-2709,MANAGED_BY,0.8398,0.6968,02/01/2015,03/01/2015,02/01/2015,3,1
CUST-IL-7147-5730,AGT-1082,CUST-IL-7147-5730,AGT-1082,MANAGED_BY,0.5545,0.4909,03/01/2015,05/01/2015,03/01/2015,5,1
CUST-IN-7538-8590,AGT-3863,CUST-IN-7538-8590,AGT-3863,MANAGED_BY,0.7428,0.69,01/01/2015,02/01/2015,01/01/2015,1,1
CUST-IL-9766-5133,AGT-3548,CUST-IL-9766-5133,AGT-3548,MANAGED_BY,0.8637,0.7737,06/01/2015,07/01/2015,06/01/2015,2,1
CUST-OH-9180-3052,AGT-7570,CUST-OH-9180-3052,AGT-7570,MANAGED_BY,0.423,0.3835,09/01/2015,03/01/2015,09/01/2015,5,1
CUST-IN-9962-1887,AGT-7825,CUST-IN-9962-1887,AGT-7825,MANAGED_BY,0.7246,0.6825,09/01/2015,07/01/2015,09/01/2015,4,1
CUST-IL-3737-2836,AGT-1353,CUST-IL-3737-2836,AGT-1353,MANAGED_BY,0.5804,0.5369,07/01/2015,04/01/2015,07/01/2015,5,1
CUST-OH-8362-1597,AGT-7734,CUST-OH-8362-1597,AGT-7734,MANAGED_BY,0.8669,0.8416,05/01/2015,02/01/2015,05/01/2015,4,1
CUST-IN-1672-1401,AGT-2342,CUST-IN-1672-1401,AGT-2342,MANAGED_BY,0.535,0.5179,09/01/2015,08/01/2015,09/01/2015,1,1
CUST-OH-7433-9722,AGT-7851,CUST-OH-7433-9722,AGT-7851,MANAGED_BY,0.3677,0.3599,06/01/2015,08/01/2015,06/01/2015,1,1
CUST-IN-8073-8837,AGT-7261,CUST-IN-8073-8837,AGT-7261,MANAGED_BY,0.4615,0.4198,04/01/2015,08/01/2015,04/01/2015,5,1
CUST-IL-7353-5943,AGT-3155,CUST-IL-7353-5943,AGT-3155,MANAGED_BY,0.509,0.4967,01/01/2015,05/01/2015,01/01/2015,5,1
CUST-OH-7892-1541,AGT-7631,CUST-OH-7892-1541,AGT-7631,MANAGED_BY,0.8867,0.716,08/01/2015,05/01/2015,08/01/2015,1,1
CUST-OH-5853-9416,AGT-1345,CUST-OH-5853-9416,AGT-1345,MANAGED_BY,0.3407,0.2773,05/01/2015,03/01/2015,05/01/2015,1,1
CUST-IL-4987-6816,AGT-3484,CUST-IL-4987-6816,AGT-3484,MANAGED_BY,0.6471,0.6168,09/01/2015,03/01/2015,09/01/2015,1,1
CUST-OH-7950-3745,AGT-7715,CUST-OH-7950-3745,AGT-7715,MANAGED_BY,0.6368,0.5815,08/01/2015,03/01/2015,08/01/2015,2,1
CUST-IN-2032-3709,AGT-9700,CUST-IN-2032-3709,AGT-9700,MANAGED_BY,0.5672,0.5365,09/01/2015,02/01/2015,09/01/2015,2,1
CUST-OH-4307-3612,AGT-3603,CUST-OH-4307-3612,AGT-3603,MANAGED_BY,0.803,0.7546,02/01/2015,03/01/2015,02/01/2015,4,1
CUST-IN-1566-2925,AGT-1882,CUST-IN-1566-2925,AGT-1882,MANAGED_BY,0.7074,0.6322,04/01/2015,05/01/2015,04/01/2015,5,1
CUST-IL-2841-7081,AGT-3721,CUST-IL-2841-7081,AGT-3721,MANAGED_BY,0.3761,0.3625,05/01/2015,03/01/2015,05/01/2015,3,1
