:START_ID,:END_ID,:TYPE,role,injury_flag,claim_amount,fraud_reported,filing_channel,weight,connection_strength,first_seen_date,last_seen_date,event_time,interaction_count,shared_count
CUST-IN-4037-1995,CLM-403737,FILED_CLAIM,Named Driver,Yes,64320.0,N,Walk-In,0.6432,0.5944,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-1620-1098,CLM-162004,FILED_CLAIM,Primary Claimant,Yes,31700.0,N,Mobile App,0.317,0.2634,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-7403-7984,CLM-740384,FILED_CLAIM,Primary Claimant,No,74280.0,Y,Agent,0.7428,0.7324,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-8767-3284,CLM-876714,FILED_CLAIM,Policy Holder,No,80520.0,N,Web,0.8052,0.7834,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-9515-4564,CLM-951543,FILED_CLAIM,Primary Claimant,No,63600.0,N,Mobile App,0.636,0.633,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-5767-3195,CLM-576723,FILED_CLAIM,Named Driver,Yes,32800.0,N,Mobile App,0.328,0.3156,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-3910-7990,CLM-391003,FILED_CLAIM,Named Driver,No,44190.0,N,Agent,0.4419,0.4314,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-2258-7737,CLM-225865,FILED_CLAIM,Policy Holder,Yes,50400.0,Y,Walk-In,0.504,0.4057,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-9849-8298,CLM-984948,FILED_CLAIM,Named Driver,Yes,88400.0,N,Walk-In,0.884,0.8374,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-8903-8060,CLM-890328,FILED_CLAIM,Primary Claimant,No,66550.0,N,Mobile App,0.6655,0.5766,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-8032-4096,CLM-803294,FILED_CLAIM,Primary Claimant,No,65780.0,N,Mobile App,0.6578,0.6487,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-4149-6899,CLM-414913,FILED_CLAIM,Primary Claimant,No,51810.0,Y,Call Center,0.5181,0.4976,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-4145-4772,CLM-414519,FILED_CLAIM,Primary Claimant,Yes,55660.0,Y,Walk-In,0.5566,0.5415,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-8184-3568,CLM-818413,FILED_CLAIM,Primary Claimant,Yes,44640.0,N,Walk-In,0.4464,0.4295,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-4873-9275,CLM-487356,FILED_CLAIM,Policy Holder,Yes,77660.0,Y,Mobile App,0.7766,0.6627,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-1597-8616,CLM-159768,FILED_CLAIM,Primary Claimant,Yes,5640.0,N,Web,0.0564,0.054,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-8658-4072,CLM-865839,FILED_CLAIM,Primary Claimant,Yes,3190.0,N,Mobile App,0.0319,0.0262,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-4065-7065,CLM-406567,FILED_CLAIM,Primary Claimant,No,53440.0,N,Call Center,0.5344,0.5207,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-6230-8623,CLM-623032,FILED_CLAIM,Primary Claimant,No,65250.0,N,Mobile App,0.6525,0.634,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-9354-8873,CLM-935442,FILED_CLAIM,Primary Claimant,Yes,44280.0,N,Walk-In,0.4428,0.3739,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-1068-4277,CLM-106873,FILED_CLAIM,Policy Holder,Yes,70290.0,N,Walk-In,0.7029,0.6771,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-5638-2908,CLM-563878,FILED_CLAIM,Primary Claimant,Yes,87100.0,N,Mobile App,0.871,0.777,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-6208-8757,CLM-620855,FILED_CLAIM,Policy Holder,Yes,50380.0,N,Agent,0.5038,0.4338,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-5831-5940,CLM-583169,FILED_CLAIM,Primary Claimant,Yes,64800.0,Y,Walk-In,0.648,0.6215,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-3376-7879,CLM-337677,FILED_CLAIM,Primary Claimant,Yes,70400.0,N,Web,0.704,0.5952,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-4459-8524,CLM-445973,FILED_CLAIM,Primary Claimant,Yes,57860.0,Y,Walk-In,0.5786,0.4656,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-1566-1403,CLM-156694,FILED_CLAIM,Primary Claimant,No,6240.0,N,Agent,0.0624,0.0523,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-4219-4495,CLM-421940,FILED_CLAIM,Primary Claimant,Yes,66600.0,Y,Mobile App,0.666,0.5765,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-6132-2320,CLM-613226,FILED_CLAIM,Primary Claimant,No,70920.0,N,Web,0.7092,0.69,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-8044-9316,CLM-804410,FILED_CLAIM,Primary Claimant,Yes,39480.0,N,Mobile App,0.3948,0.3922,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-5535-3227,CLM-553565,FILED_CLAIM,Named Driver,Yes,63240.0,N,Web,0.6324,0.5412,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-3995-6161,CLM-399524,FILED_CLAIM,Named Driver,Yes,67650.0,N,Web,0.6765,0.628,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-3315-3224,CLM-331595,FILED_CLAIM,Policy Holder,Yes,74200.0,Y,Call Center,0.742,0.6529,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-3800-1140,CLM-380067,FILED_CLAIM,Primary Claimant,Yes,64900.0,N,Web,0.649,0.6466,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-7015-9314,CLM-701521,FILED_CLAIM,Primary Claimant,Yes,35900.0,Y,Call Center,0.359,0.3257,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-3607-7128,CLM-360770,FILED_CLAIM,Primary Claimant,Yes,52200.0,N,Mobile App,0.522,0.5157,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-9587-6984,CLM-958785,FILED_CLAIM,Policy Holder,No,78000.0,N,Walk-In,0.78,0.642,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-7979-6345,CLM-797934,FILED_CLAIM,Named Driver,No,67200.0,N,Mobile App,0.672,0.668,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-8839-5151,CLM-883980,FILED_CLAIM,Primary Claimant,No,63250.0,N,Walk-In,0.6325,0.5286,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-3406-9216,CLM-340614,FILED_CLAIM,Policy Holder,Yes,68760.0,N,Call Center,0.6876,0.6824,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-4357-5165,CLM-435784,FILED_CLAIM,Primary Claimant,No,65040.0,N,Call Center,0.6504,0.5549,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-5638-3026,CLM-563837,FILED_CLAIM,Primary Claimant,Yes,82800.0,Y,Agent,0.828,0.6804,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-2008-9321,CLM-200827,FILED_CLAIM,Named Driver,Yes,61700.0,N,Agent,0.617,0.5472,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-5339-9307,CLM-533941,FILED_CLAIM,Named Driver,Yes,78100.0,Y,Web,0.781,0.7386,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-2650-7639,CLM-265026,FILED_CLAIM,Policy Holder,Yes,65520.0,Y,Web,0.6552,0.5653,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-3544-4481,CLM-354481,FILED_CLAIM,Named Driver,No,4500.0,N,Mobile App,0.045,0.0415,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-5667-3874,CLM-566720,FILED_CLAIM,Primary Claimant,No,42700.0,Y,Web,0.427,0.3853,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-8327-5400,CLM-832746,FILED_CLAIM,Policy Holder,Yes,5580.0,Y,Mobile App,0.0558,0.0489,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-3866-4538,CLM-386690,FILED_CLAIM,Primary Claimant,No,3600.0,Y,Walk-In,0.036,0.033,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-9792-3051,CLM-979285,FILED_CLAIM,Primary Claimant,Yes,2800.0,N,Call Center,0.028,0.0238,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-5947-5696,CLM-594722,FILED_CLAIM,Primary Claimant,Yes,54000.0,N,Mobile App,0.54,0.5085,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-2167-4459,CLM-216738,FILED_CLAIM,Policy Holder,No,48950.0,Y,Web,0.4895,0.3918,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-3690-9907,CLM-369048,FILED_CLAIM,Primary Claimant,No,77800.0,N,Walk-In,0.778,0.7664,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-5144-7585,CLM-514424,FILED_CLAIM,Policy Holder,Yes,52560.0,N,Call Center,0.5256,0.4771,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-9541-2963,CLM-954191,FILED_CLAIM,Primary Claimant,Yes,44110.0,N,Agent,0.4411,0.4163,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-1501-3138,CLM-150181,FILED_CLAIM,Primary Claimant,Yes,74360.0,N,Walk-In,0.7436,0.7052,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-3886-5052,CLM-388671,FILED_CLAIM,Primary Claimant,Yes,6120.0,Y,Agent,0.0612,0.0572,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-4572-7864,CLM-457244,FILED_CLAIM,Primary Claimant,No,62280.0,N,Walk-In,0.6228,0.5436,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-2066-3685,CLM-206667,FILED_CLAIM,Primary Claimant,Yes,26730.0,N,Mobile App,0.2673,0.2176,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-7452-6356,CLM-745200,FILED_CLAIM,Policy Holder,Yes,66200.0,N,Mobile App,0.662,0.6175,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-4127-2990,CLM-412703,FILED_CLAIM,Primary Claimant,Yes,45500.0,N,Walk-In,0.455,0.394,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-7367-3570,CLM-736771,FILED_CLAIM,Primary Claimant,Yes,53040.0,N,Walk-In,0.5304,0.4576,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-3479-3584,CLM-347984,FILED_CLAIM,Policy Holder,Yes,50800.0,Y,Web,0.508,0.4926,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-6260-5592,CLM-626074,FILED_CLAIM,Named Driver,Yes,44200.0,N,Agent,0.442,0.4172,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-2181-5699,CLM-218109,FILED_CLAIM,Policy Holder,Yes,62920.0,N,Web,0.6292,0.5412,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-9994-5024,CLM-999435,FILED_CLAIM,Primary Claimant,No,49950.0,Y,Agent,0.4995,0.4305,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-8580-3421,CLM-858060,FILED_CLAIM,Policy Holder,No,56430.0,Y,Web,0.5643,0.4975,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-5003-3555,CLM-500384,FILED_CLAIM,Primary Claimant,Yes,100210.0,N,Mobile App,1.0,0.8805,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-9037-6704,CLM-903785,FILED_CLAIM,Primary Claimant,Yes,49140.0,N,Call Center,0.4914,0.4222,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-8738-3660,CLM-873859,FILED_CLAIM,Primary Claimant,No,66840.0,N,Agent,0.6684,0.5517,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-2042-8632,CLM-204294,FILED_CLAIM,Primary Claimant,Yes,62460.0,N,Call Center,0.6246,0.5522,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-4671-1039,CLM-467106,FILED_CLAIM,Primary Claimant,No,62810.0,N,Call Center,0.6281,0.6206,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-3577-7123,CLM-357713,FILED_CLAIM,Named Driver,Yes,54160.0,N,Web,0.5416,0.5066,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-8900-9869,CLM-890026,FILED_CLAIM,Primary Claimant,No,48400.0,N,Web,0.484,0.4746,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-7516-7078,CLM-751612,FILED_CLAIM,Primary Claimant,No,51480.0,N,Agent,0.5148,0.4752,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-8766-5983,CLM-876680,FILED_CLAIM,Primary Claimant,Yes,51700.0,N,Agent,0.517,0.4447,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-7569-6776,CLM-756981,FILED_CLAIM,Named Driver,Yes,65520.0,N,Agent,0.6552,0.596,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-1214-8282,CLM-121439,FILED_CLAIM,Primary Claimant,Yes,47700.0,Y,Mobile App,0.477,0.3816,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-4112-5145,CLM-411289,FILED_CLAIM,Primary Claimant,Yes,5220.0,N,Mobile App,0.0522,0.0448,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-5384-5914,CLM-538466,FILED_CLAIM,Primary Claimant,Yes,73320.0,N,Walk-In,0.7332,0.6496,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-9320-8621,CLM-932097,FILED_CLAIM,Primary Claimant,No,74900.0,N,Web,0.749,0.6861,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-4637-4701,CLM-463727,FILED_CLAIM,Primary Claimant,No,3190.0,N,Walk-In,0.0319,0.0297,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-5526-1416,CLM-552618,FILED_CLAIM,Primary Claimant,Yes,76920.0,N,Web,0.7692,0.6869,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-9366-3576,CLM-936638,FILED_CLAIM,Primary Claimant,Yes,77990.0,N,Web,0.7799,0.6929,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-3488-5952,CLM-348814,FILED_CLAIM,Policy Holder,Yes,59670.0,N,Agent,0.5967,0.5029,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-9441-9068,CLM-944102,FILED_CLAIM,Primary Claimant,Yes,44880.0,Y,Agent,0.4488,0.4015,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-6899-5948,CLM-689901,FILED_CLAIM,Primary Claimant,No,82830.0,N,Walk-In,0.8283,0.8119,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-9010-5712,CLM-901083,FILED_CLAIM,Named Driver,Yes,84480.0,Y,Call Center,0.8448,0.8103,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-3962-2792,CLM-396224,FILED_CLAIM,Named Driver,Yes,79800.0,N,Agent,0.798,0.6655,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-6821-5109,CLM-682178,FILED_CLAIM,Named Driver,No,53020.0,N,Call Center,0.5302,0.4332,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-5962-8195,CLM-596298,FILED_CLAIM,Named Driver,No,24200.0,N,Mobile App,0.242,0.2185,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-2530-7110,CLM-253005,FILED_CLAIM,Primary Claimant,Yes,43230.0,N,Agent,0.4323,0.4006,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-9859-6922,CLM-985924,FILED_CLAIM,Named Driver,Yes,3190.0,N,Web,0.0319,0.0277,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-6315-6373,CLM-631565,FILED_CLAIM,Primary Claimant,No,5850.0,N,Agent,0.0585,0.0564,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-6309-5508,CLM-630998,FILED_CLAIM,Primary Claimant,Yes,6820.0,N,Walk-In,0.0682,0.0648,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-9266-5010,CLM-926665,FILED_CLAIM,Named Driver,Yes,69480.0,N,Agent,0.6948,0.6493,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-3026-8545,CLM-302669,FILED_CLAIM,Policy Holder,Yes,94560.0,N,Call Center,0.9456,0.799,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-6200-7062,CLM-620020,FILED_CLAIM,Primary Claimant,Yes,7800.0,N,Web,0.078,0.0655,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-4398-1250,CLM-439828,FILED_CLAIM,Primary Claimant,Yes,61270.0,N,Call Center,0.6127,0.4932,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-9712-1340,CLM-971295,FILED_CLAIM,Policy Holder,No,71440.0,N,Mobile App,0.7144,0.6065,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-1655-9520,CLM-165565,FILED_CLAIM,Policy Holder,Yes,55600.0,N,Web,0.556,0.4976,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-9365-7944,CLM-936543,FILED_CLAIM,Primary Claimant,Yes,5000.0,N,Web,0.05,0.0485,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-2969-8068,CLM-296960,FILED_CLAIM,Primary Claimant,Yes,95810.0,N,Web,0.9581,0.7804,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-5016-2427,CLM-501692,FILED_CLAIM,Policy Holder,Yes,69300.0,N,Walk-In,0.693,0.6118,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-5252-8806,CLM-525224,FILED_CLAIM,Named Driver,Yes,81120.0,N,Call Center,0.8112,0.7511,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-3550-4602,CLM-355085,FILED_CLAIM,Primary Claimant,No,91260.0,N,Walk-In,0.9126,0.7656,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-8307-7249,CLM-830729,FILED_CLAIM,Primary Claimant,No,60600.0,N,Web,0.606,0.5692,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-6519-4326,CLM-651948,FILED_CLAIM,Primary Claimant,No,64800.0,Y,Agent,0.648,0.5825,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-4243-4531,CLM-424358,FILED_CLAIM,Named Driver,No,66880.0,Y,Agent,0.6688,0.5677,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-1314-7429,CLM-131478,FILED_CLAIM,Policy Holder,No,58200.0,N,Mobile App,0.582,0.542,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-2688-7428,CLM-268833,FILED_CLAIM,Primary Claimant,Yes,60570.0,N,Walk-In,0.6057,0.4852,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-2874-6514,CLM-287489,FILED_CLAIM,Policy Holder,No,69680.0,Y,Web,0.6968,0.6621,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-8081-7978,CLM-808153,FILED_CLAIM,Primary Claimant,Yes,55700.0,N,Call Center,0.557,0.5314,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-6876-4360,CLM-687639,FILED_CLAIM,Named Driver,Yes,62370.0,N,Agent,0.6237,0.5123,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-4973-1595,CLM-497347,FILED_CLAIM,Primary Claimant,No,54340.0,N,Agent,0.5434,0.4809,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-4396-4188,CLM-439660,FILED_CLAIM,Named Driver,Yes,55170.0,Y,Web,0.5517,0.4608,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-8471-3642,CLM-847123,FILED_CLAIM,Policy Holder,Yes,58500.0,N,Web,0.585,0.5801,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-1723-6746,CLM-172307,FILED_CLAIM,Primary Claimant,No,59940.0,N,Agent,0.5994,0.5416,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-8101-5122,CLM-810189,FILED_CLAIM,Named Driver,Yes,73400.0,N,Walk-In,0.734,0.5946,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-4320-1559,CLM-432068,FILED_CLAIM,Policy Holder,Yes,41850.0,N,Web,0.4185,0.3557,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-9032-1203,CLM-903203,FILED_CLAIM,Primary Claimant,Yes,6400.0,Y,Mobile App,0.064,0.0621,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-2530-2499,CLM-253085,FILED_CLAIM,Primary Claimant,Yes,3190.0,N,Agent,0.0319,0.0284,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-1807-4643,CLM-180720,FILED_CLAIM,Passenger,Yes,5900.0,N,Call Center,0.059,0.0567,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-4922-1716,CLM-492224,FILED_CLAIM,Named Driver,No,57330.0,N,Mobile App,0.5733,0.5352,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-4114-2856,CLM-411477,FILED_CLAIM,Policy Holder,No,81960.0,N,Call Center,0.8196,0.8176,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-1071-5255,CLM-107181,FILED_CLAIM,Primary Claimant,No,70400.0,Y,Call Center,0.704,0.647,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-3129-5572,CLM-312940,FILED_CLAIM,Passenger,Yes,3770.0,N,Web,0.0377,0.0373,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-8551-7891,CLM-855186,FILED_CLAIM,Primary Claimant,No,7400.0,N,Agent,0.074,0.0724,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-3739-9604,CLM-373935,FILED_CLAIM,Primary Claimant,Yes,54810.0,Y,Mobile App,0.5481,0.5056,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-8129-8108,CLM-812989,FILED_CLAIM,Named Driver,Yes,49400.0,N,Web,0.494,0.4663,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-9938-3284,CLM-993840,FILED_CLAIM,Primary Claimant,Yes,68750.0,N,Walk-In,0.6875,0.6194,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-3278-9577,CLM-327856,FILED_CLAIM,Primary Claimant,Yes,61500.0,N,Agent,0.615,0.5942,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-5063-6819,CLM-506333,FILED_CLAIM,Passenger,No,76890.0,N,Mobile App,0.7689,0.6994,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-2631-9447,CLM-263159,FILED_CLAIM,Primary Claimant,No,56070.0,N,Call Center,0.5607,0.5492,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-3729-4838,CLM-372912,FILED_CLAIM,Policy Holder,Yes,56000.0,N,Call Center,0.56,0.5313,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-5527-5007,CLM-552788,FILED_CLAIM,Policy Holder,Yes,4290.0,N,Mobile App,0.0429,0.0384,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-7227-4890,CLM-722747,FILED_CLAIM,Passenger,Yes,60750.0,N,Agent,0.6075,0.5175,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-2484-8137,CLM-248467,FILED_CLAIM,Primary Claimant,Yes,48730.0,N,Mobile App,0.4873,0.4139,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-9559-5414,CLM-955953,FILED_CLAIM,Named Driver,Yes,95150.0,N,Call Center,0.9515,0.8825,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-9106-4246,CLM-910622,FILED_CLAIM,Primary Claimant,No,7480.0,N,Walk-In,0.0748,0.0713,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-1376-5222,CLM-137675,FILED_CLAIM,Primary Claimant,Yes,79800.0,Y,Agent,0.798,0.7216,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-3434-4150,CLM-343421,FILED_CLAIM,Primary Claimant,No,103560.0,N,Mobile App,1.0,0.9253,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-4131-8980,CLM-413192,FILED_CLAIM,Primary Claimant,Yes,79500.0,N,Call Center,0.795,0.6797,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-2478-6192,CLM-247801,FILED_CLAIM,Named Driver,Yes,76230.0,Y,Call Center,0.7623,0.6217,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-1711-7214,CLM-171147,FILED_CLAIM,Policy Holder,No,59520.0,N,Mobile App,0.5952,0.5102,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-4312-9688,CLM-431283,FILED_CLAIM,Primary Claimant,Yes,47760.0,Y,Walk-In,0.4776,0.408,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-4619-1815,CLM-461962,FILED_CLAIM,Policy Holder,Yes,84590.0,N,Web,0.8459,0.7308,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-1494-5407,CLM-149467,FILED_CLAIM,Primary Claimant,Yes,61650.0,N,Agent,0.6165,0.5598,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-7587-4779,CLM-758740,FILED_CLAIM,Primary Claimant,Yes,81400.0,N,Call Center,0.814,0.6737,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-6283-1177,CLM-628337,FILED_CLAIM,Primary Claimant,No,58410.0,N,Agent,0.5841,0.4943,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-5746-1853,CLM-574637,FILED_CLAIM,Primary Claimant,No,38610.0,N,Agent,0.3861,0.3625,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-3736-9228,CLM-373600,FILED_CLAIM,Primary Claimant,Yes,57600.0,N,Call Center,0.576,0.5422,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-9300-6294,CLM-930032,FILED_CLAIM,Primary Claimant,Yes,53190.0,N,Call Center,0.5319,0.4324,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-3965-5436,CLM-396590,FILED_CLAIM,Primary Claimant,Yes,58300.0,Y,Mobile App,0.583,0.5139,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-2384-3451,CLM-238412,FILED_CLAIM,Primary Claimant,Yes,64620.0,N,Agent,0.6462,0.5871,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-4843-4033,CLM-484321,FILED_CLAIM,Named Driver,Yes,90480.0,N,Walk-In,0.9048,0.7991,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-7958-7865,CLM-795847,FILED_CLAIM,Passenger,Yes,7080.0,N,Walk-In,0.0708,0.0596,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-2184-6524,CLM-218456,FILED_CLAIM,Policy Holder,Yes,6490.0,Y,Web,0.0649,0.0574,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-7926-6411,CLM-792673,FILED_CLAIM,Policy Holder,Yes,55900.0,N,Walk-In,0.559,0.5484,01/01/2015,01/01/2015,01/01/2015,1,1
