:ID,:LABEL,vin_number,vehicle_year,vehicle_make,vehicle_model,vehicle_age_years,vehicle_primary_use,garaging_type,estimated_annual_mileage,odometer_estimate,fuel_type,transmission,body_style,color,engine_size_liters,cylinders,horsepower,curb_weight_lbs,seating_capacity,title_status,condition,market_value_usd,purchase_price_usd,purchase_date,purchase_type,financing_type,lien_holder,anti_theft_device,safety_rating_nhtsa,airbags_count,abs_brakes,backup_camera,telematics_device,commercial_use,modified_vehicle,salvage_title_history,last_inspection_date,registration_state,registration_expiry,recalls_open,vin_hash,previous_owners_count,auction_sourced_flag,import_flag,telematics_risk_score,odometer_rollback_flag,total_loss_history_count
VEH-0W8Y85V2AXB9AG7FY,Vehicle,0W8Y85V2AXB9AG7FY,1997,Mercedes,ML350,18,Pleasure Only,Covered Parking Lot,20000,360000,Flex Fuel,Automatic,Sedan,Black,2.6,8,346,4842,2,Clean,Good,500,51719,12/13/1997,Used,Owned Outright,Wells Fargo Auto,No,Not Rated,6,No,No,No,No,No,No,4/01/2014,IL,12/31/2015,0,62490254e1c50352,4,No,No,0.96,No,1
VEH-69W3D9RV6413K8UCG,Vehicle,69W3D9RV6413K8UCG,2013,Saab,95,2,Business,Private Garage,20000,40000,Electric,Automatic,Sedan,Silver,3.0,6,229,4459,5,Clean,Excellent,26218,53530,7/20/2013,New,Leased,Bank of America,Yes,3-Star,10,Yes,Yes,No,No,No,No,8/01/2014,IN,12/31/2015,2,ca99072b9475e0d7,2,No,No,0.94,No,0
VEH-R1VE0YLHV8SJWK1Y4,Vehicle,R1VE0YLHV8SJWK1Y4,2003,Honda,CRV,12,Rideshare,On-Street Parking,15000,180000,Diesel,Manual,SUV,White,2.0,8,447,2880,7,Clean,Excellent,9339,53802,7/17/2003,New,Owned Outright,Chase Auto,No,4-Star,6,No,No,Yes,No,No,No,1/01/2014,OH,12/31/2015,2,6aac519f01831405,0,No,No,0.16,No,0
VEH-MHNJDSV8U3DRRJGVE,Vehicle,MHNJDSV8U3DRRJGVE,2015,Mercedes,ML350,0,Business,Private Garage,20000,0,Gasoline,Manual,Sedan,Green,4.1,8,160,4561,4,Clean,Excellent,33882,16624,8/4/2015,New,Owned Outright,,Yes,4-Star,4,No,Yes,Yes,No,No,No,1/01/2014,IN,12/31/2015,0,34e63c844382435a,0,No,No,0.97,No,0
VEH-51EDD9UDFJTUYBEU4,Vehicle,51EDD9UDFJTUYBEU4,2005,Nissan,Ultima,10,Commute,Driveway,12000,120000,Diesel,Automatic,Coupe,Silver,4.8,6,235,4417,7,Clean,Poor,11633,44976,8/5/2005,New,Owned Outright,,Yes,4-Star,4,No,No,No,No,No,No,3/01/2014,IL,12/31/2015,3,9e4468f77ff08f86,1,No,No,0.68,No,0
VEH-ABHL3ACFAA3R1UD04,Vehicle,ABHL3ACFAA3R1UD04,1999,Accura,TL,16,Pleasure Only,Storage Unit,5000,80000,Electric,Automatic,Minivan,Red,3.8,6,320,2893,7,Clean,Excellent,1105,48236,4/15/1999,New,Owned Outright,Bank of America,Yes,4-Star,2,Yes,No,No,No,No,No,4/01/2014,IL,12/31/2015,3,a3f1a4f2adc1672f,1,No,No,0.71,No,0
VEH-THRGZMGVS30ZDA0G2,Vehicle,THRGZMGVS30ZDA0G2,2015,Ford,F150,0,Pleasure Only,Covered Parking Lot,18000,0,Electric,Automatic,Minivan,Black,3.3,4,157,5234,5,Clean,Excellent,30540,17814,3/16/2015,New,Owned Outright,Chase Auto,Yes,Not Rated,8,Yes,Yes,No,No,No,No,11/01/2014,OH,12/31/2015,2,7043d7824b31e7b6,2,No,No,0.91,No,0
VEH-DXUWDUKZZHRK5R3WN,Vehicle,DXUWDUKZZHRK5R3WN,1998,Jeep,Grand Cherokee,17,Pleasure Only,On-Street Parking,20000,340000,Flex Fuel,Automatic,Minivan,Blue,3.1,6,238,2846,5,Clean,Poor,500,45600,4/17/1998,Used,Leased,,No,Not Rated,10,No,No,No,No,No,No,7/01/2014,IL,12/31/2015,1,388fc22d81f6d9e3,1,No,No,0.08,No,0
VEH-ZESP3MB1P9F863WX3,Vehicle,ZESP3MB1P9F863WX3,2011,Nissan,Ultima,4,Commute,Private Garage,20000,80000,Electric,Automatic,Coupe,Gray,5.0,6,270,5161,4,Clean,Excellent,19764,33033,6/10/2011,Certified Pre-Owned,Financed,Bank of America,Yes,3-Star,8,Yes,No,No,No,No,No,5/01/2014,IL,12/31/2015,2,c8820dddef60b738,0,No,Yes,0.37,No,0
VEH-TRS9VCJA2TMVWHJAS,Vehicle,TRS9VCJA2TMVWHJAS,2005,Accura,MDX,10,Commute,Covered Parking Lot,10000,100000,Hybrid,CVT,Truck,Orange,3.4,4,225,4357,5,Clean,Poor,12613,20062,7/24/2005,Certified Pre-Owned,Financed,Bank of America,Yes,5-Star,10,Yes,No,Yes,No,No,No,6/01/2014,IL,12/31/2015,1,fbf6c4400becd49e,3,No,No,0.02,No,0
VEH-WNWC336DNZPKH0PXB,Vehicle,WNWC336DNZPKH0PXB,2003,Honda,CRV,12,Commute,Storage Unit,18000,216000,Gasoline,Manual,Minivan,Silver,3.6,8,188,3903,5,Clean,Fair,7181,54001,9/9/2003,Certified Pre-Owned,Financed,,Yes,Not Rated,2,Yes,No,No,No,No,No,7/01/2014,IN,12/31/2015,3,ec43dd3c85b17a26,3,No,No,0.1,No,0
VEH-M1KJVCTE2Z9082KTL,Vehicle,M1KJVCTE2Z9082KTL,2002,Mercedes,E400,13,Business,Private Garage,5000,65000,Electric,CVT,Coupe,Gold,2.5,4,138,4489,5,Clean,Fair,6830,41017,9/12/2002,Used,Financed,Bank of America,Yes,5-Star,8,Yes,No,No,No,No,No,2/01/2014,IL,12/31/2015,2,59aff2a09c10d0d1,5,No,No,0.9,No,0
VEH-J227VE71HNDSL7K40,Vehicle,J227VE71HNDSL7K40,2015,Audi,A3,0,Rideshare,Covered Parking Lot,10000,0,Gasoline,Automatic,Minivan,Black,2.5,4,134,5249,5,Clean,Excellent,28846,46415,8/1/2015,Certified Pre-Owned,Leased,Capital One,Yes,Not Rated,4,Yes,Yes,No,No,Yes,No,11/01/2014,OH,12/31/2015,0,4bfc53ec530ff0d8,1,No,No,0.19,No,0
VEH-X4EBKGGP998RENZG3,Vehicle,X4EBKGGP998RENZG3,2003,Volkswagen,Jetta,12,Business,On-Street Parking,12000,144000,Flex Fuel,Automatic,Minivan,Blue,1.7,6,213,5146,5,Clean,Good,8194,42598,2/10/2003,New,Financed,Wells Fargo Auto,No,3-Star,4,Yes,No,No,No,No,No,1/01/2014,OH,12/31/2015,3,fbcdabf6d414b442,4,No,No,0.17,No,0
VEH-NV00B4JVR4WGCL8H8,Vehicle,NV00B4JVR4WGCL8H8,1997,Nissan,Pathfinder,18,Commute,Storage Unit,10000,180000,Hybrid,Automatic,Sedan,Gray,3.8,6,102,2926,4,Clean,Fair,500,40029,11/15/1997,Used,Financed,Bank of America,Yes,4-Star,10,Yes,No,No,No,No,No,3/01/2014,IL,12/31/2015,1,fbc9549fd9b5a0a0,0,No,No,0.97,No,0
VEH-6B1JY4UHV0N2ZTCNK,Vehicle,6B1JY4UHV0N2ZTCNK,2013,Dodge,RAM,2,Commute,On-Street Parking,18000,36000,Hybrid,Automatic,Truck,Green,4.7,8,101,3923,2,Clean,Excellent,26612,49451,8/10/2013,New,Financed,,Yes,5-Star,4,Yes,Yes,No,No,No,No,3/01/2014,IL,12/31/2015,1,b4f7570753e3ac72,0,No,No,0.14,No,1
VEH-TAC2N08GU3Z3UM5AK,Vehicle,TAC2N08GU3Z3UM5AK,2001,Honda,Civic,14,Rideshare,Driveway,15000,210000,Flex Fuel,Automatic,SUV,Black,3.8,4,358,2527,4,Clean,Fair,4312,43228,3/1/2001,Certified Pre-Owned,Financed,,Yes,4-Star,10,Yes,No,No,No,No,No,12/01/2014,IL,12/31/2015,0,ecbfe4642cabfbf6,3,No,No,0.98,No,0
VEH-X47XH1XMNGZPCBPF6,Vehicle,X47XH1XMNGZPCBPF6,2001,Mercedes,E400,14,Rideshare,Driveway,12000,168000,Electric,Manual,Truck,Gold,3.1,8,173,3950,7,Clean,Good,4416,52337,3/10/2001,New,Financed,Chase Auto,Yes,5-Star,2,Yes,No,No,No,No,No,4/01/2014,OH,12/31/2015,2,47f68ee96b117812,1,No,No,0.85,No,0
VEH-YR1Y2FHF5R3EVJUV4,Vehicle,YR1Y2FHF5R3EVJUV4,2004,Chevrolet,Silverado,11,Personal,Driveway,18000,198000,Gasoline,CVT,Sedan,Black,2.7,8,398,3315,8,Clean,Good,10384,22455,10/7/2004,New,Owned Outright,Chase Auto,Yes,5-Star,8,Yes,Yes,No,No,No,No,8/01/2014,IN,12/31/2015,3,4197c5111811414c,1,Yes,No,0.84,No,0
VEH-CC8A3FF8CSJRS2Y80,Vehicle,CC8A3FF8CSJRS2Y80,1999,Jeep,Wrangler,16,Personal,Covered Parking Lot,5000,80000,Hybrid,Automatic,SUV,Green,3.6,8,323,3108,8,Clean,Fair,1285,29112,12/4/1999,Certified Pre-Owned,Owned Outright,Wells Fargo Auto,No,Not Rated,8,Yes,No,No,No,Yes,No,7/01/2014,IL,12/31/2015,0,cb1b2173078552bd,0,No,No,0.6,No,0
VEH-AR3J6M7AH9GN7ABWA,Vehicle,AR3J6M7AH9GN7ABWA,2009,Jeep,Grand Cherokee,6,Pleasure Only,Driveway,15000,90000,Flex Fuel,Manual,Minivan,Black,2.5,6,369,5472,8,Rebuilt,Good,19089,40465,11/17/2009,New,Financed,Bank of America,No,Not Rated,6,Yes,No,No,No,No,No,12/01/2014,IL,12/31/2015,0,20858a6c31a7b829,0,No,No,0.41,No,0
VEH-NH7YYH97Y9869RVWU,Vehicle,NH7YYH97Y9869RVWU,2014,Chevrolet,Tahoe,1,Business,Storage Unit,10000,10000,Flex Fuel,Automatic,Truck,Silver,2.3,8,386,4646,8,Clean,Excellent,26812,28006,3/8/2014,New,Financed,,Yes,5-Star,10,Yes,Yes,Yes,No,No,No,8/01/2014,IL,12/31/2015,1,b858b9ee4ddc9cd5,3,No,No,0.88,No,0
VEH-74K394AGSAEY2M03G,Vehicle,74K394AGSAEY2M03G,2004,Accura,RSX,11,Personal,On-Street Parking,20000,220000,Diesel,Manual,Convertible,Orange,2.3,8,204,2521,4,Clean,Good,11482,20274,12/24/2004,Used,Financed,Chase Auto,No,5-Star,6,Yes,Yes,No,No,No,No,2/01/2014,IN,12/31/2015,1,31e2d6ece8c5c845,2,No,No,0.95,No,0
VEH-XR60ZFH3KBKZFUZER,Vehicle,XR60ZFH3KBKZFUZER,2003,Audi,A5,12,Personal,On-Street Parking,12000,144000,Diesel,Automatic,Coupe,Gray,3.4,6,440,3443,5,Clean,Good,8160,29510,4/26/2003,New,Financed,Capital One,Yes,4-Star,6,Yes,No,No,No,No,No,2/01/2014,IL,12/31/2015,2,c909e6102e533317,5,Yes,No,0.11,No,0
VEH-SFAP8VJT8XSYFH2YP,Vehicle,SFAP8VJT8XSYFH2YP,2005,Honda,Civic,10,Rideshare,Driveway,12000,120000,Electric,Automatic,Convertible,Gray,4.8,4,357,3243,8,Rebuilt,Good,13289,47481,3/14/2005,Used,Owned Outright,Wells Fargo Auto,Yes,5-Star,6,Yes,No,Yes,No,No,No,12/01/2014,IN,12/31/2015,0,108965e0f4aae2aa,2,No,No,0.45,No,0
VEH-DL2LN63HLXNVL74ZB,Vehicle,DL2LN63HLXNVL74ZB,2004,Ford,F150,11,Rideshare,Driveway,18000,198000,Hybrid,CVT,SUV,Silver,2.2,6,382,3753,5,Clean,Excellent,11014,46508,5/14/2004,Certified Pre-Owned,Owned Outright,Bank of America,Yes,3-Star,4,Yes,Yes,No,No,No,No,6/01/2014,OH,12/31/2015,2,17b4e71ed4cbaf18,1,No,No,0.22,No,0
VEH-743C7E06YM2UNBE0N,Vehicle,743C7E06YM2UNBE0N,2004,Toyota,Corolla,11,Commute,Covered Parking Lot,20000,220000,Flex Fuel,CVT,Sedan,Green,4.9,4,298,3933,2,Clean,Fair,11132,38391,7/25/2004,Certified Pre-Owned,Leased,,Yes,5-Star,6,No,Yes,No,No,No,No,8/01/2014,OH,12/31/2015,0,0c7200c7afab5c56,4,No,No,0.49,No,0
VEH-FGG092ZR8811LWPGJ,Vehicle,FGG092ZR8811LWPGJ,1997,Jeep,Grand Cherokee,18,Personal,Private Garage,7500,135000,Hybrid,Automatic,Truck,Silver,1.9,4,290,5292,8,Clean,Fair,500,46967,1/28/1997,New,Financed,Bank of America,Yes,4-Star,2,Yes,Yes,Yes,No,No,No,10/01/2014,IL,12/31/2015,2,99e10863f6dbbcde,2,No,No,0.86,No,1
VEH-2PNBY4GDGBUSL6ENZ,Vehicle,2PNBY4GDGBUSL6ENZ,2013,Suburu,Legacy,2,Business,On-Street Parking,12000,24000,Diesel,Automatic,Convertible,White,2.0,4,388,5143,5,Clean,Excellent,23486,44314,4/2/2013,Used,Leased,Capital One,No,5-Star,8,No,Yes,Yes,No,No,No,6/01/2014,IL,12/31/2015,0,46a24651a2cc9891,2,No,No,0.03,No,0
VEH-B7MR99U5VE2EF5KPY,Vehicle,B7MR99U5VE2EF5KPY,2013,Ford,F150,2,Business,Private Garage,20000,40000,Electric,Automatic,Minivan,Green,3.9,4,262,3237,2,Clean,Excellent,29099,46320,6/11/2013,Certified Pre-Owned,Leased,Chase Auto,Yes,5-Star,10,Yes,Yes,No,No,No,No,11/01/2014,IN,12/31/2015,1,86d01095e5b87757,4,No,No,0.16,No,0
VEH-04KR2GCB4NNHF50CV,Vehicle,04KR2GCB4NNHF50CV,2010,Jeep,Grand Cherokee,5,Commute,On-Street Parking,15000,75000,Flex Fuel,Manual,Minivan,Black,2.7,6,278,4705,5,Clean,Excellent,21709,22070,8/4/2010,New,Leased,Chase Auto,Yes,3-Star,4,Yes,No,No,No,No,No,3/01/2014,IL,12/31/2015,3,db47b664bb48133c,0,No,No,0.03,No,0
VEH-MMAL8MCD07ZG444K8,Vehicle,MMAL8MCD07ZG444K8,2010,BMW,X5,5,Business,Covered Parking Lot,12000,60000,Electric,Manual,Convertible,Green,4.7,4,133,3289,5,Clean,Excellent,18246,13485,5/3/2010,New,Leased,Chase Auto,No,5-Star,4,Yes,No,Yes,No,Yes,No,9/01/2014,IN,12/31/2015,0,9a196d302d6f863d,5,No,No,0.59,No,0
VEH-H59Z91SKPE4P5KVBN,Vehicle,H59Z91SKPE4P5KVBN,1995,Chevrolet,Malibu,20,Rideshare,Covered Parking Lot,5000,100000,Electric,Automatic,Coupe,Orange,1.9,6,293,4009,5,Clean,Good,500,17608,4/12/1995,New,Owned Outright,Bank of America,No,Not Rated,6,Yes,Yes,No,No,No,No,11/01/2014,IL,12/31/2015,3,87df791eff82bde5,2,No,No,0.89,No,0
VEH-HU8AS251VASW02MGK,Vehicle,HU8AS251VASW02MGK,2000,Accura,MDX,15,Commute,Covered Parking Lot,20000,300000,Electric,Automatic,Minivan,Green,3.8,6,186,3083,5,Clean,Excellent,2565,28813,3/9/2000,New,Financed,Wells Fargo Auto,Yes,Not Rated,4,Yes,No,Yes,No,No,No,10/01/2014,IN,12/31/2015,2,3e9f478cb917ce0c,0,No,No,0.39,No,0
VEH-E1X18GVHLWFH6EJVA,Vehicle,E1X18GVHLWFH6EJVA,2012,Mercedes,C300,3,Rideshare,Driveway,5000,15000,Hybrid,Automatic,Hatchback,Black,2.6,4,296,4991,5,Clean,Excellent,25272,18287,3/5/2012,New,Leased,,No,Not Rated,4,Yes,Yes,No,No,No,No,9/01/2014,IL,12/31/2015,3,2e0be8f6de3a8245,3,No,No,0.75,No,0
VEH-K9KXFRJX8Y877DEC1,Vehicle,K9KXFRJX8Y877DEC1,2009,Mercedes,ML350,6,Rideshare,Covered Parking Lot,5000,30000,Electric,Automatic,Sedan,Silver,3.9,8,106,3797,7,Clean,Good,18749,17411,10/27/2009,Used,Owned Outright,Wells Fargo Auto,No,5-Star,8,Yes,Yes,No,No,No,No,7/01/2014,IN,12/31/2015,3,0e583108f69393bd,2,No,No,0.68,No,0
VEH-27PUESCBBKM69UAK0,Vehicle,27PUESCBBKM69UAK0,2006,Nissan,Pathfinder,9,Business,Private Garage,18000,162000,Electric,Automatic,Sedan,Blue,4.2,6,303,5408,4,Clean,Excellent,13266,26028,11/26/2006,Used,Owned Outright,,No,Not Rated,6,Yes,Yes,Yes,No,Yes,No,4/01/2014,OH,12/31/2015,3,a96165158d301f63,4,No,No,0.8,No,0
VEH-0PE3MDVY9F0MHGAM9,Vehicle,0PE3MDVY9F0MHGAM9,2005,Accura,MDX,10,Pleasure Only,Storage Unit,25000,250000,Electric,Automatic,Truck,Gray,4.8,8,289,5062,4,Clean,Good,11449,24371,12/8/2005,Used,Financed,Bank of America,No,3-Star,2,Yes,Yes,No,No,Yes,No,1/01/2014,OH,12/31/2015,1,c4473170538c3bf9,1,No,No,0.77,No,0
VEH-9ZRNRRV5LAYRPK03A,Vehicle,9ZRNRRV5LAYRPK03A,2004,Volkswagen,Jetta,11,Business,On-Street Parking,15000,165000,Flex Fuel,Automatic,Minivan,Silver,2.2,4,105,2512,7,Clean,Good,11265,38300,1/1/2004,New,Owned Outright,Wells Fargo Auto,Yes,Not Rated,4,Yes,No,No,No,No,No,7/01/2014,IL,12/31/2015,3,3ed60075af00027a,5,Yes,No,0.24,No,0
VEH-3PXTN5FRAD0C52MDF,Vehicle,3PXTN5FRAD0C52MDF,1995,Nissan,Ultima,20,Rideshare,On-Street Parking,25000,500000,Hybrid,Automatic,Coupe,Blue,2.2,4,282,4771,7,Clean,Excellent,500,23787,10/26/1995,New,Leased,Wells Fargo Auto,No,4-Star,2,Yes,No,Yes,No,No,No,5/01/2014,IL,12/31/2015,0,434c627bbf4d988f,1,No,No,0.75,No,0
VEH-ZCG0RPXNP4Z7Y5G4S,Vehicle,ZCG0RPXNP4Z7Y5G4S,2007,Dodge,Neon,8,Personal,On-Street Parking,12000,96000,Gasoline,Automatic,SUV,Silver,1.6,8,136,3504,2,Clean,Excellent,17405,13252,1/10/2007,Used,Owned Outright,Chase Auto,Yes,Not Rated,4,Yes,No,No,No,No,No,3/01/2014,IL,12/31/2015,0,bbaa00400cd08ec6,5,No,Yes,0.76,No,0
VEH-8N7WBDVR69846S2P6,Vehicle,8N7WBDVR69846S2P6,2015,BMW,X5,0,Business,Covered Parking Lot,25000,0,Diesel,Automatic,Coupe,White,4.9,4,239,4408,5,Clean,Excellent,26479,48857,12/5/2015,New,Leased,Capital One,Yes,5-Star,8,Yes,Yes,No,No,No,No,4/01/2014,IN,12/31/2015,2,685537f206c5e017,2,No,No,0.54,No,0
VEH-HHE63KK4DJY4K34TZ,Vehicle,HHE63KK4DJY4K34TZ,2011,Volkswagen,Jetta,4,Personal,Storage Unit,18000,72000,Hybrid,Automatic,Minivan,Red,3.0,6,423,2653,4,Clean,Excellent,25346,45064,4/2/2011,Used,Owned Outright,Chase Auto,Yes,5-Star,2,No,No,No,No,No,No,6/01/2014,OH,12/31/2015,2,0b33c9ad4a64e12e,2,No,No,0.21,No,0
VEH-C6CXJD44ASTK1MJKD,Vehicle,C6CXJD44ASTK1MJKD,2013,Mercedes,E400,2,Business,Private Garage,7500,15000,Hybrid,Automatic,Sedan,Black,4.3,4,359,4579,4,Clean,Excellent,30174,12150,7/13/2013,Used,Owned Outright,Wells Fargo Auto,Yes,4-Star,4,Yes,Yes,Yes,No,No,No,6/01/2014,OH,12/31/2015,3,3e76c9b0c2a385e0,3,No,No,0.42,No,0
VEH-CWU6CEMRD8VYW3U52,Vehicle,CWU6CEMRD8VYW3U52,2014,Saab,92x,1,Personal,Private Garage,10000,10000,Diesel,Automatic,Truck,White,2.6,6,443,3242,2,Clean,Excellent,28217,12209,4/24/2014,New,Financed,Chase Auto,Yes,4-Star,6,Yes,Yes,No,No,No,No,11/01/2014,IL,12/31/2015,3,c47cf7e437d50978,3,No,No,0.82,No,0
VEH-UMW51PLPC018W7DC3,Vehicle,UMW51PLPC018W7DC3,1996,Suburu,Impreza,19,Commute,Private Garage,7500,142500,Electric,Automatic,SUV,Orange,4.3,4,450,2955,2,Clean,Excellent,500,53994,7/19/1996,Used,Financed,Capital One,No,Not Rated,10,Yes,No,No,No,No,No,12/01/2014,OH,12/31/2015,2,23bf7f6df430ff90,0,No,No,0.86,No,0
VEH-DYUWZAXGEDTD3WWKE,Vehicle,DYUWZAXGEDTD3WWKE,1996,Honda,Civic,19,Commute,Covered Parking Lot,25000,475000,Hybrid,Automatic,Hatchback,Blue,2.9,4,264,5358,5,Clean,Good,500,15719,4/21/1996,New,Owned Outright,Wells Fargo Auto,Yes,4-Star,10,Yes,No,Yes,No,No,Yes,4/01/2014,IN,12/31/2015,0,e806e29f8cf0648f,0,No,No,0.05,No,0
VEH-WS88Y9RUB404MR977,Vehicle,WS88Y9RUB404MR977,2003,Suburu,Forrestor,12,Pleasure Only,Storage Unit,15000,180000,Hybrid,Manual,Convertible,Green,4.2,6,299,3760,5,Clean,Poor,7328,24212,6/8/2003,New,Owned Outright,Bank of America,No,3-Star,6,Yes,Yes,No,No,No,No,2/01/2014,IN,12/31/2015,2,f5e29099b21fbf81,4,Yes,Yes,0.7,No,0
VEH-4XWNR3VL6R1SE4P2Z,Vehicle,4XWNR3VL6R1SE4P2Z,2002,Audi,A5,13,Business,On-Street Parking,20000,260000,Hybrid,Manual,SUV,Orange,3.4,8,268,4012,2,Clean,Good,6100,24370,5/25/2002,New,Leased,,No,4-Star,10,Yes,No,Yes,No,No,No,11/01/2014,IN,12/31/2015,3,00367498dd824a57,0,Yes,No,0.83,No,0
VEH-RSKG76MDP96ZZN26L,Vehicle,RSKG76MDP96ZZN26L,1995,Ford,F150,20,Business,Covered Parking Lot,20000,400000,Hybrid,Automatic,Sedan,Silver,2.0,4,115,4101,5,Clean,Excellent,500,25663,10/14/1995,Used,Financed,Bank of America,Yes,4-Star,6,No,Yes,Yes,No,No,No,4/01/2014,OH,12/31/2015,0,07eb294ee80af7e6,0,No,No,0.22,No,0
VEH-D1R1E3URH34G05Z5D,Vehicle,D1R1E3URH34G05Z5D,2008,Accura,TL,7,Pleasure Only,Driveway,20000,140000,Hybrid,Automatic,Minivan,Blue,1.5,4,220,4941,5,Lemon Law,Good,16322,23742,10/22/2008,Certified Pre-Owned,Financed,Bank of America,Yes,Not Rated,6,Yes,Yes,No,No,No,No,4/01/2014,IN,12/31/2015,0,075eae87a0b9bc46,0,No,No,0.05,No,0
VEH-3VRA8YYN0UXCJBKEY,Vehicle,3VRA8YYN0UXCJBKEY,1996,BMW,X6,19,Personal,Covered Parking Lot,25000,475000,Hybrid,Automatic,Convertible,White,3.0,4,245,3863,7,Clean,Fair,500,25133,12/8/1996,Used,Owned Outright,Wells Fargo Auto,No,3-Star,2,Yes,No,No,No,Yes,No,11/01/2014,OH,12/31/2015,1,abc33c6a9f83511c,3,No,No,0.21,No,0
VEH-6RGNZUC0FJN23HS5W,Vehicle,6RGNZUC0FJN23HS5W,1999,Volkswagen,Jetta,16,Business,Storage Unit,5000,80000,Electric,Automatic,Convertible,Gray,4.1,8,112,5101,5,Rebuilt,Fair,1248,17386,4/12/1999,Used,Financed,Chase Auto,No,4-Star,2,Yes,No,No,No,No,No,4/01/2014,IN,12/31/2015,0,7bf99edb46c2f03c,2,No,No,0.98,No,0
VEH-9BN1BFRWUF64AL4Z1,Vehicle,9BN1BFRWUF64AL4Z1,2001,Accura,RSX,14,Business,Covered Parking Lot,5000,70000,Hybrid,Automatic,SUV,Green,2.4,4,446,4191,4,Rebuilt,Fair,5482,43030,1/8/2001,Used,Financed,Capital One,No,4-Star,6,Yes,No,No,No,Yes,No,4/01/2014,OH,12/31/2015,0,62e024c83efceff5,4,No,No,0.54,No,0
VEH-J2GWGH6X6D1G5DRFA,Vehicle,J2GWGH6X6D1G5DRFA,2009,Dodge,RAM,6,Business,Private Garage,10000,60000,Hybrid,Automatic,Sedan,Blue,4.6,6,344,4915,8,Clean,Poor,20866,33355,2/21/2009,New,Financed,Capital One,Yes,4-Star,2,Yes,No,No,No,No,No,5/01/2014,IL,12/31/2015,3,a7869f48b19247ff,2,No,No,0.7,No,2
VEH-TE0LEG70JMBPDHTZG,Vehicle,TE0LEG70JMBPDHTZG,2013,Honda,CRV,2,Business,Private Garage,10000,20000,Hybrid,Manual,Hatchback,Red,3.8,4,423,4332,5,Clean,Excellent,28304,35683,3/10/2013,New,Owned Outright,Capital One,No,Not Rated,8,Yes,Yes,Yes,No,No,No,1/01/2014,IL,12/31/2015,3,308277f0709a08bf,0,No,No,0.0,No,0
VEH-MFZ216CREEX4ZTDTX,Vehicle,MFZ216CREEX4ZTDTX,2013,Saab,95,2,Commute,Private Garage,10000,20000,Flex Fuel,Automatic,SUV,Gray,1.9,4,113,4846,8,Salvage,Excellent,28562,41388,11/18/2013,Used,Leased,Capital One,Yes,3-Star,10,Yes,Yes,No,No,No,No,10/01/2014,IL,12/31/2015,3,0bd84a02d745dd43,3,Yes,No,1.0,No,0
VEH-5RPWZ0NTXVPDSXB1M,Vehicle,5RPWZ0NTXVPDSXB1M,2014,Volkswagen,Jetta,1,Rideshare,Covered Parking Lot,15000,15000,Diesel,Automatic,SUV,Gray,1.8,4,210,2888,7,Clean,Excellent,24024,29275,1/25/2014,Used,Owned Outright,Bank of America,No,3-Star,4,Yes,Yes,Yes,No,No,No,2/01/2014,IL,12/31/2015,0,d1e55de52246bbe7,5,No,No,0.42,No,0
VEH-JLD76PL80HR1GH8P8,Vehicle,JLD76PL80HR1GH8P8,2011,Ford,F150,4,Rideshare,Storage Unit,18000,72000,Diesel,Automatic,Hatchback,White,2.8,4,100,2760,4,Clean,Excellent,19605,38280,6/5/2011,Used,Owned Outright,Chase Auto,Yes,5-Star,8,Yes,No,No,No,No,No,5/01/2014,IN,12/31/2015,2,f0e142688cd9c92a,4,No,No,0.09,No,0
VEH-PMYG8ZL4LJ8ELB28D,Vehicle,PMYG8ZL4LJ8ELB28D,2004,Accura,TL,11,Commute,Private Garage,12000,132000,Electric,Automatic,Minivan,Brown,4.3,4,187,2592,2,Clean,Fair,9074,24322,9/19/2004,Certified Pre-Owned,Owned Outright,Bank of America,Yes,5-Star,4,Yes,No,Yes,No,No,No,1/01/2014,IL,12/31/2015,0,5e0933cf0d82be7f,3,No,No,0.29,No,0
VEH-AMGGRY90PDF9SNE3E,Vehicle,AMGGRY90PDF9SNE3E,2006,Saab,95,9,Personal,Covered Parking Lot,25000,225000,Electric,Automatic,SUV,Gray,3.8,6,325,3739,7,Clean,Fair,12626,27253,2/14/2006,New,Leased,Capital One,No,5-Star,8,No,No,No,No,No,No,9/01/2014,IL,12/31/2015,1,2cd170952bf07929,0,No,No,0.81,No,0
VEH-SGSCCCUK0RXDMDSV6,Vehicle,SGSCCCUK0RXDMDSV6,2011,Toyota,Camry,4,Commute,On-Street Parking,25000,100000,Electric,Automatic,Coupe,Blue,1.6,8,425,4010,5,Clean,Excellent,21058,44803,6/17/2011,New,Financed,Chase Auto,No,3-Star,2,Yes,No,Yes,No,No,No,4/01/2014,IN,12/31/2015,3,05aa0c3da021ea23,2,No,No,0.43,No,0
VEH-S710VZ7XNW2XPSFJS,Vehicle,S710VZ7XNW2XPSFJS,2010,Chevrolet,Malibu,5,Pleasure Only,Driveway,15000,75000,Flex Fuel,Manual,Truck,Silver,1.5,4,196,3841,2,Clean,Excellent,18111,28950,4/24/2010,Used,Leased,Wells Fargo Auto,Yes,3-Star,2,Yes,No,No,No,No,No,8/01/2014,IN,12/31/2015,3,8afad007f8506cee,4,No,No,0.25,No,0
