:START_ID,:END_ID,:TYPE,priority,status,ai_score,weight,connection_strength,first_seen_date,last_seen_date,event_time,interaction_count,shared_count
CASE-873859,CLM-873859,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.655,0.4721,0.4074,01/01/2015,08/01/2015,01/01/2015,1,1
CASE-204294,CLM-204294,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.663,0.8389,0.6984,01/01/2015,06/01/2015,01/01/2015,1,1
CASE-467106,CLM-467106,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.827,0.5043,0.4888,05/01/2015,01/01/2015,05/01/2015,1,1
CASE-357713,CLM-357713,INVESTIGATES_CLAIM,P2 - High,Escalated to SIU,0.762,0.6384,0.6142,02/01/2015,03/01/2015,02/01/2015,1,1
CASE-890026,CLM-890026,INVESTIGATES_CLAIM,P2 - High,Pending Evidence,0.817,0.7427,0.6942,06/01/2015,08/01/2015,06/01/2015,1,1
CASE-751612,CLM-751612,INVESTIGATES_CLAIM,P2 - High,Open,0.759,0.3526,0.3257,02/01/2015,02/01/2015,02/01/2015,1,1
CASE-876680,CLM-876680,INVESTIGATES_CLAIM,P2 - High,Open,0.7,0.7577,0.6566,02/01/2015,03/01/2015,02/01/2015,1,1
CASE-756981,CLM-756981,INVESTIGATES_CLAIM,P1 - Critical,Open,0.723,0.6243,0.5538,04/01/2015,07/01/2015,04/01/2015,1,1
CASE-121439,CLM-121439,INVESTIGATES_CLAIM,P2 - High,Escalated to SIU,0.713,0.6257,0.5676,01/01/2015,05/01/2015,01/01/2015,1,1
CASE-411289,CLM-411289,INVESTIGATES_CLAIM,P3 - Medium,Under Review,0.768,0.7396,0.655,04/01/2015,03/01/2015,04/01/2015,1,1
CASE-538466,CLM-538466,INVESTIGATES_CLAIM,P1 - Critical,Open,0.522,0.7993,0.7046,01/01/2015,02/01/2015,01/01/2015,1,1
CASE-932097,CLM-932097,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.874,0.6606,0.5743,08/01/2015,01/01/2015,08/01/2015,1,1
CASE-552618,CLM-552618,INVESTIGATES_CLAIM,P1 - Critical,Open,0.748,0.6067,0.5405,07/01/2015,03/01/2015,07/01/2015,1,1
CASE-936638,CLM-936638,INVESTIGATES_CLAIM,P1 - Critical,Open,0.759,0.7182,0.6047,07/01/2015,04/01/2015,07/01/2015,1,1
CASE-348814,CLM-348814,INVESTIGATES_CLAIM,P2 - High,Open,0.683,0.6613,0.6263,02/01/2015,09/01/2015,02/01/2015,1,1
CASE-944102,CLM-944102,INVESTIGATES_CLAIM,P1 - Critical,Open,0.698,0.416,0.3393,08/01/2015,08/01/2015,08/01/2015,1,1
CASE-689901,CLM-689901,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.694,0.407,0.336,01/01/2015,03/01/2015,01/01/2015,1,1
CASE-901083,CLM-901083,INVESTIGATES_CLAIM,P1 - Critical,Open,0.817,0.4257,0.3466,07/01/2015,09/01/2015,07/01/2015,1,1
CASE-396224,CLM-396224,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.708,0.6488,0.5482,02/01/2015,09/01/2015,02/01/2015,1,1
CASE-682178,CLM-682178,INVESTIGATES_CLAIM,P2 - High,Escalated to SIU,0.768,0.4001,0.3809,07/01/2015,01/01/2015,07/01/2015,1,1
CASE-253005,CLM-253005,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.863,0.6317,0.5938,07/01/2015,08/01/2015,07/01/2015,1,1
CASE-985924,CLM-985924,INVESTIGATES_CLAIM,P3 - Medium,Closed - Cleared,0.659,0.8589,0.7757,09/01/2015,04/01/2015,09/01/2015,1,1
CASE-926665,CLM-926665,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.696,0.6007,0.5234,05/01/2015,07/01/2015,05/01/2015,1,1
CASE-302669,CLM-302669,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.881,0.3154,0.2656,07/01/2015,07/01/2015,07/01/2015,1,1
CASE-439828,CLM-439828,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.679,0.711,0.6793,05/01/2015,05/01/2015,05/01/2015,1,1
CASE-971295,CLM-971295,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.78,0.5823,0.5573,09/01/2015,08/01/2015,09/01/2015,1,1
CASE-165565,CLM-165565,INVESTIGATES_CLAIM,P2 - High,Open,0.95,0.5233,0.4373,03/01/2015,01/01/2015,03/01/2015,1,1
CASE-296960,CLM-296960,INVESTIGATES_CLAIM,P1 - Critical,Open,0.602,0.893,0.7682,01/01/2015,07/01/2015,01/01/2015,1,1
CASE-501692,CLM-501692,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.69,0.7755,0.7347,09/01/2015,06/01/2015,09/01/2015,1,1
CASE-525224,CLM-525224,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.589,0.6188,0.5216,08/01/2015,01/01/2015,08/01/2015,1,1
CASE-355085,CLM-355085,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.548,0.7717,0.7397,03/01/2015,02/01/2015,03/01/2015,1,1
CASE-830729,CLM-830729,INVESTIGATES_CLAIM,P1 - Critical,Open,0.644,0.4722,0.405,09/01/2015,07/01/2015,09/01/2015,1,1
CASE-651948,CLM-651948,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.834,0.5905,0.564,05/01/2015,05/01/2015,05/01/2015,1,1
CASE-424358,CLM-424358,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.658,0.7162,0.6205,09/01/2015,04/01/2015,09/01/2015,1,1
CASE-131478,CLM-131478,INVESTIGATES_CLAIM,P2 - High,Open,0.671,0.5319,0.5089,02/01/2015,04/01/2015,02/01/2015,1,1
CASE-268833,CLM-268833,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.563,0.4946,0.4242,09/01/2015,06/01/2015,09/01/2015,1,1
CASE-287489,CLM-287489,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.647,0.3026,0.2727,02/01/2015,07/01/2015,02/01/2015,1,1
CASE-808153,CLM-808153,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.889,0.386,0.3638,09/01/2015,03/01/2015,09/01/2015,1,1
CASE-687639,CLM-687639,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.791,0.7483,0.6332,07/01/2015,04/01/2015,07/01/2015,1,1
CASE-497347,CLM-497347,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.7,0.5511,0.4877,07/01/2015,06/01/2015,07/01/2015,1,1
CASE-439660,CLM-439660,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.69,0.4231,0.3825,03/01/2015,01/01/2015,03/01/2015,1,1
CASE-847123,CLM-847123,INVESTIGATES_CLAIM,P2 - High,Escalated to SIU,0.773,0.8466,0.7112,04/01/2015,03/01/2015,04/01/2015,1,1
CASE-172307,CLM-172307,INVESTIGATES_CLAIM,P2 - High,Escalated to SIU,0.722,0.367,0.3445,05/01/2015,02/01/2015,05/01/2015,1,1
CASE-810189,CLM-810189,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.526,0.3774,0.3292,05/01/2015,02/01/2015,05/01/2015,1,1
CASE-432068,CLM-432068,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.654,0.404,0.3532,05/01/2015,02/01/2015,05/01/2015,1,1
CASE-903203,CLM-903203,INVESTIGATES_CLAIM,P2 - High,Under Review,0.734,0.8871,0.7605,01/01/2015,09/01/2015,01/01/2015,1,1
CASE-492224,CLM-492224,INVESTIGATES_CLAIM,P2 - High,Under Review,0.805,0.5224,0.4217,06/01/2015,08/01/2015,06/01/2015,1,1
CASE-411477,CLM-411477,INVESTIGATES_CLAIM,P1 - Critical,Open,0.875,0.4552,0.4422,06/01/2015,01/01/2015,06/01/2015,1,1
CASE-107181,CLM-107181,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.74,0.3829,0.3782,08/01/2015,01/01/2015,08/01/2015,1,1
CASE-373935,CLM-373935,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.74,0.5529,0.5185,03/01/2015,01/01/2015,03/01/2015,1,1
CASE-812989,CLM-812989,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.929,0.4835,0.4769,05/01/2015,01/01/2015,05/01/2015,1,1
CASE-993840,CLM-993840,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.86,0.4431,0.3846,08/01/2015,09/01/2015,08/01/2015,1,1
CASE-327856,CLM-327856,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.592,0.7787,0.7732,08/01/2015,03/01/2015,08/01/2015,1,1
CASE-506333,CLM-506333,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.756,0.7386,0.6429,03/01/2015,03/01/2015,03/01/2015,1,1
CASE-263159,CLM-263159,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.813,0.3018,0.271,02/01/2015,03/01/2015,02/01/2015,1,1
CASE-372912,CLM-372912,INVESTIGATES_CLAIM,P2 - High,Under Review,0.6,0.4687,0.4387,04/01/2015,01/01/2015,04/01/2015,1,1
CASE-722747,CLM-722747,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.711,0.8436,0.7232,07/01/2015,06/01/2015,07/01/2015,1,1
CASE-248467,CLM-248467,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.693,0.5219,0.4572,04/01/2015,04/01/2015,04/01/2015,1,1
CASE-955953,CLM-955953,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.768,0.7435,0.7354,07/01/2015,03/01/2015,07/01/2015,1,1
CASE-137675,CLM-137675,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.695,0.6866,0.5522,03/01/2015,03/01/2015,03/01/2015,1,1
CASE-343421,CLM-343421,INVESTIGATES_CLAIM,P1 - Critical,Open,0.754,0.4394,0.4206,01/01/2015,01/01/2015,01/01/2015,1,1
CASE-413192,CLM-413192,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.865,0.4719,0.4675,02/01/2015,09/01/2015,02/01/2015,1,1
CASE-247801,CLM-247801,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.851,0.6421,0.6066,07/01/2015,04/01/2015,07/01/2015,1,1
CASE-171147,CLM-171147,INVESTIGATES_CLAIM,P2 - High,Open,0.79,0.6957,0.6457,01/01/2015,06/01/2015,01/01/2015,1,1
CASE-431283,CLM-431283,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.643,0.5544,0.5332,05/01/2015,07/01/2015,05/01/2015,1,1
CASE-461962,CLM-461962,INVESTIGATES_CLAIM,P1 - Critical,Open,0.731,0.4064,0.3848,05/01/2015,01/01/2015,05/01/2015,1,1
CASE-149467,CLM-149467,INVESTIGATES_CLAIM,P1 - Critical,Open,0.862,0.7848,0.6516,02/01/2015,09/01/2015,02/01/2015,1,1
CASE-758740,CLM-758740,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.68,0.4519,0.4292,08/01/2015,09/01/2015,08/01/2015,1,1
CASE-628337,CLM-628337,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.777,0.563,0.5033,03/01/2015,01/01/2015,03/01/2015,1,1
CASE-574637,CLM-574637,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.714,0.3015,0.2992,04/01/2015,05/01/2015,04/01/2015,1,1
CASE-373600,CLM-373600,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.804,0.888,0.7949,02/01/2015,07/01/2015,02/01/2015,1,1
CASE-930032,CLM-930032,INVESTIGATES_CLAIM,P2 - High,Escalated to SIU,0.756,0.3913,0.3382,01/01/2015,07/01/2015,01/01/2015,1,1
CASE-396590,CLM-396590,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.659,0.7082,0.6928,02/01/2015,02/01/2015,02/01/2015,1,1
CASE-238412,CLM-238412,INVESTIGATES_CLAIM,P1 - Critical,Open,0.861,0.6014,0.4832,08/01/2015,08/01/2015,08/01/2015,1,1
CASE-484321,CLM-484321,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.794,0.5888,0.4765,01/01/2015,02/01/2015,01/01/2015,1,1
CASE-218456,CLM-218456,INVESTIGATES_CLAIM,P2 - High,Under Review,0.661,0.3422,0.336,07/01/2015,01/01/2015,07/01/2015,1,1
CASE-792673,CLM-792673,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.809,0.3294,0.2661,07/01/2015,02/01/2015,07/01/2015,1,1
CASE-662256,CLM-662256,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.73,0.453,0.3817,09/01/2015,05/01/2015,09/01/2015,1,1
CASE-971338,CLM-971338,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.796,0.6154,0.4948,07/01/2015,08/01/2015,07/01/2015,1,1
CASE-714738,CLM-714738,INVESTIGATES_CLAIM,P1 - Critical,Open,0.701,0.8073,0.6748,04/01/2015,09/01/2015,04/01/2015,1,1
CASE-753844,CLM-753844,INVESTIGATES_CLAIM,P1 - Critical,Open,0.754,0.6169,0.5062,08/01/2015,03/01/2015,08/01/2015,1,1
CASE-976645,CLM-976645,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.712,0.7547,0.6249,03/01/2015,05/01/2015,03/01/2015,1,1
CASE-918037,CLM-918037,INVESTIGATES_CLAIM,P1 - Critical,Open,0.671,0.4637,0.4249,02/01/2015,08/01/2015,02/01/2015,1,1
CASE-996253,CLM-996253,INVESTIGATES_CLAIM,P1 - Critical,Open,0.852,0.6774,0.6721,09/01/2015,06/01/2015,09/01/2015,1,1
CASE-373731,CLM-373731,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.838,0.6931,0.5693,06/01/2015,02/01/2015,06/01/2015,1,1
CASE-836272,CLM-836272,INVESTIGATES_CLAIM,P2 - High,Open,0.553,0.4436,0.3634,09/01/2015,02/01/2015,09/01/2015,1,1
CASE-167231,CLM-167231,INVESTIGATES_CLAIM,P2 - High,Pending Evidence,0.706,0.6618,0.6371,04/01/2015,08/01/2015,04/01/2015,1,1
CASE-743330,CLM-743330,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.584,0.5335,0.4904,06/01/2015,04/01/2015,06/01/2015,1,1
CASE-807369,CLM-807369,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.72,0.587,0.496,09/01/2015,01/01/2015,09/01/2015,1,1
CASE-735307,CLM-735307,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.828,0.4468,0.3745,05/01/2015,07/01/2015,05/01/2015,1,1
CASE-789208,CLM-789208,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.729,0.824,0.7507,01/01/2015,07/01/2015,01/01/2015,1,1
CASE-585324,CLM-585324,INVESTIGATES_CLAIM,P3 - Medium,Closed - Fraud Confirmed,0.628,0.7689,0.7552,05/01/2015,06/01/2015,05/01/2015,1,1
CASE-498759,CLM-498759,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.789,0.6838,0.5605,08/01/2015,01/01/2015,08/01/2015,1,1
CASE-795004,CLM-795004,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.751,0.7535,0.7499,01/01/2015,07/01/2015,01/01/2015,1,1
CASE-203250,CLM-203250,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.748,0.6677,0.6591,06/01/2015,09/01/2015,06/01/2015,1,1
CASE-430794,CLM-430794,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.693,0.4218,0.372,08/01/2015,09/01/2015,08/01/2015,1,1
CASE-156636,CLM-156636,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.768,0.6033,0.5105,02/01/2015,09/01/2015,02/01/2015,1,1
CASE-740518,CLM-740518,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.78,0.7347,0.6073,03/01/2015,06/01/2015,03/01/2015,1,1
CASE-445289,CLM-445289,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.574,0.6162,0.5846,07/01/2015,08/01/2015,07/01/2015,1,1
CASE-599262,CLM-599262,INVESTIGATES_CLAIM,P1 - Critical,Open,0.917,0.7914,0.7513,06/01/2015,07/01/2015,06/01/2015,1,1
CASE-357949,CLM-357949,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.738,0.6323,0.5202,07/01/2015,01/01/2015,07/01/2015,1,1
CASE-493161,CLM-493161,INVESTIGATES_CLAIM,P2 - High,Open,0.718,0.4262,0.3635,06/01/2015,03/01/2015,06/01/2015,1,1
CASE-320251,CLM-320251,INVESTIGATES_CLAIM,P1 - Critical,Open,0.783,0.7318,0.6151,07/01/2015,08/01/2015,07/01/2015,1,1
CASE-231127,CLM-231127,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.608,0.5391,0.4825,05/01/2015,04/01/2015,05/01/2015,1,1
CASE-766193,CLM-766193,INVESTIGATES_CLAIM,P1 - Critical,Open,0.866,0.6485,0.5624,02/01/2015,02/01/2015,02/01/2015,1,1
CASE-555374,CLM-555374,INVESTIGATES_CLAIM,P2 - High,Escalated to SIU,0.721,0.6176,0.4986,07/01/2015,07/01/2015,07/01/2015,1,1
CASE-491484,CLM-491484,INVESTIGATES_CLAIM,P2 - High,Pending Evidence,0.776,0.5073,0.4385,06/01/2015,01/01/2015,06/01/2015,1,1
CASE-925128,CLM-925128,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.811,0.3737,0.3613,07/01/2015,04/01/2015,07/01/2015,1,1
CASE-265093,CLM-265093,INVESTIGATES_CLAIM,P1 - Critical,Open,0.699,0.5684,0.4994,07/01/2015,06/01/2015,07/01/2015,1,1
CASE-267808,CLM-267808,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.819,0.6344,0.5765,07/01/2015,01/01/2015,07/01/2015,1,1
CASE-116735,CLM-116735,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.627,0.732,0.6501,08/01/2015,03/01/2015,08/01/2015,1,1
CASE-963680,CLM-963680,INVESTIGATES_CLAIM,P3 - Medium,Open,0.634,0.8801,0.801,02/01/2015,05/01/2015,02/01/2015,1,1
CASE-445694,CLM-445694,INVESTIGATES_CLAIM,P2 - High,Under Review,0.727,0.3615,0.3477,06/01/2015,06/01/2015,06/01/2015,1,1
CASE-215534,CLM-215534,INVESTIGATES_CLAIM,P2 - High,Under Review,0.748,0.8987,0.8566,08/01/2015,01/01/2015,08/01/2015,1,1
CASE-232854,CLM-232854,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.649,0.5092,0.5051,02/01/2015,07/01/2015,02/01/2015,1,1
CASE-168260,CLM-168260,INVESTIGATES_CLAIM,P2 - High,Pending Evidence,0.693,0.7457,0.6978,02/01/2015,04/01/2015,02/01/2015,1,1
CASE-538955,CLM-538955,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.706,0.4497,0.4172,02/01/2015,03/01/2015,02/01/2015,1,1
CASE-243226,CLM-243226,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.766,0.3223,0.3069,03/01/2015,08/01/2015,03/01/2015,1,1
CASE-246435,CLM-246435,INVESTIGATES_CLAIM,P2 - High,Open,0.662,0.785,0.6438,01/01/2015,01/01/2015,01/01/2015,1,1
CASE-345539,CLM-345539,INVESTIGATES_CLAIM,P1 - Critical,Open,0.77,0.681,0.5691,08/01/2015,06/01/2015,08/01/2015,1,1
CASE-924318,CLM-924318,INVESTIGATES_CLAIM,P1 - Critical,Open,0.906,0.8003,0.7261,01/01/2015,03/01/2015,01/01/2015,1,1
CASE-726880,CLM-726880,INVESTIGATES_CLAIM,P2 - High,Under Review,0.797,0.6791,0.5686,02/01/2015,05/01/2015,02/01/2015,1,1
CASE-190588,CLM-190588,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.762,0.4414,0.4331,09/01/2015,02/01/2015,09/01/2015,1,1
CASE-246705,CLM-246705,INVESTIGATES_CLAIM,P3 - Medium,Under Review,0.649,0.6261,0.5893,01/01/2015,07/01/2015,01/01/2015,1,1
CASE-619589,CLM-619589,INVESTIGATES_CLAIM,P3 - Medium,Closed - Fraud Confirmed,0.65,0.5943,0.5222,06/01/2015,05/01/2015,06/01/2015,1,1
CASE-164988,CLM-164988,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.815,0.7397,0.6417,09/01/2015,06/01/2015,09/01/2015,1,1
CASE-729534,CLM-729534,INVESTIGATES_CLAIM,P3 - Medium,Escalated to SIU,0.619,0.5159,0.4946,04/01/2015,07/01/2015,04/01/2015,1,1
CASE-505014,CLM-505014,INVESTIGATES_CLAIM,P1 - Critical,Open,0.726,0.3684,0.3253,06/01/2015,05/01/2015,06/01/2015,1,1
CASE-920826,CLM-920826,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.906,0.6622,0.6199,07/01/2015,07/01/2015,07/01/2015,1,1
CASE-534982,CLM-534982,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.705,0.315,0.2651,08/01/2015,09/01/2015,08/01/2015,1,1
CASE-110408,CLM-110408,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.686,0.8652,0.8163,03/01/2015,07/01/2015,03/01/2015,1,1
CASE-283052,CLM-283052,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.873,0.4534,0.4373,07/01/2015,07/01/2015,07/01/2015,1,1
CASE-382394,CLM-382394,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.919,0.8489,0.7746,03/01/2015,08/01/2015,03/01/2015,1,1
CASE-876699,CLM-876699,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.587,0.5423,0.4543,06/01/2015,07/01/2015,06/01/2015,1,1
CASE-871432,CLM-871432,INVESTIGATES_CLAIM,P1 - Critical,Open,0.788,0.7001,0.565,06/01/2015,05/01/2015,06/01/2015,1,1
CASE-379882,CLM-379882,INVESTIGATES_CLAIM,P1 - Critical,Open,0.768,0.8577,0.8369,03/01/2015,07/01/2015,03/01/2015,1,1
CASE-852002,CLM-852002,INVESTIGATES_CLAIM,P1 - Critical,Open,0.722,0.8575,0.7445,06/01/2015,02/01/2015,06/01/2015,1,1
CASE-372891,CLM-372891,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.775,0.4059,0.3314,08/01/2015,05/01/2015,08/01/2015,1,1
CASE-689034,CLM-689034,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.695,0.8452,0.7531,07/01/2015,03/01/2015,07/01/2015,1,1
CASE-599174,CLM-599174,INVESTIGATES_CLAIM,P2 - High,Escalated to SIU,0.892,0.768,0.6414,02/01/2015,09/01/2015,02/01/2015,1,1
CASE-421092,CLM-421092,INVESTIGATES_CLAIM,P2 - High,Escalated to SIU,0.785,0.7348,0.6912,06/01/2015,05/01/2015,06/01/2015,1,1
CASE-349658,CLM-349658,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.831,0.3345,0.2743,01/01/2015,01/01/2015,01/01/2015,1,1
CASE-811042,CLM-811042,INVESTIGATES_CLAIM,P1 - Critical,Open,0.712,0.5368,0.4609,04/01/2015,01/01/2015,04/01/2015,1,1
CASE-505316,CLM-505316,INVESTIGATES_CLAIM,P1 - Critical,Open,0.701,0.3924,0.3405,04/01/2015,01/01/2015,04/01/2015,1,1
CASE-116645,CLM-116645,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.895,0.7318,0.6519,06/01/2015,01/01/2015,06/01/2015,1,1
CASE-788502,CLM-788502,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.691,0.545,0.5437,09/01/2015,02/01/2015,09/01/2015,1,1
CASE-627486,CLM-627486,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.757,0.6787,0.6189,05/01/2015,04/01/2015,05/01/2015,1,1
CASE-498842,CLM-498842,INVESTIGATES_CLAIM,P1 - Critical,Open,0.735,0.4111,0.3675,09/01/2015,08/01/2015,09/01/2015,1,1
CASE-550294,CLM-550294,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.682,0.3529,0.3274,01/01/2015,05/01/2015,01/01/2015,1,1
CASE-328387,CLM-328387,INVESTIGATES_CLAIM,P3 - Medium,Under Review,0.685,0.3339,0.2779,09/01/2015,04/01/2015,09/01/2015,1,1
CASE-540152,CLM-540152,INVESTIGATES_CLAIM,P2 - High,Open,0.916,0.5425,0.4753,07/01/2015,08/01/2015,07/01/2015,1,1
CASE-385932,CLM-385932,INVESTIGATES_CLAIM,P1 - Critical,Open,0.727,0.5741,0.5603,02/01/2015,09/01/2015,02/01/2015,1,1
CASE-998192,CLM-998192,INVESTIGATES_CLAIM,P1 - Critical,Open,0.68,0.8886,0.8671,09/01/2015,05/01/2015,09/01/2015,1,1
CASE-663938,CLM-663938,INVESTIGATES_CLAIM,P2 - High,Open,0.764,0.7839,0.6788,07/01/2015,08/01/2015,07/01/2015,1,1
CASE-756870,CLM-756870,INVESTIGATES_CLAIM,P2 - High,Escalated to SIU,0.907,0.623,0.5338,09/01/2015,02/01/2015,09/01/2015,1,1
CASE-337158,CLM-337158,INVESTIGATES_CLAIM,P1 - Critical,Open,0.537,0.548,0.5466,04/01/2015,01/01/2015,04/01/2015,1,1
CASE-919875,CLM-919875,INVESTIGATES_CLAIM,P1 - Critical,Open,0.687,0.5659,0.5187,01/01/2015,08/01/2015,01/01/2015,1,1
CASE-315631,CLM-315631,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.702,0.7272,0.5839,05/01/2015,04/01/2015,05/01/2015,1,1
CASE-113464,CLM-113464,INVESTIGATES_CLAIM,P2 - High,Open,0.762,0.7207,0.6648,04/01/2015,09/01/2015,04/01/2015,1,1
CASE-556415,CLM-556415,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.777,0.5893,0.544,05/01/2015,03/01/2015,05/01/2015,1,1
CASE-250249,CLM-250249,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.666,0.6197,0.5495,03/01/2015,04/01/2015,03/01/2015,1,1
CASE-403776,CLM-403776,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.771,0.3406,0.3138,03/01/2015,03/01/2015,03/01/2015,1,1
CASE-396002,CLM-396002,INVESTIGATES_CLAIM,P1 - Critical,Open,0.836,0.6653,0.5427,08/01/2015,03/01/2015,08/01/2015,1,1
CASE-976908,CLM-976908,INVESTIGATES_CLAIM,P1 - Critical,Open,0.715,0.5153,0.4869,09/01/2015,06/01/2015,09/01/2015,1,1
CASE-509489,CLM-509489,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.674,0.6457,0.5182,06/01/2015,09/01/2015,06/01/2015,1,1
CASE-485295,CLM-485295,INVESTIGATES_CLAIM,P2 - High,Open,0.775,0.4589,0.431,04/01/2015,04/01/2015,04/01/2015,1,1
CASE-361829,CLM-361829,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.776,0.5581,0.4952,03/01/2015,04/01/2015,03/01/2015,1,1
CASE-603632,CLM-603632,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.77,0.8698,0.859,02/01/2015,08/01/2015,02/01/2015,1,1
CASE-783494,CLM-783494,INVESTIGATES_CLAIM,P1 - Critical,Open,0.52,0.6445,0.6434,01/01/2015,07/01/2015,01/01/2015,1,1
