:START_ID,:END_ID,:TYPE,repair_cost,repair_days,estimate_submitted,supplement_filed,supplement_amount,oem_parts_used,parts_sourced_from,repair_authorized,customer_satisfaction_score,weight,connection_strength,first_seen_date,last_seen_date,event_time,interaction_count,shared_count
CLM-419954,SHOP-001,REPAIRED_AT,2700.0,13,3500.38,Yes,0.0,No,Aftermarket,Yes,3,0.09,0.081,02/01/2015,05/01/2015,02/01/2015,2,3
CLM-275092,SHOP-003,REPAIRED_AT,4860.0,15,5302.7,No,0.0,Yes,OEM Dealer,Yes,6,0.162,0.1595,09/01/2015,05/01/2015,09/01/2015,3,2
CLM-515698,SHOP-002,REPAIRED_AT,56640.0,23,35059.56,Yes,0.0,No,LKQ,Yes,2,1.0,0.9686,09/01/2015,02/01/2015,09/01/2015,2,1
CLM-132871,SHOP-001,REPAIRED_AT,6400.0,27,7653.02,Yes,0.0,No,Salvage Yard,Yes,4,0.2133,0.1872,04/01/2015,04/01/2015,04/01/2015,1,2
CLM-714929,SHOP-004,REPAIRED_AT,79310.0,30,76714.79,No,0.0,No,Aftermarket,Yes,1,1.0,0.8219,08/01/2015,05/01/2015,08/01/2015,1,2
CLM-297816,SHOP-007,REPAIRED_AT,69840.0,8,48608.86,No,0.0,Yes,OEM Dealer,Yes,3,1.0,0.8216,08/01/2015,03/01/2015,08/01/2015,3,3
CLM-426708,SHOP-005,REPAIRED_AT,4410.0,15,5175.06,No,272.13,No,Salvage Yard,Yes,10,0.147,0.1182,05/01/2015,02/01/2015,05/01/2015,3,1
CLM-615047,SHOP-006,REPAIRED_AT,52640.0,23,64147.45,Yes,0.0,Yes,Salvage Yard,Yes,7,1.0,0.8311,06/01/2015,04/01/2015,06/01/2015,2,3
CLM-771236,SHOP-006,REPAIRED_AT,32640.0,25,38527.51,Yes,0.0,No,LKQ,Yes,7,1.0,0.9,08/01/2015,09/01/2015,08/01/2015,2,1
CLM-235869,SHOP-003,REPAIRED_AT,48000.0,11,44396.62,No,5793.54,No,OEM Dealer,Yes,3,1.0,0.9535,04/01/2015,09/01/2015,04/01/2015,2,1
CLM-931625,SHOP-001,REPAIRED_AT,53190.0,11,58182.41,Yes,0.0,Yes,Aftermarket,Yes,2,1.0,0.8473,02/01/2015,03/01/2015,02/01/2015,2,1
CLM-371635,SHOP-004,REPAIRED_AT,63360.0,3,68988.4,Yes,0.0,Yes,OEM Dealer,Yes,8,1.0,0.9357,05/01/2015,01/01/2015,05/01/2015,2,2
CLM-427199,SHOP-001,REPAIRED_AT,41130.0,2,45256.67,No,0.0,Yes,OEM Dealer,Yes,6,1.0,0.8684,05/01/2015,01/01/2015,05/01/2015,3,1
CLM-261315,SHOP-001,REPAIRED_AT,73400.0,28,61289.3,Yes,0.0,Yes,Salvage Yard,Yes,5,1.0,0.9953,02/01/2015,09/01/2015,02/01/2015,2,1
CLM-582973,SHOP-006,REPAIRED_AT,28500.0,27,22958.57,No,0.0,No,Salvage Yard,Yes,10,0.95,0.9001,06/01/2015,09/01/2015,06/01/2015,1,3
CLM-278091,SHOP-006,REPAIRED_AT,31500.0,11,24311.12,No,0.0,No,OEM Dealer,Yes,5,1.0,0.8869,09/01/2015,04/01/2015,09/01/2015,1,3
CLM-153154,SHOP-002,REPAIRED_AT,54400.0,23,45210.48,No,4424.58,No,LKQ,Yes,4,1.0,0.8579,04/01/2015,01/01/2015,04/01/2015,3,2
CLM-515217,SHOP-003,REPAIRED_AT,71500.0,30,63241.06,No,5532.99,No,LKQ,Yes,7,1.0,0.8972,04/01/2015,08/01/2015,04/01/2015,3,1
CLM-860497,SHOP-007,REPAIRED_AT,67950.0,13,73923.93,No,0.0,No,OEM Dealer,Yes,10,1.0,0.9522,02/01/2015,01/01/2015,02/01/2015,1,2
CLM-351741,SHOP-005,REPAIRED_AT,75500.0,4,71801.8,Yes,0.0,Yes,Salvage Yard,Yes,6,1.0,0.8495,02/01/2015,06/01/2015,02/01/2015,3,2
CLM-403737,SHOP-006,REPAIRED_AT,58960.0,22,43474.68,Yes,0.0,Yes,Aftermarket,Yes,3,1.0,0.8305,08/01/2015,04/01/2015,08/01/2015,2,2
CLM-162004,SHOP-004,REPAIRED_AT,25360.0,25,28250.17,Yes,0.0,Yes,OEM Dealer,Yes,4,0.8453,0.7627,01/01/2015,05/01/2015,01/01/2015,3,2
CLM-740384,SHOP-002,REPAIRED_AT,61900.0,4,54957.67,Yes,0.0,No,Aftermarket,Yes,7,1.0,0.8499,04/01/2015,07/01/2015,04/01/2015,2,3
CLM-876714,SHOP-004,REPAIRED_AT,67100.0,19,60486.81,No,13826.92,Yes,LKQ,Yes,10,1.0,0.9533,01/01/2015,08/01/2015,01/01/2015,2,1
CLM-951543,SHOP-005,REPAIRED_AT,57240.0,16,59693.5,Yes,8182.88,No,Salvage Yard,Yes,9,1.0,0.9728,04/01/2015,09/01/2015,04/01/2015,1,3
CLM-576723,SHOP-006,REPAIRED_AT,29520.0,22,28634.2,Yes,0.0,No,OEM Dealer,Yes,9,0.984,0.9829,08/01/2015,03/01/2015,08/01/2015,2,1
CLM-391003,SHOP-001,REPAIRED_AT,34370.0,14,33992.2,No,0.0,Yes,LKQ,Yes,1,1.0,0.8495,07/01/2015,08/01/2015,07/01/2015,3,2
CLM-225865,SHOP-001,REPAIRED_AT,40320.0,30,34040.57,No,0.0,Yes,OEM Dealer,Yes,8,1.0,0.9641,04/01/2015,05/01/2015,04/01/2015,3,3
CLM-984948,SHOP-004,REPAIRED_AT,70720.0,30,84087.93,No,0.0,No,Aftermarket,Yes,5,1.0,0.8397,08/01/2015,02/01/2015,08/01/2015,2,1
CLM-890328,SHOP-007,REPAIRED_AT,54450.0,18,48450.6,No,0.0,Yes,Salvage Yard,Yes,3,1.0,0.9413,02/01/2015,02/01/2015,02/01/2015,1,1
CLM-803294,SHOP-002,REPAIRED_AT,59800.0,11,63343.7,No,5377.89,No,Salvage Yard,Yes,8,1.0,0.962,06/01/2015,08/01/2015,06/01/2015,2,3
CLM-414913,SHOP-006,REPAIRED_AT,42390.0,10,40561.83,No,0.0,No,Salvage Yard,Yes,9,1.0,0.9402,04/01/2015,07/01/2015,04/01/2015,3,1
CLM-414519,SHOP-007,REPAIRED_AT,50600.0,29,54420.46,No,0.0,Yes,OEM Dealer,Yes,10,1.0,0.9005,09/01/2015,08/01/2015,09/01/2015,1,1
CLM-818413,SHOP-004,REPAIRED_AT,34720.0,20,28864.93,No,5075.19,No,Salvage Yard,Yes,3,1.0,0.8362,09/01/2015,05/01/2015,09/01/2015,2,1
CLM-487356,SHOP-006,REPAIRED_AT,70600.0,5,60932.75,No,8050.4,No,Salvage Yard,Yes,1,1.0,0.9985,06/01/2015,02/01/2015,06/01/2015,3,3
CLM-159768,SHOP-001,REPAIRED_AT,4700.0,6,4232.04,No,0.0,No,Aftermarket,Yes,10,0.1567,0.1439,05/01/2015,03/01/2015,05/01/2015,1,3
CLM-865839,SHOP-001,REPAIRED_AT,2610.0,26,1947.5,No,0.0,No,OEM Dealer,Yes,7,0.087,0.0806,08/01/2015,05/01/2015,08/01/2015,1,2
CLM-406567,SHOP-006,REPAIRED_AT,53440.0,16,51374.25,No,0.0,No,OEM Dealer,Yes,1,1.0,0.8459,03/01/2015,02/01/2015,03/01/2015,2,3
CLM-623032,SHOP-007,REPAIRED_AT,58000.0,13,51655.93,Yes,7247.53,Yes,Aftermarket,Yes,1,1.0,0.8265,09/01/2015,06/01/2015,09/01/2015,1,3
CLM-935442,SHOP-001,REPAIRED_AT,39360.0,18,45241.62,No,5354.56,No,Salvage Yard,Yes,6,1.0,0.8077,02/01/2015,02/01/2015,02/01/2015,1,1
CLM-106873,SHOP-006,REPAIRED_AT,62480.0,20,71456.18,No,0.0,No,Aftermarket,Yes,1,1.0,0.9981,03/01/2015,04/01/2015,03/01/2015,1,3
CLM-563878,SHOP-002,REPAIRED_AT,78390.0,8,67594.9,Yes,0.0,Yes,Salvage Yard,Yes,3,1.0,0.9858,04/01/2015,02/01/2015,04/01/2015,3,3
CLM-620855,SHOP-005,REPAIRED_AT,45800.0,28,42470.49,No,0.0,No,Salvage Yard,Yes,5,1.0,0.8853,06/01/2015,06/01/2015,06/01/2015,2,3
CLM-583169,SHOP-005,REPAIRED_AT,51840.0,15,60567.12,No,0.0,Yes,Salvage Yard,Yes,9,1.0,0.9233,07/01/2015,03/01/2015,07/01/2015,1,1
CLM-337677,SHOP-003,REPAIRED_AT,57600.0,30,62403.59,Yes,0.0,Yes,LKQ,Yes,3,1.0,0.8182,08/01/2015,09/01/2015,08/01/2015,1,3
CLM-445973,SHOP-006,REPAIRED_AT,57860.0,24,42628.8,No,0.0,Yes,Aftermarket,Yes,9,1.0,0.8102,09/01/2015,06/01/2015,09/01/2015,3,2
CLM-156694,SHOP-005,REPAIRED_AT,5280.0,20,4726.55,No,0.0,No,Aftermarket,Yes,1,0.176,0.1551,04/01/2015,05/01/2015,04/01/2015,2,3
CLM-421940,SHOP-002,REPAIRED_AT,49950.0,17,37588.81,No,0.0,Yes,OEM Dealer,Yes,5,1.0,0.8613,07/01/2015,08/01/2015,07/01/2015,3,1
CLM-613226,SHOP-007,REPAIRED_AT,59100.0,13,62166.01,No,0.0,Yes,Aftermarket,Yes,7,1.0,0.9267,04/01/2015,09/01/2015,04/01/2015,2,3
CLM-804410,SHOP-006,REPAIRED_AT,32900.0,13,31701.19,No,0.0,Yes,Aftermarket,Yes,3,1.0,0.8463,02/01/2015,02/01/2015,02/01/2015,2,3
CLM-553565,SHOP-002,REPAIRED_AT,52700.0,11,53538.99,No,0.0,No,Aftermarket,Yes,2,1.0,0.8672,05/01/2015,06/01/2015,05/01/2015,1,1
CLM-399524,SHOP-003,REPAIRED_AT,55350.0,21,65506.81,No,7806.0,Yes,Aftermarket,Yes,2,1.0,0.8958,07/01/2015,01/01/2015,07/01/2015,2,2
CLM-331595,SHOP-001,REPAIRED_AT,59360.0,3,49107.4,No,0.0,No,LKQ,Yes,8,1.0,0.902,03/01/2015,07/01/2015,03/01/2015,3,1
CLM-380067,SHOP-006,REPAIRED_AT,51920.0,21,36810.26,Yes,0.0,Yes,LKQ,Yes,6,1.0,0.9288,05/01/2015,02/01/2015,05/01/2015,2,1
CLM-701521,SHOP-002,REPAIRED_AT,28720.0,23,30026.42,No,0.0,Yes,Salvage Yard,Yes,10,0.9573,0.8241,02/01/2015,09/01/2015,02/01/2015,2,3
CLM-360770,SHOP-006,REPAIRED_AT,46980.0,17,41488.91,Yes,0.0,No,Aftermarket,Yes,1,1.0,0.8538,03/01/2015,06/01/2015,03/01/2015,2,1
CLM-958785,SHOP-002,REPAIRED_AT,71500.0,22,54196.04,No,0.0,Yes,Aftermarket,Yes,5,1.0,0.8561,08/01/2015,04/01/2015,08/01/2015,3,3
CLM-797934,SHOP-001,REPAIRED_AT,60480.0,10,59869.3,No,3650.46,No,LKQ,Yes,3,1.0,0.8702,02/01/2015,09/01/2015,02/01/2015,1,3
CLM-883980,SHOP-001,REPAIRED_AT,51750.0,2,59355.35,No,0.0,Yes,Salvage Yard,Yes,10,1.0,0.8836,02/01/2015,01/01/2015,02/01/2015,3,3
CLM-340614,SHOP-003,REPAIRED_AT,57300.0,17,55717.69,No,0.0,Yes,OEM Dealer,Yes,7,1.0,0.864,04/01/2015,01/01/2015,04/01/2015,3,1
CLM-435784,SHOP-005,REPAIRED_AT,54200.0,3,58778.17,No,10081.61,Yes,OEM Dealer,Yes,10,1.0,0.8095,01/01/2015,04/01/2015,01/01/2015,3,3
CLM-563837,SHOP-006,REPAIRED_AT,62100.0,22,52005.86,No,0.0,Yes,LKQ,Yes,6,1.0,0.8082,08/01/2015,03/01/2015,08/01/2015,3,1
CLM-200827,SHOP-006,REPAIRED_AT,55530.0,15,68276.6,No,0.0,No,Salvage Yard,Yes,5,1.0,0.8104,03/01/2015,07/01/2015,03/01/2015,2,3
CLM-533941,SHOP-007,REPAIRED_AT,62480.0,25,55922.14,No,0.0,Yes,Salvage Yard,Yes,3,1.0,0.949,05/01/2015,04/01/2015,05/01/2015,3,3
CLM-265026,SHOP-005,REPAIRED_AT,56160.0,17,57046.33,No,0.0,No,Aftermarket,Yes,9,1.0,0.8424,01/01/2015,04/01/2015,01/01/2015,3,2
CLM-354481,SHOP-005,REPAIRED_AT,4050.0,22,3269.88,Yes,310.53,Yes,LKQ,Yes,6,0.135,0.1207,08/01/2015,05/01/2015,08/01/2015,3,1
CLM-566720,SHOP-001,REPAIRED_AT,42700.0,7,36973.04,No,0.0,Yes,Salvage Yard,Yes,10,1.0,0.9817,09/01/2015,08/01/2015,09/01/2015,2,2
CLM-832746,SHOP-007,REPAIRED_AT,4960.0,5,4776.63,No,0.0,Yes,Salvage Yard,Yes,4,0.1653,0.1356,08/01/2015,03/01/2015,08/01/2015,1,1
CLM-386690,SHOP-007,REPAIRED_AT,3240.0,2,2988.08,No,0.0,Yes,OEM Dealer,Yes,6,0.108,0.0904,06/01/2015,08/01/2015,06/01/2015,2,2
CLM-979285,SHOP-001,REPAIRED_AT,2520.0,4,3028.14,No,0.0,Yes,Salvage Yard,Yes,10,0.084,0.0831,05/01/2015,03/01/2015,05/01/2015,2,2
CLM-594722,SHOP-003,REPAIRED_AT,48000.0,12,50201.76,No,0.0,No,Aftermarket,Yes,10,1.0,0.8727,02/01/2015,08/01/2015,02/01/2015,2,2
CLM-216738,SHOP-001,REPAIRED_AT,44500.0,20,47152.89,No,4280.59,No,Aftermarket,Yes,6,1.0,0.8609,09/01/2015,05/01/2015,09/01/2015,2,3
CLM-369048,SHOP-003,REPAIRED_AT,62240.0,23,63924.7,No,0.0,No,OEM Dealer,Yes,1,1.0,0.8194,02/01/2015,03/01/2015,02/01/2015,2,2
CLM-514424,SHOP-004,REPAIRED_AT,40880.0,16,36684.71,No,0.0,No,OEM Dealer,Yes,9,1.0,0.8027,06/01/2015,04/01/2015,06/01/2015,1,2
CLM-954191,SHOP-003,REPAIRED_AT,40100.0,22,37982.9,No,5150.81,No,Salvage Yard,Yes,7,1.0,0.9104,07/01/2015,02/01/2015,07/01/2015,1,2
CLM-150181,SHOP-005,REPAIRED_AT,60840.0,12,71111.54,No,0.0,Yes,Salvage Yard,Yes,3,1.0,0.9724,04/01/2015,09/01/2015,04/01/2015,2,2
CLM-388671,SHOP-001,REPAIRED_AT,5440.0,28,4815.88,No,0.0,No,OEM Dealer,Yes,10,0.1813,0.157,03/01/2015,04/01/2015,03/01/2015,2,1
CLM-457244,SHOP-001,REPAIRED_AT,57090.0,29,61866.4,Yes,0.0,Yes,LKQ,Yes,10,1.0,0.9483,07/01/2015,01/01/2015,07/01/2015,1,3
CLM-206667,SHOP-005,REPAIRED_AT,21870.0,24,17370.45,No,0.0,Yes,OEM Dealer,Yes,5,0.729,0.6359,09/01/2015,07/01/2015,09/01/2015,3,2
CLM-745200,SHOP-003,REPAIRED_AT,59580.0,24,53827.68,Yes,0.0,Yes,Salvage Yard,Yes,10,1.0,0.9558,07/01/2015,02/01/2015,07/01/2015,2,1
CLM-412703,SHOP-003,REPAIRED_AT,36400.0,25,31516.32,No,0.0,Yes,OEM Dealer,Yes,8,1.0,0.9058,09/01/2015,08/01/2015,09/01/2015,2,1
CLM-736771,SHOP-005,REPAIRED_AT,48620.0,2,57558.78,No,0.0,Yes,Aftermarket,Yes,1,1.0,0.8743,06/01/2015,09/01/2015,06/01/2015,3,2
CLM-347984,SHOP-001,REPAIRED_AT,40640.0,29,45995.64,No,0.0,No,LKQ,Yes,9,1.0,0.93,01/01/2015,04/01/2015,01/01/2015,1,3
CLM-626074,SHOP-002,REPAIRED_AT,39780.0,30,34766.73,No,8706.05,Yes,Salvage Yard,Yes,2,1.0,0.842,08/01/2015,03/01/2015,08/01/2015,3,3
CLM-218109,SHOP-004,REPAIRED_AT,51480.0,26,59457.95,Yes,0.0,No,LKQ,Yes,8,1.0,0.8768,05/01/2015,01/01/2015,05/01/2015,1,3
CLM-999435,SHOP-001,REPAIRED_AT,44400.0,7,53383.82,No,0.0,Yes,Salvage Yard,Yes,10,1.0,0.9774,06/01/2015,07/01/2015,06/01/2015,2,2
CLM-858060,SHOP-003,REPAIRED_AT,50160.0,24,58918.11,Yes,9916.43,Yes,OEM Dealer,Yes,8,1.0,0.8261,02/01/2015,05/01/2015,02/01/2015,3,1
CLM-500384,SHOP-002,REPAIRED_AT,81990.0,25,78305.15,No,0.0,Yes,Salvage Yard,Yes,5,1.0,0.9485,01/01/2015,07/01/2015,01/01/2015,3,3
CLM-903785,SHOP-001,REPAIRED_AT,43680.0,17,52949.79,No,0.0,Yes,LKQ,Yes,4,1.0,0.8241,07/01/2015,04/01/2015,07/01/2015,2,3
CLM-873859,SHOP-006,REPAIRED_AT,50130.0,30,46251.22,Yes,0.0,No,Salvage Yard,Yes,6,1.0,0.9173,07/01/2015,06/01/2015,07/01/2015,2,3
CLM-204294,SHOP-001,REPAIRED_AT,55520.0,19,60261.48,No,0.0,Yes,OEM Dealer,Yes,5,1.0,0.9824,04/01/2015,08/01/2015,04/01/2015,2,1
CLM-467106,SHOP-001,REPAIRED_AT,51390.0,13,42482.28,No,4802.44,Yes,LKQ,Yes,2,1.0,0.9309,05/01/2015,09/01/2015,05/01/2015,1,1
CLM-357713,SHOP-005,REPAIRED_AT,47390.0,16,40583.94,No,0.0,Yes,Salvage Yard,Yes,8,1.0,0.8381,04/01/2015,03/01/2015,04/01/2015,3,2
CLM-890026,SHOP-006,REPAIRED_AT,38720.0,16,40006.99,No,5103.47,No,LKQ,Yes,8,1.0,0.9409,07/01/2015,05/01/2015,07/01/2015,1,1
CLM-751612,SHOP-004,REPAIRED_AT,45760.0,23,37921.07,No,0.0,Yes,OEM Dealer,Yes,2,1.0,0.9851,03/01/2015,04/01/2015,03/01/2015,3,1
CLM-876680,SHOP-007,REPAIRED_AT,46530.0,19,49984.34,No,0.0,Yes,Aftermarket,Yes,8,1.0,0.815,05/01/2015,05/01/2015,05/01/2015,1,2
CLM-756981,SHOP-005,REPAIRED_AT,54600.0,19,47420.81,No,0.0,Yes,Aftermarket,Yes,7,1.0,0.9093,09/01/2015,08/01/2015,09/01/2015,1,1
CLM-121439,SHOP-006,REPAIRED_AT,42930.0,4,37689.55,No,0.0,Yes,Aftermarket,Yes,3,1.0,0.8686,08/01/2015,08/01/2015,08/01/2015,3,1
CLM-411289,SHOP-001,REPAIRED_AT,4640.0,14,4183.73,No,0.0,Yes,Aftermarket,Yes,9,0.1547,0.1462,09/01/2015,07/01/2015,09/01/2015,3,2
CLM-538466,SHOP-004,REPAIRED_AT,67210.0,23,64475.72,No,6883.37,Yes,OEM Dealer,Yes,6,1.0,0.9979,07/01/2015,06/01/2015,07/01/2015,3,1
CLM-932097,SHOP-007,REPAIRED_AT,59920.0,10,72093.74,No,9139.0,Yes,LKQ,Yes,1,1.0,0.8404,02/01/2015,09/01/2015,02/01/2015,1,3
CLM-463727,SHOP-005,REPAIRED_AT,2610.0,28,2095.91,No,0.0,No,Aftermarket,Yes,6,0.087,0.0821,01/01/2015,08/01/2015,01/01/2015,3,2
CLM-552618,SHOP-004,REPAIRED_AT,64100.0,3,74832.47,No,0.0,Yes,Salvage Yard,Yes,9,1.0,0.8088,04/01/2015,05/01/2015,04/01/2015,3,2
CLM-936638,SHOP-005,REPAIRED_AT,70900.0,27,70447.1,No,0.0,Yes,Aftermarket,Yes,10,1.0,0.8383,02/01/2015,02/01/2015,02/01/2015,3,3
CLM-348814,SHOP-001,REPAIRED_AT,50490.0,18,53481.98,Yes,0.0,Yes,Aftermarket,Yes,1,1.0,0.9101,04/01/2015,04/01/2015,04/01/2015,2,1
CLM-944102,SHOP-007,REPAIRED_AT,36720.0,3,37711.64,No,6638.16,Yes,LKQ,Yes,5,1.0,0.8505,02/01/2015,02/01/2015,02/01/2015,1,1
CLM-689901,SHOP-004,REPAIRED_AT,75300.0,29,68323.81,No,0.0,No,LKQ,Yes,9,1.0,0.9754,01/01/2015,05/01/2015,01/01/2015,2,2
CLM-901083,SHOP-005,REPAIRED_AT,76800.0,7,85422.63,No,0.0,Yes,OEM Dealer,Yes,5,1.0,0.9707,01/01/2015,07/01/2015,01/01/2015,3,1
CLM-396224,SHOP-004,REPAIRED_AT,63840.0,19,64084.69,Yes,0.0,No,Aftermarket,Yes,1,1.0,0.9814,05/01/2015,08/01/2015,05/01/2015,1,1
CLM-682178,SHOP-007,REPAIRED_AT,43380.0,29,42069.17,Yes,0.0,Yes,LKQ,Yes,9,1.0,0.995,04/01/2015,06/01/2015,04/01/2015,1,2
CLM-596298,SHOP-005,REPAIRED_AT,22000.0,9,18584.6,No,3916.57,No,Aftermarket,Yes,2,0.7333,0.7179,02/01/2015,04/01/2015,02/01/2015,3,1
CLM-253005,SHOP-002,REPAIRED_AT,35370.0,17,35892.55,No,0.0,Yes,Salvage Yard,Yes,3,1.0,0.8897,09/01/2015,07/01/2015,09/01/2015,3,2
CLM-985924,SHOP-005,REPAIRED_AT,2900.0,23,2478.72,No,0.0,Yes,OEM Dealer,Yes,6,0.0967,0.0912,02/01/2015,02/01/2015,02/01/2015,2,1
CLM-631565,SHOP-005,REPAIRED_AT,4550.0,11,4868.06,No,0.0,No,OEM Dealer,Yes,1,0.1517,0.149,05/01/2015,03/01/2015,05/01/2015,3,3
CLM-630998,SHOP-003,REPAIRED_AT,6200.0,30,5461.61,Yes,0.0,No,Salvage Yard,Yes,10,0.2067,0.1682,04/01/2015,08/01/2015,04/01/2015,1,3
CLM-926665,SHOP-004,REPAIRED_AT,57900.0,10,52830.77,No,3792.59,Yes,Salvage Yard,Yes,10,1.0,0.8838,07/01/2015,06/01/2015,07/01/2015,2,3
CLM-302669,SHOP-007,REPAIRED_AT,86680.0,8,89263.77,No,0.0,Yes,OEM Dealer,Yes,2,1.0,0.9863,07/01/2015,02/01/2015,07/01/2015,1,3
CLM-620020,SHOP-005,REPAIRED_AT,7020.0,8,6472.26,No,0.0,No,Salvage Yard,Yes,8,0.234,0.2108,07/01/2015,06/01/2015,07/01/2015,3,1
CLM-439828,SHOP-001,REPAIRED_AT,55700.0,21,57796.7,No,0.0,Yes,OEM Dealer,Yes,5,1.0,0.8044,02/01/2015,07/01/2015,02/01/2015,3,1
CLM-971295,SHOP-004,REPAIRED_AT,62510.0,17,55706.96,No,0.0,Yes,LKQ,Yes,3,1.0,0.9198,04/01/2015,03/01/2015,04/01/2015,3,2
CLM-165565,SHOP-007,REPAIRED_AT,44480.0,9,51154.74,Yes,0.0,No,Salvage Yard,Yes,1,1.0,0.9393,05/01/2015,08/01/2015,05/01/2015,2,1
CLM-936543,SHOP-006,REPAIRED_AT,4000.0,20,4841.22,No,0.0,No,OEM Dealer,Yes,1,0.1333,0.1101,08/01/2015,08/01/2015,08/01/2015,3,3
CLM-296960,SHOP-003,REPAIRED_AT,81070.0,9,66646.97,No,11382.51,Yes,OEM Dealer,Yes,6,1.0,0.8091,04/01/2015,07/01/2015,04/01/2015,3,2
CLM-501692,SHOP-007,REPAIRED_AT,62370.0,15,62665.77,No,0.0,No,Salvage Yard,Yes,3,1.0,0.9132,03/01/2015,04/01/2015,03/01/2015,1,2
CLM-525224,SHOP-007,REPAIRED_AT,67600.0,13,44329.41,No,0.0,No,Salvage Yard,Yes,1,1.0,0.9589,04/01/2015,01/01/2015,04/01/2015,1,1
CLM-355085,SHOP-001,REPAIRED_AT,77220.0,30,88292.29,No,3286.13,No,Aftermarket,Yes,9,1.0,0.9388,06/01/2015,05/01/2015,06/01/2015,2,3
CLM-830729,SHOP-003,REPAIRED_AT,54540.0,19,48511.68,No,0.0,Yes,LKQ,Yes,10,1.0,0.9481,05/01/2015,05/01/2015,05/01/2015,2,1
CLM-651948,SHOP-003,REPAIRED_AT,58320.0,25,43791.11,No,0.0,No,Aftermarket,Yes,9,1.0,0.8795,05/01/2015,09/01/2015,05/01/2015,3,3
CLM-424358,SHOP-003,REPAIRED_AT,60800.0,3,65964.71,No,2661.26,Yes,Aftermarket,Yes,7,1.0,0.9369,01/01/2015,04/01/2015,01/01/2015,1,2
CLM-131478,SHOP-006,REPAIRED_AT,52380.0,5,54686.14,No,0.0,No,OEM Dealer,Yes,1,1.0,0.9741,02/01/2015,07/01/2015,02/01/2015,1,3
CLM-268833,SHOP-002,REPAIRED_AT,53840.0,6,61355.51,No,0.0,Yes,OEM Dealer,Yes,8,1.0,0.9943,03/01/2015,01/01/2015,03/01/2015,2,1
CLM-287489,SHOP-005,REPAIRED_AT,60970.0,14,61700.06,No,0.0,Yes,Aftermarket,Yes,9,1.0,0.8331,09/01/2015,09/01/2015,09/01/2015,3,3
CLM-808153,SHOP-005,REPAIRED_AT,50130.0,4,40467.21,No,0.0,Yes,Salvage Yard,Yes,6,1.0,0.9501,08/01/2015,06/01/2015,08/01/2015,1,3
CLM-687639,SHOP-005,REPAIRED_AT,56700.0,3,55828.61,No,0.0,Yes,Salvage Yard,Yes,10,1.0,0.8768,05/01/2015,05/01/2015,05/01/2015,2,2
CLM-497347,SHOP-004,REPAIRED_AT,44460.0,3,56618.72,No,4920.35,No,Salvage Yard,Yes,5,1.0,0.9559,04/01/2015,06/01/2015,04/01/2015,1,1
CLM-439660,SHOP-007,REPAIRED_AT,49040.0,27,49170.49,No,4452.22,No,Salvage Yard,Yes,8,1.0,0.8802,03/01/2015,07/01/2015,03/01/2015,2,3
CLM-847123,SHOP-006,REPAIRED_AT,46800.0,25,48605.76,Yes,0.0,Yes,LKQ,Yes,10,1.0,0.8543,06/01/2015,07/01/2015,06/01/2015,1,2
CLM-172307,SHOP-004,REPAIRED_AT,53280.0,30,60756.69,No,3750.11,No,Aftermarket,Yes,9,1.0,0.8368,02/01/2015,08/01/2015,02/01/2015,1,2
CLM-810189,SHOP-002,REPAIRED_AT,66060.0,6,82005.54,Yes,0.0,No,OEM Dealer,Yes,9,1.0,0.832,03/01/2015,07/01/2015,03/01/2015,1,1
CLM-432068,SHOP-001,REPAIRED_AT,37200.0,12,37789.66,Yes,5272.0,Yes,Salvage Yard,Yes,9,1.0,0.8436,03/01/2015,07/01/2015,03/01/2015,3,3
CLM-903203,SHOP-006,REPAIRED_AT,5760.0,19,4354.87,No,0.0,No,OEM Dealer,Yes,1,0.192,0.1804,06/01/2015,05/01/2015,06/01/2015,2,3
CLM-253085,SHOP-006,REPAIRED_AT,2610.0,25,3083.56,No,0.0,Yes,OEM Dealer,Yes,5,0.087,0.0849,08/01/2015,01/01/2015,08/01/2015,2,3
CLM-180720,SHOP-007,REPAIRED_AT,5310.0,3,6251.93,Yes,0.0,No,Aftermarket,Yes,7,0.177,0.1696,03/01/2015,05/01/2015,03/01/2015,1,2
CLM-492224,SHOP-005,REPAIRED_AT,50960.0,4,49143.47,No,4831.4,Yes,OEM Dealer,Yes,1,1.0,0.8911,01/01/2015,08/01/2015,01/01/2015,3,1
CLM-411477,SHOP-004,REPAIRED_AT,68300.0,8,60094.04,Yes,9323.83,No,LKQ,Yes,2,1.0,0.9416,08/01/2015,04/01/2015,08/01/2015,3,1
CLM-107181,SHOP-002,REPAIRED_AT,64000.0,5,53376.59,Yes,0.0,Yes,Aftermarket,Yes,10,1.0,0.905,07/01/2015,06/01/2015,07/01/2015,2,3
CLM-312940,SHOP-003,REPAIRED_AT,3190.0,14,2736.49,Yes,0.0,Yes,OEM Dealer,Yes,4,0.1063,0.0915,06/01/2015,01/01/2015,06/01/2015,1,2
CLM-855186,SHOP-005,REPAIRED_AT,6660.0,7,5061.69,No,0.0,No,Salvage Yard,Yes,8,0.222,0.1874,01/01/2015,05/01/2015,01/01/2015,1,2
CLM-373935,SHOP-003,REPAIRED_AT,48720.0,22,40876.19,No,0.0,No,Aftermarket,Yes,7,1.0,0.9417,03/01/2015,08/01/2015,03/01/2015,2,1
