:START_ID,:END_ID,:TYPE,engagement_date,case_type,contingency_agreement,litigation_initiated,settlement_reached,settlement_amount,representation_side,weight,connection_strength,first_seen_date,last_seen_date,event_time,interaction_count,shared_count
CLM-890328,LAW-007,REPRESENTED_BY,2/17/2015,Property,Yes,No,No,15957.13,Claimant,0.0798,0.0732,2/17/2015,2/17/2015,2/17/2015,2,1
CLM-803294,LAW-002,REPRESENTED_BY,1/12/2015,Property,Yes,No,Pending,8050.0,Claimant,0.0402,0.0338,1/12/2015,1/12/2015,1/12/2015,1,1
CLM-414913,LAW-006,REPRESENTED_BY,2/1/2015,Property,Yes,No,Pending,0.0,Claimant,0.0,0.0,2/1/2015,2/1/2015,2/1/2015,6,4
CLM-414519,LAW-007,REPRESENTED_BY,2/3/2015,Bodily Injury,No,No,Yes,5641.42,Claimant,0.0282,0.0227,2/3/2015,2/3/2015,2/3/2015,5,4
CLM-818413,LAW-004,REPRESENTED_BY,2/21/2015,Bodily Injury,Yes,No,Pending,0.0,Claimant,0.0,0.0,2/21/2015,2/21/2015,2/21/2015,9,3
CLM-487356,LAW-006,REPRESENTED_BY,1/9/2015,Bodily Injury,Yes,No,No,7612.51,Claimant,0.0381,0.0362,1/9/2015,1/9/2015,1/9/2015,6,4
CLM-159768,LAW-001,REPRESENTED_BY,2/16/2015,Bodily Injury,Yes,No,Yes,1198.6,Claimant,0.006,0.0051,2/16/2015,2/16/2015,2/16/2015,2,2
CLM-865839,LAW-001,REPRESENTED_BY,2/4/2015,Bodily Injury,No,No,No,612.52,Claimant,0.0031,0.0028,2/4/2015,2/4/2015,2/4/2015,1,4
CLM-406567,LAW-006,REPRESENTED_BY,2/24/2015,Property,Yes,No,Yes,0.0,Claimant,0.0,0.0,2/24/2015,2/24/2015,2/24/2015,2,1
CLM-623032,LAW-007,REPRESENTED_BY,2/1/2015,Property,Yes,No,Pending,0.0,Claimant,0.0,0.0,2/1/2015,2/1/2015,2/1/2015,8,1
CLM-935442,LAW-001,REPRESENTED_BY,2/5/2015,Bodily Injury,Yes,No,Pending,7023.7,Claimant,0.0351,0.0336,2/5/2015,2/5/2015,2/5/2015,5,3
CLM-106873,LAW-006,REPRESENTED_BY,1/7/2015,Bodily Injury,Yes,No,Pending,0.0,Claimant,0.0,0.0,1/7/2015,1/7/2015,1/7/2015,10,1
CLM-563878,LAW-002,REPRESENTED_BY,2/6/2015,Bodily Injury,No,Yes,No,11866.67,Claimant,0.0593,0.0534,2/6/2015,2/6/2015,2/6/2015,1,2
CLM-620855,LAW-005,REPRESENTED_BY,1/21/2015,Bodily Injury,Yes,No,Yes,3916.64,Claimant,0.0196,0.0159,1/21/2015,1/21/2015,1/21/2015,8,3
CLM-583169,LAW-005,REPRESENTED_BY,3/1/2015,Bodily Injury,Yes,No,No,0.0,Claimant,0.0,0.0,3/1/2015,3/1/2015,3/1/2015,6,4
CLM-337677,LAW-003,REPRESENTED_BY,2/24/2015,Bodily Injury,Yes,No,Pending,10618.6,Claimant,0.0531,0.0506,2/24/2015,2/24/2015,2/24/2015,4,4
CLM-445973,LAW-006,REPRESENTED_BY,2/2/2015,Bodily Injury,Yes,No,No,0.0,Claimant,0.0,0.0,2/2/2015,2/2/2015,2/2/2015,10,4
CLM-421940,LAW-002,REPRESENTED_BY,1/9/2015,Bodily Injury,Yes,No,No,0.0,Claimant,0.0,0.0,1/9/2015,1/9/2015,1/9/2015,10,1
CLM-613226,LAW-007,REPRESENTED_BY,2/23/2015,Property,Yes,No,Yes,0.0,Claimant,0.0,0.0,2/23/2015,2/23/2015,2/23/2015,9,1
CLM-804410,LAW-006,REPRESENTED_BY,1/28/2015,Bodily Injury,Yes,Yes,Yes,8589.53,Claimant,0.0429,0.0358,1/28/2015,1/28/2015,1/28/2015,10,5
CLM-553565,LAW-002,REPRESENTED_BY,1/14/2015,Bodily Injury,No,No,Yes,11279.06,Claimant,0.0564,0.0536,1/14/2015,1/14/2015,1/14/2015,4,2
CLM-399524,LAW-003,REPRESENTED_BY,2/3/2015,Bodily Injury,No,No,Pending,10933.61,Claimant,0.0547,0.0438,2/3/2015,2/3/2015,2/3/2015,6,4
CLM-331595,LAW-001,REPRESENTED_BY,2/17/2015,Bodily Injury,Yes,Yes,No,18431.28,Claimant,0.0922,0.0871,2/17/2015,2/17/2015,2/17/2015,5,2
CLM-380067,LAW-006,REPRESENTED_BY,1/30/2015,Bodily Injury,Yes,No,No,0.0,Claimant,0.0,0.0,1/30/2015,1/30/2015,1/30/2015,5,4
CLM-701521,LAW-002,REPRESENTED_BY,2/3/2015,Bodily Injury,Yes,Yes,Yes,8114.21,Claimant,0.0406,0.04,2/3/2015,2/3/2015,2/3/2015,10,3
CLM-360770,LAW-006,REPRESENTED_BY,2/3/2015,Bodily Injury,Yes,No,Yes,6769.54,Claimant,0.0338,0.0328,2/3/2015,2/3/2015,2/3/2015,3,2
CLM-958785,LAW-002,REPRESENTED_BY,1/31/2015,Property,Yes,No,Yes,9736.64,Claimant,0.0487,0.0436,1/31/2015,1/31/2015,1/31/2015,7,2
CLM-797934,LAW-001,REPRESENTED_BY,2/6/2015,Property,No,No,Yes,0.0,Claimant,0.0,0.0,2/6/2015,2/6/2015,2/6/2015,9,1
CLM-883980,LAW-001,REPRESENTED_BY,2/6/2015,Property,Yes,Yes,No,16392.22,Claimant,0.082,0.0686,2/6/2015,2/6/2015,2/6/2015,4,5
CLM-340614,LAW-003,REPRESENTED_BY,1/29/2015,Bodily Injury,Yes,No,Yes,0.0,Claimant,0.0,0.0,1/29/2015,1/29/2015,1/29/2015,2,1
CLM-435784,LAW-005,REPRESENTED_BY,1/7/2015,Property,No,No,Pending,16164.71,Claimant,0.0808,0.0664,1/7/2015,1/7/2015,1/7/2015,6,2
CLM-563837,LAW-006,REPRESENTED_BY,1/20/2015,Bodily Injury,Yes,No,Pending,17214.89,Claimant,0.0861,0.0833,1/20/2015,1/20/2015,1/20/2015,9,3
CLM-200827,LAW-006,REPRESENTED_BY,2/28/2015,Bodily Injury,No,No,No,5595.07,Claimant,0.028,0.0279,2/28/2015,2/28/2015,2/28/2015,10,1
CLM-533941,LAW-007,REPRESENTED_BY,2/4/2015,Bodily Injury,Yes,No,Yes,0.0,Claimant,0.0,0.0,2/4/2015,2/4/2015,2/4/2015,4,5
CLM-265026,LAW-005,REPRESENTED_BY,1/12/2015,Bodily Injury,Yes,No,Yes,0.0,Claimant,0.0,0.0,1/12/2015,1/12/2015,1/12/2015,6,4
CLM-566720,LAW-001,REPRESENTED_BY,1/8/2015,Property,Yes,No,No,0.0,Claimant,0.0,0.0,1/8/2015,1/8/2015,1/8/2015,8,2
CLM-832746,LAW-007,REPRESENTED_BY,1/25/2015,Bodily Injury,No,No,Yes,680.02,Claimant,0.0034,0.0032,1/25/2015,1/25/2015,1/25/2015,2,1
CLM-979285,LAW-001,REPRESENTED_BY,2/3/2015,Bodily Injury,Yes,No,Yes,398.83,Claimant,0.002,0.0017,2/3/2015,2/3/2015,2/3/2015,3,1
CLM-594722,LAW-003,REPRESENTED_BY,1/31/2015,Bodily Injury,Yes,No,No,6938.09,Claimant,0.0347,0.031,1/31/2015,1/31/2015,1/31/2015,7,3
CLM-216738,LAW-001,REPRESENTED_BY,2/1/2015,Property,No,No,No,0.0,Claimant,0.0,0.0,2/1/2015,2/1/2015,2/1/2015,7,2
CLM-369048,LAW-003,REPRESENTED_BY,2/21/2015,Property,No,No,Yes,0.0,Claimant,0.0,0.0,2/21/2015,2/21/2015,2/21/2015,2,4
CLM-514424,LAW-004,REPRESENTED_BY,1/30/2015,Bodily Injury,No,No,No,13840.42,Claimant,0.0692,0.0604,1/30/2015,1/30/2015,1/30/2015,2,3
CLM-954191,LAW-003,REPRESENTED_BY,1/31/2015,Bodily Injury,Yes,No,Pending,0.0,Claimant,0.0,0.0,1/31/2015,1/31/2015,1/31/2015,1,2
CLM-150181,LAW-005,REPRESENTED_BY,1/13/2015,Bodily Injury,Yes,No,No,12920.61,Claimant,0.0646,0.061,1/13/2015,1/13/2015,1/13/2015,7,2
CLM-388671,LAW-001,REPRESENTED_BY,2/16/2015,Bodily Injury,No,No,No,950.73,Claimant,0.0048,0.0039,2/16/2015,2/16/2015,2/16/2015,3,1
CLM-457244,LAW-001,REPRESENTED_BY,2/4/2015,Property,Yes,No,No,5263.48,Claimant,0.0263,0.0236,2/4/2015,2/4/2015,2/4/2015,8,5
CLM-206667,LAW-005,REPRESENTED_BY,2/7/2015,Bodily Injury,Yes,No,Yes,4224.29,Claimant,0.0211,0.0185,2/7/2015,2/7/2015,2/7/2015,4,2
CLM-745200,LAW-003,REPRESENTED_BY,1/16/2015,Bodily Injury,No,No,Yes,0.0,Claimant,0.0,0.0,1/16/2015,1/16/2015,1/16/2015,8,4
CLM-412703,LAW-003,REPRESENTED_BY,2/28/2015,Bodily Injury,Yes,No,Pending,0.0,Claimant,0.0,0.0,2/28/2015,2/28/2015,2/28/2015,2,1
CLM-736771,LAW-005,REPRESENTED_BY,2/8/2015,Bodily Injury,Yes,No,Pending,6177.24,Claimant,0.0309,0.029,2/8/2015,2/8/2015,2/8/2015,6,5
CLM-347984,LAW-001,REPRESENTED_BY,1/2/2015,Bodily Injury,Yes,Yes,No,13540.9,Claimant,0.0677,0.0655,1/2/2015,1/2/2015,1/2/2015,9,1
CLM-626074,LAW-002,REPRESENTED_BY,1/13/2015,Bodily Injury,Yes,No,Yes,4506.2,Claimant,0.0225,0.019,1/13/2015,1/13/2015,1/13/2015,7,4
CLM-218109,LAW-004,REPRESENTED_BY,1/7/2015,Bodily Injury,No,No,Yes,12741.03,Claimant,0.0637,0.0561,1/7/2015,1/7/2015,1/7/2015,10,3
CLM-999435,LAW-001,REPRESENTED_BY,1/5/2015,Property,Yes,No,No,0.0,Claimant,0.0,0.0,1/5/2015,1/5/2015,1/5/2015,9,4
CLM-858060,LAW-003,REPRESENTED_BY,2/28/2015,Property,No,No,Yes,6310.6,Claimant,0.0316,0.028,2/28/2015,2/28/2015,2/28/2015,9,1
CLM-500384,LAW-002,REPRESENTED_BY,1/4/2015,Bodily Injury,No,No,Pending,24091.22,Claimant,0.1205,0.117,1/4/2015,1/4/2015,1/4/2015,7,5
CLM-903785,LAW-001,REPRESENTED_BY,2/2/2015,Bodily Injury,Yes,No,No,0.0,Claimant,0.0,0.0,2/2/2015,2/2/2015,2/2/2015,5,1
CLM-873859,LAW-006,REPRESENTED_BY,2/23/2015,Property,Yes,No,Yes,17404.94,Claimant,0.087,0.0836,2/23/2015,2/23/2015,2/23/2015,10,1
CLM-204294,LAW-001,REPRESENTED_BY,2/10/2015,Bodily Injury,No,Yes,Yes,0.0,Claimant,0.0,0.0,2/10/2015,2/10/2015,2/10/2015,8,4
CLM-467106,LAW-001,REPRESENTED_BY,2/16/2015,Property,Yes,No,Pending,13254.05,Claimant,0.0663,0.0579,2/16/2015,2/16/2015,2/16/2015,7,2
CLM-357713,LAW-005,REPRESENTED_BY,1/4/2015,Bodily Injury,No,No,Pending,0.0,Claimant,0.0,0.0,1/4/2015,1/4/2015,1/4/2015,8,2
CLM-890026,LAW-006,REPRESENTED_BY,1/30/2015,Property,Yes,Yes,Pending,0.0,Claimant,0.0,0.0,1/30/2015,1/30/2015,1/30/2015,8,3
CLM-751612,LAW-004,REPRESENTED_BY,1/25/2015,Property,No,No,Yes,7875.85,Claimant,0.0394,0.0368,1/25/2015,1/25/2015,1/25/2015,7,2
CLM-876680,LAW-007,REPRESENTED_BY,1/22/2015,Bodily Injury,Yes,No,Pending,7073.76,Claimant,0.0354,0.0311,1/22/2015,1/22/2015,1/22/2015,3,2
CLM-756981,LAW-005,REPRESENTED_BY,1/1/2015,Bodily Injury,Yes,No,Yes,12802.87,Claimant,0.064,0.0579,1/1/2015,1/1/2015,1/1/2015,3,1
CLM-121439,LAW-006,REPRESENTED_BY,2/14/2015,Bodily Injury,Yes,Yes,Yes,7095.22,Claimant,0.0355,0.0332,2/14/2015,2/14/2015,2/14/2015,9,1
CLM-411289,LAW-001,REPRESENTED_BY,1/15/2015,Bodily Injury,Yes,Yes,Pending,0.0,Claimant,0.0,0.0,1/15/2015,1/15/2015,1/15/2015,3,4
CLM-538466,LAW-004,REPRESENTED_BY,1/6/2015,Bodily Injury,Yes,No,Yes,7219.36,Claimant,0.0361,0.0317,1/6/2015,1/6/2015,1/6/2015,8,1
CLM-932097,LAW-007,REPRESENTED_BY,2/8/2015,Property,Yes,No,Pending,0.0,Claimant,0.0,0.0,2/8/2015,2/8/2015,2/8/2015,8,1
CLM-552618,LAW-004,REPRESENTED_BY,1/21/2015,Bodily Injury,Yes,No,Pending,13823.77,Claimant,0.0691,0.0688,1/21/2015,1/21/2015,1/21/2015,3,3
CLM-936638,LAW-005,REPRESENTED_BY,2/9/2015,Bodily Injury,Yes,No,Yes,0.0,Claimant,0.0,0.0,2/9/2015,2/9/2015,2/9/2015,9,2
CLM-348814,LAW-001,REPRESENTED_BY,2/12/2015,Bodily Injury,Yes,No,No,9186.24,Claimant,0.0459,0.0449,2/12/2015,2/12/2015,2/12/2015,9,1
CLM-944102,LAW-007,REPRESENTED_BY,2/24/2015,Bodily Injury,Yes,No,No,0.0,Claimant,0.0,0.0,2/24/2015,2/24/2015,2/24/2015,2,2
CLM-689901,LAW-004,REPRESENTED_BY,2/2/2015,Property,Yes,No,Yes,0.0,Claimant,0.0,0.0,2/2/2015,2/2/2015,2/2/2015,4,1
CLM-901083,LAW-005,REPRESENTED_BY,2/14/2015,Bodily Injury,Yes,No,No,0.0,Claimant,0.0,0.0,2/14/2015,2/14/2015,2/14/2015,8,2
CLM-396224,LAW-004,REPRESENTED_BY,2/15/2015,Bodily Injury,No,No,No,15493.15,Claimant,0.0775,0.0651,2/15/2015,2/15/2015,2/15/2015,8,2
CLM-682178,LAW-007,REPRESENTED_BY,2/28/2015,Property,No,No,Yes,7987.12,Claimant,0.0399,0.0387,2/28/2015,2/28/2015,2/28/2015,1,1
CLM-596298,LAW-005,REPRESENTED_BY,1/18/2015,Property,Yes,No,Pending,2908.02,Claimant,0.0145,0.0128,1/18/2015,1/18/2015,1/18/2015,3,4
CLM-253005,LAW-002,REPRESENTED_BY,1/6/2015,Bodily Injury,Yes,Yes,Pending,0.0,Claimant,0.0,0.0,1/6/2015,1/6/2015,1/6/2015,9,5
CLM-985924,LAW-005,REPRESENTED_BY,1/19/2015,Bodily Injury,Yes,No,Pending,259.95,Claimant,0.0013,0.0012,1/19/2015,1/19/2015,1/19/2015,6,1
CLM-630998,LAW-003,REPRESENTED_BY,2/12/2015,Bodily Injury,Yes,No,No,614.08,Claimant,0.0031,0.0028,2/12/2015,2/12/2015,2/12/2015,2,3
CLM-926665,LAW-004,REPRESENTED_BY,2/11/2015,Bodily Injury,Yes,No,No,0.0,Claimant,0.0,0.0,2/11/2015,2/11/2015,2/11/2015,10,3
CLM-302669,LAW-007,REPRESENTED_BY,2/21/2015,Bodily Injury,Yes,Yes,Yes,0.0,Claimant,0.0,0.0,2/21/2015,2/21/2015,2/21/2015,7,5
CLM-620020,LAW-005,REPRESENTED_BY,1/2/2015,Bodily Injury,Yes,Yes,No,0.0,Claimant,0.0,0.0,1/2/2015,1/2/2015,1/2/2015,2,2
CLM-439828,LAW-001,REPRESENTED_BY,1/11/2015,Bodily Injury,Yes,No,Yes,0.0,Claimant,0.0,0.0,1/11/2015,1/11/2015,1/11/2015,2,5
CLM-971295,LAW-004,REPRESENTED_BY,2/23/2015,Property,Yes,No,No,10737.73,Claimant,0.0537,0.0516,2/23/2015,2/23/2015,2/23/2015,6,2
CLM-165565,LAW-007,REPRESENTED_BY,1/28/2015,Bodily Injury,Yes,No,Yes,12796.97,Claimant,0.064,0.0633,1/28/2015,1/28/2015,1/28/2015,10,5
CLM-936543,LAW-006,REPRESENTED_BY,2/1/2015,Bodily Injury,Yes,No,No,1457.48,Claimant,0.0073,0.0064,2/1/2015,2/1/2015,2/1/2015,5,4
CLM-296960,LAW-003,REPRESENTED_BY,2/24/2015,Bodily Injury,No,Yes,Yes,21572.65,Claimant,0.1079,0.1007,2/24/2015,2/24/2015,2/24/2015,1,4
CLM-501692,LAW-007,REPRESENTED_BY,1/20/2015,Bodily Injury,Yes,Yes,Pending,0.0,Claimant,0.0,0.0,1/20/2015,1/20/2015,1/20/2015,9,1
CLM-525224,LAW-007,REPRESENTED_BY,1/14/2015,Bodily Injury,Yes,No,No,0.0,Claimant,0.0,0.0,1/14/2015,1/14/2015,1/14/2015,3,2
CLM-355085,LAW-001,REPRESENTED_BY,2/5/2015,Property,No,No,No,0.0,Claimant,0.0,0.0,2/5/2015,2/5/2015,2/5/2015,2,2
CLM-830729,LAW-003,REPRESENTED_BY,1/11/2015,Property,No,No,Yes,0.0,Claimant,0.0,0.0,1/11/2015,1/11/2015,1/11/2015,6,1
CLM-651948,LAW-003,REPRESENTED_BY,1/2/2015,Property,No,No,No,0.0,Claimant,0.0,0.0,1/2/2015,1/2/2015,1/2/2015,5,3
CLM-424358,LAW-003,REPRESENTED_BY,2/12/2015,Property,Yes,No,Yes,8294.22,Claimant,0.0415,0.0342,2/12/2015,2/12/2015,2/12/2015,6,3
CLM-131478,LAW-006,REPRESENTED_BY,1/3/2015,Property,No,No,No,7198.15,Claimant,0.036,0.0323,1/3/2015,1/3/2015,1/3/2015,5,2
CLM-268833,LAW-002,REPRESENTED_BY,2/25/2015,Bodily Injury,Yes,No,Yes,10091.74,Claimant,0.0505,0.0427,2/25/2015,2/25/2015,2/25/2015,5,1
CLM-287489,LAW-005,REPRESENTED_BY,1/19/2015,Property,Yes,No,Yes,9983.38,Claimant,0.0499,0.0493,1/19/2015,1/19/2015,1/19/2015,8,4
CLM-808153,LAW-005,REPRESENTED_BY,1/3/2015,Bodily Injury,Yes,Yes,No,0.0,Claimant,0.0,0.0,1/3/2015,1/3/2015,1/3/2015,1,3
CLM-687639,LAW-005,REPRESENTED_BY,2/12/2015,Bodily Injury,Yes,No,No,5437.32,Claimant,0.0272,0.0258,2/12/2015,2/12/2015,2/12/2015,3,1
CLM-497347,LAW-004,REPRESENTED_BY,2/24/2015,Property,Yes,No,Pending,14684.93,Claimant,0.0734,0.0709,2/24/2015,2/24/2015,2/24/2015,3,4
CLM-439660,LAW-007,REPRESENTED_BY,2/25/2015,Bodily Injury,Yes,No,No,0.0,Claimant,0.0,0.0,2/25/2015,2/25/2015,2/25/2015,10,2
CLM-847123,LAW-006,REPRESENTED_BY,2/17/2015,Bodily Injury,No,No,Yes,15384.53,Claimant,0.0769,0.0619,2/17/2015,2/17/2015,2/17/2015,7,4
CLM-172307,LAW-004,REPRESENTED_BY,2/9/2015,Property,Yes,No,Yes,7563.9,Claimant,0.0378,0.0316,2/9/2015,2/9/2015,2/9/2015,1,2
CLM-810189,LAW-002,REPRESENTED_BY,2/15/2015,Bodily Injury,No,No,Yes,6696.56,Claimant,0.0335,0.0309,2/15/2015,2/15/2015,2/15/2015,5,1
CLM-432068,LAW-001,REPRESENTED_BY,2/25/2015,Bodily Injury,Yes,No,Pending,0.0,Claimant,0.0,0.0,2/25/2015,2/25/2015,2/25/2015,5,3
CLM-903203,LAW-006,REPRESENTED_BY,2/5/2015,Bodily Injury,No,Yes,No,0.0,Claimant,0.0,0.0,2/5/2015,2/5/2015,2/5/2015,4,5
CLM-253085,LAW-006,REPRESENTED_BY,1/12/2015,Bodily Injury,Yes,No,No,693.07,Claimant,0.0035,0.0032,1/12/2015,1/12/2015,1/12/2015,3,3
CLM-180720,LAW-007,REPRESENTED_BY,1/1/2015,Bodily Injury,Yes,No,Yes,0.0,Claimant,0.0,0.0,1/1/2015,1/1/2015,1/1/2015,8,1
CLM-492224,LAW-005,REPRESENTED_BY,2/19/2015,Property,No,Yes,Yes,6594.53,Claimant,0.033,0.0308,2/19/2015,2/19/2015,2/19/2015,1,1
CLM-411477,LAW-004,REPRESENTED_BY,1/14/2015,Property,No,No,Pending,19837.37,Claimant,0.0992,0.0897,1/14/2015,1/14/2015,1/14/2015,2,2
CLM-107181,LAW-002,REPRESENTED_BY,1/30/2015,Property,Yes,No,Yes,7855.44,Claimant,0.0393,0.0353,1/30/2015,1/30/2015,1/30/2015,9,4
CLM-312940,LAW-003,REPRESENTED_BY,1/20/2015,Bodily Injury,No,Yes,Yes,0.0,Claimant,0.0,0.0,1/20/2015,1/20/2015,1/20/2015,6,3
CLM-373935,LAW-003,REPRESENTED_BY,1/7/2015,Bodily Injury,No,No,Yes,5071.99,Claimant,0.0254,0.0218,1/7/2015,1/7/2015,1/7/2015,2,5
CLM-812989,LAW-006,REPRESENTED_BY,1/16/2015,Bodily Injury,Yes,No,No,5933.6,Claimant,0.0297,0.0267,1/16/2015,1/16/2015,1/16/2015,1,4
CLM-993840,LAW-003,REPRESENTED_BY,1/15/2015,Bodily Injury,Yes,No,No,0.0,Claimant,0.0,0.0,1/15/2015,1/15/2015,1/15/2015,7,1
CLM-327856,LAW-005,REPRESENTED_BY,2/1/2015,Bodily Injury,Yes,Yes,Pending,15694.51,Claimant,0.0785,0.0713,2/1/2015,2/1/2015,2/1/2015,8,5
CLM-506333,LAW-004,REPRESENTED_BY,1/6/2015,Property,Yes,No,Yes,9316.55,Claimant,0.0466,0.0448,1/6/2015,1/6/2015,1/6/2015,10,5
CLM-263159,LAW-002,REPRESENTED_BY,2/2/2015,Property,Yes,No,Yes,7399.21,Claimant,0.037,0.0336,2/2/2015,2/2/2015,2/2/2015,5,2
CLM-372912,LAW-006,REPRESENTED_BY,2/25/2015,Bodily Injury,Yes,No,No,18779.31,Claimant,0.0939,0.0755,2/25/2015,2/25/2015,2/25/2015,10,3
CLM-552788,LAW-003,REPRESENTED_BY,2/10/2015,Bodily Injury,Yes,No,Yes,805.07,Claimant,0.004,0.0038,2/10/2015,2/10/2015,2/10/2015,8,1
CLM-722747,LAW-001,REPRESENTED_BY,2/22/2015,Bodily Injury,Yes,Yes,Yes,9995.25,Claimant,0.05,0.0499,2/22/2015,2/22/2015,2/22/2015,6,5
CLM-248467,LAW-002,REPRESENTED_BY,1/31/2015,Bodily Injury,Yes,No,Yes,5809.36,Claimant,0.029,0.0283,1/31/2015,1/31/2015,1/31/2015,7,3
CLM-955953,LAW-004,REPRESENTED_BY,2/12/2015,Bodily Injury,Yes,No,Yes,0.0,Claimant,0.0,0.0,2/12/2015,2/12/2015,2/12/2015,8,4
CLM-137675,LAW-006,REPRESENTED_BY,1/1/2015,Bodily Injury,Yes,No,No,17111.51,Claimant,0.0856,0.0762,1/1/2015,1/1/2015,1/1/2015,10,2
CLM-343421,LAW-003,REPRESENTED_BY,1/7/2015,Property,Yes,No,Yes,0.0,Claimant,0.0,0.0,1/7/2015,1/7/2015,1/7/2015,3,3
CLM-413192,LAW-006,REPRESENTED_BY,2/21/2015,Bodily Injury,No,No,Yes,18220.04,Claimant,0.0911,0.0809,2/21/2015,2/21/2015,2/21/2015,3,2
CLM-247801,LAW-005,REPRESENTED_BY,2/14/2015,Bodily Injury,Yes,No,Yes,7018.59,Claimant,0.0351,0.0283,2/14/2015,2/14/2015,2/14/2015,9,3
CLM-171147,LAW-007,REPRESENTED_BY,2/16/2015,Property,Yes,No,Yes,11719.07,Claimant,0.0586,0.049,2/16/2015,2/16/2015,2/16/2015,8,4
CLM-431283,LAW-001,REPRESENTED_BY,2/4/2015,Bodily Injury,Yes,No,Yes,8841.18,Claimant,0.0442,0.0412,2/4/2015,2/4/2015,2/4/2015,8,1
CLM-461962,LAW-007,REPRESENTED_BY,1/22/2015,Bodily Injury,Yes,No,Yes,0.0,Claimant,0.0,0.0,1/22/2015,1/22/2015,1/22/2015,8,3
CLM-149467,LAW-005,REPRESENTED_BY,2/15/2015,Bodily Injury,Yes,No,Yes,0.0,Claimant,0.0,0.0,2/15/2015,2/15/2015,2/15/2015,3,1
CLM-758740,LAW-001,REPRESENTED_BY,1/7/2015,Bodily Injury,Yes,No,Pending,0.0,Claimant,0.0,0.0,1/7/2015,1/7/2015,1/7/2015,6,5
CLM-628337,LAW-007,REPRESENTED_BY,2/23/2015,Property,No,No,Pending,13459.05,Claimant,0.0673,0.0596,2/23/2015,2/23/2015,2/23/2015,2,5
CLM-574637,LAW-004,REPRESENTED_BY,1/6/2015,Property,No,No,No,3189.89,Claimant,0.0159,0.0137,1/6/2015,1/6/2015,1/6/2015,10,4
CLM-373600,LAW-005,REPRESENTED_BY,2/7/2015,Bodily Injury,Yes,Yes,Pending,13533.63,Claimant,0.0677,0.0594,2/7/2015,2/7/2015,2/7/2015,10,4
CLM-930032,LAW-004,REPRESENTED_BY,2/14/2015,Bodily Injury,Yes,No,Yes,5370.34,Claimant,0.0269,0.0256,2/14/2015,2/14/2015,2/14/2015,7,5
CLM-396590,LAW-002,REPRESENTED_BY,2/15/2015,Bodily Injury,Yes,Yes,Yes,4987.92,Claimant,0.0249,0.0228,2/15/2015,2/15/2015,2/15/2015,7,2
CLM-238412,LAW-005,REPRESENTED_BY,2/14/2015,Bodily Injury,Yes,No,Pending,7016.33,Claimant,0.0351,0.0315,2/14/2015,2/14/2015,2/14/2015,4,5
CLM-484321,LAW-007,REPRESENTED_BY,2/5/2015,Bodily Injury,No,No,No,15964.11,Claimant,0.0798,0.0727,2/5/2015,2/5/2015,2/5/2015,7,5
CLM-795847,LAW-004,REPRESENTED_BY,1/4/2015,Bodily Injury,No,No,Pending,0.0,Claimant,0.0,0.0,1/4/2015,1/4/2015,1/4/2015,6,1
CLM-218456,LAW-004,REPRESENTED_BY,2/20/2015,Bodily Injury,Yes,No,No,502.27,Claimant,0.0025,0.0022,2/20/2015,2/20/2015,2/20/2015,9,2
CLM-792673,LAW-001,REPRESENTED_BY,2/5/2015,Bodily Injury,Yes,Yes,Pending,7142.48,Claimant,0.0357,0.0326,2/5/2015,2/5/2015,2/5/2015,1,1
CLM-662256,LAW-004,REPRESENTED_BY,1/15/2015,Property,Yes,No,Pending,9446.06,Claimant,0.0472,0.0392,1/15/2015,1/15/2015,1/15/2015,8,5
CLM-971338,LAW-006,REPRESENTED_BY,1/5/2015,Property,No,No,Pending,7688.55,Claimant,0.0384,0.0311,1/5/2015,1/5/2015,1/5/2015,5,1
CLM-714738,LAW-006,REPRESENTED_BY,1/1/2015,Bodily Injury,No,No,Yes,0.0,Claimant,0.0,0.0,1/1/2015,1/1/2015,1/1/2015,2,3
CLM-753844,LAW-001,REPRESENTED_BY,1/26/2015,Bodily Injury,Yes,No,Yes,0.0,Claimant,0.0,0.0,1/26/2015,1/26/2015,1/26/2015,3,2
CLM-976645,LAW-002,REPRESENTED_BY,2/13/2015,Property,Yes,No,No,0.0,Claimant,0.0,0.0,2/13/2015,2/13/2015,2/13/2015,1,4
CLM-918037,LAW-005,REPRESENTED_BY,1/14/2015,Property,No,No,Yes,0.0,Claimant,0.0,0.0,1/14/2015,1/14/2015,1/14/2015,10,2
CLM-996253,LAW-006,REPRESENTED_BY,1/31/2015,Property,No,No,Pending,8052.33,Claimant,0.0403,0.0384,1/31/2015,1/31/2015,1/31/2015,5,5
CLM-373731,LAW-007,REPRESENTED_BY,1/22/2015,Bodily Injury,Yes,Yes,No,15475.86,Claimant,0.0774,0.0663,1/22/2015,1/22/2015,1/22/2015,9,1
CLM-836272,LAW-006,REPRESENTED_BY,1/30/2015,Bodily Injury,Yes,No,Pending,19931.72,Claimant,0.0997,0.081,1/30/2015,1/30/2015,1/30/2015,2,1
CLM-167231,LAW-005,REPRESENTED_BY,2/17/2015,Bodily Injury,Yes,Yes,Yes,0.0,Claimant,0.0,0.0,2/17/2015,2/17/2015,2/17/2015,9,2
CLM-743330,LAW-004,REPRESENTED_BY,2/20/2015,Property,Yes,No,Yes,4366.53,Claimant,0.0218,0.018,2/20/2015,2/20/2015,2/20/2015,2,3
