:ID,:LABEL,entity_id,entity_type,degree_centrality,betweenness_centrality,pagerank_score,community_id,ring_suspicion_score,neighbor_fraud_rate,hop_2_fraud_count,shared_entity_count,claim_velocity_score,network_repeat_score,closed_loop_flag,cross_role_flag,computed_at
NF-CUST-IL-2537-9894,NetworkFeature,CUST-IL-2537-9894,Customer,0.6,0.2404,0.8513,COMM-CUST-42,0.509,0.65,2,2,0.556,0.892,No,Yes,2015-03-01
NF-CUST-IL-1557-9208,NetworkFeature,CUST-IL-1557-9208,Customer,0.4,0.4359,0.589,COMM-CUST-28,0.867,0.367,5,3,0.81,0.417,No,No,2015-03-01
NF-CUST-OH-8245-9757,NetworkFeature,CUST-OH-8245-9757,Customer,0.6,0.2219,0.07,COMM-CUST-32,0.014,0.002,2,4,0.191,0.039,No,No,2015-03-01
NF-CUST-IL-7173-3330,NetworkFeature,CUST-IL-7173-3330,Customer,0.2,0.0444,0.3467,COMM-CUST-38,0.064,0.053,1,0,0.199,0.276,No,No,2015-03-01
NF-CUST-IN-9657-2391,NetworkFeature,CUST-IN-9657-2391,Customer,0.2667,0.2275,0.1405,COMM-CUST-14,0.211,0.172,0,4,0.018,0.206,No,No,2015-03-01
NF-CUST-IL-4147-7746,NetworkFeature,CUST-IL-4147-7746,Customer,0.2667,0.2183,0.0624,COMM-CUST-10,0.216,0.074,1,0,0.027,0.024,No,No,2015-03-01
NF-CUST-IN-4282-1399,NetworkFeature,CUST-IN-4282-1399,Customer,0.8,0.1267,0.3608,COMM-CUST-5,0.116,0.094,1,5,0.12,0.133,No,No,2015-03-01
NF-CUST-OH-5172-4318,NetworkFeature,CUST-OH-5172-4318,Customer,0.6667,0.6586,0.5623,COMM-CUST-9,0.755,0.699,7,4,0.453,0.345,No,No,2015-03-01
NF-CUST-IL-4698-6679,NetworkFeature,CUST-IL-4698-6679,Customer,0.6,0.4238,0.862,COMM-CUST-29,0.804,0.678,3,3,0.556,0.698,No,Yes,2015-03-01
NF-CUST-IN-7184-3887,NetworkFeature,CUST-IN-7184-3887,Customer,0.4,0.1603,0.0654,COMM-CUST-0,0.089,0.0,1,3,0.097,0.018,No,No,2015-03-01
NF-CUST-IN-6202-9905,NetworkFeature,CUST-IN-6202-9905,Customer,0.6,0.2957,0.05,COMM-CUST-1,0.323,0.18,2,3,0.177,0.214,No,No,2015-03-01
NF-CUST-OH-6186-5385,NetworkFeature,CUST-OH-6186-5385,Customer,0.4,0.0773,0.2416,COMM-CUST-18,0.107,0.067,2,0,0.161,0.054,No,No,2015-03-01
NF-CUST-IL-6490-3487,NetworkFeature,CUST-IL-6490-3487,Customer,0.5333,0.0076,0.2709,COMM-CUST-47,0.31,0.046,1,2,0.025,0.226,No,No,2015-03-01
NF-CUST-OH-4375-7738,NetworkFeature,CUST-OH-4375-7738,Customer,0.2,0.2093,0.0856,COMM-CUST-20,0.079,0.235,2,0,0.258,0.017,No,No,2015-03-01
NF-CUST-IN-9646-7635,NetworkFeature,CUST-IN-9646-7635,Customer,0.7333,0.3741,0.6647,COMM-CUST-28,0.664,0.655,6,4,0.682,0.614,No,Yes,2015-03-01
NF-CUST-IL-9325-3204,NetworkFeature,CUST-IL-9325-3204,Customer,0.2667,0.0591,0.3652,COMM-CUST-39,0.2,0.112,1,0,0.083,0.181,No,No,2015-03-01
NF-CUST-IL-4345-5887,NetworkFeature,CUST-IL-4345-5887,Customer,0.4667,0.2988,0.209,COMM-CUST-4,0.347,0.022,2,2,0.032,0.218,No,No,2015-03-01
NF-CUST-IL-9352-9121,NetworkFeature,CUST-IL-9352-9121,Customer,0.7333,0.0627,0.3276,COMM-CUST-8,0.093,0.073,0,2,0.297,0.194,No,No,2015-03-01
NF-CUST-IL-7560-7397,NetworkFeature,CUST-IL-7560-7397,Customer,0.4667,0.0061,0.1316,COMM-CUST-5,0.001,0.019,2,4,0.222,0.039,No,No,2015-03-01
NF-CUST-OH-6823-4130,NetworkFeature,CUST-OH-6823-4130,Customer,0.9333,0.0114,0.2281,COMM-CUST-49,0.155,0.008,0,5,0.247,0.04,No,No,2015-03-01
NF-CUST-IL-4566-4686,NetworkFeature,CUST-IL-4566-4686,Customer,0.7333,0.0995,0.2481,COMM-CUST-31,0.184,0.17,2,1,0.181,0.222,No,No,2015-03-01
NF-CUST-IN-1398-1214,NetworkFeature,CUST-IN-1398-1214,Customer,0.1333,0.132,0.0102,COMM-CUST-16,0.146,0.006,0,2,0.015,0.264,No,No,2015-03-01
NF-CUST-IN-3541-5097,NetworkFeature,CUST-IN-3541-5097,Customer,0.5333,0.2743,0.6513,COMM-CUST-12,0.527,0.379,7,3,0.599,0.628,No,No,2015-03-01
NF-CUST-IL-1654-7467,NetworkFeature,CUST-IL-1654-7467,Customer,0.3333,0.0372,0.1609,COMM-CUST-37,0.164,0.132,0,3,0.19,0.188,No,No,2015-03-01
NF-CUST-OH-5150-6951,NetworkFeature,CUST-OH-5150-6951,Customer,0.8,0.2872,0.4568,COMM-CUST-47,0.426,0.695,2,3,0.308,0.604,No,Yes,2015-03-01
NF-CUST-IL-7956-8117,NetworkFeature,CUST-IL-7956-8117,Customer,0.7333,0.6208,0.4505,COMM-CUST-47,0.583,0.393,6,5,0.765,0.329,Yes,No,2015-03-01
NF-CUST-OH-3959-6040,NetworkFeature,CUST-OH-3959-6040,Customer,0.6,0.2856,0.086,COMM-CUST-42,0.209,0.191,0,1,0.256,0.007,No,No,2015-03-01
NF-CUST-IL-1195-1770,NetworkFeature,CUST-IL-1195-1770,Customer,0.3333,0.2775,0.7939,COMM-CUST-16,0.482,0.484,2,1,0.879,0.555,No,No,2015-03-01
NF-CUST-OH-2179-6522,NetworkFeature,CUST-OH-2179-6522,Customer,0.5333,0.4399,0.4414,COMM-CUST-16,0.654,0.547,6,1,0.774,0.57,No,No,2015-03-01
NF-CUST-OH-2039-1397,NetworkFeature,CUST-OH-2039-1397,Customer,0.8,0.2623,0.3294,COMM-CUST-5,0.339,0.192,2,5,0.105,0.151,No,No,2015-03-01
NF-CUST-IL-5651-3292,NetworkFeature,CUST-IL-5651-3292,Customer,0.8,0.1135,0.0832,COMM-CUST-45,0.339,0.158,2,1,0.22,0.277,No,No,2015-03-01
NF-CUST-IN-9041-7071,NetworkFeature,CUST-IN-9041-7071,Customer,0.7333,0.7678,0.6409,COMM-CUST-25,0.539,0.528,3,1,0.328,0.35,No,Yes,2015-03-01
NF-CUST-OH-4195-3121,NetworkFeature,CUST-OH-4195-3121,Customer,0.7333,0.2419,0.017,COMM-CUST-36,0.309,0.156,1,2,0.088,0.126,No,No,2015-03-01
NF-CUST-OH-5750-2758,NetworkFeature,CUST-OH-5750-2758,Customer,0.3333,0.3401,0.4683,COMM-CUST-15,0.635,0.394,5,2,0.742,0.593,Yes,No,2015-03-01
NF-CUST-OH-1204-2516,NetworkFeature,CUST-OH-1204-2516,Customer,0.6,0.3391,0.6794,COMM-CUST-39,0.419,0.424,2,4,0.453,0.781,No,No,2015-03-01
NF-CUST-OH-7811-7991,NetworkFeature,CUST-OH-7811-7991,Customer,0.4667,0.1341,0.0553,COMM-CUST-47,0.036,0.06,1,4,0.29,0.293,No,No,2015-03-01
NF-CUST-IN-2997-6634,NetworkFeature,CUST-IN-2997-6634,Customer,0.5333,0.1216,0.1261,COMM-CUST-17,0.146,0.1,2,0,0.128,0.083,No,No,2015-03-01
NF-CUST-IN-5897-7726,NetworkFeature,CUST-IN-5897-7726,Customer,0.3333,0.2896,0.1219,COMM-CUST-47,0.112,0.026,0,3,0.181,0.222,No,No,2015-03-01
NF-CUST-OH-8540-6389,NetworkFeature,CUST-OH-8540-6389,Customer,0.5333,0.2982,0.1598,COMM-CUST-3,0.26,0.223,0,3,0.225,0.125,No,No,2015-03-01
NF-CUST-IN-4540-1389,NetworkFeature,CUST-IN-4540-1389,Customer,0.6667,0.1475,0.1561,COMM-CUST-9,0.177,0.146,2,0,0.216,0.134,No,No,2015-03-01
NF-CUST-IN-1394-1842,NetworkFeature,CUST-IN-1394-1842,Customer,0.4,0.2781,0.2796,COMM-CUST-21,0.055,0.141,0,2,0.009,0.2,No,No,2015-03-01
NF-CUST-OH-6788-6334,NetworkFeature,CUST-OH-6788-6334,Customer,0.9333,0.2173,0.1707,COMM-CUST-48,0.224,0.132,0,3,0.087,0.216,No,No,2015-03-01
NF-CUST-OH-3469-1044,NetworkFeature,CUST-OH-3469-1044,Customer,0.4667,0.4371,0.5471,COMM-CUST-43,0.704,0.624,2,0,0.571,0.875,No,No,2015-03-01
NF-CUST-IL-9854-8118,NetworkFeature,CUST-IL-9854-8118,Customer,0.6667,0.0907,0.1743,COMM-CUST-41,0.237,0.037,1,1,0.065,0.204,No,No,2015-03-01
NF-CUST-IN-2374-7775,NetworkFeature,CUST-IN-2374-7775,Customer,0.7333,0.1863,0.0418,COMM-CUST-37,0.096,0.14,0,4,0.085,0.09,No,No,2015-03-01
NF-CUST-OH-3357-3879,NetworkFeature,CUST-OH-3357-3879,Customer,0.2,0.3641,0.5882,COMM-CUST-22,0.707,0.575,7,3,0.502,0.421,Yes,No,2015-03-01
NF-CUST-IL-4913-8366,NetworkFeature,CUST-IL-4913-8366,Customer,0.6,0.1854,0.3102,COMM-CUST-19,0.262,0.176,1,3,0.245,0.234,No,No,2015-03-01
NF-CUST-IL-1408-7229,NetworkFeature,CUST-IL-1408-7229,Customer,0.8,0.1866,0.0921,COMM-CUST-10,0.13,0.046,2,5,0.168,0.138,No,No,2015-03-01
NF-CUST-IN-9625-2281,NetworkFeature,CUST-IN-9625-2281,Customer,0.8667,0.1774,0.1358,COMM-CUST-39,0.31,0.1,0,5,0.171,0.08,No,No,2015-03-01
NF-CUST-IL-9225-3711,NetworkFeature,CUST-IL-9225-3711,Customer,0.4,0.2359,0.0634,COMM-CUST-1,0.033,0.001,1,5,0.054,0.005,No,No,2015-03-01
NF-CUST-OH-2885-7334,NetworkFeature,CUST-OH-2885-7334,Customer,0.7333,0.6755,0.4157,COMM-CUST-42,0.871,0.553,3,2,0.453,0.367,No,No,2015-03-01
NF-CUST-IL-1542-2132,NetworkFeature,CUST-IL-1542-2132,Customer,0.7333,0.0785,0.2183,COMM-CUST-21,0.021,0.206,2,1,0.277,0.043,No,No,2015-03-01
NF-CUST-IN-4259-5216,NetworkFeature,CUST-IN-4259-5216,Customer,0.7333,0.0407,0.1141,COMM-CUST-30,0.349,0.217,0,1,0.269,0.208,No,No,2015-03-01
NF-CUST-IL-4771-9072,NetworkFeature,CUST-IL-4771-9072,Customer,0.2667,0.2571,0.0255,COMM-CUST-49,0.308,0.05,2,0,0.239,0.154,No,No,2015-03-01
NF-CUST-IN-6485-2635,NetworkFeature,CUST-IN-6485-2635,Customer,0.5333,0.029,0.0468,COMM-CUST-18,0.23,0.046,2,4,0.108,0.285,No,No,2015-03-01
NF-CUST-IN-9148-2318,NetworkFeature,CUST-IN-9148-2318,Customer,1.0,0.0445,0.2865,COMM-CUST-9,0.022,0.246,1,2,0.188,0.007,No,No,2015-03-01
NF-CUST-IL-2490-5947,NetworkFeature,CUST-IL-2490-5947,Customer,0.4,0.2469,0.3999,COMM-CUST-21,0.188,0.012,2,1,0.076,0.181,No,No,2015-03-01
NF-CUST-IN-1443-4729,NetworkFeature,CUST-IN-1443-4729,Customer,0.1333,0.034,0.3285,COMM-CUST-35,0.328,0.17,0,3,0.18,0.147,No,No,2015-03-01
NF-CUST-IL-6518-4841,NetworkFeature,CUST-IL-6518-4841,Customer,0.5333,0.2538,0.0402,COMM-CUST-46,0.089,0.133,0,0,0.002,0.135,No,No,2015-03-01
NF-CUST-OH-1253-6733,NetworkFeature,CUST-OH-1253-6733,Customer,0.6,0.2524,0.3816,COMM-CUST-37,0.234,0.066,0,5,0.128,0.257,No,No,2015-03-01
NF-CUST-IL-3981-7247,NetworkFeature,CUST-IL-3981-7247,Customer,0.4667,0.1771,0.1603,COMM-CUST-7,0.236,0.025,2,0,0.037,0.162,No,No,2015-03-01
NF-CUST-IN-5140-7970,NetworkFeature,CUST-IN-5140-7970,Customer,0.4667,0.1507,0.2732,COMM-CUST-31,0.024,0.156,1,5,0.214,0.118,No,No,2015-03-01
NF-CUST-OH-3916-4980,NetworkFeature,CUST-OH-3916-4980,Customer,0.4667,0.647,0.6532,COMM-CUST-10,0.848,0.5,7,4,0.598,0.418,No,No,2015-03-01
NF-CUST-OH-9221-9204,NetworkFeature,CUST-OH-9221-9204,Customer,0.6667,0.2782,0.3654,COMM-CUST-24,0.32,0.171,1,0,0.247,0.254,No,No,2015-03-01
NF-CUST-OH-4427-6544,NetworkFeature,CUST-OH-4427-6544,Customer,0.8667,0.3526,0.6674,COMM-CUST-20,0.857,0.488,7,4,0.685,0.703,Yes,No,2015-03-01
NF-CUST-IL-2263-6731,NetworkFeature,CUST-IL-2263-6731,Customer,0.6,0.0105,0.2305,COMM-CUST-30,0.127,0.003,0,0,0.117,0.249,No,No,2015-03-01
NF-CUST-IN-1344-8131,NetworkFeature,CUST-IN-1344-8131,Customer,0.1333,0.1474,0.3714,COMM-CUST-2,0.276,0.113,2,2,0.059,0.221,No,No,2015-03-01
NF-CUST-IN-5242-4923,NetworkFeature,CUST-IN-5242-4923,Customer,0.9333,0.4917,0.5776,COMM-CUST-20,0.539,0.638,4,4,0.677,0.434,No,No,2015-03-01
NF-CUST-OH-4388-1496,NetworkFeature,CUST-OH-4388-1496,Customer,0.5333,0.2696,0.2954,COMM-CUST-17,0.059,0.068,1,3,0.244,0.251,No,No,2015-03-01
NF-CUST-OH-2937-5022,NetworkFeature,CUST-OH-2937-5022,Customer,0.4,0.2998,0.3846,COMM-CUST-4,0.318,0.186,0,4,0.161,0.153,No,No,2015-03-01
NF-CUST-IN-8682-1574,NetworkFeature,CUST-IN-8682-1574,Customer,0.6667,0.11,0.1328,COMM-CUST-20,0.306,0.148,0,5,0.245,0.105,No,No,2015-03-01
NF-CUST-OH-8288-6831,NetworkFeature,CUST-OH-8288-6831,Customer,0.2,0.2655,0.2803,COMM-CUST-10,0.051,0.062,0,1,0.012,0.166,No,No,2015-03-01
NF-CUST-OH-8829-4721,NetworkFeature,CUST-OH-8829-4721,Customer,0.4,0.2037,0.0986,COMM-CUST-5,0.088,0.186,1,2,0.162,0.091,No,No,2015-03-01
NF-CUST-IL-9187-1596,NetworkFeature,CUST-IL-9187-1596,Customer,0.7333,0.199,0.3942,COMM-CUST-30,0.065,0.067,0,4,0.138,0.177,No,No,2015-03-01
NF-CUST-IL-2125-9710,NetworkFeature,CUST-IL-2125-9710,Customer,0.8667,0.1532,0.3343,COMM-CUST-49,0.08,0.089,0,1,0.027,0.223,No,No,2015-03-01
NF-CUST-IN-6024-4468,NetworkFeature,CUST-IN-6024-4468,Customer,0.6667,0.5017,0.5901,COMM-CUST-44,0.602,0.422,3,2,0.522,0.435,No,Yes,2015-03-01
NF-CUST-OH-9769-1709,NetworkFeature,CUST-OH-9769-1709,Customer,0.7333,0.0423,0.1367,COMM-CUST-15,0.293,0.073,0,5,0.128,0.143,No,No,2015-03-01
NF-CUST-IL-6302-7146,NetworkFeature,CUST-IL-6302-7146,Customer,0.7333,0.1119,0.1025,COMM-CUST-47,0.183,0.101,1,3,0.041,0.271,No,No,2015-03-01
NF-CUST-OH-1712-7218,NetworkFeature,CUST-OH-1712-7218,Customer,0.3333,0.038,0.0751,COMM-CUST-37,0.282,0.135,1,0,0.236,0.09,No,No,2015-03-01
NF-CUST-IL-2471-7656,NetworkFeature,CUST-IL-2471-7656,Customer,1.0,0.1004,0.3474,COMM-CUST-22,0.005,0.143,1,5,0.067,0.027,No,No,2015-03-01
NF-CUST-OH-5059-3261,NetworkFeature,CUST-OH-5059-3261,Customer,0.6667,0.1577,0.3902,COMM-CUST-11,0.088,0.057,1,5,0.09,0.111,No,No,2015-03-01
NF-CUST-IN-6538-1901,NetworkFeature,CUST-IN-6538-1901,Customer,0.6,0.1399,0.3802,COMM-CUST-39,0.319,0.034,0,1,0.264,0.009,No,No,2015-03-01
NF-CUST-IL-5863-6920,NetworkFeature,CUST-IL-5863-6920,Customer,0.2667,0.0874,0.364,COMM-CUST-20,0.296,0.07,2,4,0.228,0.294,No,No,2015-03-01
NF-CUST-IL-8968-7411,NetworkFeature,CUST-IL-8968-7411,Customer,0.3333,0.1568,0.0864,COMM-CUST-6,0.048,0.022,2,3,0.14,0.067,No,No,2015-03-01
NF-CUST-OH-6500-4765,NetworkFeature,CUST-OH-6500-4765,Customer,0.6667,0.1827,0.2086,COMM-CUST-15,0.054,0.089,0,5,0.096,0.14,No,No,2015-03-01
NF-CUST-OH-5477-8745,NetworkFeature,CUST-OH-5477-8745,Customer,0.2,0.7442,0.6999,COMM-CUST-13,0.563,0.554,6,5,0.347,0.69,No,No,2015-03-01
NF-CUST-OH-5981-4111,NetworkFeature,CUST-OH-5981-4111,Customer,0.7333,0.1646,0.2339,COMM-CUST-14,0.109,0.181,2,5,0.177,0.14,No,No,2015-03-01
NF-CUST-IN-4361-6337,NetworkFeature,CUST-IN-4361-6337,Customer,0.5333,0.1096,0.3109,COMM-CUST-3,0.304,0.083,0,3,0.168,0.147,No,No,2015-03-01
NF-CUST-IN-7394-3379,NetworkFeature,CUST-IN-7394-3379,Customer,0.7333,0.2122,0.2553,COMM-CUST-2,0.049,0.221,2,0,0.117,0.006,No,No,2015-03-01
NF-CUST-OH-4274-7369,NetworkFeature,CUST-OH-4274-7369,Customer,0.6,0.028,0.1121,COMM-CUST-14,0.264,0.03,0,4,0.116,0.137,No,No,2015-03-01
NF-CUST-IN-2186-7751,NetworkFeature,CUST-IN-2186-7751,Customer,0.6667,0.2429,0.3126,COMM-CUST-33,0.269,0.134,2,3,0.183,0.284,No,No,2015-03-01
NF-CUST-OH-5655-2061,NetworkFeature,CUST-OH-5655-2061,Customer,0.7333,0.0357,0.2541,COMM-CUST-4,0.193,0.113,1,0,0.015,0.022,No,No,2015-03-01
NF-CUST-OH-7431-8726,NetworkFeature,CUST-OH-7431-8726,Customer,0.5333,0.6821,0.8177,COMM-CUST-48,0.502,0.714,2,1,0.725,0.583,No,No,2015-03-01
NF-CUST-IN-6046-9146,NetworkFeature,CUST-IN-6046-9146,Customer,0.6667,0.3284,0.6194,COMM-CUST-7,0.772,0.671,3,0,0.876,0.655,No,No,2015-03-01
NF-CUST-OH-5099-1619,NetworkFeature,CUST-OH-5099-1619,Customer,0.5333,0.3126,0.7376,COMM-CUST-39,0.863,0.708,7,2,0.567,0.302,No,Yes,2015-03-01
NF-CUST-IL-5933-4424,NetworkFeature,CUST-IL-5933-4424,Customer,0.3333,0.0467,0.1345,COMM-CUST-14,0.161,0.243,2,1,0.224,0.291,No,No,2015-03-01
NF-CUST-OH-9706-2776,NetworkFeature,CUST-OH-9706-2776,Customer,0.4,0.2301,0.1086,COMM-CUST-49,0.089,0.108,2,5,0.027,0.032,No,No,2015-03-01
NF-CUST-IL-1747-3224,NetworkFeature,CUST-IL-1747-3224,Customer,0.5333,0.7933,0.8147,COMM-CUST-40,0.439,0.558,7,4,0.711,0.463,No,No,2015-03-01
NF-CUST-OH-5293-6194,NetworkFeature,CUST-OH-5293-6194,Customer,0.1333,0.2912,0.0922,COMM-CUST-0,0.316,0.08,2,2,0.291,0.188,No,No,2015-03-01
NF-CUST-OH-9409-4445,NetworkFeature,CUST-OH-9409-4445,Customer,0.4667,0.314,0.561,COMM-CUST-28,0.475,0.339,7,4,0.711,0.86,No,Yes,2015-03-01
NF-CUST-OH-4426-8963,NetworkFeature,CUST-OH-4426-8963,Customer,0.4667,0.0683,0.2958,COMM-CUST-6,0.284,0.25,1,4,0.038,0.249,No,No,2015-03-01
NF-CUST-IL-3653-6040,NetworkFeature,CUST-IL-3653-6040,Customer,0.6667,0.1484,0.2154,COMM-CUST-48,0.155,0.078,1,5,0.27,0.186,No,No,2015-03-01
NF-CUST-IL-1148-9178,NetworkFeature,CUST-IL-1148-9178,Customer,0.4667,0.1401,0.3151,COMM-CUST-12,0.048,0.029,2,2,0.147,0.182,No,No,2015-03-01
NF-CUST-IN-8727-6463,NetworkFeature,CUST-IN-8727-6463,Customer,0.4667,0.076,0.3184,COMM-CUST-48,0.304,0.037,2,1,0.264,0.005,No,No,2015-03-01
NF-CUST-IN-2678-8004,NetworkFeature,CUST-IN-2678-8004,Customer,0.8,0.2489,0.0236,COMM-CUST-42,0.119,0.111,0,0,0.193,0.061,No,No,2015-03-01
NF-CUST-IL-7405-1721,NetworkFeature,CUST-IL-7405-1721,Customer,0.6,0.297,0.396,COMM-CUST-23,0.121,0.185,2,0,0.179,0.29,No,No,2015-03-01
NF-CUST-IL-6296-6796,NetworkFeature,CUST-IL-6296-6796,Customer,0.4667,0.4307,0.7785,COMM-CUST-31,0.725,0.492,3,5,0.542,0.883,No,Yes,2015-03-01
NF-CUST-IL-8398-7974,NetworkFeature,CUST-IL-8398-7974,Customer,0.2,0.0734,0.3639,COMM-CUST-3,0.234,0.19,1,3,0.011,0.104,No,No,2015-03-01
NF-CUST-IL-2415-8551,NetworkFeature,CUST-IL-2415-8551,Customer,0.5333,0.2765,0.2929,COMM-CUST-19,0.143,0.192,2,5,0.269,0.062,No,No,2015-03-01
NF-CUST-OH-4055-1549,NetworkFeature,CUST-OH-4055-1549,Customer,0.8667,0.1781,0.0808,COMM-CUST-21,0.242,0.019,2,0,0.298,0.099,No,No,2015-03-01
NF-CUST-OH-6670-3614,NetworkFeature,CUST-OH-6670-3614,Customer,0.9333,0.1417,0.3666,COMM-CUST-25,0.343,0.188,0,2,0.083,0.277,No,No,2015-03-01
NF-CUST-IN-5116-6126,NetworkFeature,CUST-IN-5116-6126,Customer,0.4,0.2378,0.2324,COMM-CUST-9,0.062,0.02,1,0,0.083,0.181,No,No,2015-03-01
NF-CUST-IL-4769-4822,NetworkFeature,CUST-IL-4769-4822,Customer,0.6,0.1914,0.2723,COMM-CUST-27,0.282,0.159,0,5,0.229,0.298,No,No,2015-03-01
NF-CUST-IN-7358-8422,NetworkFeature,CUST-IN-7358-8422,Customer,0.3333,0.6123,0.8757,COMM-CUST-3,0.606,0.309,7,0,0.664,0.417,Yes,No,2015-03-01
NF-CUST-IN-4927-9388,NetworkFeature,CUST-IN-4927-9388,Customer,0.5333,0.0486,0.2169,COMM-CUST-43,0.325,0.199,0,3,0.211,0.021,No,No,2015-03-01
NF-CUST-IN-1309-5544,NetworkFeature,CUST-IN-1309-5544,Customer,0.2667,0.2695,0.1598,COMM-CUST-33,0.047,0.131,0,3,0.25,0.188,No,No,2015-03-01
NF-CUST-IL-2611-2294,NetworkFeature,CUST-IL-2611-2294,Customer,0.7333,0.7098,0.4144,COMM-CUST-11,0.53,0.707,2,3,0.775,0.663,Yes,No,2015-03-01
NF-CUST-OH-2807-6089,NetworkFeature,CUST-OH-2807-6089,Customer,0.3333,0.1012,0.249,COMM-CUST-46,0.046,0.044,1,0,0.141,0.046,No,No,2015-03-01
NF-CUST-IN-8985-7192,NetworkFeature,CUST-IN-8985-7192,Customer,0.7333,0.0179,0.3752,COMM-CUST-17,0.209,0.207,2,2,0.171,0.224,No,No,2015-03-01
NF-CUST-IL-5478-4322,NetworkFeature,CUST-IL-5478-4322,Customer,0.6667,0.2708,0.0836,COMM-CUST-38,0.128,0.193,2,1,0.139,0.285,No,No,2015-03-01
NF-CUST-IL-6008-5537,NetworkFeature,CUST-IL-6008-5537,Customer,0.3333,0.3926,0.7384,COMM-CUST-29,0.748,0.74,3,5,0.758,0.448,No,No,2015-03-01
NF-CUST-OH-3903-1379,NetworkFeature,CUST-OH-3903-1379,Customer,0.2,0.0659,0.0296,COMM-CUST-16,0.014,0.185,1,2,0.184,0.038,No,No,2015-03-01
NF-CUST-IL-6299-6486,NetworkFeature,CUST-IL-6299-6486,Customer,0.5333,0.0243,0.388,COMM-CUST-9,0.004,0.006,0,3,0.167,0.229,No,No,2015-03-01
NF-CUST-OH-2082-9201,NetworkFeature,CUST-OH-2082-9201,Customer,0.5333,0.0554,0.2039,COMM-CUST-16,0.149,0.041,0,2,0.187,0.139,No,No,2015-03-01
NF-CUST-IN-5130-4054,NetworkFeature,CUST-IN-5130-4054,Customer,0.7333,0.3729,0.4718,COMM-CUST-42,0.893,0.472,2,3,0.6,0.775,No,No,2015-03-01
NF-CUST-IL-1849-9789,NetworkFeature,CUST-IL-1849-9789,Customer,0.3333,0.0305,0.066,COMM-CUST-20,0.127,0.092,2,5,0.04,0.107,No,No,2015-03-01
NF-CUST-OH-1877-9846,NetworkFeature,CUST-OH-1877-9846,Customer,0.8667,0.6635,0.4603,COMM-CUST-33,0.464,0.8,8,4,0.445,0.894,No,No,2015-03-01
NF-CUST-IL-3263-2308,NetworkFeature,CUST-IL-3263-2308,Customer,0.6667,0.007,0.3866,COMM-CUST-46,0.236,0.135,0,2,0.135,0.022,No,No,2015-03-01
NF-CUST-IN-1461-6904,NetworkFeature,CUST-IN-1461-6904,Customer,0.6667,0.1689,0.2621,COMM-CUST-1,0.033,0.035,1,4,0.134,0.088,No,No,2015-03-01
NF-CUST-OH-3360-4974,NetworkFeature,CUST-OH-3360-4974,Customer,0.4667,0.6465,0.4935,COMM-CUST-39,0.47,0.521,5,1,0.623,0.709,Yes,No,2015-03-01
NF-CUST-OH-5323-3957,NetworkFeature,CUST-OH-5323-3957,Customer,0.5333,0.4138,0.8826,COMM-CUST-49,0.632,0.546,7,5,0.412,0.75,Yes,No,2015-03-01
NF-CUST-OH-1181-4563,NetworkFeature,CUST-OH-1181-4563,Customer,0.5333,0.0241,0.1263,COMM-CUST-12,0.175,0.201,2,2,0.007,0.201,No,No,2015-03-01
NF-CUST-OH-2126-5740,NetworkFeature,CUST-OH-2126-5740,Customer,1.0,0.7348,0.413,COMM-CUST-25,0.621,0.601,3,0,0.721,0.541,No,Yes,2015-03-01
NF-CUST-OH-9355-9552,NetworkFeature,CUST-OH-9355-9552,Customer,0.4667,0.2643,0.6799,COMM-CUST-26,0.498,0.425,2,2,0.799,0.501,No,No,2015-03-01
NF-CUST-IL-7375-1461,NetworkFeature,CUST-IL-7375-1461,Customer,0.6667,0.2842,0.0173,COMM-CUST-17,0.119,0.158,0,4,0.076,0.136,No,No,2015-03-01
NF-CUST-IL-8120-1330,NetworkFeature,CUST-IL-8120-1330,Customer,0.7333,0.2715,0.0917,COMM-CUST-23,0.178,0.082,2,4,0.17,0.034,No,No,2015-03-01
NF-CUST-OH-1681-4640,NetworkFeature,CUST-OH-1681-4640,Customer,0.4667,0.717,0.8264,COMM-CUST-41,0.852,0.486,8,5,0.647,0.654,No,No,2015-03-01
NF-CUST-IL-5947-5154,NetworkFeature,CUST-IL-5947-5154,Customer,0.4667,0.1265,0.3493,COMM-CUST-12,0.333,0.157,2,4,0.041,0.169,No,No,2015-03-01
NF-CUST-OH-8432-4458,NetworkFeature,CUST-OH-8432-4458,Customer,0.8,0.4205,0.7518,COMM-CUST-41,0.574,0.396,7,5,0.83,0.883,No,No,2015-03-01
NF-CUST-OH-2839-1974,NetworkFeature,CUST-OH-2839-1974,Customer,0.4667,0.1869,0.3739,COMM-CUST-33,0.15,0.058,0,3,0.163,0.3,No,No,2015-03-01
NF-CUST-IL-4755-4089,NetworkFeature,CUST-IL-4755-4089,Customer,0.0667,0.377,0.4884,COMM-CUST-34,0.595,0.314,3,2,0.743,0.761,No,No,2015-03-01
NF-CUST-OH-7519-6878,NetworkFeature,CUST-OH-7519-6878,Customer,0.5333,0.5533,0.57,COMM-CUST-49,0.57,0.711,5,3,0.377,0.386,No,No,2015-03-01
NF-CUST-IN-2267-5576,NetworkFeature,CUST-IN-2267-5576,Customer,0.6,0.1277,0.3902,COMM-CUST-4,0.056,0.217,0,5,0.131,0.197,No,No,2015-03-01
