:START_ID,:END_ID,:TYPE,relationship_type,relationship_detail,shared_last_name,confidence_score,connection_strength,age_gap_years,fraud_signal,both_fraud_flagged,first_seen_date,last_seen_date,interaction_count,shared_claims_count,data_source
CUST-IN-1493-1648,CUST-OH-7743-2970,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Peterson,0.45,0.369,,NONE,No,01/01/2010,01/01/2015,19,0,CustomerRecord+LastNameMatch
CUST-IN-1493-1648,CUST-OH-9319-5231,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Peterson,0.45,0.436,,NONE,No,01/01/2010,01/01/2015,17,0,CustomerRecord+LastNameMatch
CUST-IN-7358-8422,CUST-OH-3959-6040,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Peterson,0.45,0.442,,NONE,No,01/01/2010,01/01/2015,20,0,CustomerRecord+LastNameMatch
CUST-IN-7358-8422,CUST-OH-7743-2970,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Peterson,0.45,0.404,,NONE,No,01/01/2010,01/01/2015,19,0,CustomerRecord+LastNameMatch
CUST-IN-7358-8422,CUST-OH-9319-5231,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Peterson,0.45,0.368,,NONE,No,01/01/2010,01/01/2015,3,0,CustomerRecord+LastNameMatch
CUST-IN-3550-4602,CUST-OH-3959-6040,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Peterson,0.45,0.433,,NONE,No,01/01/2010,01/01/2015,12,0,CustomerRecord+LastNameMatch
CUST-IN-3550-4602,CUST-OH-7743-2970,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Peterson,0.45,0.399,,NONE,No,01/01/2010,01/01/2015,8,0,CustomerRecord+LastNameMatch
CUST-IN-3550-4602,CUST-OH-9319-5231,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Peterson,0.45,0.418,,NONE,No,01/01/2010,01/01/2015,8,0,CustomerRecord+LastNameMatch
CUST-IN-6724-1165,CUST-OH-3959-6040,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Peterson,0.45,0.387,,NONE,No,01/01/2010,01/01/2015,6,0,CustomerRecord+LastNameMatch
CUST-IN-6724-1165,CUST-OH-7743-2970,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Peterson,0.45,0.42,,NONE,No,01/01/2010,01/01/2015,2,0,CustomerRecord+LastNameMatch
CUST-IN-6724-1165,CUST-OH-9319-5231,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Peterson,0.45,0.436,,NONE,No,01/01/2010,01/01/2015,7,0,CustomerRecord+LastNameMatch
CUST-IL-2537-9894,CUST-IN-3541-5097,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.446,,NONE,No,01/01/2010,01/01/2015,7,0,CustomerRecord+LastNameMatch
CUST-IL-2537-9894,CUST-IN-7394-3379,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.389,,NONE,No,01/01/2010,01/01/2015,1,0,CustomerRecord+LastNameMatch
CUST-IL-2537-9894,CUST-IN-5861-6271,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.448,,NONE,No,01/01/2010,01/01/2015,20,0,CustomerRecord+LastNameMatch
CUST-IL-2537-9894,CUST-IN-4037-1995,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.422,,NONE,No,01/01/2010,01/01/2015,12,0,CustomerRecord+LastNameMatch
CUST-IL-2537-9894,CUST-IN-2042-8632,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.441,,NONE,No,01/01/2010,01/01/2015,20,0,CustomerRecord+LastNameMatch
CUST-IL-2537-9894,CUST-IN-3728-3028,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.438,,NONE,No,01/01/2010,01/01/2015,20,0,CustomerRecord+LastNameMatch
CUST-IL-2537-9894,CUST-IN-7914-4642,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.381,,NONE,No,01/01/2010,01/01/2015,3,0,CustomerRecord+LastNameMatch
CUST-IL-2537-9894,CUST-IN-2152-2691,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.425,,NONE,No,01/01/2010,01/01/2015,9,0,CustomerRecord+LastNameMatch
CUST-IL-2384-3451,CUST-IN-3541-5097,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.383,,NONE,No,01/01/2010,01/01/2015,9,0,CustomerRecord+LastNameMatch
CUST-IL-2384-3451,CUST-IN-7394-3379,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.387,,NONE,No,01/01/2010,01/01/2015,20,0,CustomerRecord+LastNameMatch
CUST-IL-2384-3451,CUST-IN-5861-6271,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.389,,NONE,No,01/01/2010,01/01/2015,14,0,CustomerRecord+LastNameMatch
CUST-IL-2384-3451,CUST-IN-4037-1995,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.398,,NONE,No,01/01/2010,01/01/2015,20,0,CustomerRecord+LastNameMatch
CUST-IL-2384-3451,CUST-IN-2042-8632,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.429,,NONE,No,01/01/2010,01/01/2015,8,0,CustomerRecord+LastNameMatch
CUST-IL-2384-3451,CUST-IN-3728-3028,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.366,,NONE,No,01/01/2010,01/01/2015,10,0,CustomerRecord+LastNameMatch
CUST-IL-2384-3451,CUST-IN-7914-4642,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.411,,NONE,No,01/01/2010,01/01/2015,3,0,CustomerRecord+LastNameMatch
CUST-IL-2384-3451,CUST-IN-2152-2691,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.438,,NONE,No,01/01/2010,01/01/2015,7,0,CustomerRecord+LastNameMatch
CUST-IL-4456-4304,CUST-IN-3541-5097,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.389,,NONE,No,01/01/2010,01/01/2015,20,0,CustomerRecord+LastNameMatch
CUST-IL-4456-4304,CUST-IN-7394-3379,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.401,,NONE,No,01/01/2010,01/01/2015,16,0,CustomerRecord+LastNameMatch
CUST-IL-4456-4304,CUST-IN-5861-6271,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.365,,NONE,No,01/01/2010,01/01/2015,19,0,CustomerRecord+LastNameMatch
CUST-IL-4456-4304,CUST-IN-4037-1995,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.418,,NONE,No,01/01/2010,01/01/2015,12,0,CustomerRecord+LastNameMatch
CUST-IL-4456-4304,CUST-IN-2042-8632,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.361,,NONE,No,01/01/2010,01/01/2015,8,0,CustomerRecord+LastNameMatch
CUST-IL-4456-4304,CUST-IN-3728-3028,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.418,,NONE,No,01/01/2010,01/01/2015,2,0,CustomerRecord+LastNameMatch
CUST-IL-4456-4304,CUST-IN-7914-4642,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.383,,NONE,No,01/01/2010,01/01/2015,2,0,CustomerRecord+LastNameMatch
CUST-IL-4456-4304,CUST-IN-2152-2691,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.368,,NONE,No,01/01/2010,01/01/2015,2,0,CustomerRecord+LastNameMatch
CUST-IL-7199-2746,CUST-IN-3541-5097,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.42,,NONE,No,01/01/2010,01/01/2015,14,0,CustomerRecord+LastNameMatch
CUST-IL-7199-2746,CUST-IN-7394-3379,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.4,,NONE,No,01/01/2010,01/01/2015,2,0,CustomerRecord+LastNameMatch
CUST-IL-7199-2746,CUST-IN-5861-6271,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.415,,NONE,No,01/01/2010,01/01/2015,16,0,CustomerRecord+LastNameMatch
CUST-IL-7199-2746,CUST-IN-4037-1995,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.449,,NONE,No,01/01/2010,01/01/2015,3,0,CustomerRecord+LastNameMatch
CUST-IL-7199-2746,CUST-IN-2042-8632,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.425,,NONE,No,01/01/2010,01/01/2015,1,0,CustomerRecord+LastNameMatch
CUST-IL-7199-2746,CUST-IN-3728-3028,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.366,,NONE,No,01/01/2010,01/01/2015,10,0,CustomerRecord+LastNameMatch
CUST-IL-7199-2746,CUST-IN-7914-4642,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.381,,NONE,No,01/01/2010,01/01/2015,8,0,CustomerRecord+LastNameMatch
CUST-IL-7199-2746,CUST-IN-2152-2691,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.43,,NONE,No,01/01/2010,01/01/2015,13,0,CustomerRecord+LastNameMatch
CUST-IL-6051-9898,CUST-IN-3541-5097,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.399,,NONE,No,01/01/2010,01/01/2015,13,0,CustomerRecord+LastNameMatch
CUST-IL-6051-9898,CUST-IN-7394-3379,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.404,,NONE,No,01/01/2010,01/01/2015,14,0,CustomerRecord+LastNameMatch
CUST-IL-6051-9898,CUST-IN-5861-6271,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.413,,NONE,No,01/01/2010,01/01/2015,17,0,CustomerRecord+LastNameMatch
CUST-IL-6051-9898,CUST-IN-4037-1995,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.411,,NONE,No,01/01/2010,01/01/2015,12,0,CustomerRecord+LastNameMatch
CUST-IL-6051-9898,CUST-IN-2042-8632,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.368,,NONE,No,01/01/2010,01/01/2015,6,0,CustomerRecord+LastNameMatch
CUST-IL-6051-9898,CUST-IN-3728-3028,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.405,,NONE,No,01/01/2010,01/01/2015,5,0,CustomerRecord+LastNameMatch
CUST-IL-6051-9898,CUST-IN-7914-4642,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.361,,NONE,No,01/01/2010,01/01/2015,3,0,CustomerRecord+LastNameMatch
CUST-IL-6051-9898,CUST-IN-2152-2691,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.383,,NONE,No,01/01/2010,01/01/2015,12,0,CustomerRecord+LastNameMatch
CUST-IL-7939-8522,CUST-IN-3541-5097,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.443,,NONE,No,01/01/2010,01/01/2015,18,0,CustomerRecord+LastNameMatch
CUST-IL-7939-8522,CUST-IN-7394-3379,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.377,,NONE,No,01/01/2010,01/01/2015,7,0,CustomerRecord+LastNameMatch
CUST-IL-7939-8522,CUST-IN-5861-6271,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.431,,NONE,No,01/01/2010,01/01/2015,10,0,CustomerRecord+LastNameMatch
CUST-IL-7939-8522,CUST-IN-4037-1995,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.422,,NONE,No,01/01/2010,01/01/2015,2,0,CustomerRecord+LastNameMatch
CUST-IL-7939-8522,CUST-IN-2042-8632,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.413,,NONE,No,01/01/2010,01/01/2015,7,0,CustomerRecord+LastNameMatch
CUST-IL-7939-8522,CUST-IN-3728-3028,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.391,,NONE,No,01/01/2010,01/01/2015,10,0,CustomerRecord+LastNameMatch
CUST-IL-7939-8522,CUST-IN-7914-4642,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.361,,NONE,No,01/01/2010,01/01/2015,11,0,CustomerRecord+LastNameMatch
CUST-IL-7939-8522,CUST-IN-2152-2691,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.418,,NONE,No,01/01/2010,01/01/2015,20,0,CustomerRecord+LastNameMatch
CUST-IL-5572-4492,CUST-IN-3541-5097,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.376,,NONE,No,01/01/2010,01/01/2015,8,0,CustomerRecord+LastNameMatch
CUST-IL-5572-4492,CUST-IN-7394-3379,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.362,,NONE,No,01/01/2010,01/01/2015,14,0,CustomerRecord+LastNameMatch
CUST-IL-5572-4492,CUST-IN-5861-6271,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.375,,NONE,No,01/01/2010,01/01/2015,3,0,CustomerRecord+LastNameMatch
CUST-IL-5572-4492,CUST-IN-4037-1995,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.365,,NONE,No,01/01/2010,01/01/2015,19,0,CustomerRecord+LastNameMatch
CUST-IL-5572-4492,CUST-IN-2042-8632,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.4,,NONE,No,01/01/2010,01/01/2015,17,0,CustomerRecord+LastNameMatch
CUST-IL-5572-4492,CUST-IN-3728-3028,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.386,,NONE,No,01/01/2010,01/01/2015,16,0,CustomerRecord+LastNameMatch
CUST-IL-5572-4492,CUST-IN-7914-4642,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.4,,NONE,No,01/01/2010,01/01/2015,1,0,CustomerRecord+LastNameMatch
CUST-IL-5572-4492,CUST-IN-2152-2691,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Phillips,0.45,0.364,,NONE,No,01/01/2010,01/01/2015,7,0,CustomerRecord+LastNameMatch
CUST-IL-2537-9894,CUST-OH-4208-3967,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.437,,NONE,No,01/01/2010,01/01/2015,7,0,CustomerRecord+LastNameMatch
CUST-IL-2537-9894,CUST-OH-7768-6927,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.374,,NONE,No,01/01/2010,01/01/2015,7,0,CustomerRecord+LastNameMatch
CUST-IL-2537-9894,CUST-OH-3469-1044,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.404,,NONE,No,01/01/2010,01/01/2015,19,0,CustomerRecord+LastNameMatch
CUST-IL-2537-9894,CUST-OH-3800-1140,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.373,,NONE,No,01/01/2010,01/01/2015,11,0,CustomerRecord+LastNameMatch
CUST-IL-2537-9894,CUST-OH-7834-3212,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.449,,NONE,No,01/01/2010,01/01/2015,13,0,CustomerRecord+LastNameMatch
CUST-IL-2537-9894,CUST-OH-5422-9695,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.389,,NONE,No,01/01/2010,01/01/2015,14,0,CustomerRecord+LastNameMatch
CUST-IL-2537-9894,CUST-OH-5074-1182,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.404,,NONE,No,01/01/2010,01/01/2015,17,0,CustomerRecord+LastNameMatch
CUST-IL-2384-3451,CUST-OH-4208-3967,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.435,,NONE,No,01/01/2010,01/01/2015,11,0,CustomerRecord+LastNameMatch
CUST-IL-2384-3451,CUST-OH-7768-6927,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.375,,NONE,No,01/01/2010,01/01/2015,13,0,CustomerRecord+LastNameMatch
CUST-IL-2384-3451,CUST-OH-3469-1044,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.401,,NONE,No,01/01/2010,01/01/2015,7,0,CustomerRecord+LastNameMatch
CUST-IL-2384-3451,CUST-OH-3800-1140,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.413,,NONE,No,01/01/2010,01/01/2015,16,0,CustomerRecord+LastNameMatch
CUST-IL-2384-3451,CUST-OH-7834-3212,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.418,,NONE,No,01/01/2010,01/01/2015,17,0,CustomerRecord+LastNameMatch
CUST-IL-2384-3451,CUST-OH-5422-9695,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.445,,NONE,No,01/01/2010,01/01/2015,15,0,CustomerRecord+LastNameMatch
CUST-IL-2384-3451,CUST-OH-5074-1182,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.396,,NONE,No,01/01/2010,01/01/2015,6,0,CustomerRecord+LastNameMatch
CUST-IL-4456-4304,CUST-OH-4208-3967,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.438,,NONE,No,01/01/2010,01/01/2015,3,0,CustomerRecord+LastNameMatch
CUST-IL-4456-4304,CUST-OH-7768-6927,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.444,,NONE,No,01/01/2010,01/01/2015,2,0,CustomerRecord+LastNameMatch
CUST-IL-4456-4304,CUST-OH-3469-1044,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.442,,NONE,No,01/01/2010,01/01/2015,13,0,CustomerRecord+LastNameMatch
CUST-IL-4456-4304,CUST-OH-3800-1140,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.363,,NONE,No,01/01/2010,01/01/2015,3,0,CustomerRecord+LastNameMatch
CUST-IL-4456-4304,CUST-OH-7834-3212,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.382,,NONE,No,01/01/2010,01/01/2015,14,0,CustomerRecord+LastNameMatch
CUST-IL-4456-4304,CUST-OH-5422-9695,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.449,,NONE,No,01/01/2010,01/01/2015,8,0,CustomerRecord+LastNameMatch
CUST-IL-4456-4304,CUST-OH-5074-1182,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.412,,NONE,No,01/01/2010,01/01/2015,5,0,CustomerRecord+LastNameMatch
CUST-IL-7199-2746,CUST-OH-4208-3967,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.446,,NONE,No,01/01/2010,01/01/2015,14,0,CustomerRecord+LastNameMatch
CUST-IL-7199-2746,CUST-OH-7768-6927,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.395,,NONE,No,01/01/2010,01/01/2015,11,0,CustomerRecord+LastNameMatch
CUST-IL-7199-2746,CUST-OH-3469-1044,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.381,,NONE,No,01/01/2010,01/01/2015,3,0,CustomerRecord+LastNameMatch
CUST-IL-7199-2746,CUST-OH-3800-1140,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.436,,NONE,No,01/01/2010,01/01/2015,1,0,CustomerRecord+LastNameMatch
CUST-IL-7199-2746,CUST-OH-7834-3212,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.385,,NONE,No,01/01/2010,01/01/2015,2,0,CustomerRecord+LastNameMatch
CUST-IL-7199-2746,CUST-OH-5422-9695,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.4,,NONE,No,01/01/2010,01/01/2015,6,0,CustomerRecord+LastNameMatch
CUST-IL-7199-2746,CUST-OH-5074-1182,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.449,,NONE,No,01/01/2010,01/01/2015,4,0,CustomerRecord+LastNameMatch
CUST-IL-6051-9898,CUST-OH-4208-3967,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.384,,NONE,No,01/01/2010,01/01/2015,19,0,CustomerRecord+LastNameMatch
CUST-IL-6051-9898,CUST-OH-7768-6927,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.42,,NONE,No,01/01/2010,01/01/2015,19,0,CustomerRecord+LastNameMatch
CUST-IL-6051-9898,CUST-OH-3469-1044,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.418,,NONE,No,01/01/2010,01/01/2015,15,0,CustomerRecord+LastNameMatch
CUST-IL-6051-9898,CUST-OH-3800-1140,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.373,,NONE,No,01/01/2010,01/01/2015,18,0,CustomerRecord+LastNameMatch
CUST-IL-6051-9898,CUST-OH-7834-3212,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.381,,NONE,No,01/01/2010,01/01/2015,4,0,CustomerRecord+LastNameMatch
CUST-IL-6051-9898,CUST-OH-5422-9695,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.415,,NONE,No,01/01/2010,01/01/2015,5,0,CustomerRecord+LastNameMatch
CUST-IL-6051-9898,CUST-OH-5074-1182,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.427,,NONE,No,01/01/2010,01/01/2015,10,0,CustomerRecord+LastNameMatch
CUST-IL-7939-8522,CUST-OH-4208-3967,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.417,,NONE,No,01/01/2010,01/01/2015,10,0,CustomerRecord+LastNameMatch
CUST-IL-7939-8522,CUST-OH-7768-6927,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.41,,NONE,No,01/01/2010,01/01/2015,20,0,CustomerRecord+LastNameMatch
CUST-IL-7939-8522,CUST-OH-3469-1044,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.397,,NONE,No,01/01/2010,01/01/2015,1,0,CustomerRecord+LastNameMatch
CUST-IL-7939-8522,CUST-OH-3800-1140,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.405,,NONE,No,01/01/2010,01/01/2015,19,0,CustomerRecord+LastNameMatch
CUST-IL-7939-8522,CUST-OH-7834-3212,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.439,,NONE,No,01/01/2010,01/01/2015,6,0,CustomerRecord+LastNameMatch
CUST-IL-7939-8522,CUST-OH-5422-9695,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.386,,NONE,No,01/01/2010,01/01/2015,12,0,CustomerRecord+LastNameMatch
CUST-IL-7939-8522,CUST-OH-5074-1182,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.404,,NONE,No,01/01/2010,01/01/2015,12,0,CustomerRecord+LastNameMatch
CUST-IL-5572-4492,CUST-OH-4208-3967,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.448,,NONE,No,01/01/2010,01/01/2015,3,0,CustomerRecord+LastNameMatch
CUST-IL-5572-4492,CUST-OH-7768-6927,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.402,,NONE,No,01/01/2010,01/01/2015,13,0,CustomerRecord+LastNameMatch
CUST-IL-5572-4492,CUST-OH-3469-1044,EXTENDED_FAMILY_OF,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Phillips,0.45,0.413,,NONE,No,01/01/2010,01/01/2015,14,0,CustomerRecord+LastNameMatch
