:START_ID,:END_ID,:TYPE,statement_date,statement_strength,corroborated_by_evidence,deposition_provided,credibility_score,professional_witness,coached_flag,weight,connection_strength,first_seen_date,last_seen_date,event_time,interaction_count,shared_count
CLM-629663,WS-629663-W2,HAS_WITNESS,2/16/2015,Strong,No,Yes,63,Yes,Yes,0.63,0.5091,2/16/2015,2/16/2015,2/16/2015,1,1
CLM-839884,WS-839884-W1,HAS_WITNESS,2/17/2015,Moderate,Partial,Yes,99,No,No,0.99,0.9405,2/17/2015,2/17/2015,2/17/2015,1,1
CLM-839884,WS-839884-W2,HAS_WITNESS,2/17/2015,Strong,No,Yes,57,Yes,Yes,0.57,0.5426,2/17/2015,2/17/2015,2/17/2015,1,1
CLM-839884,WS-839884-W3,HAS_WITNESS,2/17/2015,Weak,Yes,Yes,44,Yes,No,0.44,0.3923,2/17/2015,2/17/2015,2/17/2015,1,1
CLM-241562,WS-241562-W1,HAS_WITNESS,1/9/2015,Moderate,Yes,Yes,97,Yes,Yes,0.97,0.7916,1/9/2015,1/9/2015,1/9/2015,1,1
CLM-241562,WS-241562-W2,HAS_WITNESS,1/9/2015,Strong,Yes,No,45,Yes,No,0.45,0.4096,1/9/2015,1/9/2015,1/9/2015,1,1
CLM-241562,WS-241562-W3,HAS_WITNESS,1/9/2015,Weak,Partial,Unknown,90,No,No,0.9,0.7435,1/9/2015,1/9/2015,1/9/2015,1,1
CLM-405533,WS-405533-W1,HAS_WITNESS,2/9/2015,Moderate,No,Unknown,52,Yes,Yes,0.52,0.5177,2/9/2015,2/9/2015,2/9/2015,1,1
CLM-405533,WS-405533-W2,HAS_WITNESS,2/9/2015,Strong,No,Unknown,91,Yes,Yes,0.91,0.8416,2/9/2015,2/9/2015,2/9/2015,1,1
CLM-667021,WS-667021-W1,HAS_WITNESS,2/16/2015,Moderate,Yes,Yes,55,Yes,No,0.55,0.5208,2/16/2015,2/16/2015,2/16/2015,1,1
CLM-667021,WS-667021-W2,HAS_WITNESS,2/16/2015,Strong,Partial,Yes,74,Yes,No,0.74,0.5948,2/16/2015,2/16/2015,2/16/2015,1,1
CLM-667021,WS-667021-W3,HAS_WITNESS,2/16/2015,Moderate,Partial,Yes,40,No,No,0.4,0.3505,2/16/2015,2/16/2015,2/16/2015,1,1
CLM-511621,WS-511621-W1,HAS_WITNESS,2/18/2015,Moderate,Yes,Yes,64,Yes,No,0.64,0.6278,2/18/2015,2/18/2015,2/18/2015,1,1
CLM-735822,WS-735822-W1,HAS_WITNESS,2/4/2015,Moderate,Yes,Yes,89,No,No,0.89,0.7796,2/4/2015,2/4/2015,2/4/2015,1,1
CLM-735822,WS-735822-W2,HAS_WITNESS,2/4/2015,Strong,Yes,Yes,73,No,No,0.73,0.5893,2/4/2015,2/4/2015,2/4/2015,1,1
CLM-130930,WS-130930-W1,HAS_WITNESS,1/10/2015,Strong,No,No,53,No,No,0.53,0.4952,1/10/2015,1/10/2015,1/10/2015,1,1
CLM-261119,WS-261119-W1,HAS_WITNESS,1/10/2015,Weak,No,Yes,51,Yes,No,0.51,0.4791,1/10/2015,1/10/2015,1/10/2015,1,1
CLM-261119,WS-261119-W2,HAS_WITNESS,1/10/2015,Strong,Yes,No,74,Yes,No,0.74,0.6417,1/10/2015,1/10/2015,1/10/2015,1,1
CLM-261119,WS-261119-W3,HAS_WITNESS,1/10/2015,Moderate,No,Yes,67,Yes,Yes,0.67,0.6436,1/10/2015,1/10/2015,1/10/2015,1,1
CLM-280709,WS-280709-W1,HAS_WITNESS,2/16/2015,Strong,No,Yes,61,No,No,0.61,0.5921,2/16/2015,2/16/2015,2/16/2015,1,1
CLM-898573,WS-898573-W1,HAS_WITNESS,2/8/2015,Strong,No,Yes,53,No,No,0.53,0.5071,2/8/2015,2/8/2015,2/8/2015,1,1
CLM-390381,WS-390381-W1,HAS_WITNESS,2/2/2015,Weak,Partial,Yes,81,Yes,No,0.81,0.714,2/2/2015,2/2/2015,2/2/2015,1,1
CLM-629918,WS-629918-W1,HAS_WITNESS,2/6/2015,Moderate,Partial,No,66,Yes,No,0.66,0.5732,2/6/2015,2/6/2015,2/6/2015,1,1
CLM-629918,WS-629918-W2,HAS_WITNESS,2/6/2015,Moderate,Partial,Unknown,83,Yes,No,0.83,0.8205,2/6/2015,2/6/2015,2/6/2015,1,1
CLM-208298,WS-208298-W1,HAS_WITNESS,1/1/2015,Moderate,Partial,Yes,91,Yes,No,0.91,0.8589,1/1/2015,1/1/2015,1/1/2015,1,1
CLM-208298,WS-208298-W2,HAS_WITNESS,1/1/2015,Moderate,Partial,Unknown,72,Yes,Yes,0.72,0.6555,1/1/2015,1/1/2015,1/1/2015,1,1
CLM-513099,WS-513099-W1,HAS_WITNESS,1/19/2015,Moderate,Yes,No,88,Yes,No,0.88,0.79,1/19/2015,1/19/2015,1/19/2015,1,1
CLM-513099,WS-513099-W2,HAS_WITNESS,1/19/2015,Weak,Partial,No,81,Yes,No,0.81,0.6912,1/19/2015,1/19/2015,1/19/2015,1,1
CLM-513099,WS-513099-W3,HAS_WITNESS,1/19/2015,Moderate,No,Yes,51,Yes,No,0.51,0.5012,1/19/2015,1/19/2015,1/19/2015,1,1
CLM-184938,WS-184938-W1,HAS_WITNESS,1/17/2015,Moderate,Partial,Yes,81,Yes,No,0.81,0.7968,1/17/2015,1/17/2015,1/17/2015,1,1
CLM-184938,WS-184938-W2,HAS_WITNESS,1/17/2015,Moderate,Yes,Yes,48,Yes,No,0.48,0.3921,1/17/2015,1/17/2015,1/17/2015,1,1
CLM-187775,WS-187775-W1,HAS_WITNESS,2/1/2015,Strong,Yes,Yes,76,No,No,0.76,0.7093,2/1/2015,2/1/2015,2/1/2015,1,1
CLM-326322,WS-326322-W1,HAS_WITNESS,1/2/2015,Strong,Yes,No,90,No,No,0.9,0.7774,1/2/2015,1/2/2015,1/2/2015,1,1
CLM-326322,WS-326322-W2,HAS_WITNESS,1/2/2015,Weak,Yes,No,60,Yes,No,0.6,0.5411,1/2/2015,1/2/2015,1/2/2015,1,1
CLM-326322,WS-326322-W3,HAS_WITNESS,1/2/2015,Weak,Partial,Yes,41,Yes,Yes,0.41,0.3373,1/2/2015,1/2/2015,1/2/2015,1,1
CLM-146138,WS-146138-W1,HAS_WITNESS,2/20/2015,Strong,Yes,Yes,68,Yes,Yes,0.68,0.6543,2/20/2015,2/20/2015,2/20/2015,1,1
CLM-146138,WS-146138-W2,HAS_WITNESS,2/20/2015,Moderate,Yes,Unknown,42,Yes,No,0.42,0.4037,2/20/2015,2/20/2015,2/20/2015,1,1
CLM-146138,WS-146138-W3,HAS_WITNESS,2/20/2015,Moderate,No,No,94,No,No,0.94,0.7721,2/20/2015,2/20/2015,2/20/2015,1,1
CLM-336047,WS-336047-W1,HAS_WITNESS,2/5/2015,Weak,Yes,Yes,73,No,No,0.73,0.5949,2/5/2015,2/5/2015,2/5/2015,1,1
CLM-532330,WS-532330-W1,HAS_WITNESS,2/27/2015,Weak,Partial,Yes,75,No,No,0.75,0.656,2/27/2015,2/27/2015,2/27/2015,1,1
CLM-532330,WS-532330-W2,HAS_WITNESS,2/27/2015,Strong,Yes,No,93,Yes,No,0.93,0.7726,2/27/2015,2/27/2015,2/27/2015,1,1
CLM-118137,WS-118137-W1,HAS_WITNESS,1/27/2015,Strong,No,Yes,68,Yes,Yes,0.68,0.653,1/27/2015,1/27/2015,1/27/2015,1,1
CLM-212674,WS-212674-W1,HAS_WITNESS,1/26/2015,Weak,Yes,No,59,Yes,No,0.59,0.5639,1/26/2015,1/26/2015,1/26/2015,1,1
CLM-212674,WS-212674-W2,HAS_WITNESS,1/26/2015,Strong,No,Yes,93,Yes,No,0.93,0.9046,1/26/2015,1/26/2015,1/26/2015,1,1
CLM-212674,WS-212674-W3,HAS_WITNESS,1/26/2015,Strong,Partial,No,81,Yes,Yes,0.81,0.6496,1/26/2015,1/26/2015,1/26/2015,1,1
CLM-935596,WS-935596-W1,HAS_WITNESS,1/13/2015,Weak,No,Yes,80,Yes,Yes,0.8,0.6422,1/13/2015,1/13/2015,1/13/2015,1,1
CLM-935596,WS-935596-W2,HAS_WITNESS,1/13/2015,Moderate,Yes,Yes,55,Yes,No,0.55,0.5288,1/13/2015,1/13/2015,1/13/2015,1,1
CLM-737593,WS-737593-W1,HAS_WITNESS,1/14/2015,Moderate,No,Yes,50,Yes,No,0.5,0.487,1/14/2015,1/14/2015,1/14/2015,1,1
CLM-168151,WS-168151-W1,HAS_WITNESS,1/17/2015,Strong,Yes,Unknown,46,No,No,0.46,0.4248,1/17/2015,1/17/2015,1/17/2015,1,1
CLM-594739,WS-594739-W1,HAS_WITNESS,2/2/2015,Moderate,No,No,49,No,No,0.49,0.4073,2/2/2015,2/2/2015,2/2/2015,1,1
CLM-594739,WS-594739-W2,HAS_WITNESS,2/2/2015,Moderate,Partial,Yes,67,Yes,No,0.67,0.6199,2/2/2015,2/2/2015,2/2/2015,1,1
CLM-594739,WS-594739-W3,HAS_WITNESS,2/2/2015,Weak,Partial,No,73,Yes,Yes,0.73,0.7112,2/2/2015,2/2/2015,2/2/2015,1,1
CLM-843227,WS-843227-W1,HAS_WITNESS,1/7/2015,Moderate,Yes,Yes,72,Yes,No,0.72,0.6423,1/7/2015,1/7/2015,1/7/2015,1,1
CLM-843227,WS-843227-W2,HAS_WITNESS,1/7/2015,Moderate,Partial,Yes,93,No,No,0.93,0.9065,1/7/2015,1/7/2015,1/7/2015,1,1
CLM-283925,WS-283925-W1,HAS_WITNESS,2/2/2015,Strong,Yes,Yes,57,No,No,0.57,0.5456,2/2/2015,2/2/2015,2/2/2015,1,1
CLM-751905,WS-751905-W1,HAS_WITNESS,1/18/2015,Weak,No,Yes,50,No,No,0.5,0.4106,1/18/2015,1/18/2015,1/18/2015,1,1
CLM-226725,WS-226725-W1,HAS_WITNESS,1/10/2015,Strong,Yes,Yes,87,No,No,0.87,0.7172,1/10/2015,1/10/2015,1/10/2015,1,1
CLM-889883,WS-889883-W1,HAS_WITNESS,1/29/2015,Moderate,No,Yes,86,Yes,No,0.86,0.8091,1/29/2015,1/29/2015,1/29/2015,1,1
CLM-889883,WS-889883-W2,HAS_WITNESS,1/29/2015,Weak,Yes,Unknown,86,Yes,Yes,0.86,0.7223,1/29/2015,1/29/2015,1/29/2015,1,1
CLM-277767,WS-277767-W1,HAS_WITNESS,1/4/2015,Strong,Yes,Yes,61,Yes,Yes,0.61,0.579,1/4/2015,1/4/2015,1/4/2015,1,1
CLM-277767,WS-277767-W2,HAS_WITNESS,1/4/2015,Weak,Partial,Yes,91,Yes,No,0.91,0.7428,1/4/2015,1/4/2015,1/4/2015,1,1
CLM-277767,WS-277767-W3,HAS_WITNESS,1/4/2015,Moderate,Partial,Yes,69,Yes,Yes,0.69,0.5647,1/4/2015,1/4/2015,1/4/2015,1,1
CLM-842618,WS-842618-W1,HAS_WITNESS,2/25/2015,Strong,Partial,No,78,No,No,0.78,0.7724,2/25/2015,2/25/2015,2/25/2015,1,1
CLM-842618,WS-842618-W2,HAS_WITNESS,2/25/2015,Moderate,No,Yes,93,Yes,No,0.93,0.7447,2/25/2015,2/25/2015,2/25/2015,1,1
CLM-842618,WS-842618-W3,HAS_WITNESS,2/25/2015,Strong,No,No,79,Yes,No,0.79,0.7571,2/25/2015,2/25/2015,2/25/2015,1,1
CLM-522506,WS-522506-W1,HAS_WITNESS,1/10/2015,Weak,No,Yes,76,No,No,0.76,0.6434,1/10/2015,1/10/2015,1/10/2015,1,1
CLM-522506,WS-522506-W2,HAS_WITNESS,1/10/2015,Moderate,Partial,Yes,82,No,No,0.82,0.6642,1/10/2015,1/10/2015,1/10/2015,1,1
CLM-367595,WS-367595-W1,HAS_WITNESS,1/28/2015,Strong,No,Unknown,67,Yes,No,0.67,0.5466,1/28/2015,1/28/2015,1/28/2015,1,1
CLM-586104,WS-586104-W1,HAS_WITNESS,2/16/2015,Moderate,Yes,No,44,Yes,No,0.44,0.3802,2/16/2015,2/16/2015,2/16/2015,1,1
CLM-586104,WS-586104-W2,HAS_WITNESS,2/16/2015,Strong,Partial,No,71,Yes,No,0.71,0.6432,2/16/2015,2/16/2015,2/16/2015,1,1
CLM-512813,WS-512813-W1,HAS_WITNESS,1/20/2015,Strong,Partial,Unknown,90,Yes,Yes,0.9,0.8057,1/20/2015,1/20/2015,1/20/2015,1,1
CLM-356768,WS-356768-W1,HAS_WITNESS,2/6/2015,Moderate,Partial,Unknown,64,No,No,0.64,0.5373,2/6/2015,2/6/2015,2/6/2015,1,1
CLM-330506,WS-330506-W1,HAS_WITNESS,1/24/2015,Moderate,Yes,Yes,65,Yes,No,0.65,0.6484,1/24/2015,1/24/2015,1/24/2015,1,1
CLM-330506,WS-330506-W2,HAS_WITNESS,1/24/2015,Strong,No,Yes,80,No,No,0.8,0.7369,1/24/2015,1/24/2015,1/24/2015,1,1
CLM-330506,WS-330506-W3,HAS_WITNESS,1/24/2015,Strong,Yes,No,81,Yes,Yes,0.81,0.6781,1/24/2015,1/24/2015,1/24/2015,1,1
CLM-779075,WS-779075-W1,HAS_WITNESS,1/14/2015,Strong,Yes,Yes,56,No,No,0.56,0.4803,1/14/2015,1/14/2015,1/14/2015,1,1
CLM-987905,WS-987905-W1,HAS_WITNESS,1/10/2015,Weak,No,No,67,Yes,Yes,0.67,0.6266,1/10/2015,1/10/2015,1/10/2015,1,1
CLM-987905,WS-987905-W2,HAS_WITNESS,1/10/2015,Strong,Yes,Unknown,78,No,No,0.78,0.7589,1/10/2015,1/10/2015,1/10/2015,1,1
CLM-967756,WS-967756-W1,HAS_WITNESS,2/13/2015,Moderate,No,Unknown,91,Yes,Yes,0.91,0.7392,2/13/2015,2/13/2015,2/13/2015,1,1
CLM-967756,WS-967756-W2,HAS_WITNESS,2/13/2015,Weak,Partial,Yes,97,Yes,No,0.97,0.8119,2/13/2015,2/13/2015,2/13/2015,1,1
CLM-967756,WS-967756-W3,HAS_WITNESS,2/13/2015,Strong,Partial,Yes,98,Yes,No,0.98,0.7852,2/13/2015,2/13/2015,2/13/2015,1,1
CLM-830414,WS-830414-W1,HAS_WITNESS,2/17/2015,Moderate,Yes,Yes,71,No,No,0.71,0.593,2/17/2015,2/17/2015,2/17/2015,1,1
CLM-332892,WS-332892-W1,HAS_WITNESS,2/13/2015,Moderate,Partial,Unknown,43,Yes,No,0.43,0.361,2/13/2015,2/13/2015,2/13/2015,1,1
CLM-332892,WS-332892-W2,HAS_WITNESS,2/13/2015,Strong,No,Yes,64,No,No,0.64,0.5304,2/13/2015,2/13/2015,2/13/2015,1,1
CLM-448642,WS-448642-W1,HAS_WITNESS,2/1/2015,Strong,Yes,No,75,Yes,Yes,0.75,0.6813,2/1/2015,2/1/2015,2/1/2015,1,1
CLM-448642,WS-448642-W2,HAS_WITNESS,2/1/2015,Moderate,Partial,Unknown,63,Yes,No,0.63,0.6266,2/1/2015,2/1/2015,2/1/2015,1,1
CLM-526039,WS-526039-W1,HAS_WITNESS,1/29/2015,Weak,Yes,Unknown,46,Yes,No,0.46,0.4324,1/29/2015,1/29/2015,1/29/2015,1,1
CLM-444422,WS-444422-W1,HAS_WITNESS,2/6/2015,Moderate,Yes,Unknown,89,No,No,0.89,0.8371,2/6/2015,2/6/2015,2/6/2015,1,1
CLM-444422,WS-444422-W2,HAS_WITNESS,2/6/2015,Strong,No,Unknown,94,Yes,Yes,0.94,0.7662,2/6/2015,2/6/2015,2/6/2015,1,1
CLM-806081,WS-806081-W1,HAS_WITNESS,1/21/2015,Strong,Yes,Yes,97,No,No,0.97,0.8123,1/21/2015,1/21/2015,1/21/2015,1,1
CLM-806081,WS-806081-W2,HAS_WITNESS,1/21/2015,Strong,Partial,Unknown,78,Yes,No,0.78,0.6741,1/21/2015,1/21/2015,1/21/2015,1,1
CLM-384618,WS-384618-W1,HAS_WITNESS,1/16/2015,Strong,No,Yes,43,No,No,0.43,0.4293,1/16/2015,1/16/2015,1/16/2015,1,1
CLM-384618,WS-384618-W2,HAS_WITNESS,1/16/2015,Strong,No,No,51,Yes,No,0.51,0.4246,1/16/2015,1/16/2015,1/16/2015,1,1
CLM-756459,WS-756459-W1,HAS_WITNESS,2/17/2015,Weak,No,Yes,88,Yes,No,0.88,0.8158,2/17/2015,2/17/2015,2/17/2015,1,1
CLM-756459,WS-756459-W2,HAS_WITNESS,2/17/2015,Weak,No,Unknown,44,Yes,No,0.44,0.4041,2/17/2015,2/17/2015,2/17/2015,1,1
CLM-655787,WS-655787-W1,HAS_WITNESS,2/1/2015,Strong,Yes,Unknown,85,Yes,No,0.85,0.7823,2/1/2015,2/1/2015,2/1/2015,1,1
CLM-655787,WS-655787-W2,HAS_WITNESS,2/1/2015,Strong,Yes,Yes,75,Yes,Yes,0.75,0.676,2/1/2015,2/1/2015,2/1/2015,1,1
CLM-419954,WS-419954-W1,HAS_WITNESS,2/25/2015,Moderate,Yes,Yes,52,Yes,No,0.52,0.4457,2/25/2015,2/25/2015,2/25/2015,1,1
CLM-419954,WS-419954-W2,HAS_WITNESS,2/25/2015,Moderate,No,Yes,91,No,No,0.91,0.8056,2/25/2015,2/25/2015,2/25/2015,1,1
CLM-419954,WS-419954-W3,HAS_WITNESS,2/25/2015,Strong,Partial,Unknown,100,No,No,1.0,0.9649,2/25/2015,2/25/2015,2/25/2015,1,1
CLM-132871,WS-132871-W1,HAS_WITNESS,2/3/2015,Strong,No,Yes,70,No,No,0.7,0.663,2/3/2015,2/3/2015,2/3/2015,1,1
CLM-132871,WS-132871-W2,HAS_WITNESS,2/3/2015,Weak,Partial,Yes,61,Yes,Yes,0.61,0.5527,2/3/2015,2/3/2015,2/3/2015,1,1
CLM-132871,WS-132871-W3,HAS_WITNESS,2/3/2015,Strong,Yes,Unknown,52,No,No,0.52,0.4841,2/3/2015,2/3/2015,2/3/2015,1,1
CLM-714929,WS-714929-W1,HAS_WITNESS,1/27/2015,Weak,Partial,Unknown,90,Yes,Yes,0.9,0.8943,1/27/2015,1/27/2015,1/27/2015,1,1
CLM-714929,WS-714929-W2,HAS_WITNESS,1/27/2015,Strong,No,No,70,Yes,No,0.7,0.5952,1/27/2015,1/27/2015,1/27/2015,1,1
CLM-297816,WS-297816-W1,HAS_WITNESS,1/21/2015,Moderate,Yes,Unknown,67,No,No,0.67,0.6371,1/21/2015,1/21/2015,1/21/2015,1,1
CLM-297816,WS-297816-W2,HAS_WITNESS,1/21/2015,Weak,Yes,Unknown,44,Yes,Yes,0.44,0.3577,1/21/2015,1/21/2015,1/21/2015,1,1
CLM-426708,WS-426708-W1,HAS_WITNESS,1/24/2015,Strong,No,Unknown,74,Yes,No,0.74,0.6013,1/24/2015,1/24/2015,1/24/2015,1,1
CLM-426708,WS-426708-W2,HAS_WITNESS,1/24/2015,Weak,No,Yes,99,No,No,0.99,0.8602,1/24/2015,1/24/2015,1/24/2015,1,1
CLM-771236,WS-771236-W1,HAS_WITNESS,2/23/2015,Moderate,No,Yes,75,No,No,0.75,0.7099,2/23/2015,2/23/2015,2/23/2015,1,1
CLM-235869,WS-235869-W1,HAS_WITNESS,1/9/2015,Strong,Yes,Unknown,44,Yes,Yes,0.44,0.4065,1/9/2015,1/9/2015,1/9/2015,1,1
CLM-931625,WS-931625-W1,HAS_WITNESS,2/15/2015,Moderate,Yes,Yes,100,Yes,No,1.0,0.9635,2/15/2015,2/15/2015,2/15/2015,1,1
CLM-931625,WS-931625-W2,HAS_WITNESS,2/15/2015,Weak,Yes,No,44,Yes,No,0.44,0.359,2/15/2015,2/15/2015,2/15/2015,1,1
CLM-371635,WS-371635-W1,HAS_WITNESS,1/16/2015,Strong,Yes,No,54,Yes,Yes,0.54,0.5146,1/16/2015,1/16/2015,1/16/2015,1,1
CLM-427199,WS-427199-W1,HAS_WITNESS,1/14/2015,Strong,Partial,No,41,No,No,0.41,0.3867,1/14/2015,1/14/2015,1/14/2015,1,1
CLM-427199,WS-427199-W2,HAS_WITNESS,1/14/2015,Strong,Partial,Yes,50,Yes,Yes,0.5,0.4012,1/14/2015,1/14/2015,1/14/2015,1,1
CLM-261315,WS-261315-W1,HAS_WITNESS,1/1/2015,Moderate,Yes,Yes,84,Yes,Yes,0.84,0.797,1/1/2015,1/1/2015,1/1/2015,1,1
CLM-261315,WS-261315-W2,HAS_WITNESS,1/1/2015,Weak,Yes,No,70,Yes,No,0.7,0.5724,1/1/2015,1/1/2015,1/1/2015,1,1
CLM-582973,WS-582973-W1,HAS_WITNESS,2/16/2015,Strong,No,Yes,81,Yes,No,0.81,0.7433,2/16/2015,2/16/2015,2/16/2015,1,1
CLM-582973,WS-582973-W2,HAS_WITNESS,2/16/2015,Strong,No,Yes,88,Yes,Yes,0.88,0.8653,2/16/2015,2/16/2015,2/16/2015,1,1
CLM-582973,WS-582973-W3,HAS_WITNESS,2/16/2015,Moderate,Yes,No,95,Yes,No,0.95,0.8287,2/16/2015,2/16/2015,2/16/2015,1,1
CLM-153154,WS-153154-W1,HAS_WITNESS,1/12/2015,Moderate,No,Yes,77,Yes,No,0.77,0.7209,1/12/2015,1/12/2015,1/12/2015,1,1
CLM-153154,WS-153154-W2,HAS_WITNESS,1/12/2015,Strong,No,Unknown,79,Yes,No,0.79,0.7392,1/12/2015,1/12/2015,1/12/2015,1,1
CLM-860497,WS-860497-W1,HAS_WITNESS,1/22/2015,Strong,Partial,Unknown,41,No,No,0.41,0.3334,1/22/2015,1/22/2015,1/22/2015,1,1
CLM-351741,WS-351741-W1,HAS_WITNESS,1/13/2015,Moderate,Partial,Unknown,46,Yes,Yes,0.46,0.3921,1/13/2015,1/13/2015,1/13/2015,1,1
CLM-351741,WS-351741-W2,HAS_WITNESS,1/13/2015,Moderate,Yes,Yes,54,Yes,Yes,0.54,0.5227,1/13/2015,1/13/2015,1/13/2015,1,1
CLM-351741,WS-351741-W3,HAS_WITNESS,1/13/2015,Moderate,Yes,No,77,Yes,No,0.77,0.6854,1/13/2015,1/13/2015,1/13/2015,1,1
CLM-403737,WS-403737-W1,HAS_WITNESS,1/18/2015,Strong,No,Yes,56,Yes,No,0.56,0.5311,1/18/2015,1/18/2015,1/18/2015,1,1
CLM-740384,WS-740384-W1,HAS_WITNESS,1/31/2015,Strong,Yes,Yes,55,No,No,0.55,0.4928,1/31/2015,1/31/2015,1/31/2015,1,1
CLM-876714,WS-876714-W1,HAS_WITNESS,2/6/2015,Weak,Partial,Yes,94,Yes,Yes,0.94,0.8459,2/6/2015,2/6/2015,2/6/2015,1,1
CLM-876714,WS-876714-W2,HAS_WITNESS,2/6/2015,Strong,Yes,Yes,49,Yes,Yes,0.49,0.4668,2/6/2015,2/6/2015,2/6/2015,1,1
CLM-951543,WS-951543-W1,HAS_WITNESS,2/4/2015,Strong,Yes,No,91,Yes,No,0.91,0.7851,2/4/2015,2/4/2015,2/4/2015,1,1
CLM-951543,WS-951543-W2,HAS_WITNESS,2/4/2015,Strong,No,Yes,81,Yes,No,0.81,0.8099,2/4/2015,2/4/2015,2/4/2015,1,1
CLM-951543,WS-951543-W3,HAS_WITNESS,2/4/2015,Moderate,Yes,Unknown,86,No,No,0.86,0.7207,2/4/2015,2/4/2015,2/4/2015,1,1
CLM-576723,WS-576723-W1,HAS_WITNESS,1/2/2015,Strong,No,No,43,Yes,No,0.43,0.3945,1/2/2015,1/2/2015,1/2/2015,1,1
CLM-576723,WS-576723-W2,HAS_WITNESS,1/2/2015,Strong,No,Yes,93,No,No,0.93,0.7519,1/2/2015,1/2/2015,1/2/2015,1,1
CLM-391003,WS-391003-W1,HAS_WITNESS,2/26/2015,Strong,Yes,Yes,93,Yes,Yes,0.93,0.8096,2/26/2015,2/26/2015,2/26/2015,1,1
CLM-391003,WS-391003-W2,HAS_WITNESS,2/26/2015,Strong,Yes,No,88,No,No,0.88,0.7858,2/26/2015,2/26/2015,2/26/2015,1,1
CLM-225865,WS-225865-W1,HAS_WITNESS,2/8/2015,Moderate,Yes,Unknown,48,No,No,0.48,0.4283,2/8/2015,2/8/2015,2/8/2015,1,1
CLM-225865,WS-225865-W2,HAS_WITNESS,2/8/2015,Strong,No,Yes,63,Yes,Yes,0.63,0.6204,2/8/2015,2/8/2015,2/8/2015,1,1
CLM-984948,WS-984948-W1,HAS_WITNESS,2/7/2015,Strong,No,Yes,40,Yes,No,0.4,0.3877,2/7/2015,2/7/2015,2/7/2015,1,1
CLM-890328,WS-890328-W1,HAS_WITNESS,2/17/2015,Weak,No,Unknown,47,Yes,Yes,0.47,0.4674,2/17/2015,2/17/2015,2/17/2015,1,1
CLM-890328,WS-890328-W2,HAS_WITNESS,2/17/2015,Strong,Partial,Unknown,92,Yes,No,0.92,0.8213,2/17/2015,2/17/2015,2/17/2015,1,1
CLM-414913,WS-414913-W1,HAS_WITNESS,2/1/2015,Moderate,Partial,Yes,77,Yes,Yes,0.77,0.7545,2/1/2015,2/1/2015,2/1/2015,1,1
CLM-414913,WS-414913-W2,HAS_WITNESS,2/1/2015,Moderate,Yes,Unknown,78,Yes,No,0.78,0.6945,2/1/2015,2/1/2015,2/1/2015,1,1
CLM-818413,WS-818413-W1,HAS_WITNESS,2/21/2015,Strong,Yes,No,56,Yes,Yes,0.56,0.4639,2/21/2015,2/21/2015,2/21/2015,1,1
CLM-818413,WS-818413-W2,HAS_WITNESS,2/21/2015,Moderate,Partial,Yes,58,Yes,No,0.58,0.5511,2/21/2015,2/21/2015,2/21/2015,1,1
CLM-818413,WS-818413-W3,HAS_WITNESS,2/21/2015,Strong,Yes,Yes,64,No,No,0.64,0.5657,2/21/2015,2/21/2015,2/21/2015,1,1
CLM-487356,WS-487356-W1,HAS_WITNESS,1/9/2015,Moderate,No,Yes,89,Yes,Yes,0.89,0.7164,1/9/2015,1/9/2015,1/9/2015,1,1
CLM-487356,WS-487356-W2,HAS_WITNESS,1/9/2015,Moderate,Yes,No,71,Yes,No,0.71,0.5878,1/9/2015,1/9/2015,1/9/2015,1,1
CLM-487356,WS-487356-W3,HAS_WITNESS,1/9/2015,Strong,Partial,No,88,Yes,Yes,0.88,0.7597,1/9/2015,1/9/2015,1/9/2015,1,1
CLM-159768,WS-159768-W1,HAS_WITNESS,2/16/2015,Moderate,No,Yes,79,Yes,No,0.79,0.7884,2/16/2015,2/16/2015,2/16/2015,1,1
CLM-159768,WS-159768-W2,HAS_WITNESS,2/16/2015,Moderate,Yes,Yes,81,Yes,No,0.81,0.7504,2/16/2015,2/16/2015,2/16/2015,1,1
CLM-865839,WS-865839-W1,HAS_WITNESS,2/4/2015,Moderate,No,No,43,Yes,Yes,0.43,0.3783,2/4/2015,2/4/2015,2/4/2015,1,1
CLM-865839,WS-865839-W2,HAS_WITNESS,2/4/2015,Strong,Partial,Unknown,55,No,No,0.55,0.4415,2/4/2015,2/4/2015,2/4/2015,1,1
CLM-623032,WS-623032-W1,HAS_WITNESS,2/1/2015,Strong,Yes,Yes,64,Yes,No,0.64,0.6133,2/1/2015,2/1/2015,2/1/2015,1,1
CLM-935442,WS-935442-W1,HAS_WITNESS,2/5/2015,Moderate,Yes,No,56,Yes,No,0.56,0.5221,2/5/2015,2/5/2015,2/5/2015,1,1
CLM-563878,WS-563878-W1,HAS_WITNESS,2/6/2015,Moderate,Yes,Yes,79,No,No,0.79,0.6593,2/6/2015,2/6/2015,2/6/2015,1,1
CLM-620855,WS-620855-W1,HAS_WITNESS,1/21/2015,Weak,No,Yes,64,Yes,No,0.64,0.5879,1/21/2015,1/21/2015,1/21/2015,1,1
CLM-620855,WS-620855-W2,HAS_WITNESS,1/21/2015,Moderate,Partial,Yes,58,Yes,Yes,0.58,0.4853,1/21/2015,1/21/2015,1/21/2015,1,1
